year,était_VERB utile_ADJ,était_VERB futile_ADJ,etait_VERB utile_ADJ
1800,4.96778000069753e-07,0.0,0.0
1801,4.262316792846832e-07,0.0,2.3811825844433088e-09
1802,2.998705781465105e-07,0.0,2.2378401354217203e-09
1803,4.7198210495480453e-07,0.0,0.0
1804,1.2408692100507324e-06,2.4718509461507665e-09,4.943701892301533e-09
1805,3.098736840456695e-07,0.0,0.0
1806,5.129371061229904e-07,0.0,0.0
1807,5.494623565027723e-07,0.0,5.693910232196231e-09
1808,3.2631464819132816e-07,9.064295980465431e-09,0.0
1809,3.8403518942686787e-07,1.3554183553310395e-08,4.518061036407062e-09
1810,3.9548143604406505e-07,0.0,2.3401267590372754e-09
1811,6.042055247235112e-07,7.521229861140455e-09,0.0
1812,3.9741402702020423e-07,0.0,0.0
1813,4.5149144511924533e-07,2.8757416448144113e-09,5.751483289628823e-09
1814,6.041619826646638e-07,3.1466771410748606e-09,0.0
1815,5.124724680172221e-07,0.0,0.0
1816,4.496151575494878e-07,0.0,0.0
1817,7.535267059211037e-07,0.0,1.556873407970727e-09
1818,7.212312311821734e-07,1.1921177378582115e-09,0.0
1819,8.260137747129193e-07,0.0,2.070210003424222e-09
1820,7.309752163564553e-07,1.1866481131050932e-09,4.746592452420373e-09
1821,8.766863288656168e-07,9.861488514673056e-09,3.94459531705138e-09
1822,7.980390250850178e-07,0.0,4.010246357211145e-09
1823,8.528758712600393e-07,1.9765373782121287e-09,9.882686891060644e-10
1824,5.347406499822682e-07,0.0,8.421112696055388e-10
1825,6.630498887716385e-07,6.163809906922779e-09,8.805443041381977e-10
1826,6.553140110554523e-07,7.927186018719112e-09,0.0
1827,9.834830052568577e-07,0.0,2.7651818612639545e-09
1828,8.310104817610409e-07,2.7516904310687096e-09,9.172301251858528e-10
1829,9.73912847257452e-07,1.714635211591542e-09,0.0
1830,9.403589160683623e-07,2.0873671680021744e-09,5.218417697960831e-09
1831,8.216565561269817e-07,0.0,0.0
1832,8.537410849385196e-07,2.841293600397421e-08,0.0
1833,7.761030929032131e-07,0.0,3.4750886612755494e-09
1834,9.157174645224586e-07,1.213489042584115e-08,1.8669061851994684e-09
1835,7.805106747582613e-07,5.294161553592858e-09,0.0
1836,7.675096753700927e-07,1.2769425516978572e-08,6.720750067579218e-10
1837,8.210311079892563e-07,9.045257876039159e-09,2.0873671680021744e-09
1838,7.498848617615295e-07,4.418513555037862e-09,6.312161904276081e-10
1839,7.907358394732e-07,4.894032734625853e-09,4.194885327990505e-09
1840,9.102284934670024e-07,5.732719632334238e-09,2.5478754661634184e-09
1841,1.0176569276154623e-06,1.1556987367100646e-08,0.0
1842,8.707327765478112e-07,2.683306021822318e-09,2.0124795163667386e-09
1843,8.559114235140441e-07,6.497602011990011e-09,1.7720733769266417e-09
1844,1.0911260233115172e-06,7.1351298203126134e-09,1.6465684371524958e-09
1845,9.380362939737097e-07,3.348136878855712e-09,2.2320911785556063e-09
1846,9.080331437871791e-07,3.5127007969038004e-09,3.5127007969038004e-09
1847,1.0781053561004228e-06,8.629157832729106e-09,4.853901280910122e-09
1848,9.1313268058002e-07,2.413566457803995e-09,8.045221711050488e-10
1849,9.720121170175844e-07,8.379414939696517e-10,6.703531951757213e-09
1850,1.01291823284555e-06,3.394498016007219e-09,3.394498016007219e-09
1851,9.809596122067887e-07,1.9348316282474798e-09,6.449438760824933e-10
1852,8.15120301922434e-07,1.3021090872200602e-09,5.208436348880241e-09
1853,7.56643771637755e-07,1.1346670270029335e-08,5.971931837933653e-10
1854,8.541672400497191e-07,5.195664454227256e-10,3.63696517347023e-09
1855,7.530543939537893e-07,7.429711956774554e-09,5.306937111981824e-10
1856,8.852993573782442e-07,1.1907535402144731e-08,2.5885946719483854e-09
1857,7.512642241636058e-07,5.369659827891837e-09,9.763018171682347e-10
1858,7.712433216511272e-07,1.9574704079872163e-09,1.9574704079872163e-09
1859,8.213675641854934e-07,7.638259802433822e-09,2.036869339860914e-09
1860,7.740018190816045e-07,4.119465657481669e-09,4.119465657481669e-09
1861,8.153901376317663e-07,1.0846716413936974e-08,1.8863854922557266e-09
1862,7.526965077886416e-07,2.710791813242963e-09,9.035972525772706e-10
1863,8.7705541318428e-07,3.995696662428827e-09,1.4983863039219614e-09
1864,8.572973797527084e-07,1.9178911792039344e-09,1.4384183844029508e-09
1865,9.413688530912623e-07,2.8241067262513297e-09,4.706844358715045e-10
1866,8.826222028801567e-07,9.731225603104576e-09,2.432806400776144e-09
1867,8.73991325534007e-07,1.1161466417775046e-08,2.91168689159349e-09
1868,7.775361723361129e-07,2.9639244392143382e-09,1.4819622196071691e-09
1869,9.112646921494161e-07,9.767038289254515e-10,1.4650557433881772e-09
1870,1.0011649465013761e-06,4.587239033071455e-09,0.0
1871,9.049243203662627e-07,1.274541272522356e-08,2.1242354542039266e-09
1872,8.139718943311891e-07,1.8142017887967654e-09,6.047339295989218e-10
1873,8.559986213185766e-07,5.387403856360606e-09,1.7958012854535355e-09
1874,8.185214710465516e-07,1.7923826867161097e-09,5.974609140757536e-10
1875,8.942747058426903e-07,6.865832347102696e-09,5.721527140956084e-10
1876,9.371323130835663e-07,0.0,6.04601479992084e-10
1877,8.998907219393004e-07,1.2369631985365004e-09,6.184815992682502e-10
1878,8.835186804390105e-07,4.22736201599605e-09,1.2078177347163432e-09
1879,9.402251635037828e-07,3.0546627449723474e-09,0.0
1880,9.049163054442033e-07,2.5671385017744797e-09,0.0
1881,9.691785862742108e-07,4.183504653809678e-09,6.972507571312292e-10
1882,9.344160503133025e-07,1.5972924316542958e-08,0.0
1883,9.516924706076679e-07,2.5277355764075082e-09,2.5277355764075082e-09
1884,8.734045309211069e-07,4.621187876807653e-09,0.0
1885,9.874713668978075e-07,3.2228177904158883e-09,1.2891271383708158e-09
1886,8.408863436670799e-07,1.1616235084943582e-08,6.453463874400711e-10
1887,8.40925508782675e-07,8.48760173255414e-09,6.528924623161458e-10
1888,9.257297506337636e-07,6.340614699951175e-09,6.340614699951175e-10
1889,8.815047181087721e-07,6.891650361495749e-09,1.2530273485467092e-09
1890,9.811916470425786e-07,1.9663159989136147e-09,0.0
1891,9.618697731639259e-07,3.824531802365527e-09,6.374220040683554e-10
1892,8.424880775237398e-07,1.8805537127519756e-09,6.268512375839919e-10
1893,9.034396839524561e-07,4.310891643655168e-09,2.463366621796581e-09
1894,9.338881454823422e-07,5.041231432301174e-09,2.520615716150587e-09
1895,9.46126192502561e-07,3.0093072478365457e-09,1.8055843487019274e-09
1896,8.385575256397715e-07,8.845543852942228e-09,1.179405795248556e-09
1897,8.48369495543011e-07,5.2440420894583895e-09,1.7480140668268973e-09
1898,8.991125923785148e-07,3.3950129374460403e-09,5.6583548957434e-10
1899,8.285840067401296e-07,1.1607914629507832e-08,1.1055156790007459e-09
1900,9.240074518857e-07,5.19105292084987e-09,1.5573159428683425e-09
1901,8.914038289731252e-07,1.117747761014698e-08,1.1177477832191585e-09
1902,9.255884947378945e-07,2.455141867585553e-09,1.9641135384773634e-09
1903,9.272177976527018e-07,6.480264325148255e-09,1.6200660812870638e-09
1904,9.0293701759947e-07,1.3974025492302644e-08,1.0749250378694342e-09
1905,9.46999307416263e-07,3.6125313851442797e-09,2.0643036169332163e-09
1906,8.266704298875993e-07,4.115347618238729e-09,5.144184522798412e-10
1907,9.48854619764461e-07,6.1714118260169926e-09,0.0
1908,9.257968258680194e-07,2.9468334439286537e-09,1.4734167219643268e-09
1909,8.763066716710455e-07,4.950885035270858e-09,0.0
1910,8.550641155125049e-07,3.740905363258662e-09,1.068830135508847e-09
1911,8.555161343792861e-07,1.1704822888702893e-08,1.0640748282497725e-09
1912,8.3402835571178e-07,7.814131564032323e-09,0.0
1913,8.224936891565449e-07,2.6514948014977335e-09,1.060597942803554e-09
1914,8.0762731613504e-07,8.705766774141921e-09,1.3393487430235496e-09
1915,7.751741577521898e-07,4.712304768617059e-09,2.3561523843085297e-09
1916,8.339483770214429e-07,1.3184954461564757e-08,1.0987462051303964e-09
1917,8.005490030882356e-07,1.2063066989753679e-08,0.0
1918,7.98303176452464e-07,8.040463406189247e-09,0.0
1919,7.108458817128849e-07,2.762354567309444e-09,0.0
1920,6.595413992727117e-07,1.0601124422748853e-08,0.0
1921,6.262662282097153e-07,7.572747429129834e-10,0.0
1922,6.817212465648481e-07,2.2133805899215986e-09,7.377935484775833e-10
1923,7.07022138612956e-07,4.246379248229459e-09,0.0
1924,6.755211074960243e-07,6.445812328337297e-09,0.0
1925,6.180976015457418e-07,1.3197813508725176e-08,0.0
1926,6.319860403891653e-07,1.0031524944054127e-08,2.229227691330493e-09
1927,6.377356385200983e-07,6.689535148041159e-09,2.2298449753321847e-09
1928,5.975819590275933e-07,1.1426041446327417e-08,0.0
1929,8.154777333402308e-07,1.1140406375176326e-09,0.0
1930,6.921874842191755e-07,3.1510811737689437e-09,1.0503603542488804e-09
1931,6.364189175656065e-07,2.2810713318222042e-09,0.0
1932,6.290774194894766e-07,8.767629289252454e-09,2.1919073223131136e-09
1933,5.402682177191309e-07,1.3764794637438627e-08,0.0
1934,5.870974177923927e-07,1.1981580172459871e-08,0.0
1935,5.780681249234476e-07,8.377798899061872e-09,3.590485242455088e-09
1936,6.001733936500386e-07,9.699771652549316e-09,0.0
1937,6.043736675565015e-07,8.813782592653752e-09,1.2591118148108649e-09
1938,5.549111961045128e-07,5.186085783037697e-09,7.779128452511941e-09
1939,5.781151344308455e-07,0.0,4.588215141154706e-09
1940,4.488335889618611e-07,5.0715658339584024e-09,0.0
1941,5.253674544292153e-07,1.4757512545315876e-08,0.0
1942,5.522265382751357e-07,9.102635090130207e-09,3.034211770724937e-09
