year,soit_VERB au_ADP,soit_VERB faux_ADJ
1911,3.816304413817306e-06,6.437652899649038e-08
1912,3.5595975873548014e-06,6.876435776348444e-08
1913,3.682926248416152e-06,7.742364971363713e-08
1914,3.836564403059128e-06,7.634287868540923e-08
1915,3.791049209667108e-06,3.180805663305364e-08
1916,3.873080387961636e-06,4.2851102222130066e-08
1917,3.931463197659468e-06,5.3735480065597585e-08
1918,3.8525307104464446e-06,2.986458014220261e-08
1919,4.114066683769124e-06,3.591060959706738e-08
1920,4.034485058923565e-06,4.240449769099541e-08
1921,4.04157530908833e-06,3.559191341651058e-08
1922,3.545097982282641e-06,4.869437475463201e-08
1923,3.472476663546331e-06,5.4141334970836397e-08
1924,3.819788346959285e-06,3.9964035636330664e-08
1925,3.676690816689643e-06,7.808706214973427e-08
1926,3.7607071448064744e-06,6.687682940764716e-08
1927,3.391594191270997e-06,5.1286434654684854e-08
1928,3.4460939275504643e-06,7.084145892122251e-08
1929,3.4914033477662088e-06,8.355304714768863e-08
1930,3.6878152229746775e-06,6.302162347537887e-08
1931,3.574438778741751e-06,4.790249619190945e-08
1932,3.640758123424348e-06,6.356530946050043e-08
1933,3.753200701339665e-06,6.079451253526713e-08
1934,3.4279300535899893e-06,6.709684896577528e-08
1935,3.545005839100668e-06,6.582556011380802e-08
1936,3.6725761134448476e-06,5.092380206406233e-08
1937,3.969979488260833e-06,4.406891207509034e-08
1938,3.662673023541174e-06,5.575042294481136e-08
1939,3.635395785295259e-06,6.423501019980904e-08
1940,3.4435932150245208e-06,3.550096039361961e-08
1941,3.470967101293354e-06,6.493305448884712e-08
1942,3.337632897171261e-06,6.978687139280737e-08
1943,3.2835590140223303e-06,5.8064703267746154e-08
1944,3.3192213777510915e-06,3.534504600111177e-08
1945,3.1936868154502918e-06,8.06046500656521e-08
1946,3.3661229892345546e-06,8.213451252458981e-08
1947,3.4391712659953555e-06,4.52993091926146e-08
1948,3.674698049849212e-06,5.0010683594337024e-08
1949,3.983741805768659e-06,4.22131343214005e-08
1950,3.658564338593351e-06,1.1379836450942094e-07
1951,3.7901282468055797e-06,7.569595084078173e-08
1952,3.6168677866044163e-06,3.4797853487589236e-08
1953,3.470249779979895e-06,7.433941107137798e-08
1954,3.3627297568727954e-06,6.156697907044872e-08
1955,3.5214801386018735e-06,5.5375085850073447e-08
1956,3.446595158607124e-06,7.761816078755146e-08
1957,3.4465480922563074e-06,6.007825703591152e-08
1958,3.7117556814791897e-06,7.610464081153623e-08
1959,3.5513926164298937e-06,7.673240531858028e-08
1960,3.4334253982137852e-06,4.844583401109048e-08
1961,3.4956189551849093e-06,6.253343087792018e-08
1962,3.6580404056962834e-06,6.151697817813329e-08
1963,3.5375776477053478e-06,4.849539791962343e-08
1964,3.486722327750158e-06,8.152517239068402e-08
1965,3.56777219678861e-06,7.168376470190196e-08
1966,3.3478168433020983e-06,6.979234257187272e-08
1967,3.3171297637579755e-06,7.937840251770467e-08
1968,3.4202132752625403e-06,6.961694509755034e-08
1969,3.3708925712971904e-06,5.677197378872734e-08
1970,3.669322769184191e-06,6.944074470993655e-08
1971,3.4843472747070336e-06,4.8300936583700604e-08
1972,3.4566928945878317e-06,7.592617379259536e-08
1973,3.4369312302828803e-06,7.056900841462266e-08
1974,3.538484683929255e-06,6.413151965034558e-08
1975,3.686760528864852e-06,6.225513260460502e-08
1976,3.569240327294665e-06,4.685092136469393e-08
1977,3.343301255398501e-06,4.642657813747064e-08
1978,3.4740578200853633e-06,6.297026544643813e-08
1979,3.469634975772351e-06,7.080888053678791e-08
1980,3.448612289957964e-06,6.424220089229493e-08
1981,3.3512761490328558e-06,6.262293794634388e-08
1982,3.4712351997256974e-06,8.380128235785378e-08
1983,3.3212247174674303e-06,6.062703050702112e-08
1984,3.5008614389653303e-06,4.9871474061546905e-08
1985,3.4475163523950414e-06,6.135869057288801e-08
1986,3.404268262841015e-06,6.29420995323926e-08
1987,3.278453142741e-06,7.332980089813645e-08
1988,3.084027522248789e-06,5.336933028843305e-08
1989,3.197379871977546e-06,5.927171997655023e-08
1990,3.102461977988469e-06,6.974273247806195e-08
1991,3.233770435429051e-06,4.8650161232899336e-08
1992,3.12909722666177e-06,4.848750734254281e-08
1993,3.043794546186973e-06,6.370088811991081e-08
1994,3.0768647825141215e-06,6.329911883540262e-08
1995,3.131465280858947e-06,5.4224507550770795e-08
1996,3.090755310353188e-06,5.765139476920922e-08
1997,3.251417869165607e-06,5.993618401589629e-08
1998,3.191785697964633e-06,4.91117297940491e-08
1999,3.0643199586677383e-06,5.529943436499707e-08
2000,3.108968817500113e-06,5.169096795043515e-08
2001,3.2986143700952653e-06,5.7393872765487686e-08
2002,3.1965392039978724e-06,7.00995457236786e-08
2003,3.2810349992473675e-06,4.7086228249781925e-08
2004,3.1974379552934806e-06,5.417893333969914e-08
2005,3.259363694496642e-06,6.350286696488183e-08
2006,3.115595465175147e-06,4.406142295465543e-08
2007,3.250307843316591e-06,5.312657691547429e-08
2008,3.3118624163108734e-06,4.9386301270715194e-08
2009,3.334397080223539e-06,5.626467114439038e-08
2010,3.434669894275544e-06,6.377120342904163e-08
2011,3.2744671063511532e-06,5.2770811720392885e-08
2012,3.3092741382745317e-06,4.731911218414098e-08
2013,3.346113297553188e-06,6.470769875477345e-08
2014,3.1760585184059664e-06,6.258136409087456e-08
2015,3.3332861075763276e-06,6.738389402016765e-08
2016,3.2971590933073003e-06,5.965459592971456e-08
2017,3.354316175929739e-06,6.339340785643799e-08
2018,3.260908673752283e-06,7.563697579371365e-08
2019,3.2805702154803384e-06,6.479508840584458e-08
