year,en_ADP oies_NOUN,en_ADP pois_NOUN
1875,5.149374260327022e-09,2.7463329388410784e-08
1876,8.464420275799966e-09,4.776351847368687e-08
1877,2.4739263970730008e-09,3.8345860153832234e-08
1878,1.3285995414946683e-08,3.623453348478023e-08
1879,1.0996785704264767e-08,5.498392652292239e-08
1880,1.1552123035940554e-08,3.786529134686134e-08
1881,6.972507571312292e-10,4.462404717964219e-08
1882,6.655385131892899e-10,4.059785041476971e-08
1883,1.2006744043446815e-08,5.371437955536962e-08
1884,3.300848483434038e-09,2.44262796655903e-08
1885,7.090199094506033e-09,5.4787904879560756e-08
1886,1.5488312854472497e-08,5.679048276086007e-08
1887,7.834709769838355e-09,4.374379503069292e-08
1888,1.7119660356001987e-08,4.057993474582133e-08
1889,1.8795409673089125e-09,4.385595747669058e-08
1890,5.243509182406569e-09,6.42329907596384e-08
1891,3.1871101313640793e-09,3.5695633782140135e-08
1892,6.268512375839919e-09,6.080456804724577e-08
1893,6.158416498980301e-09,3.571881634911733e-08
1894,5.041231432301174e-09,4.285046628638156e-08
1895,1.745398137131815e-08,2.6481904003006207e-08
1896,2.948514543632541e-09,3.184395680477792e-08
1897,6.992056045262984e-09,4.078699333831537e-08
1898,1.923840653450526e-08,2.206758353828775e-08
1899,6.080336234504102e-09,4.698441813388854e-08
1900,4.15284251431558e-09,6.177352895875288e-08
1901,6.147612696683069e-09,4.582765866789629e-08
1902,1.6694965410124496e-08,2.3569362295194907e-08
1903,1.0260418292773466e-08,3.672149784250678e-08
1904,2.6873125946735854e-09,4.8909090111237674e-08
1905,5.160759042333041e-10,5.160759064537501e-08
1906,9.259531807970234e-09,4.4239985341754107e-08
1907,6.685696440911215e-09,3.1371344189068395e-08
1908,4.4202501658929805e-09,3.8799974788616964e-08
1909,6.60118004702781e-09,4.400786934866119e-08
1910,2.137660271017694e-09,3.954671590200576e-08
1911,2.128149656499545e-09,3.671058002030492e-08
1912,5.209421061191932e-09,3.438218071361021e-08
1913,5.302989602995467e-09,6.363587939928195e-08
1914,4.018046340092951e-09,4.218948390644073e-08
1915,5.890381071793627e-09,3.180805663305364e-08
1916,3.2962386153911893e-09,4.614734194774428e-08
1917,3.289927441585405e-09,3.509255697142777e-08
1918,3.44591288836682e-09,4.824278043713548e-08
1919,2.762354511798293e-09,3.591060881991126e-08
1920,9.086678076641874e-09,2.4231140649533245e-08
1921,7.572747429129834e-10,2.650461561337636e-08
1922,2.951174193910333e-09,3.688967858961334e-08
1923,2.1231896241147297e-09,3.078624999375279e-08
1924,5.156649662829693e-09,6.059063606400628e-08
1925,7.698724768800957e-09,4.2892892793133797e-08
1926,1.1146138456652466e-09,3.7896869420350754e-08
1927,6.689535148041159e-09,3.9022287179335535e-08
1928,2.2852082448565625e-09,3.7705934374798744e-08
1929,3.342121912552898e-09,3.4535258208734376e-08
1930,2.100720708497761e-09,4.726621638528883e-08
1931,4.5621426636444085e-09,3.193499953368928e-08
1932,6.575722188983946e-09,4.274219400635104e-08
1933,0.0,4.014731813661854e-08
1934,3.5944740517379614e-09,5.152079474157745e-08
1935,3.590485242455088e-09,3.949533766700597e-08
1936,2.424942913137329e-09,6.183604162046663e-08
1937,0.0,2.1404900962807005e-08
1938,9.075650453382877e-09,3.3709557811789637e-08
1939,1.070583532936098e-08,3.211750687626136e-08
1940,7.607348750937604e-09,5.5787225505810056e-08
1941,0.0,4.7224043342453115e-08
1942,3.034211770724937e-09,7.58552971547033e-08
1943,2.9032352077962287e-09,5.225823396237672e-08
1944,0.0,5.1410978585408884e-08
1945,4.357008087652048e-09,5.010559211982013e-08
1946,0.0,3.61948711002924e-08
1947,2.3841741914054637e-09,3.5762611982903536e-08
1948,1.0871887834440486e-09,3.479004262452179e-08
1949,9.817008317369869e-10,1.5707213085747185e-08
1950,1.0635361480382244e-09,2.8715476663165873e-08
1951,3.198420528427448e-09,2.985192482096721e-08
1952,9.490323193972472e-09,2.6362009464264702e-08
1953,8.619062019654677e-09,2.3702419582605216e-08
1954,9.772536113672459e-10,2.2476832617357445e-08
1955,1.8771215692936494e-09,3.4726747699664884e-08
1956,1.744228317335228e-09,2.6163424537983815e-08
1957,0.0,2.208759364297208e-08
1958,0.0,1.9853384380930095e-08
1959,6.975672928177801e-09,2.712761748568937e-08
1960,3.460416619915918e-09,1.3841666479663672e-08
1961,3.47407969059077e-09,1.876002997391879e-08
1962,6.341956404476434e-10,4.693047594983568e-08
1963,2.5864212993553792e-09,4.849539791962343e-08
1964,2.4335873316516654e-09,1.7035111099517053e-08
1965,1.6416130677043839e-09,3.3379464525751246e-08
1966,7.754704434148607e-09,1.82789473557321e-08
1967,5.916402701089396e-09,3.5498416650625586e-08
1968,4.491415656060482e-09,3.0092487030008996e-08
1969,3.1792304344691047e-09,2.6796370400372638e-08
1970,9.197450023812337e-10,1.7015282349763794e-08
1971,3.596878239697787e-09,2.569198720436816e-08
1972,2.0520587451500205e-09,1.2825366879631872e-08
1973,4.410563025913916e-09,2.2052814296902312e-08
1974,2.812785782069227e-09,9.844750548104741e-08
1975,3.4268881066168433e-09,2.056132952787948e-08
1976,1.7140580066410394e-09,1.9997344113953375e-08
1977,2.3507127355770763e-09,2.174409302613256e-08
1978,8.316827893040113e-09,2.970295598370143e-08
1979,7.607565244427406e-09,1.5800327823889404e-08
1980,2.8425752862659692e-09,2.4446148438883597e-08
1981,8.223214109648325e-09,2.3404533033843933e-08
1982,4.345251713999687e-09,2.9175261206937364e-08
1983,6.315316158911344e-09,4.168108591606767e-08
1984,5.219107812592938e-09,3.653375257872682e-08
1985,1.8046674155058895e-09,3.188245722984817e-08
1986,4.795588426365072e-09,5.155257470912389e-08
1987,3.0554083707556856e-09,2.7498676058446136e-08
1988,4.197587610832443e-09,2.638483720396323e-08
1989,6.585746614717891e-09,3.731923148286853e-08
1990,5.44865097484859e-10,2.342919835918167e-08
1991,1.7584396161396398e-09,2.1687420748151e-08
1992,4.4079553340736766e-09,3.3059665449641784e-08
1993,3.323524566667402e-09,2.0495068142611927e-08
1994,3.6924485691258724e-09,1.846224323420742e-08
1995,1.0844901643380922e-09,2.3858783393393423e-08
1996,4.270473752399084e-09,1.6014276127407356e-08
1997,7.192341833217597e-09,2.109753616252874e-08
1998,4.7681290027412615e-09,3.242328006081152e-08
1999,2.285100553223174e-09,1.7823785114501334e-08
2000,3.97622823555821e-09,5.6108998336412697e-08
2001,3.5049694258049158e-09,1.752484787842512e-08
2002,5.6955880012310445e-09,9.63868718173444e-09
2003,2.9168460979889232e-09,9.167230530238157e-09
2004,1.7619165015858584e-09,1.1452457648886138e-08
2005,4.503749373441224e-09,3.963299644027529e-08
2006,3.294311934354255e-09,1.523619275189958e-08
2007,3.1955835755326234e-09,1.4380126422963713e-08
2008,3.405951742863067e-09,3.022782121830936e-08
2009,9.53638501499654e-10,1.0013204487790972e-08
2010,1.4171379625338432e-09,8.97520635589899e-09
2011,2.2943831279320648e-09,9.55992973672437e-09
2012,1.0212758416727752e-09,7.82978107349841e-09
2013,1.9523875849358774e-09,1.0319762822064149e-08
2014,2.815078836704288e-09,1.1476859379522253e-08
2015,4.43315073539452e-09,1.795426030071212e-08
2016,3.935546111222266e-09,7.249690320287883e-09
2017,2.7671724911471074e-09,5.0312226884674516e-09
2018,3.872199894061623e-09,6.195520096952123e-09
2019,4.08158040698936e-09,6.377469219387422e-09
