year,en_ADP âne_NOUN,en_ADP ane_NOUN,en_ADP panne_NOUN
1800,6.288328968651058e-09,0.0,6.885719998628304e-07
1801,2.1430643926123594e-08,9.524730337773235e-09,2.762171789072454e-07
1802,2.6854081625060644e-08,4.475680270843441e-09,5.549843535845866e-07
1803,2.145373123596528e-08,2.9255089017965474e-08,1.560271414291492e-07
1804,1.4831105232815389e-08,0.0,2.71903616066993e-07
1805,8.528632911009026e-09,0.0,2.9281639513101254e-07
1806,5.76333825108577e-09,2.881669125542885e-09,1.671368039524168e-07
1807,1.7081731584767113e-08,2.8469551160981155e-09,3.1031811431603273e-07
1808,1.1330369531492579e-08,1.3596443526608937e-08,3.6257182500776253e-07
1809,2.25903047379461e-08,4.518061036407062e-09,5.082818574919656e-07
1810,7.956430891908894e-08,2.3401266702194334e-08,1.8721013361755467e-07
1811,1.7549536934780008e-08,3.7606150637969904e-08,2.983421438784717e-07
1812,4.000812481308458e-08,6.134578978134186e-08,1.6536691305191198e-07
1813,4.3136125782439194e-08,4.6011867427253605e-08,5.86651310641173e-07
1814,0.0,0.0,3.2410775929747615e-07
1815,5.664169577812572e-08,2.697223555614414e-09,2.6702514333010186e-07
1816,2.3176038865813098e-09,0.0,2.155371561229913e-07
1817,3.89218364205135e-08,4.670620223912181e-09,1.6502858102285245e-07
1818,5.126106117359086e-08,1.1921177378582115e-09,2.1458119192629965e-07
1819,5.4860564091541164e-08,3.105315005136333e-09,1.738976465048836e-07
1820,1.6613073583471305e-08,1.0679833017945839e-08,1.96983592104516e-07
1821,3.944595405869222e-08,4.9307441463142254e-09,2.1596659394162998e-07
1822,2.4061478143266868e-08,7.017931125119503e-09,3.097915310945609e-07
1823,1.3835761869529506e-08,9.882686891060644e-10,1.5713472123479733e-07
1824,1.0105335235266466e-08,8.421112696055388e-10,5.229510975368612e-07
1825,8.453225319726698e-08,1.7610886082763955e-09,2.236582474779425e-07
1826,4.315912249808207e-08,1.0569581432307018e-08,3.065178475480934e-07
1827,1.1982455028203276e-08,5.530363889061363e-09,3.6316055762597443e-07
1828,2.7516904310687096e-08,1.8344602503717056e-09,4.237603263845813e-07
1829,3.429270378774163e-08,5.143905634774626e-09,4.835271170122724e-07
1830,2.7135772739939057e-08,2.0873671680021744e-09,4.529586874468805e-07
1831,4.677361609140007e-09,1.5591206103948707e-09,7.2810934170775e-07
1832,2.0294953273491956e-08,1.3529969367098715e-09,9.240969234269869e-07
1833,5.79181431703546e-08,3.4750886612755494e-09,1.3251670983871477e-06
1834,3.080395316601425e-08,4.667265462998671e-09,7.10357824118546e-07
1835,4.235329242874286e-08,2.2689263801112247e-09,7.472330665336813e-07
1836,1.008112526790228e-08,2.688300027031687e-09,4.6574797563092574e-07
1837,2.0177884252348122e-08,1.3915781860163179e-09,5.385407718661028e-07
1838,3.7241754569095065e-08,8.205810475558906e-09,1.988331064239901e-07
1839,1.5381244722334486e-08,5.593180252283503e-09,5.397419120534153e-07
1840,2.6115722917552375e-08,2.547875410652267e-09,2.3695242390431304e-07
1841,5.778493683550323e-09,3.2102742686390684e-09,6.38202550362621e-07
1842,1.2074877098200432e-08,2.683306021822318e-09,4.4475797889020896e-07
1843,2.4809025944705354e-08,0.0,3.166104249885393e-07
1844,6.147188713612195e-08,2.7442806360689076e-09,3.50170215546175e-07
1845,1.674068350610014e-08,2.790113973194508e-09,5.669511438100017e-07
1846,5.327596142024049e-08,5.854501550217606e-09,3.945933997329121e-07
1847,2.6426796750911308e-08,2.6966118227278457e-09,2.550994793182326e-07
1848,2.574470947536156e-08,2.4135665133151463e-09,2.2124360199438087e-07
1849,6.116972883773997e-08,2.513824481908955e-09,2.2289243872819497e-07
1850,2.1045888587423178e-08,1.3577992064028876e-08,2.566240384638263e-07
1851,2.644269869733762e-08,1.9348316282474798e-09,2.4830339384607214e-07
1852,1.7578472011337e-08,3.906327261660181e-09,3.463610167564468e-07
1853,1.911018188138769e-08,2.9859659189668264e-09,2.2215586170659662e-07
1854,7.79349651480743e-09,1.558699391779328e-09,1.8600478313146596e-07
1855,1.539011762474729e-08,2.653468555990912e-09,3.210697094857551e-07
1856,2.692138423299184e-08,1.5531567143511893e-09,2.2469001237368502e-07
1857,3.124165814938351e-08,4.881509085841174e-10,1.923314556506739e-07
1858,1.9085335978274998e-08,3.4255731584664773e-09,3.038972858915301e-07
1859,1.782260738991681e-08,2.5460866748261424e-09,3.258991070342887e-07
1860,3.9363783344015246e-08,4.577183909670879e-10,2.0093837638235357e-07
1861,4.197207559286653e-08,2.357981809808507e-09,2.424005458578904e-07
1862,3.7499287230957634e-08,3.162590411776023e-09,1.581295236974256e-07
1863,2.6970951694238465e-08,9.989241656072068e-10,1.9678806495448953e-07
1864,4.890622662401256e-08,1.4863656416785886e-08,3.88372967563555e-07
1865,2.58876440284439e-08,2.3534221793575227e-09,1.920392445620145e-07
1866,2.3354942868536455e-08,2.4328064562872953e-09,2.6274310016560776e-07
1867,1.6984840200962026e-08,6.308654931785895e-09,2.7709553052090996e-07
1868,1.2349684830326169e-08,7.903798504571569e-09,1.9561900643783048e-07
1869,2.0510780629479086e-08,6.348574888015435e-09,2.0559616176196727e-07
1870,2.1789386295267832e-08,2.2936195165357276e-09,1.4220441046930432e-07
1871,2.6552942955504477e-08,3.18635318130589e-09,1.3170260304562476e-07
1872,1.5118347462816928e-08,2.4189357183956872e-09,3.0115748761438965e-07
1873,2.5141218884527916e-08,2.9930022349411445e-09,2.2267936117259524e-07
1874,4.540703102406951e-08,1.792382742227261e-09,2.2942498600908579e-07
1875,2.7463329388410784e-08,2.2886108563824337e-09,1.2530144982703106e-07
1876,2.0556450763820067e-08,3.627608879952504e-09,1.390583435068038e-07
1877,4.391219476929109e-08,1.1751150053029846e-08,2.0904677455746423e-07
1878,4.287753085918666e-08,4.8312708278430705e-09,1.4191859065704193e-07
1879,2.1993571408529533e-08,6.10932526790009e-10,1.4234727530038072e-07
1880,2.5671385017744797e-08,1.9253538763308597e-09,2.0537107858764614e-07
1881,1.8128519130300447e-08,1.3945015142624584e-09,1.9313846166824078e-07
1882,9.983077475794744e-09,1.9966155395678697e-09,1.5174278344964875e-07
1883,3.5388296737437486e-08,4.423537203201988e-09,2.4076681981455295e-07
1884,2.8387297845711146e-08,3.9610181801208455e-09,2.5680600401756237e-07
1885,1.5469526104539e-08,1.933690763067375e-09,2.2882007227886803e-07
1886,1.8069698626277386e-08,5.8081173759383375e-09,2.2587123588158065e-07
1887,2.9380160526670807e-08,4.570247291724172e-09,3.1861151228440576e-07
1888,3.106901047544852e-08,6.340614699951175e-10,4.0389716104982654e-07
1889,2.0048437576747347e-08,3.1325683158556217e-09,2.2679794975388745e-07
1890,1.9007721618891082e-08,1.3108772956016423e-09,1.9597616179867217e-07
1891,1.9760081571007504e-08,1.211101796627645e-08,2.2437254676432872e-07
1892,3.0715710863660206e-08,1.3163876211308434e-08,1.911896267969837e-07
1893,1.970693297437265e-08,9.237624776226028e-09,2.130812078449118e-07
1894,2.0164925729204697e-08,3.150769645188234e-09,2.583630993591157e-07
1895,2.2870734639468537e-08,3.0093072478365457e-09,2.2930921472763544e-07
1896,2.0049897742069334e-08,3.5382172747233653e-09,2.004989831383419e-07
1897,1.3401440845939305e-08,4.078699378240458e-09,1.8878551211187755e-07
1898,1.4145887128336199e-08,1.6975064687230201e-09,2.0822746193971398e-07
1899,1.6029977345510815e-08,5.527578395003729e-10,2.896451061218386e-07
1900,1.972600216504361e-08,3.6337372000261325e-09,2.88622544530881e-07
1901,2.0119459875900247e-08,6.706486532781497e-09,3.431485713356608e-07
1902,9.820567470342212e-09,4.910284012726862e-09,3.2456977061556813e-07
1903,1.1340462791054051e-08,1.6200660812870638e-09,2.9917220034647585e-07
1904,1.6123875568041512e-08,5.912087708281888e-09,2.7034364968869795e-07
1905,1.186974607492175e-08,2.0643036169332163e-09,2.497807443102573e-07
1906,2.006231980544726e-08,8.745113522223846e-09,2.772715519405722e-07
1907,1.337139288182243e-08,5.6571278217454335e-09,3.322276800332702e-07
1908,1.1787333775714615e-08,2.4556945366072114e-09,3.4035927498621277e-07
1909,1.320236009405562e-08,5.5009836685826485e-09,2.9705311499483855e-07
1910,1.5498036631811374e-08,3.7409054742809644e-09,2.736205231279598e-07
1911,3.2454281040372734e-08,1.5961122423746588e-09,3.921115658833685e-07
1912,1.7712032729377825e-08,2.083768435579003e-09,2.870391173637188e-07
1913,1.3257474229533273e-08,4.772690798127144e-09,3.7067897240561365e-07
1914,3.616241528447972e-08,6.696743715117748e-10,3.7568731114934195e-07
1915,4.712304768617059e-09,0.0,3.3103941632361966e-07
1916,1.2086208478478966e-08,2.197492410260793e-09,4.153260728667618e-07
1917,7.676496771580332e-09,1.0966424435210342e-09,4.4743012495018775e-07
1918,2.1824114071478107e-08,4.594550517822427e-09,6.799934935131091e-07
1919,1.6574126959767455e-08,3.6831394045755417e-09,5.478669908853817e-07
1920,2.6502810612782923e-08,4.543339038320937e-09,3.4453654507160536e-07
1921,1.060184651180407e-08,2.27182422873895e-09,4.3391842929896285e-07
1922,1.475587119159627e-08,5.1645547283207804e-09,3.784880791002365e-07
1923,3.715581797791856e-08,3.1847844361720945e-09,3.566958564071854e-07
1924,3.867487308184536e-08,1.289162443462999e-09,3.042423307730857e-07
1925,2.859526304632709e-08,4.399271169575059e-09,4.0583276472716534e-07
1926,3.1209186346359274e-08,3.3438415369957397e-09,4.101779034204611e-07
1927,2.5643217327342427e-08,5.574612549352764e-09,4.214406996716491e-07
1928,1.1426041446327417e-08,2.2852082448565625e-09,4.399025916868027e-07
1929,2.2280811862174232e-08,6.684243603061191e-09,4.333618000007533e-07
1930,1.575540586884472e-08,1.155396367469308e-08,3.739282951054079e-07
1931,1.710803587684495e-08,2.2810713318222042e-09,5.155221485253492e-07
1932,1.0959536389520963e-08,3.2878609834696704e-09,4.876993728863965e-07
1933,4.588264879146209e-09,2.2941324395731044e-09,4.370322304048102e-07
1934,1.677421224144382e-08,3.5944740517379614e-09,4.505074127081343e-07
1935,4.787313656606784e-09,2.393656828303392e-09,4.5240113877298427e-07
1936,1.33371855781661e-08,4.849885826274658e-09,3.831409856047685e-07
1937,2.0145789036973838e-08,5.0364472592434595e-09,5.326043071018915e-07
1938,9.075650453382877e-09,2.5930428915188486e-09,4.965677127266588e-07
1939,2.4470480752825097e-08,3.058810094103137e-09,5.215271396963317e-07
1940,4.057252667166722e-08,5.0715658339584024e-09,6.161952756933431e-07
1941,1.7709016475464523e-08,0.0,7.290211536670199e-07
1942,3.6410540360520827e-08,0.0,9.527424822408648e-07
1943,2.322588166236983e-08,0.0,7.606476390975558e-07
1944,2.2492303131116387e-08,6.4263723231761105e-09,8.836262210820678e-07
1945,2.178504132643866e-08,8.714016175304096e-09,9.672557976792007e-07
1946,3.6194869323935563e-08,5.568441707737293e-09,6.877025722218377e-07
1947,2.5033829231801974e-08,1.1920870957027319e-09,7.879695704815504e-07
1948,2.9354097819123126e-08,2.174377566888097e-09,6.925392419532272e-07
1949,4.417653798327592e-08,2.9451024952109606e-09,7.12714782746815e-07
1950,3.403315673722318e-08,2.1270722960764488e-09,7.997791913183505e-07
1951,3.838104589704017e-08,3.1984206394497505e-09,7.804146298084902e-07
1952,8.435843135146115e-09,5.272401848444019e-09,7.423541932283229e-07
1953,1.723812381726475e-08,4.3095309543161875e-09,8.134239930512877e-07
1954,1.5636057781875934e-08,3.9090144454689835e-09,8.120977303960331e-07
1955,3.191106756617046e-08,4.6928039232341234e-09,7.057976958435574e-07
1956,2.2674967681268754e-08,2.616342476002842e-09,8.599045795421034e-07
1957,2.03205861026845e-08,3.534015080575159e-09,7.45677190217009e-07
1958,2.7298403537656668e-08,3.3088973783179654e-09,7.875175804805679e-07
