year,en_ADP eaux_NOUN,en_ADP pot_NOUN
1840,1.0828470919932442e-07,1.3694830158783589e-07
1841,1.8491180320268086e-07,1.0080260892664228e-07
1842,1.677066228111812e-07,4.769576662511099e-07
1843,2.0615119794564762e-07,7.678984559333912e-08
1844,1.9374621373913214e-07,2.008813453358016e-07
1845,1.696389348992966e-07,2.5334233555440733e-07
1846,2.1603110056389596e-07,2.663797999957751e-07
1847,1.526282265018608e-07,1.5963942701091582e-07
1848,3.07327463255902e-07,1.8584462679882563e-07
1849,2.1618890544417013e-07,3.1087628826753644e-07
1850,1.5003680609027015e-07,3.442021068167378e-07
1851,2.347595637886002e-07,3.0763823133383994e-07
1852,2.8841716326333255e-07,3.10553019744475e-07
1853,2.3589130093704114e-07,2.3947447402861144e-07
1854,2.202961661978975e-07,1.5431123756570742e-07
1855,1.9529528572093113e-07,1.8202794649369025e-07
1856,1.7602443536102186e-07,2.1330019706056191e-07
1857,1.7768692828212806e-07,1.908669986505629e-07
1858,1.1842696068242731e-07,1.9819387375719089e-07
1859,2.1896344959415615e-07,2.984013462992152e-07
1860,2.2657060874675672e-07,1.5791285079558293e-07
1861,2.0090005414807877e-07,2.0042845960688283e-07
1862,2.177669320979625e-07,1.1927484422358248e-07
1863,2.062778469147375e-07,1.7031656796007155e-07
1864,2.1624223289773425e-07,2.0713224557766807e-07
1865,1.8968582082834473e-07,1.58620650836383e-07
1866,1.965707678852624e-07,1.3575059654158395e-07
1867,2.406994568104892e-07,2.3390551007196336e-07
1868,2.7317504580626206e-07,2.050047669399646e-07
1869,1.982708842662717e-07,2.0852627358181053e-07
1870,2.339491849134845e-07,2.1617364609483047e-07
1871,1.561313054398994e-07,3.993562529558403e-07
1872,2.2677521704927983e-07,2.074237386295863e-07
1873,3.63949070603109e-07,2.2267936117259524e-07
1874,2.0014940327328645e-07,3.0769237469030486e-07
1875,1.8080025182554138e-07,2.3286615657980292e-07
1876,2.0919211096703805e-07,4.806581728189485e-07
1877,2.739873469215226e-07,8.856656563693832e-07
1878,3.7261177632252895e-07,4.535355628831894e-07
1879,2.736977664508089e-07,2.8774923066521296e-07
1880,2.182067788680797e-07,2.6826597832041443e-07
1881,3.221298540134754e-07,3.9394666373482323e-07
1882,2.555667919512672e-07,4.5389725755740074e-07
1883,2.622525638873441e-07,3.4440398621882196e-07
1884,3.9082045955041167e-07,2.667085539087566e-07
1885,3.5322082769795315e-07,3.2679372452548705e-07
1886,3.0331280659323667e-07,2.084468775365167e-07
1887,3.597437401858805e-07,2.605040947400994e-07
1888,3.322482216017164e-07,3.80436887326141e-07
1889,4.0096875753015127e-07,3.5147417065672926e-07
1890,3.742554722241387e-07,2.529993139432918e-07
1891,3.2189812004812524e-07,2.8174051180940296e-07
1892,4.0557275227115497e-07,3.171867319906596e-07
1893,3.9044360389262067e-07,3.9906538518152956e-07
1894,3.8124313794796194e-07,3.8061295981606236e-07
1895,3.334312401737094e-07,3.268107775511453e-07
1896,3.6915402534809516e-07,2.3352234279627737e-07
1897,4.07287282677693e-07,3.6533492675516754e-07
1898,3.825047872885179e-07,3.00458651736335e-07
1899,4.151211463465643e-07,4.239652753312839e-07
1900,4.324147226952846e-07,2.678583541637636e-07
1901,4.7057182750442905e-07,2.989975200762274e-07
1902,4.4094348128354e-07,3.0738377176930953e-07
1903,5.346217943902332e-07,6.809677870478481e-07
1904,5.213386184976798e-07,2.55832162565639e-07
1905,4.391805981107666e-07,2.5132897008006694e-07
1906,5.267645146744826e-07,2.1142598427559278e-07
1907,4.386845383619331e-07,3.3737052262949874e-07
1908,3.934022714258134e-07,1.7779228755898657e-07
1909,3.850688519158041e-07,3.9552071484649787e-07
1910,3.7141846476185236e-07,2.388835298461345e-07
1911,3.963678709695273e-07,2.7187113005311403e-07
1912,3.1725375282398716e-07,2.1775380787403265e-07
1913,3.855273434938411e-07,3.940121473533509e-07
1914,6.375300076744139e-07,2.1027774721460446e-07
1915,3.4399825743491874e-07,2.344371665685685e-07
1916,3.8016619030578624e-07,1.7689814058030606e-07
1917,5.658675235054034e-07,1.0527767813073297e-07
1918,5.099950879383641e-07,1.8148475078305637e-07
1919,5.672034761872169e-07,1.4824635741206293e-07
1920,5.550446107172036e-07,1.7416132891412417e-07
1921,5.141895541571628e-07,1.5448404155904427e-07
1922,3.5782986773646996e-07,1.541988581266196e-07
1923,3.184784369558713e-07,1.6560879601001943e-07
1924,3.5709799539596077e-07,3.454955219694966e-07
1925,4.685223924383308e-07,2.4305973056470975e-07
1926,5.04920076971338e-07,2.2626660722835368e-07
1927,4.4819885358649003e-07,1.8061744810893288e-07
1928,4.490434277748534e-07,2.353764472218245e-07
1929,5.926696364788597e-07,2.15009848147929e-07
1930,4.516549390043423e-07,1.6490658083512244e-07
1931,4.7218176835173153e-07,1.9617213808942324e-07
1932,4.679722247491469e-07,3.3316990766252275e-07
1933,4.347380988534155e-07,2.500604239230597e-07
1934,3.9898663040105475e-07,2.6119843710148416e-07
1935,3.8896924436926383e-07,2.501371341168124e-07
1936,3.297922255285357e-07,2.497691298231075e-07
1937,5.099403077579723e-07,2.417494613382587e-07
1938,5.108294457434326e-07,2.567112460383214e-07
1939,4.7411555925691573e-07,1.942344454164413e-07
1940,5.629437884735466e-07,2.3075624255852745e-07
1941,3.423743151209635e-07,2.390717099842732e-07
1942,3.1859223770247524e-07,1.7295006671247393e-07
1943,3.367752867688978e-07,1.1903264152124393e-07
1944,3.630900380358071e-07,2.2813621569639508e-07
1945,4.095587566865788e-07,1.7428033061150927e-07
1946,3.3828283996228947e-07,1.7958224418634927e-07
1947,3.564340396167154e-07,1.8715766714194615e-07
1948,5.196762407067013e-07,3.261566234868951e-07
1949,5.438622689979411e-07,1.7670615193310368e-07
1950,4.7008297099360163e-07,2.1589784182651783e-07
1951,5.458637639677022e-07,2.0363277997148543e-07
1952,6.516689001756504e-07,1.98242318560915e-07
1953,7.175369067802251e-07,1.842324479639501e-07
1954,7.163268911369869e-07,2.2183657222285547e-07
1955,4.814816754183937e-07,2.5528854052936367e-07
1956,8.729862583933823e-07,2.712274920213531e-07
1957,6.458412817877957e-07,2.1822543772032077e-07
1958,6.047010234766503e-07,2.2252335440953175e-07
1959,5.844063851734305e-07,1.7361675475058291e-07
1960,6.637078948656949e-07,1.9309125320887688e-07
1961,7.205240937224744e-07,1.8690548131417017e-07
1962,6.836629276030237e-07,2.0611358308997296e-07
1963,5.72892338901454e-07,2.1661278992723965e-07
1964,5.883197442546617e-07,1.6365875410428998e-07
1965,5.198441286324851e-07,2.1012647266616113e-07
1966,5.971122352121938e-07,2.459349275341083e-07
1967,7.913188326824638e-07,2.2876757554968208e-07
1968,6.777546541769652e-07,2.3624846789971343e-07
1969,5.250271744028367e-07,1.8939130086437217e-07
1970,5.509272362758111e-07,1.8762797537874576e-07
1971,6.433273935790851e-07,1.562072782235191e-07
1972,7.284808272167709e-07,1.8160720571813727e-07
1973,6.505580549820422e-07,2.16117584272979e-07
1974,5.63682276411015e-07,2.2671054011880187e-07
1975,5.87711319610662e-07,2.3988215502868115e-07
1976,5.667818649968126e-07,2.2339889937939006e-07
1977,5.782753529359752e-07,1.9628451752851106e-07
1978,5.500987743101149e-07,2.2990089121321944e-07
1979,6.636137994675551e-07,2.4636807438582764e-07
1980,6.861976715732965e-07,1.8704145077208523e-07
1981,6.490014068383232e-07,2.1823146312272002e-07
1982,6.275784931730755e-07,2.2409082589547324e-07
1983,6.384784345669914e-07,2.6461174229552853e-07
1984,7.463324180889686e-07,2.603754865049268e-07
1985,6.719378427000322e-07,2.749110024069523e-07
1986,5.940534943960074e-07,2.529672826767637e-07
1987,6.99077462140707e-07,3.3242844210690237e-07
1988,6.02053999987362e-07,2.500563027751923e-07
1989,7.617513873015014e-07,2.8757759196196275e-07
1990,6.631008142576889e-07,2.34291988476798e-07
1991,7.725411350634204e-07,2.022205478624528e-07
1992,6.650502832883376e-07,3.8239011246332666e-07
1993,6.586117771156808e-07,2.370780833871322e-07
1994,4.821282986178232e-07,2.5477896770098596e-07
1995,5.341113797907582e-07,2.852209206594125e-07
1996,7.377243234074626e-07,3.234883934055688e-07
1997,7.37934247041494e-07,2.944065329302248e-07
1998,5.55010232661246e-07,2.9467040008057666e-07
1999,5.242020931217617e-07,2.7329804197506746e-07
2000,6.794932208009641e-07,3.3179415481754404e-07
2001,7.084419569869382e-07,3.031798598840396e-07
2002,5.450239475290886e-07,2.633114206673781e-07
2003,6.746248262246013e-07,2.5126544755949e-07
2004,5.347416616174883e-07,3.078949077917059e-07
2005,6.38631713734128e-07,2.720264831168606e-07
2006,5.793871101777981e-07,2.8495799142547185e-07
2007,7.118162305141951e-07,3.3433792623327463e-07
2008,7.625074589512337e-07,3.831695778444555e-07
2009,5.407130330148391e-07,3.437866666899936e-07
2010,5.777198657241911e-07,4.355337068773224e-07
2011,6.412800903077276e-07,5.609766731140553e-07
2012,6.423824953083468e-07,7.424675345646392e-07
2013,5.645189153913321e-07,5.553147843784245e-07
2014,4.993516751206073e-07,5.599841301773267e-07
2015,5.153537759872151e-07,5.25328346157039e-07
2016,5.056141048065399e-07,5.46626665709482e-07
2017,6.065138782318513e-07,5.828671305607713e-07
2018,6.172287043693103e-07,8.52142136409384e-07
2019,6.140227624129579e-07,6.69379176088114e-07
