year,ancien_ADJ allié_NOUN,ancien_ADJ palier_NOUN
1973,3.748978727458052e-08,0.0
1974,4.387946006545462e-08,0.0
1975,4.0551508817543436e-08,0.0
1976,4.113739371369718e-08,0.0
1977,3.349765620441758e-08,0.0
1978,3.9207904478644195e-08,0.0
1979,3.920822067016161e-08,0.0
1980,4.832378053265529e-08,5.685150683554241e-10
1981,4.427884547908434e-08,6.325549528618524e-10
1982,4.034876610603533e-08,0.0
1983,4.9259463508199985e-08,6.315316047889041e-10
1984,6.610869718315371e-08,0.0
1985,3.308556983938615e-08,0.0
1986,5.634816346855587e-08,0.0
1987,3.177624918748734e-08,0.0
1988,3.537966719591168e-08,0.0
1989,4.28073534397555e-08,0.0
1990,5.612110520747393e-08,0.0
1991,5.5097771678447316e-08,0.0
1992,7.383325395515783e-08,0.0
1993,6.314696321396696e-08,0.0
1994,6.751906056479129e-08,0.0
1995,7.103410837316915e-08,5.422450821690461e-10
1996,6.085424786306248e-08,0.0
1997,8.486963309906059e-08,0.0
1998,7.676688085211936e-08,9.536258449571733e-10
1999,6.763897886230552e-08,0.0
2000,5.831801530575831e-08,0.0
2001,7.973805793426436e-08,0.0
2002,6.615644715379787e-08,1.3143663935011318e-09
2003,7.917153510561548e-08,8.333845835650777e-10
2004,7.400049373273987e-08,0.0
2005,5.6747243348809207e-08,4.5037495954858286e-10
2006,7.206307373053278e-08,4.1178899179428186e-10
2007,7.789235212385393e-08,1.1983438685803094e-09
2008,6.769329274902702e-08,0.0
2009,8.201291268328248e-08,4.76819250749827e-10
2010,6.282644449129293e-08,1.4171379625338432e-09
2011,5.582998952036178e-08,3.82397197240536e-10
2012,4.8680815378787656e-08,3.404252713057332e-10
2013,6.359205428907444e-08,0.0
2014,6.214828021655627e-08,0.0
2015,6.804886290567858e-08,0.0
2016,5.3647706999004896e-08,0.0
2017,5.685281756484528e-08,0.0
2018,5.008045533827499e-08,2.5814667070633845e-10
2019,5.101975675270154e-08,2.55098775436835e-10
