year,ancien_ADJ allié_NOUN,ancien_ADJ palier_NOUN
1800,9.118077048952955e-08,0.0
1801,2.500241649272539e-07,0.0
1802,1.991677720525331e-07,0.0
1803,1.3457341196954076e-07,0.0
1804,3.213406074564773e-08,0.0
1805,1.6772978028711805e-07,0.0
1806,2.0171682990621775e-08,0.0
1807,1.6227643584443285e-07,0.0
1808,8.837688625362716e-08,0.0
1809,1.8298146642337088e-07,0.0
1810,2.8081521108447305e-08,0.0
1811,1.8050953087822563e-07,0.0
1812,1.4936365744233626e-07,0.0
1813,1.322841143291953e-07,0.0
1814,1.2901376233998008e-07,0.0
1815,9.710004889029733e-08,0.0
1816,7.879853569647821e-08,0.0
1817,2.1796228111270466e-07,0.0
1818,1.3470931037318223e-07,0.0
1819,9.937008371707634e-08,0.0
1820,2.3020973571874492e-07,0.0
1821,1.0551792684054817e-07,0.0
1822,1.9349438673543773e-07,0.0
1823,2.2927834208985587e-07,0.0
1824,1.1115868403521745e-07,0.0
1825,1.364843740248034e-07,0.0
1826,2.624779256166221e-07,0.0
1827,1.98171363763322e-07,0.0
1828,1.733564971573287e-07,0.0
1829,1.8860987438529264e-07,0.0
1830,2.2961038870228379e-07,0.0
1831,1.0134284167406804e-07,0.0
1832,1.5018265742128278e-07,0.0
1833,8.68772147555319e-08,0.0
1834,1.0921401383257034e-07,0.0
1835,1.096647750387092e-07,0.0
1836,1.9960627462012326e-07,0.0
1837,1.6420622728219314e-07,0.0
1838,2.1524472515466186e-07,0.0
1839,1.768843240768092e-07,0.0
1840,1.5478343584618415e-07,0.0
1841,7.512041833024341e-08,0.0
1842,1.965521612135035e-07,0.0
1843,1.033709438047481e-07,0.0
1844,1.3446975799524807e-07,0.0
1845,1.2778721725226205e-07,0.0
1846,1.0303922692855849e-07,0.0
1847,1.26740758332744e-07,0.0
1848,1.617089537830907e-07,0.0
1849,9.468739237128432e-08,0.0
1850,9.911934029105396e-08,0.0
1851,1.1351012574323249e-07,0.0
1852,9.114763344086896e-08,0.0
1853,2.1678112793743765e-07,0.0
1854,1.2313724423451688e-07,0.0
1855,1.0454665755332826e-07,0.0
1856,1.289120064029703e-07,0.0
1857,1.1032210711636736e-07,0.0
1858,1.6002319891406103e-07,0.0
1859,1.0642642656044643e-07,0.0
1860,1.0298663449814782e-07,0.0
1861,1.207286756121917e-07,0.0
1862,1.1294965673869228e-07,0.0
1863,1.1987089776344106e-07,0.0
1864,7.911300770047092e-08,1.4384183844029508e-09
1865,1.6097407384840778e-07,0.0
1866,8.904071435722472e-08,0.0
1867,9.560038449762942e-08,0.0
1868,7.607405971832293e-08,0.0
1869,7.862465878361036e-08,0.0
1870,6.594156021222375e-08,0.0
1871,6.160282595146782e-08,0.0
1872,4.535504416480762e-08,0.0
1873,7.90152583363124e-08,0.0
1874,7.886484354457934e-08,0.0
1875,1.390331050288296e-07,0.0
1876,7.37613781165436e-08,0.0
1877,1.0143098583270671e-07,0.0
1878,9.119023758330513e-08,0.0
1879,5.070739994561535e-08,0.0
1880,7.829772386003242e-08,0.0
1881,7.809208546483148e-08,0.0
1882,6.588831524823036e-08,0.0
1883,8.783881466634114e-08,0.0
1884,9.836528480633433e-08,0.0
1885,6.767917426486747e-08,0.0
1886,1.0196472999268735e-07,0.0
1887,7.834709553344865e-08,0.0
1888,9.003673140384194e-08,0.0
1889,5.325366370101392e-08,0.0
1890,7.406456603575862e-08,0.0
1891,1.1792307397229251e-07,0.0
1892,6.83267842305213e-08,0.0
1893,8.498614800789284e-08,0.0
1894,7.372801036353849e-08,0.0
1895,9.148293855787415e-08,0.0
1896,9.435246045574885e-08,0.0
1897,7.516460698298033e-08,0.0
1898,8.091447512015293e-08,0.0
1899,5.638130140539488e-08,0.0
1900,8.046132649042192e-08,0.0
1901,9.05375685533727e-08,1.676621730339889e-09
1902,5.254003881960401e-08,0.0
1903,3.402138903929597e-08,0.0
1904,6.772027916213119e-08,0.0
1905,6.5541641447453e-08,0.0
1906,3.7038127231880935e-08,0.0
1907,2.262851062084792e-08,0.0
1908,4.4202501214840595e-08,0.0
1909,4.290767119385919e-08,0.0
1910,3.046165986120286e-08,0.0
1911,3.671058201870636e-08,0.0
1912,3.5945006970905524e-08,0.0
1913,4.613600879110891e-08,0.0
1914,5.4913299074588195e-08,0.0
1915,4.358881966481931e-08,0.0
1916,9.339342632586067e-08,0.0
1917,3.728584374584898e-08,0.0
1918,3.5607765624945387e-08,0.0
1919,4.5118457192572237e-08,0.0
1920,5.073395348276222e-08,7.572231730534895e-10
1921,5.5281056177136634e-08,0.0
1922,4.648099449777732e-08,0.0
1923,4.989495705487457e-08,0.0
1924,4.1253198190815965e-08,0.0
1925,3.409435223034052e-08,0.0
1926,3.4553028882555736e-08,0.0
1927,4.1252132376712325e-08,2.2298449753321847e-09
1928,5.027458083173286e-08,0.0
1929,3.342121956961819e-08,0.0
1930,4.3064773080914165e-08,0.0
1931,4.790249619190945e-08,1.1405356659111021e-09
1932,3.9454331357546835e-08,3.287861094491973e-09
1933,6.53827711971644e-08,0.0
1934,7.428579884560804e-08,0.0
1935,4.188899538348778e-08,0.0
1936,5.941110003959693e-08,0.0
1937,7.806493040884988e-08,1.2591118148108649e-09
1938,5.4453899167583586e-08,1.2965214457594243e-09
1939,6.57644196877527e-08,0.0
1940,9.63597486247636e-08,0.0
1941,8.854507971278736e-08,0.0
1942,1.2440268903901597e-07,0.0
1943,1.1032293656398906e-07,0.0
1944,9.639558129492798e-08,0.0
1945,8.278315277721049e-08,0.0
1946,7.9350293447078e-08,2.7842208538686464e-09
1947,3.9338875268413176e-08,0.0
1948,5.979538286737807e-08,0.0
1949,7.559096182330194e-08,0.0
1950,3.2969619256917326e-08,0.0
1951,3.305034668166229e-08,0.0
1952,3.374337254058446e-08,0.0
1953,3.770839640537815e-08,1.0773827385790469e-09
1954,4.10446503451567e-08,0.0
1955,4.411235732248997e-08,2.815682353940474e-09
1956,2.9651880950609666e-08,0.0
1957,4.417518939536791e-08,0.0
1958,2.978007690446205e-08,0.0
1959,3.642851353902188e-08,2.325224457422337e-09
1960,3.460416664324839e-08,0.0
1961,3.1961531365976015e-08,6.948159270159238e-10
1962,2.6636216454711814e-08,6.341956404476434e-10
1963,3.9442923593924206e-08,0.0
1964,4.07625879161877e-08,1.8251904432275978e-09
1965,3.6662689328892384e-08,0.0
1966,4.8743857616884156e-08,0.0
1967,3.303324902503846e-08,0.0
1968,4.760900651490374e-08,2.6948494546985557e-09
1969,5.268438962868771e-08,1.8167031212712459e-09
1970,3.357069289222636e-08,0.0
1971,4.264870057113512e-08,0.0
1972,4.463227654127877e-08,0.0
