year,rien_PRON osé_VERB,rien_PRON posé_VERB
1865,5.036323358353911e-08,1.4120533631256649e-09
1866,5.498142741089396e-08,2.919367858567057e-09
1867,4.173417877950669e-08,0.0
1868,5.878450082263953e-08,0.0
1869,4.102156125895817e-08,4.883519144627257e-10
1870,3.096386436141074e-08,3.4404292748035914e-09
1871,6.160282595146782e-08,0.0
1872,3.3260366905096816e-08,0.0
1873,2.1549615425442425e-08,0.0
1874,2.4495896866483235e-08,0.0
1875,2.6319025181464895e-08,0.0
1876,3.929909553335165e-08,4.836811839936672e-09
1877,3.587193120324628e-08,0.0
1878,3.8650167510922984e-08,0.0
1879,5.1318330918093125e-08,1.221865053580018e-09
1880,4.7492061838738664e-08,0.0
1881,4.2532295907449225e-08,0.0
1882,1.5972924316542958e-08,0.0
1883,3.222862687835004e-08,0.0
1884,2.5086448474098688e-08,0.0
1885,4.1252068427866107e-08,0.0
1886,3.9366128135043255e-08,5.808117542471791e-09
1887,6.137189245691843e-08,1.3057849246322917e-09
1888,3.9311810695608074e-08,6.340614699951175e-10
1889,3.696430539434914e-08,6.265136742733546e-10
1890,3.2771932723107966e-08,0.0
1891,5.736798058819659e-08,0.0
1892,3.761107336686109e-08,1.8805537127519756e-09
1893,2.5249507373814595e-08,8.005941687372342e-09
1894,2.7726773765834878e-08,0.0
1895,3.5509824414248214e-08,6.018614495673091e-10
1896,3.833068973335685e-08,1.179405795248556e-09
1897,3.26295968022805e-08,5.826713556089658e-10
1898,3.677930848766664e-08,1.13167097914868e-09
1899,2.5979618456517528e-08,0.0
1900,3.010810800674335e-08,0.0
1901,3.297355988252093e-08,0.0
1902,2.9461702411026636e-08,0.0
1903,1.9440793863623185e-08,4.860198465905796e-09
1904,4.568431322127253e-08,1.6123875568041512e-09
1905,3.767354073147544e-08,0.0
1906,3.755254596171653e-08,0.0
1907,3.5485619775954547e-08,0.0
1908,3.634427869769752e-08,9.822778146428846e-10
1909,3.355599886845084e-08,5.500983557560346e-10
1910,3.4202564336283103e-08,5.344150677544235e-10
1911,2.2345570727111408e-08,0.0
1912,3.6986889995205274e-08,0.0
1913,3.181793672979438e-08,0.0
1914,2.74566485103378e-08,6.696743715117748e-10
1915,1.767114277129167e-08,0.0
1916,2.7468654906215306e-08,0.0
1917,4.386569685266295e-08,0.0
1918,2.5270027848023346e-08,0.0
1919,4.1435317399418636e-08,0.0
1920,4.543338860685253e-08,0.0
1921,2.7261890522822796e-08,0.0
1922,3.9103056792555435e-08,1.4755870969551665e-09
1923,6.051090650771584e-08,1.0615948120573648e-09
1924,3.867487308184536e-08,3.867487219366694e-09
1925,5.169143690864075e-08,0.0
1926,4.124071395494866e-08,3.343841648018042e-09
1927,5.1286434654684854e-08,0.0
1928,3.999114284169991e-08,5.713020723163709e-09
1929,5.458799279267623e-08,5.570202965543558e-09
1930,3.046045193855207e-08,0.0
1931,4.334035708097872e-08,0.0
1932,4.603005265835236e-08,1.0959536611565568e-09
1933,1.7205993074753678e-08,1.1470662197865522e-09
1934,4.7926320689839486e-08,0.0
1935,5.146362269670135e-08,0.0
1936,4.7286388138445545e-08,0.0
1937,4.5328025777280345e-08,0.0
1938,3.3709557811789637e-08,0.0
1939,3.6705721129237645e-08,3.058810094103137e-09
1940,2.7893612752905028e-08,0.0
1941,3.5418032950929046e-08,0.0
1942,3.6410540360520827e-08,0.0
1943,2.9032351633873077e-08,0.0
1944,4.177142187700156e-08,0.0
1945,5.664110602765504e-08,2.178504043826024e-09
1946,3.480275978517966e-08,0.0
1947,3.457052599742383e-08,1.1920870957027319e-09
1948,2.717971980814582e-08,3.2615663503321457e-09
1949,3.5341230386620737e-08,0.0
1950,3.616023036556726e-08,0.0
1951,4.051332780363737e-08,0.0
1952,3.4797853487589236e-08,0.0
1953,3.3398865895151175e-08,2.1547654771580937e-09
1954,1.8567819282111486e-08,9.772536113672459e-10
1955,4.129667274810345e-08,0.0
1956,3.8373023869553435e-08,0.0
1957,3.268964121616591e-08,0.0
1958,3.1434524316864554e-08,0.0
1959,2.7902691712711203e-08,7.750747821333448e-10
1960,3.391208380776334e-08,0.0
1961,4.863711566827078e-08,0.0
1962,4.312530421657357e-08,2.5367825617905737e-09
1963,3.556329275511416e-08,6.466053248388448e-10
1964,2.798625509115027e-08,6.083968329129164e-10
1965,2.5718604135249734e-08,0.0
1966,3.212663202134536e-08,1.1078149508847446e-09
1967,3.747054933000982e-08,4.930335584241163e-10
1968,4.311759127517689e-08,2.245707841908029e-09
1969,2.9067249940339934e-08,9.083515606356229e-10
1970,3.862929176534635e-08,5.058597540852361e-09
1971,2.8775026805760717e-08,2.0553589941130213e-09
1972,2.1546616935097518e-08,1.0260293725750103e-09
1973,2.4809416743210022e-08,1.102640756478479e-09
1974,2.700274492895005e-08,0.0
1975,3.084199207137317e-08,1.1422960355389478e-09
1976,2.0568696967870892e-08,5.713526873840635e-10
1977,1.7630345183761165e-08,1.7630346071939584e-09
1978,2.316830638449119e-08,1.7821774056514528e-09
1979,2.2237498953359136e-08,1.7555920051037788e-09
1980,3.1268328370970266e-08,5.685150683554241e-10
1981,3.795329561739891e-08,0.0
1982,3.41412622617554e-08,6.207502289967692e-10
1983,2.084054351314535e-08,2.5261264191556165e-09
1984,2.0876431250371752e-08,2.8995041922996734e-09
1985,2.466378745680231e-08,1.2031116103372597e-09
1986,2.6375735373562748e-08,4.196139880008332e-09
1987,3.5442738521851425e-08,0.0
1988,3.537966719591168e-08,0.0
1989,2.8538234886354985e-08,1.6464366536794728e-09
1990,3.160217687536715e-08,2.179460389939436e-09
1991,2.5790447111262438e-08,0.0
1992,3.03046938654461e-08,1.65298330578878e-09
1993,3.212740296021366e-08,3.323524566667402e-09
1994,3.428702299856923e-08,5.274926606624319e-10
1995,4.12106260228029e-08,0.0
1996,2.4021414191111035e-08,1.067618438099771e-09
1997,2.157702461147437e-08,0.0
1998,3.480734278582531e-08,0.0
1999,3.3362468343511864e-08,9.140402323914998e-10
2000,2.3415566374751506e-08,1.3254094488601709e-09
2001,2.760163475556965e-08,3.066848330846028e-09
2002,2.8039817578928705e-08,1.3143663935011318e-09
2003,2.875176896566245e-08,1.2500769308587678e-09
2004,3.788120395142869e-08,3.523833003171717e-09
2005,3.1075870765562286e-08,9.007499190971657e-10
2006,3.953174143589422e-08,1.2353669198716943e-09
2007,3.315417984595115e-08,2.7961355453243186e-09
2008,3.661398295662366e-08,8.514879357157668e-10
2009,4.577464807198339e-08,9.53638501499654e-10
2010,6.566072130453904e-08,9.447586046817946e-10
2011,5.659478574671084e-08,3.82397197240536e-10
2012,7.251058065094185e-08,2.7234021704458655e-09
2013,7.949006430862937e-08,1.9523875849358774e-09
2014,9.441340864668746e-08,1.9489005964601347e-09
2015,8.422986752520956e-08,2.21657536769726e-09
2016,7.47753787777583e-08,3.5212781579474495e-09
2017,7.068867802217937e-08,1.2578056374223934e-09
2018,9.783758514458896e-08,2.8396134332808742e-09
2019,7.55092344206787e-08,1.7856913725466939e-09
