year,en_ADP oie_NOUN,en_ADP poids_NOUN
1856,1.3978411317339123e-08,1.7700810346354956e-06
1857,1.4156376515472857e-08,1.475192039634976e-06
1858,1.5659763041853125e-08,1.6232323094556023e-06
1859,2.036869339860914e-09,1.4548338889142087e-06
1860,4.57718396518203e-09,1.6766224106845584e-06
1861,7.073945706981277e-09,1.896289003155971e-06
1862,1.490935469528054e-08,1.6621671896643875e-06
1863,3.9956967790022446e-08,1.665706022890845e-06
1864,1.4384183844029508e-09,1.693018447213035e-06
1865,1.3179164426446732e-08,2.1081955914326045e-06
1866,1.702964580463373e-08,1.4932565797209918e-06
1867,1.4073153309368536e-08,1.7334242983224613e-06
1868,1.2349685274415378e-08,1.829729360025567e-06
1869,2.24641887314192e-08,1.5847019394499284e-06
1870,9.17447806614291e-09,2.219650369283954e-06
1871,2.2304472935275044e-08,1.7291277156772367e-06
1872,7.256807155187062e-09,1.7621946621915185e-06
1873,2.5141218329416404e-08,1.8598516096091089e-06
1874,1.1949218503559678e-08,2.1412998556513685e-06
1875,9.7265964171811e-09,1.599738993718347e-06
1876,2.1161051577678336e-08,1.968582491684856e-06
1877,2.2265337129567797e-08,2.165303989443146e-06
1878,2.1740719446938783e-08,1.8395063747789209e-06
1879,1.5273313280772527e-08,1.662958304393669e-06
1880,1.6044615858135103e-08,1.5646709172756346e-06
1881,2.1614772693911988e-08,1.7277873549659262e-06
1882,3.327692410515226e-08,2.0385445562709492e-06
1883,8.847074184359371e-09,2.046833898816658e-06
1884,1.4523733327109767e-08,2.173938764116201e-06
1885,1.546952527187173e-08,1.8150910605641002e-06
1886,2.0005737511041843e-08,2.032841152299625e-06
1887,2.0239665943222462e-08,2.0481237559266674e-06
1888,3.1703073499755874e-09,2.034703229014667e-06
1889,1.3783300722991498e-08,2.1270138859108556e-06
1890,7.865263995654459e-09,2.092160123368103e-06
1891,1.0836173736095134e-08,2.773423201318792e-06
1892,7.522214628963297e-09,2.689191735072427e-06
1893,1.2932674486876294e-08,2.0014853143734967e-06
1894,8.192001077489408e-09,2.4891081231714907e-06
1895,9.629783193076946e-09,2.208831435979164e-06
1896,2.94851448812139e-09,2.529825479768988e-06
1897,8.740070001067579e-09,2.4209994471391383e-06
1898,3.960848538042683e-09,2.7080886439989627e-06
1899,7.738609753005221e-09,2.3072112220745566e-06
1900,8.30568502863116e-09,2.4963773626041075e-06
1901,1.620734302321125e-08,1.9784136764400273e-06
1902,7.365425880312415e-09,3.426396117944819e-06
1903,9.1803746826713e-09,1.8652361362114789e-06
1904,4.837162670412454e-09,2.204671211814002e-06
1905,1.4450125374043665e-08,2.1148790843028564e-06
1906,1.0288368990085672e-08,2.0931687707559377e-06
1907,1.2342823652033985e-08,1.916223475006973e-06
1908,1.7680999775393502e-08,1.6580849333536207e-06
1909,5.500983557560346e-10,1.914892322929518e-06
1910,1.4963622119168463e-08,2.126971995863869e-06
1911,5.3203743632934675e-09,1.6376111062754717e-06
1912,9.376957876838787e-09,2.1358627178003076e-06
1913,1.0075680734189518e-08,2.210286124793015e-06
1914,6.696743604095445e-09,1.7069999724839136e-06
1915,1.6493066468115103e-08,1.9296887963093923e-06
1916,1.0987462051303964e-09,1.4349625834242374e-06
1917,1.315970976634162e-08,1.7173420996385858e-06
1918,4.594550517822427e-09,2.168627760923414e-06
1919,8.287063479883727e-09,2.0284889004074103e-06
1920,1.0601124866838063e-08,2.510952100465147e-06
1921,5.300923255902035e-09,2.1907957599154315e-06
1922,3.6889677978990676e-09,2.4450478264270714e-06
1923,7.431163684401554e-09,2.204932325611253e-06
1924,9.024137215263295e-09,2.419757876737094e-06
1925,1.2097995494286806e-08,2.2535265529199933e-06
1926,2.229227691330493e-09,2.2303422788638727e-06
1927,1.0034302277972529e-08,2.0715260085069076e-06
1928,2.2852082337543322e-08,2.5925687729966285e-06
1929,6.684243603061191e-09,2.339485281055431e-06
1930,1.3654684494213143e-08,2.453641751998248e-06
1931,1.1405356659111021e-08,2.804577153625587e-06
1932,5.4797681947604815e-09,2.895509556566367e-06
1933,1.1470662641954732e-08,2.645134763668011e-06
1934,1.3179738189705859e-08,3.3740129126158536e-06
1935,2.393656828303392e-09,4.127861089386897e-06
1936,2.424942913137329e-09,3.062702923273264e-06
1937,5.0364472592434595e-09,3.559509003991934e-06
1938,9.075650453382877e-09,3.1803670843544296e-06
1939,1.3764645423464117e-08,3.0679864373439614e-06
1940,1.2678914806940611e-08,3.2077654985585013e-06
1941,2.9515025978810172e-09,2.9869206272792326e-06
1942,0.0,2.360616653263037e-06
1943,5.806470415592457e-09,2.380652805555883e-06
1944,3.2131861615880553e-09,2.7472741876977125e-06
1945,8.714016175304096e-09,2.1153274758489715e-06
1946,2.7842208538686464e-09,2.0199521628683215e-06
1947,2.3841741914054637e-09,2.342451207226759e-06
1948,3.2615663503321457e-09,2.5037958764073664e-06
1949,9.817008539414473e-09,2.1675955181876816e-06
1950,8.508289184305795e-09,2.632251909773231e-06
1951,5.330700769690111e-09,2.9062981461436266e-06
1952,3.1634410646574906e-09,2.7131780697686736e-06
1953,3.232148326759443e-09,2.67621882521496e-06
1954,4.886268278880834e-09,2.9200337330337334e-06
1955,3.754243138587299e-09,3.2896555666184213e-06
1956,9.593255967388359e-09,2.8465806636290836e-06
1957,1.5903067307476704e-08,3.2910516125639333e-06
1958,9.099467679352102e-09,3.3701120010221075e-06
1959,3.100299128533379e-09,3.856772092802885e-06
1960,8.997083078554624e-09,3.339994194107021e-06
1961,8.33779090214648e-09,2.8501348907639112e-06
1962,8.24454354786397e-09,3.6669192287064334e-06
1963,1.0345685197421517e-08,4.028997729221828e-06
1964,4.867174663303331e-09,3.562771876630677e-06
1965,2.73602163147757e-09,3.6099069884443225e-06
1966,3.323444985880997e-08,2.955096377377231e-06
1967,1.7256174267288316e-08,4.125704695212562e-06
1968,1.4372530721118437e-08,7.122038024220956e-06
1969,9.083515217778171e-09,7.5007131883353395e-06
1970,1.3796175091229657e-08,6.8686554719477044e-06
1971,1.6956711590410123e-08,8.60630196797274e-06
1972,1.1799337673590315e-08,9.911956531993837e-06
1973,1.047508757512361e-08,6.96538185529505e-06
1974,1.4626486743996026e-08,6.3473326932239615e-06
1975,1.4849848462006321e-08,4.3361555981391575e-06
1976,9.141642998145016e-09,6.2831655078809945e-06
1977,1.1753563455840776e-08,2.120930478355376e-06
1978,2.1386129422928946e-08,8.856233691290072e-06
1979,1.2289143924704149e-08,5.546500460695825e-06
1980,8.527726080842513e-09,2.0938408908932615e-06
1981,9.48832401537203e-09,1.5212946919973547e-06
1982,1.1173504455008754e-08,1.4749025289972906e-06
1983,8.209910973278056e-09,1.3912640977054025e-06
1984,8.69851302098823e-09,2.5892572761421206e-06
1985,4.812446441349039e-09,2.15116348645239e-06
1986,1.1988970816112499e-08,2.69032504185418e-06
1987,9.777306964053878e-09,2.0758444900792483e-06
1988,5.99655392008458e-09,2.400420511250445e-06
1989,6.585746614717891e-09,2.1348795300468737e-06
1990,1.0897301727652575e-08,1.8203942495631509e-06
1991,4.68917216167597e-09,1.5069826968527877e-06
1992,8.264916362410446e-09,1.1444153846795757e-06
1993,4.4313659408601325e-09,1.2618314482182313e-06
1994,9.494867947434926e-09,1.277587173387218e-06
1995,7.591431483433553e-09,1.0633426263950696e-06
1996,8.007138063703678e-09,1.3163734813304018e-06
1997,1.054876808126437e-08,8.908913766703108e-07
1998,7.629006759657386e-09,8.883024831263242e-07
1999,6.8553016596695215e-09,7.13865442314443e-07
2000,1.060327570190367e-08,1.1318997241716033e-06
2001,5.695575122643959e-09,6.61124839318461e-07
2002,1.3581786362237835e-08,1.1846823477767998e-06
2003,1.1250691767106247e-08,6.6379080854162e-07
2004,9.690541008522402e-09,6.3340898925901e-07
2005,8.557123898356167e-09,7.63835953598857e-07
2006,1.1530091548195287e-08,8.132832793883438e-07
2007,1.0385647009059085e-08,5.524365045417312e-07
2008,1.1920831433087642e-08,4.844966428052544e-07
2009,8.105927484791664e-09,4.720510569100611e-07
2010,4.251413721068076e-09,4.180556796296031e-07
2011,7.647943611743813e-09,4.7570211636482895e-07
2012,1.1234033758800166e-08,3.424678252095248e-07
2013,9.483025031897796e-09,3.3162698009903124e-07
2014,9.094869662940042e-09,2.3538388549404488e-07
2015,1.2634479421014255e-08,2.269773222707272e-07
2016,1.0356700386182638e-08,2.725883585519284e-07
2017,1.1068689659277098e-08,2.176003732756726e-07
2018,1.290733386838383e-08,2.1555246410009943e-07
2019,8.163161147045628e-09,2.2346652550631063e-07
