year,en_ADP artisan_NOUN,en_ADP partisans_NOUN
1870,2.8670243956696595e-09,2.981705193860762e-08
1871,0.0,3.3987767267262825e-08
1872,1.2094678591978436e-09,4.475031190054324e-08
1873,0.0,6.345164393906089e-08
1874,4.182226565063729e-09,3.345781252050983e-08
1875,6.293679799540541e-09,5.149374260327022e-08
1876,1.209202959984168e-09,3.869449471949338e-08
1877,1.8554447978047506e-09,2.783167118991514e-08
1878,6.039088673581716e-10,2.113680963589104e-08
1879,9.774920428640144e-09,2.2604503158163425e-08
1880,4.492492600149944e-09,1.8611753915820373e-08
1881,2.7890030285249168e-09,1.8128519130300447e-08
1882,1.9966155395678697e-09,4.3925542314582344e-08
1883,3.159669414998234e-09,3.6652167523243406e-08
1884,1.9805090900604227e-09,2.8387297845711146e-08
1885,2.5782542767416317e-09,3.867381437316908e-08
1886,4.5174246565693466e-09,2.3877817056927597e-08
1887,1.9586774424595887e-09,3.133883907935342e-08
1888,6.340614699951175e-10,3.233713385952797e-08
1889,6.265136853755848e-09,1.6915869593958632e-08
1890,5.898947996740844e-09,3.342736931699619e-08
1891,4.461953917456185e-09,3.4420789774003424e-08
1892,6.8953633913793055e-09,1.9432388143059143e-08
1893,6.774258043407144e-09,2.9560400349737392e-08
1894,6.301539290376468e-10,3.465846631911518e-08
1895,5.416753268150387e-09,7.583454220139174e-08
1896,6.486732040400511e-09,2.181900704556483e-08
1897,8.740070001067579e-09,1.9228155068162778e-08
1898,2.8291773368493978e-09,1.9804241802034994e-08
1899,6.080336234504102e-09,2.7085134135518274e-08
1900,4.15284251431558e-09,3.010810800674335e-08
1901,1.117747761014698e-08,3.4650181390816215e-08
1902,3.437198747846537e-09,2.7988617645746672e-08
1903,7.560307935250421e-09,3.132127801563911e-08
1904,5.374625189347171e-09,3.9772224624812225e-08
1905,1.0321517862621477e-08,3.096455358786443e-08
1906,5.144184633820714e-09,4.629766081620801e-08
1907,4.6285588695127444e-09,4.217131532868734e-08
1908,5.893666887857307e-09,3.732655784460803e-08
1909,1.1552065082298668e-08,4.0707277548790444e-08
1910,1.7101282168141552e-08,5.985448581213859e-08
1911,9.576673676292558e-09,3.8838731342139e-08
1912,6.772247651554153e-09,3.021464323182954e-08
1913,5.302989602995467e-09,4.719660751106858e-08
1914,6.027069510139427e-09,4.7546880210802556e-08
1915,2.3561523843085297e-09,4.358881966481931e-08
1916,6.592477230782379e-09,3.955486249651585e-08
1917,8.773139215101367e-09,5.15421945124217e-08
1918,9.189101035644853e-09,5.398596769623509e-08
1919,4.603924352863942e-09,4.4197673076951105e-08
1920,2.2716695191604686e-09,4.0132828615924154e-08
1921,8.330022505109724e-09,4.619375815195781e-08
1922,5.164555005876537e-09,3.024953443286904e-08
1923,1.1677542488541803e-08,2.1231896241147297e-08
1924,1.1602462102189293e-08,2.707241186783449e-08
1925,1.7597084234211025e-08,5.389107116116065e-08
1926,1.2260752413340015e-08,5.238685218955652e-08
1927,6.689535148041159e-09,5.1286434654684854e-08
1928,1.3711249025050165e-08,3.5420729460611255e-08
1929,2.1166771446701205e-08,5.124586976990031e-08
1930,1.260432402894196e-08,4.8316575629314684e-08
1931,1.3686427990933225e-08,5.47457119637329e-08
1932,6.575722188983946e-09,5.698959171240858e-08
1933,1.1470662641954732e-08,4.473558234963093e-08
1934,1.5576054224197833e-08,5.6313425034204556e-08
1935,8.377798899061872e-09,4.188899538348778e-08
1936,1.6974599503782883e-08,6.66859278908305e-08
1937,1.888667711114067e-08,6.1696475484041e-08
1938,6.482607339819424e-09,7.390172385157712e-08
1939,1.5294050470515685e-08,7.647025057622159e-08
1940,7.607348528892999e-09,5.325144059042941e-08
1941,3.246652768851277e-08,5.9030050181263505e-08
1942,1.2136847082899749e-08,4.8547388331598995e-08
1943,1.4516175816936538e-08,4.064529335323641e-08
1944,3.2131861615880553e-09,8.675602458652065e-08
1945,2.832055301382752e-08,5.446259976338297e-08
1946,1.8097434661967782e-08,5.986074569364064e-08
1947,2.1457568166738383e-08,4.7683485604466114e-08
1948,1.4133454406817236e-08,4.1313175103141475e-08
1949,1.1780409536754632e-08,5.5956945743673714e-08
1950,1.3825969702452312e-08,5.530387880980925e-08
1951,2.6653503848450555e-08,6.503454841322309e-08
1952,7.381362632230548e-09,5.799642011083961e-08
1953,1.4005975934594517e-08,4.201792691560513e-08
1954,1.7590565448699635e-08,3.713563856422297e-08
1955,1.783265579646809e-08,4.786659957289885e-08
1956,1.3953826760726429e-08,4.534993536253751e-08
1957,2.3854601849393475e-08,3.975766915687018e-08
1958,2.2335058080802384e-08,4.715178647529683e-08
1959,1.705164542897819e-08,5.115493451057773e-08
1960,1.799416715630997e-08,3.944875004435744e-08
1961,2.1539294070560544e-08,2.779263752472616e-08
1962,1.5854891288746842e-08,4.3759499135376245e-08
1963,2.4571003010009917e-08,5.237503231114715e-08
1964,2.3119079928246578e-08,4.319617374903828e-08
1965,2.0246559984116175e-08,4.487075599968193e-08
1966,1.9386762417639147e-08,5.095948907296588e-08
1967,1.4791006863745793e-08,5.571279260152551e-08
1968,1.9313088017725022e-08,4.760900651490374e-08
1969,1.9529559247555284e-08,4.9505160859553143e-08
1970,1.6095537708205043e-08,4.184839852428013e-08
1971,3.33995839874035e-08,5.652237078379585e-08
1972,1.1286323320369718e-08,3.5398013409349005e-08
1973,1.598829157956061e-08,3.473318344049403e-08
1974,1.8001828527847152e-08,2.3627400480563665e-08
1975,2.5701661687804744e-08,2.9699696924012642e-08
1976,2.9710338855792884e-08,4.8564977817022736e-08
1977,2.6445518219730957e-08,3.526069036752233e-08
1978,2.376236551970834e-08,5.524750079644036e-08
1979,3.2185853648947216e-08,3.2185852205657284e-08
1980,2.4446147384171724e-08,5.173487238607777e-08
1981,3.162774853127104e-08,3.7320742052315836e-08
1982,2.855451031180678e-08,4.221101690404794e-08
1983,2.7787390832756387e-08,4.4207212113178684e-08
1984,3.015484351109876e-08,3.479405208395292e-08
1985,1.0226448921013542e-07,4.1507352221969995e-08
1986,2.7574633687521555e-08,4.076250093021372e-08
1987,2.5665430669619127e-08,4.3386798154188e-08
1988,3.537966708488938e-08,4.137622156008547e-08
1989,3.292873329563406e-08,3.1831110192115375e-08
1990,3.214704158427395e-08,5.2307051134903304e-08
1991,3.458264485889373e-08,2.7548885839223658e-08
1992,3.0855686894426526e-08,2.8651710337612712e-08
1993,3.489700795000772e-08,3.323524566667402e-08
1994,3.323203712213285e-08,4.0616935592652226e-08
1995,3.253470559627658e-08,2.6027763055935793e-08
1996,2.5622842514394506e-08,3.5231408901381656e-08
1997,3.404375137350257e-08,3.308477047880842e-08
1998,3.8621847497921635e-08,3.814503202193009e-08
1999,2.4222065964085715e-08,2.833524703760304e-08
2000,4.3296709772988606e-08,2.6066386382694873e-08
2001,3.680217863788471e-08,2.4096664219541708e-08
2002,3.329728359702244e-08,2.6287329646379476e-08
2003,2.5834921313361292e-08,4.041915246943972e-08
2004,2.81906647470187e-08,3.03930605127789e-08
2005,3.1526246502266986e-08,2.7923247714056743e-08
2006,4.241426621032218e-08,2.8825230202755847e-08
2007,3.9944794860691246e-08,2.995859560428471e-08
2008,3.78912132781295e-08,2.682186917013496e-08
2009,3.099325107669415e-08,2.4794601927169424e-08
2010,3.3066550830795904e-08,1.747803501928047e-08
2011,2.256143427636914e-08,2.562061141020422e-08
2012,3.234040224509016e-08,1.974466634635519e-08
2013,1.7571487154199872e-08,2.2312999448104165e-08
2014,4.763979336019908e-08,3.594638897652658e-08
2015,2.6155590249210547e-08,1.662431614590787e-08
2016,1.8642061005991195e-08,2.050626690675017e-08
2017,2.2388940479345365e-08,1.635147306444651e-08
2018,2.245876107309641e-08,1.652138692520566e-08
2019,1.6836519289853413e-08,2.5509876877549686e-08
