year,en_ADP ère_NOUN,en_ADP ere_NOUN,en_ADP pères_NOUN
1800,1.8864987794131594e-08,1.0690159246706799e-07,2.515331631869344e-08
1801,3.333655484993869e-08,7.1435474868764e-08,2.3811825844433088e-08
1802,2.2378401354217203e-09,2.2378401354217203e-09,4.0281122437590966e-08
1803,1.950339267864365e-08,5.0708818033484704e-08,3.1205427131197894e-08
1804,4.943701892301533e-09,4.943701892301533e-09,3.460591457837836e-08
1805,5.685755422035754e-09,2.842877711017877e-09,5.685755422035754e-09
1806,0.0,3.1698359492793315e-08,2.5935023018064385e-08
1807,2.8469551160981155e-09,0.0,1.7081730252499483e-08
1808,1.1330369531492579e-08,6.118399653587403e-08,6.79822185212231e-08
1809,9.036122072814123e-09,9.036122072814123e-09,4.969867006821005e-08
1810,4.212228077449254e-08,7.020380277111826e-09,1.6380887757350138e-08
1811,5.0141535368197765e-09,2.5070767684098882e-09,4.262030639523573e-08
1812,8.00162425207418e-09,1.8670457180292033e-08,1.600324939232678e-08
1813,0.0,0.0,2.5881674137195887e-08
1814,1.2586708564299443e-08,3.1466771410748606e-09,3.776012391654149e-08
1815,2.697223555614414e-09,3.506390644503199e-08,5.1247247778718474e-08
1816,0.0,1.4832664874120383e-07,1.3905623319487859e-08
1817,1.556873407970727e-09,6.227493631882908e-09,2.1796227045456362e-08
1818,7.152706427149269e-09,2.384235475716423e-09,3.337929510571769e-08
1819,1.7596784473994376e-08,3.933399084221634e-08,2.6912730710648702e-08
1820,1.1866481131050932e-09,2.3732962262101864e-08,5.814575665397115e-08
1821,7.88919063410276e-09,1.7750678149575094e-08,5.3252038223483567e-08
1822,5.012807946513931e-09,1.2030739071633434e-08,1.9048670196752937e-08
1823,2.8659792761231984e-08,1.4824030780680175e-08,2.4706716672540097e-08
1824,1.0105335235266466e-08,0.0,3.2842340402794434e-08
1825,1.584979791857677e-08,0.0,2.2013607825499548e-08
1826,2.642395191543301e-09,1.1450379977517855e-08,2.1139162309502524e-08
1827,1.8434546111834038e-09,2.21214555007343e-08,3.133872894522938e-08
1828,8.255071293206129e-09,4.5861504760491556e-08,3.9440893773168284e-08
1829,1.0287811491593857e-08,2.8291481157793896e-08,2.6576845446601993e-08
1830,4.174734336004349e-09,1.0436835840010872e-09,3.861629105372799e-08
1831,0.0,9.35472388441383e-09,3.741889553765532e-08
1832,5.411987746839486e-09,2.705993873419743e-09,4.058990932254147e-08
1833,8.108539617524002e-09,2.3167257001688313e-09,3.590924857466149e-08
1834,1.213489042584115e-08,9.334530703952737e-09,3.453776287187793e-08
1835,1.2100940693926532e-08,6.050470346963266e-09,4.235329242874286e-08
1836,1.68018754465038e-08,1.3441500135158435e-09,2.4866774861465046e-08
1837,2.7831563720326358e-09,0.0,3.965997741328664e-08
1838,3.787297142565649e-09,6.312161904276081e-10,3.345445720448481e-08
1839,1.4682098203877558e-08,5.593180252283503e-09,2.9364195075487487e-08
1840,3.4396318682183846e-08,1.7198159563136528e-08,2.802663096046487e-08
1841,2.0545755319290038e-08,4.044945711711989e-08,2.953452371556864e-08
1842,8.049918065466954e-09,1.542900918138912e-08,2.4149754196400863e-08
1843,1.1813821920725331e-08,2.3627644840651385e-09,4.6073907356003474e-08
1844,6.586273748609983e-09,2.195424508855126e-09,5.1043620441504345e-08
1845,2.17628883802945e-08,6.696273757711424e-09,2.9017186209401302e-08
1846,1.2879903366069811e-08,1.7563503984519002e-09,3.688336036589135e-08
1847,4.0988499705463255e-08,6.47186837454683e-09,2.534815024546333e-08
1848,2.413566457803995e-09,8.045221711050488e-10,4.183515223132872e-08
1849,1.6758829879393033e-09,1.6758829879393033e-09,2.8490010350878947e-08
1850,4.752297222410107e-09,1.5614690873633208e-08,2.5798185809833285e-08
1851,4.514607354622058e-09,1.2898877521649865e-09,3.160225081622059e-08
1852,5.859490670445666e-09,1.9531636308300904e-09,3.971432738225644e-08
1853,3.58315901394235e-08,2.209614846648833e-08,2.090176165481239e-08
1854,1.2989160858012383e-08,0.0,1.558699302961486e-08
1855,4.776243400783642e-09,5.306937111981824e-10,2.1227748447927297e-08
1856,4.141751386299575e-09,4.6594703095870216e-09,1.4496130074093116e-08
1857,2.245494101771328e-08,4.881509085841174e-10,2.880090343992947e-08
1858,1.3212924976357954e-08,3.4255732694887797e-09,3.27876283900963e-08
1859,5.601390462572908e-09,1.5276520048956854e-09,3.00438236511269e-08
1860,1.1900677776566226e-08,2.746310290291376e-09,3.020941291564938e-08
1861,1.4147890858851042e-08,3.018216815364738e-08,3.678451543365213e-08
1862,2.3041730301542884e-08,1.8071945329101169e-09,3.162590456184944e-08
1863,8.490855130105501e-09,2.0477944673302773e-08,1.448440001272644e-08
1864,9.589456340108882e-09,4.794728170054441e-09,1.3425238476472146e-08
1865,1.3179164426446732e-08,9.413688994985847e-09,1.6003271152698062e-08
1866,1.3137154475373336e-08,2.919367858567057e-09,1.9949013108089275e-08
1867,1.747012134956094e-08,1.0190904120577216e-08,5.338092634588065e-09
1868,7.903798859842937e-08,1.975949570631741e-08,2.1735446442683326e-08
1869,3.271957993433716e-08,2.5882650689368347e-08,1.855737197242746e-08
1870,3.2110673231500186e-08,1.0321287824410774e-08,2.4656409802759072e-08
1871,2.6552942955504477e-08,3.3987767267262825e-08,2.1242354542039266e-09
