year,mon_DET an_NOUN,mon_DET pan_NOUN
1800,1.8864986461863964e-08,3.144164484325529e-09
1801,1.6668278313147766e-08,0.0
1802,1.3427040812530322e-08,0.0
1803,4.290746247193056e-08,0.0
1804,7.4155528384522995e-09,0.0
1805,1.1371510844071508e-08,0.0
1806,1.152667650217154e-08,2.881669125542885e-09
1807,2.562259604488304e-08,0.0
1808,1.5862517521725295e-08,0.0
1809,1.129515236897305e-08,0.0
1810,2.3401267590372754e-09,2.3401267590372754e-09
1811,1.7549537378869218e-08,0.0
1812,1.0668832928217853e-08,0.0
1813,1.4378708224072057e-08,0.0
1814,2.5173417128598885e-08,0.0
1815,3.236668266737297e-08,2.697223555614414e-09
1816,1.1588019432906549e-08,0.0
1817,4.670620334934483e-09,0.0
1818,1.4305412632253933e-08,1.1921177378582115e-09
1819,6.210630232317271e-09,0.0
1820,2.254631414899677e-08,3.5599443393152796e-09
1821,2.7612166775270452e-08,9.86148829262845e-10
1822,7.017931125119503e-09,2.0051231786055723e-09
1823,5.929612023614084e-09,1.9765373782121287e-09
1824,1.1789557774477544e-08,4.210556348027694e-09
1825,1.8491430164857547e-08,0.0
1826,1.0569581432307018e-08,2.6423953025656033e-09
1827,3.6869092223668076e-09,3.6869092223668076e-09
1828,1.0089531266022078e-08,0.0
1829,1.5431717126368483e-08,8.57317605795771e-10
1830,1.8786305178153384e-08,4.174734336004349e-09
1831,7.795602829929749e-09,1.5591206103948707e-09
1832,1.894195755802741e-08,1.3529969367098715e-09
1833,1.3900354645102198e-08,0.0
1834,1.0267984462686286e-08,3.733812370398937e-09
1835,1.5126175867408165e-08,3.025235173481633e-09
1836,1.6129799718100912e-08,1.1425274948351216e-08
1837,3.478945576063097e-09,2.0873671680021744e-09
1838,3.1560809521380406e-09,1.2624323808552163e-09
1839,2.9364194964465185e-08,6.9914751765765e-10
1840,9.554533331179726e-09,1.9109065441114126e-09
1841,2.0545755763379248e-08,1.926164561183441e-09
1842,1.0062398025922903e-08,6.708265054555795e-09
1843,2.953455535692484e-09,5.31621990873532e-09
1844,4.939705144924034e-09,4.390849017710252e-09
1845,8.370341586516616e-09,1.6740683839167048e-09
1846,1.0538102390711401e-08,1.1709002656346001e-09
1847,4.853901280910122e-09,1.0786447290911383e-09
1848,1.3676876908785829e-08,2.413566457803995e-09
1849,1.6758829879393033e-09,8.379414939696517e-10
1850,8.146795238417326e-09,0.0
1851,7.094382858952031e-09,0.0
1852,1.2370036328590572e-08,6.510545436100301e-09
1853,1.4332636411040767e-08,0.0
1854,1.1950028522278444e-08,2.5978321716024766e-09
1855,1.3798036491152743e-08,3.714855978387277e-09
1856,1.7602442614617075e-08,5.177189232874468e-10
1857,9.763018116171196e-09,0.0
1858,1.2723557929472662e-08,0.0
1859,6.110607797538137e-09,2.036869339860914e-09
1860,5.950339110327718e-09,1.830873536112776e-09
1861,1.3676294874365169e-08,9.431927461278633e-10
1862,1.084316739174973e-08,4.066187830886747e-09
1863,9.989241878116673e-09,3.496234635136375e-09
1864,7.192092033037056e-09,2.876836879828204e-09
1865,9.884373208812747e-09,1.4120533631256649e-09
1866,9.244664256335966e-09,2.919367858567057e-09
1867,6.308654931785895e-09,9.7056229719783e-10
1868,4.445886658821507e-09,2.9639245502366407e-09
1869,1.2697149998075474e-08,4.883519144627257e-10
1870,1.0321287824410774e-08,2.2936195165357276e-09
1871,7.434823867669138e-09,1.0621177271019633e-09
1872,5.442605366390296e-09,1.2094678591978436e-09
1873,8.380406202324053e-09,0.0
1874,9.559374403167453e-09,1.7923826867161097e-09
1875,1.544812294751452e-08,5.7215269744226305e-09
1876,9.67362345782874e-09,5.441413541973361e-09
1877,1.6080521580974505e-08,1.2369631985365004e-09
1878,1.0870359612447089e-08,4.22736201599605e-09
1879,1.2829583284634793e-08,3.054662633950045e-09
1880,2.0537108014195837e-08,6.417846254436199e-10
1881,2.2312023950643578e-08,6.972507571312292e-10
1882,1.1979693681496428e-08,4.658769592325029e-09
1883,6.951273001654101e-09,6.319338941018771e-10
1884,5.281357573494461e-09,6.601696966868076e-10
1885,1.2246707870033902e-08,1.2891271383708158e-09
1886,1.0325542199041138e-08,1.2906927748801422e-09
1887,6.528924623161458e-09,1.3057849246322917e-09
1888,1.7753720937818684e-08,6.340614699951175e-10
1889,8.14467776555361e-09,0.0
1890,7.865263995654459e-09,1.3108772956016423e-09
1891,3.187110020341777e-09,4.461953917456185e-09
1892,5.641661360300532e-09,5.014809900671935e-09
1893,4.926733243593162e-09,0.0
1894,5.671385583383426e-09,6.301539290376468e-10
1895,3.611168697403855e-09,2.4074457982692365e-09
1896,4.717623069971921e-09,1.179405795248556e-09
1897,4.661370844871726e-09,5.826713556089658e-10
1898,7.355861253444118e-09,5.6583548957434e-10
1899,2.7637891975018647e-09,0.0
1900,9.34389587925466e-09,1.038210628578895e-09
1901,7.2653604799022276e-09,0.0
1902,3.4371988033576883e-09,9.820567692386817e-10
1903,1.2420506623200822e-08,3.2401321625741275e-09
1904,5.912087708281888e-09,1.6123875568041512e-09
1905,4.1286072338664326e-09,5.676835002077496e-09
1906,1.0288368823552219e-08,5.144184522798412e-10
1907,1.2342824040612044e-08,2.5714216866923323e-09
1908,6.875944924544797e-09,2.9468334439286537e-09
1909,1.320236009405562e-08,2.750491778780173e-09
1910,8.016226016316352e-09,2.137660271017694e-09
1911,6.916486605668126e-09,1.0640748282497725e-09
1912,1.2502610557962868e-08,0.0
1913,5.3029897140177695e-09,0.0
1914,8.036092347118995e-09,1.3393487430235496e-09
1915,1.1780761921542648e-08,4.712304657594757e-09
1916,1.2086208034389756e-08,1.0987462051303964e-09
1917,3.289927441585405e-09,3.289927441585405e-09
1918,6.89182577673364e-09,0.0
1919,5.524709134618888e-09,9.207848372660976e-10
1920,1.2872793941909322e-08,5.300562211374427e-09
1921,6.8154727417280014e-09,1.5145494858259667e-09
1922,8.115728866719962e-09,2.2133805899215986e-09
1923,1.0615948120573648e-08,2.1231896241147297e-09
1924,9.024137215263295e-09,6.445812328337297e-09
1925,1.3197813508725176e-08,0.0
1926,4.458455493683289e-09,2.229227691330493e-09
1927,1.0034302500017134e-08,1.1149224876660924e-09
1928,4.570416489713125e-09,2.2852082448565625e-09
1929,8.912325322185666e-09,0.0
1930,1.0503603875555712e-08,4.201441416995522e-09
1931,7.983749661377715e-09,1.1405356659111021e-09
1932,8.767629289252454e-09,0.0
1933,2.2941324395731044e-09,0.0
1934,3.5944740517379614e-09,1.1981580172459871e-09
1935,4.787313656606784e-09,2.393656828303392e-09
1936,9.699771652549316e-09,0.0
1937,6.295559185076627e-09,0.0
1938,2.5930428915188486e-09,1.2965214457594243e-09
1939,4.588215141154706e-09,1.5294050470515685e-09
1940,0.0,2.5357829169792012e-09
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,3.034211770724937e-09,0.0
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,3.2131861615880553e-09,0.0
1945,1.3071024262956144e-08,2.178504043826024e-09
1946,1.1136883415474585e-08,1.3921104269343232e-09
1947,3.5762612871081956e-09,3.5762612871081956e-09
1948,5.435943917220243e-09,2.174377566888097e-09
1949,5.890204879399619e-09,3.9268033269479474e-09
1950,8.508289184305795e-09,1.0635361480382244e-09
1951,4.264560815592233e-09,1.0661401761424827e-09
1952,8.435843135146115e-09,3.1634410646574906e-09
1953,9.696444647211422e-09,5.386913803917537e-09
1954,9.772536113672459e-10,1.3681550115052232e-08
1955,2.815682353940474e-09,3.754243138587299e-09
1956,1.8314396887930684e-08,2.616342476002842e-09
1957,5.30102267637389e-09,1.7670075402875796e-09
1958,6.617794867658233e-09,2.481673033738474e-09
1959,5.4255234749334136e-09,0.0
1960,5.536666791705613e-09,2.7683333403416555e-09
1961,6.253343398654465e-09,1.3896318540318475e-09
1962,1.9025869213429303e-09,1.9025869768540815e-09
1963,7.112658351182688e-09,5.819448034571906e-09
1964,3.6503810529886493e-09,3.041984220075733e-09
1965,6.566451882239477e-09,8.755269675919664e-09
1966,1.1078149508847446e-08,2.7695373772118614e-09
1967,7.395503431872896e-09,2.465167847631733e-09
1968,1.0779397874305374e-08,5.3896989093971115e-09
1969,6.358460841182634e-09,6.3584606468936045e-09
1970,8.737577383843842e-09,1.3796175313274261e-09
1971,4.624557625731995e-09,4.624557736754298e-09
1972,3.591102859523687e-09,1.5390440033513642e-09
1973,4.410563081425067e-09,1.102640756478479e-09
1974,7.875800178691605e-09,1.6876715580593782e-09
1975,6.8537762132336866e-09,7.996072248772634e-09
1976,7.427584769459372e-09,1.7140580066410394e-09
1977,7.052138317753531e-09,3.526069214387917e-09
1978,2.3762365408686037e-09,3.5643548113029055e-09
1979,6.437170796402825e-09,1.1703946700691858e-09
1980,4.5481204913322415e-09,2.2740602734216964e-09
1981,6.95810464801383e-09,1.2651099057237047e-09
1982,1.0552753781922775e-08,3.103751144983846e-09
1983,3.789189517711122e-09,3.78918940668882e-09
1984,6.378909400694965e-09,3.479405208395292e-09
1985,4.210890636180409e-09,4.812446441349039e-09
1986,2.9972427317837003e-09,3.0571875031526474e-08
1987,1.2832715556854168e-08,1.2221633705067347e-09
1988,4.197587666343594e-09,5.99655392008458e-09
1989,2.7440609784434855e-09,2.1952488715726304e-09
1990,2.724325487424295e-09,5.993515905799995e-09
1991,5.275318792907768e-09,1.7584396161396398e-09
