year,mon_DET an_NOUN,mon_DET pan_NOUN
1992,4.958949806344037e-09,2.2039776670368383e-09
1993,8.308811361157353e-09,4.985286850001103e-09
1994,5.802419100753298e-09,5.274926606624319e-10
1995,5.964695848348356e-09,1.0844901643380922e-09
1996,1.2277612482236577e-08,1.067618438099771e-09
1997,3.3564261370244708e-09,1.917957792585412e-09
1998,8.10581957111367e-09,1.9072516899143466e-09
1999,4.570201245224226e-09,1.3710603485872497e-09
2000,6.185243983658495e-09,1.7672125984802278e-09
2001,2.1906058633724967e-09,3.066848330846028e-09
2002,6.571832356083718e-09,3.504977197366088e-09
2003,4.16692297333654e-09,2.0834614589126943e-09
2004,6.607186769924667e-09,1.3214374039449694e-09
2005,1.3511248786457486e-09,2.251874686720612e-09
2006,8.235779835885637e-10,2.4707338397433887e-09
2007,2.396687653893892e-09,1.5977917877663117e-09
2008,3.83169571072095e-09,1.2772318758180745e-09
2009,4.291373256748443e-09,4.76819250749827e-10
2010,1.8895172093635892e-09,3.3066551718974324e-09
2011,1.91198598620268e-09,8.795135286732148e-09
2012,2.0425516555899748e-09,3.7446779566074895e-09
2013,2.5102124823206395e-09,7.53063750247307e-09
2014,3.4647123642317368e-09,4.547434762081082e-09
2015,1.10828768384863e-09,4.433150846416822e-09
2016,1.8642060672924288e-09,2.899876117012923e-09
2017,2.26405022507592e-09,4.276539233849519e-09
2018,1.8070267504555204e-09,4.3884932354743e-09
2019,2.295888978931515e-09,4.081580295967058e-09
