year,en_ADP air_NOUN,en_ADP père_NOUN
1893,1.422594238520425e-07,1.4657031610632032e-07
1894,1.9282710761459043e-07,1.6320986340190302e-07
1895,1.0352017021375559e-07,1.6852120410248972e-07
1896,7.194375445385148e-08,1.232479081014759e-07
1897,1.1070755412401212e-07,1.2818769246081274e-07
1898,1.9181822974445595e-07,1.4994640729071307e-07
1899,1.0060192678906787e-07,1.2326500176129684e-07
1900,1.3496738171525635e-07,1.5936533559468558e-07
1901,1.279821263411307e-07,1.5313144730022543e-07
1902,2.533706344731712e-07,1.0606212796915315e-07
1903,1.3608554705335507e-07,1.2474508670479167e-07
1904,1.4135264425618743e-07,1.1501697549931578e-07
1905,1.475977098319703e-07,1.1147239720177282e-07
1906,2.052529679552606e-07,1.6615715470180703e-07
1907,2.2062798410438234e-07,1.2702823570798216e-07
1908,2.3329098763902323e-07,1.1394422738675303e-07
1909,3.15206349466024e-07,1.430255730516805e-07
1910,3.6340225884057276e-07,1.517738847933714e-07
1911,3.9902805815117404e-07,1.4631029010558905e-07
1912,4.625965921434272e-07,1.5419886656431459e-07
1913,5.09087001221431e-07,1.4795340663731338e-07
1914,3.0202313938687553e-07,1.4464966424654335e-07
1915,1.8377989163820274e-07,1.2016377215484653e-07
1916,1.50528225217883e-07,1.5162697808435155e-07
1917,1.381769423325352e-07,9.431125214121039e-08
1918,2.6303800471083605e-07,1.1601240412772995e-07
1919,2.642652502382603e-07,1.1509810526888486e-07
1920,2.854731246948461e-07,1.1888403772530864e-07
1921,2.6504616346123555e-07,1.1889213147320277e-07
1922,2.751969887526684e-07,1.1657137982679089e-07
1923,2.558443532585386e-07,1.1359064666649488e-07
1924,2.2947091282699006e-07,1.4438619089229832e-07
1925,3.277457034656095e-07,1.0888196100289349e-07
1926,2.920288224572687e-07,1.4378518287117004e-07
1927,2.129501930347999e-07,1.572040693176291e-07
1928,2.31948637186008e-07,1.119752055522838e-07
1929,2.551153110985638e-07,1.2365851320694787e-07
1930,2.468346705919444e-07,1.1659000043184875e-07
1931,4.573547949249246e-07,1.265994615806676e-07
1932,3.9563927378694075e-07,1.1507513342223774e-07
1933,3.8082598163846626e-07,9.86476953457327e-08
1934,3.774197683270586e-07,1.1622132412014707e-07
1935,5.732808050495919e-07,1.1130504429246457e-07
1936,4.692264652383926e-07,1.2124714698913408e-07
1937,4.293571240765459e-07,8.8137825371426e-08
1938,4.2914859399445504e-07,1.2446605646143638e-07
1939,4.909389987872714e-07,1.238818105875339e-07
1940,6.187310546135194e-07,1.2171758267953692e-07
1941,4.574829119974311e-07,1.3576912172297284e-07
1942,4.247896423503761e-07,1.1833425617169269e-07
1943,9.929064368474627e-07,1.6838764604898415e-07
1944,4.6269882147953467e-07,1.542329375325835e-07
1945,9.389352637612092e-07,1.2199622645425734e-07
1946,4.134568101221703e-07,1.433873748624137e-07
1947,5.161737379744125e-07,1.525871489160835e-07
1948,4.435730192042797e-07,1.3046265134875057e-07
1949,4.7317980900185574e-07,8.54079740264524e-08
1950,5.221962715573625e-07,1.3187848368900745e-07
1951,4.659032604159563e-07,1.2900295853768284e-07
1952,5.388395063476992e-07,9.173979464982551e-08
1953,5.289949411846351e-07,1.2928592973970865e-07
1954,6.74304979852991e-07,1.289974740359412e-07
1955,5.406109884198429e-07,1.0887305323947771e-07
1956,5.843164938568179e-07,1.4302671913490883e-07
1957,5.009466179650701e-07,9.983592486051407e-08
1958,6.444077458311881e-07,1.1663863408450936e-07
1959,4.7512084933032384e-07,1.309876390687137e-07
1960,5.294437523950535e-07,1.314958366638308e-07
1961,4.3703921681625957e-07,1.2645650071529957e-07
1962,4.7564672556177356e-07,1.3508367224801532e-07
1963,4.4615768057809646e-07,1.3126088216353082e-07
1964,4.7637472228023725e-07,1.508824207796522e-07
1965,4.5801002546141945e-07,1.3953710187308843e-07
1966,5.383980679063427e-07,1.318299790442623e-07
1967,5.166991521310393e-07,1.469240014095874e-07
1968,4.051256959902716e-07,1.4237788631410453e-07
1969,4.514507359054676e-07,1.4533625369850256e-07
1970,3.7893495408169997e-07,1.3658212982825546e-07
1971,4.3933299265219716e-07,1.556934406954369e-07
1972,3.729616903092037e-07,1.179933786232823e-07
1973,4.1018235097389777e-07,1.1522596132795826e-07
1974,4.0672883683257055e-07,1.0632330327275952e-07
1975,4.1065541767082436e-07,1.1137386124460136e-07
1976,4.079458255645818e-07,1.4283817856286518e-07
1977,4.01384201875743e-07,1.3516598151852577e-07
1978,3.386137139571588e-07,1.6336626806889853e-07
1979,3.440960313350061e-07,1.4746972865076202e-07
1980,3.2234804003827833e-07,1.6657491785920797e-07
1981,2.859148393596911e-07,1.5624106786127356e-07
1982,3.0478835211233957e-07,1.2973679774930247e-07
1983,2.7345319608684804e-07,1.2946398209034982e-07
1984,2.52836773739773e-07,1.3685660305018388e-07
1985,3.0739501566401373e-07,1.5700605926483036e-07
1986,2.673540528963514e-07,1.7084283077117846e-07
1987,3.611492629396196e-07,1.509371765351375e-07
1988,2.5065594289053195e-07,2.0268351930141648e-07
1989,1.909866496063728e-07,1.635460471494099e-07
1990,2.2557414969259781e-07,1.5637627814868438e-07
1991,2.3035557727979494e-07,2.0808200673627653e-07
1992,1.630943504693505e-07,1.432585494676175e-07
1993,2.2046045700108152e-07,1.7116151251883593e-07
1994,1.524453796530878e-07,1.7038012911640976e-07
1995,2.125600774283143e-07,1.8165209603182575e-07
1996,2.0605035411236372e-07,1.8416417768563065e-07
1997,1.0980308384755944e-07,1.807675236165096e-07
1998,1.316003657159115e-07,2.0598318384301706e-07
1999,1.6955446535682483e-07,1.974326928610992e-07
2000,1.9483518709506598e-07,2.0764748454027426e-07
2001,1.296838689768265e-07,1.897064636491308e-07
2002,1.305603966050839e-07,2.0197431327417803e-07
2003,1.5042591949843143e-07,1.804277673933541e-07
2004,1.700249482594618e-07,1.6958446202863797e-07
2005,1.5763123639711552e-07,1.864552376940054e-07
2006,2.2442499875152677e-07,1.931290358747617e-07
2007,1.6417310089167358e-07,2.2209305416964753e-07
2008,1.4092124867026712e-07,2.3884236988180874e-07
2009,2.5891284249901503e-07,2.4174736346083137e-07
2010,2.116259318896141e-07,2.63115270016101e-07
2011,2.2255517517777434e-07,2.7226680465730624e-07
2012,2.291062098924712e-07,2.4374448970299056e-07
2013,1.5284404897286663e-07,2.7974924243778787e-07
2014,1.4768336260850834e-07,3.391087295412376e-07
2015,2.0569820136095984e-07,2.591176624378022e-07
2016,1.6715714334925025e-07,2.943374148856037e-07
2017,1.4439609019589739e-07,2.739500697401809e-07
2018,1.3449441449431276e-07,2.576303828050186e-07
2019,1.9004859225235649e-07,2.655578308363715e-07
