year,en_ADP ère_NOUN,en_ADP ere_NOUN,en_ADP paire_NOUN
1835,1.2100940693926532e-08,6.050470346963266e-09,1.3613558280667348e-08
1836,1.68018754465038e-08,1.3441500135158435e-09,6.720750067579218e-10
1837,2.7831563720326358e-09,0.0,6.957891041103892e-09
1838,3.787297142565649e-09,6.312161904276081e-10,9.468242634369517e-09
1839,1.4682098203877558e-08,5.593180252283503e-09,4.894032845648155e-09
1840,3.4396318682183846e-08,1.7198159563136528e-08,5.732719632334238e-09
1841,2.0545755319290038e-08,4.044945711711989e-08,1.2841097074556274e-09
1842,8.049918065466954e-09,1.542900918138912e-08,7.379091560011375e-09
1843,1.1813821920725331e-08,2.3627644840651385e-09,1.7720733214154905e-09
1844,6.586273748609983e-09,2.195424508855126e-09,2.195424508855126e-09
1845,2.17628883802945e-08,6.696273757711424e-09,8.37034175305007e-09
1846,1.2879903366069811e-08,1.7563503984519002e-09,1.4050803409659807e-08
1847,4.0988499705463255e-08,6.47186837454683e-09,1.6179670936367074e-09
1848,2.413566457803995e-09,8.045221711050488e-10,8.045221711050488e-10
1849,1.6758829879393033e-09,1.6758829879393033e-09,8.379414939696517e-10
1850,4.752297222410107e-09,1.5614690873633208e-08,1.0183494048021657e-08
1851,4.514607354622058e-09,1.2898877521649865e-09,1.483370937194195e-08
1852,5.859490670445666e-09,1.9531636308300904e-09,1.9531636308300904e-09
1853,3.58315901394235e-08,2.209614846648833e-08,4.180352286553557e-09
1854,1.2989160858012383e-08,0.0,4.1565315633818045e-09
1855,4.776243400783642e-09,5.306937111981824e-10,2.1227748447927297e-09
1856,4.141751386299575e-09,4.6594703095870216e-09,3.106313539724681e-09
1857,2.245494101771328e-08,4.881509085841174e-10,7.322263684272912e-09
1858,1.3212924976357954e-08,3.4255732694887797e-09,8.319249178434518e-09
1859,5.601390462572908e-09,1.5276520048956854e-09,2.5460866748261424e-09
1860,1.1900677776566226e-08,2.746310290291376e-09,3.661747127736703e-09
1861,1.4147890858851042e-08,3.018216815364738e-08,3.301174722469824e-09
1862,2.3041730301542884e-08,1.8071945329101169e-09,2.7107918409985388e-09
1863,8.490855130105501e-09,2.0477944673302773e-08,1.4484400345793347e-08
1864,9.589456340108882e-09,4.794728170054441e-09,4.7947278369875335e-09
1865,1.3179164426446732e-08,9.413688994985847e-09,3.765475486972036e-09
1866,1.3137154475373336e-08,2.919367858567057e-09,1.4596839292835284e-09
1867,1.747012134956094e-08,1.0190904120577216e-08,1.94112459439566e-09
1868,7.903798859842937e-08,1.975949570631741e-08,3.951899141263482e-09
1869,3.271957993433716e-08,2.5882650689368347e-08,1.953407657850903e-09
1870,3.2110673231500186e-08,1.0321287824410774e-08,1.1468097582678638e-09
1871,2.6552942955504477e-08,3.3987767267262825e-08,2.8677177965619194e-08
1872,1.0280476914203973e-08,1.3304146229131675e-08,3.0236697590169115e-09
1873,2.334541804316359e-08,1.855661402316855e-08,2.3944017324417644e-09
1874,4.361464789326419e-08,3.823749850084823e-08,2.9873046258899194e-09
1875,1.94531928343622e-08,1.4303817408301e-08,6.293679799540541e-09
1876,3.506688628363008e-08,1.3905833817773328e-08,3.627608879952504e-09
1877,7.421779191219002e-09,4.329371083855449e-09,1.8554447978047506e-09
1878,5.1332254003000344e-08,2.0532901601200138e-08,1.0266450800600069e-08
1879,2.3215436684154156e-08,9.16398767980553e-09,4.887460214320072e-09
1880,1.9253539207397807e-08,2.6954953824542827e-08,4.492492600149944e-09
1881,2.370652651961791e-08,3.486253646878268e-08,2.0917522713936876e-09
1882,3.5939081044489285e-08,2.2628309892525067e-08,3.3276925659464496e-09
1883,1.8958017378167824e-08,1.200674426549142e-08,9.479008689083912e-09
1884,1.7164412113856997e-08,4.621187876807653e-09,1.9144920315739e-08
1885,4.576401479994274e-08,1.8692343728421434e-08,1.353583467533781e-08
1886,2.774989482645651e-08,1.2906927693290271e-08,7.744156427236248e-09
1887,3.395040693021656e-08,2.7421483750345033e-08,9.140494583448344e-09
1888,1.9655905347804037e-08,2.53624587998047e-09,2.53624587998047e-08
1889,1.8168895721260014e-08,4.385595886446936e-09,6.891650250473447e-09
1890,3.0150179242127706e-08,9.831579994568074e-09,9.831579994568074e-09
1891,5.736798147637501e-09,0.0,9.561330394092238e-09
1892,1.6298132621272998e-08,5.641661360300532e-09,1.6298132621272998e-08
1893,9.853466487186324e-09,4.926733243593162e-09,1.046930819814662e-08
1894,1.827446460822557e-08,5.671385139294216e-09,1.0082462864602348e-08
1895,1.5648398132839247e-08,4.213029924926559e-09,1.805584282088546e-08
1896,1.0024948871034667e-08,4.717623180994224e-09,8.845543353341867e-09
1897,3.379494017963225e-08,5.2440420894583895e-09,1.2236098356765979e-08
1898,2.2067583316243145e-08,5.6583548957434e-10,1.4145887128336199e-08
1899,2.266307141951529e-08,3.8693048765026106e-09,1.2713430308508578e-08
1900,3.1665425836990835e-08,7.786579381274805e-09,1.7130475371551768e-08
1901,1.956058603980182e-08,6.147612641171918e-09,1.620734302321125e-08
1902,7.365425602756659e-09,4.910283735171106e-09,1.767702145771821e-08
1903,9.1803746826713e-09,8.100330184390714e-09,9.1803746826713e-09
1904,8.061937784020756e-09,4.837162670412454e-09,4.837162670412454e-09
1905,4.231822359201942e-08,4.1286072338664326e-09,7.741138674521864e-09
1906,5.658602919567102e-09,1.0288369045596824e-09,7.201858220895474e-09
1907,5.65712765521198e-09,1.028568674676933e-09,1.2857107989372452e-08
1908,1.080505640516094e-08,2.9468334439286537e-09,1.276961114626829e-08
1909,7.151278680339601e-09,1.1001967115120692e-09,1.4852655993990993e-08
1910,1.1222716089775986e-08,4.275320542035388e-09,8.550641084070776e-09
1911,1.755723388896513e-08,3.7242617878519013e-09,1.3832972989291648e-08
1912,5.730363294986773e-09,5.209421227725386e-10,1.0418842122383865e-08
1913,5.302989602995467e-09,1.060597942803554e-09,1.1666577037772186e-08
1914,6.027069510139427e-09,6.696743715117748e-10,2.4108276541756624e-08
1915,1.1780761921542648e-09,0.0,7.068456930880984e-09
1916,1.2086208478478966e-08,1.0987462051303964e-09,4.394984820521586e-09
1917,4.934890895924582e-08,2.1932848870420685e-09,1.864292187292449e-08
1918,5.743188147278033e-09,3.44591288836682e-09,1.033773866510046e-08
1919,2.301962176431971e-08,1.8415696745321952e-09,9.207848705727883e-09
1920,2.5745588771997063e-08,4.543339038320937e-09,3.786115865267448e-09
1921,1.060184651180407e-08,2.2718242842501013e-09,2.4232791773215467e-08
1922,4.426761179843197e-09,1.4755870969551665e-09,1.1804696775641332e-08
1923,2.866305948145964e-08,4.246379248229459e-09,2.1231896241147297e-09
1924,2.4494086758863887e-08,3.867487219366694e-09,6.445812328337297e-09
1925,1.0998178368026856e-08,6.598906754362588e-09,1.9796720707176974e-08
1926,2.229227646921572e-08,7.802296586589819e-09,2.5636119005412183e-08
1927,6.689535148041159e-09,7.804457524684949e-09,1.0034302277972529e-08
1928,9.14083297942625e-09,1.1426041224282812e-09,7.998228745975666e-09
1929,1.6710609784809094e-08,4.4561625500705304e-09,1.2254446568604749e-08
1930,5.2518016602221e-09,4.201441416995522e-09,1.05036033204442e-08
1931,6.843213995466613e-09,1.1405356659111021e-09,1.9389105432310316e-08
1932,3.616647248350091e-08,1.2055490161699822e-08,1.2055489939655217e-08
1933,8.02946331646126e-09,1.261772819560747e-08,5.735331320977366e-09
1934,9.585264137967897e-09,2.3963160344919743e-09,1.4377896206951846e-08
1935,2.2739740757060645e-08,2.393656828303392e-09,9.574627313213568e-09
1936,2.3036957230715416e-08,0.0,1.576212937948185e-08
1937,2.392312481447334e-08,8.813782592653752e-09,1.2591118370153254e-08
1938,5.186085783037697e-09,3.889564337278273e-09,9.075650453382877e-09
1939,1.5294050470515685e-08,0.0,1.070583532936098e-08
1940,1.0143131667916805e-08,1.7750480196809804e-08,3.550096039361961e-08
1941,5.9030051957620344e-09,0.0,2.6563522936839945e-08
1942,1.2136847082899749e-08,1.8205270180260413e-08,1.8205270180260413e-08
1943,6.967764676346633e-08,2.9032352077962287e-09,2.6129116648121453e-08
1944,2.5705489292704442e-08,6.4263723231761105e-09,2.2492303131116387e-08
1945,2.6142048525912287e-08,2.178504043826024e-09,2.6142048525912287e-08
1946,9.744772988540262e-09,6.960552134671616e-09,2.5057987684817817e-08
1947,5.960435700558264e-09,7.152522796260996e-09,1.3112957830685446e-08
1948,1.0871888278529696e-08,0.0,1.848220954059343e-08
1949,9.817008539414473e-09,2.945102384188658e-09,1.9634017078828947e-08
1950,2.3397795700930146e-08,1.0635361480382244e-09,1.914365066468804e-08
1951,3.5182626589858046e-08,8.529121298117559e-09,7.462981344019681e-09
1952,2.8470971358274255e-08,2.1089607837865287e-09,1.1599284199803606e-08
1953,1.8315507332999914e-08,5.386913692895234e-09,1.8315507332999914e-08
1954,1.07497895029951e-08,1.9545072227344917e-09,2.443134050622575e-08
1955,2.0648336374051723e-08,9.385607846468247e-10,2.9095383879962355e-08
1956,1.0465369904011368e-08,0.0,1.657016923672927e-08
1957,2.738861759610245e-08,8.835037701437898e-10,1.501956425897788e-08
1958,1.5717262158432277e-08,1.6544486891589827e-09,1.6544486669545222e-08
1959,9.300897829689347e-09,3.8753737996444215e-09,1.0851047171911432e-08
1960,2.353083417006019e-08,4.8445834566201995e-09,1.3149583255600561e-08
1961,5.350082687982649e-08,1.3896318540318475e-09,2.084447814354462e-08
1962,6.976152100435229e-09,2.536782617301725e-09,1.712328306924249e-08
1963,1.2932106940866106e-08,6.466053248388448e-10,1.9398160300276857e-08
1964,1.9468698653213323e-08,3.041984220075733e-09,1.216793682479178e-08
1965,9.849678406226303e-09,2.188817405102128e-09,2.5171399187229326e-08
1966,2.6033651678858405e-08,2.8803187945847242e-08,1.9940669560014612e-08
1967,1.5284040699725665e-08,4.930335639752315e-09,1.4791006641701188e-08
1968,2.1558795637588446e-08,4.042274182047834e-09,1.8863946849023705e-08
1969,1.6804504454626112e-08,3.179230406713529e-09,1.862120768691966e-08
1970,1.7015283404475667e-08,1.5175792539290356e-08,1.5175793066646293e-08
1971,7.193756701440179e-09,8.22143619849669e-09,1.3873672877195986e-08
1972,2.1546616935097518e-08,7.695220183290274e-09,1.6929485369132635e-08
1973,1.1577728109557484e-08,5.513203782392395e-09,2.4809416743210022e-08
1974,9.00091468025721e-09,1.0688586127294286e-08,1.6876715136504572e-08
1975,1.0851811893530794e-08,1.7134440533084216e-09,3.1413140089142644e-08
1976,9.712995741040231e-09,2.285410749536254e-09,2.7996280849151844e-08
1977,1.4104276857551667e-08,5.289103655048422e-09,1.645498848290572e-08
1978,1.128712323605896e-08,3.5643548113029055e-09,1.6633656230169436e-08
1979,9.363157360553487e-09,2.9259866751729646e-09,1.7555919384903973e-08
1980,1.0233271119375331e-08,6.253665918443119e-09,2.8994268319593175e-08
1981,1.5813874654213578e-08,5.060439622894819e-09,2.277197808098208e-08
1982,1.1173503899897241e-08,5.586752060970923e-09,2.110550845202397e-08
1983,1.1999100379966876e-08,6.315316047889041e-10,1.705135410645653e-08
1984,6.958810416790584e-09,4.0593059469351545e-09,2.9574943383181562e-08
1985,1.3234227935754461e-08,3.609334831011779e-09,2.4062231318566774e-08
1986,1.1389522214244607e-08,2.9972427317837003e-09,3.716581009616249e-08
1987,1.3443797186596385e-08,2.4443267410134695e-09,3.055408442920182e-08
1988,1.679035044332977e-08,4.797243047249822e-09,2.4585870894711093e-08
1989,6.036934507847036e-09,6.585746614717891e-09,2.7440611227724787e-08
1990,2.397406362319998e-08,1.5256222840598355e-08,2.724325437464259e-08
1991,2.989347080983862e-08,5.861465202094962e-10,3.223805933316726e-08
1992,8.815910668147353e-09,1.6529832502776287e-09,3.0855687782604946e-08
1993,1.3294098266669607e-08,2.2156829704300662e-09,2.4926434250005514e-08
1994,8.967375286772494e-09,6.329911872438032e-09,3.5342008430916394e-08
1995,1.4098372247417501e-08,1.0844901643380922e-09,3.4703686757620034e-08
1996,1.7081895009596337e-08,1.49466583554414e-08,2.402141396906643e-08
1997,8.151320507465698e-09,3.3564261370244708e-09,3.308477047880842e-08
1998,1.3350762273489636e-08,4.291316191284977e-09,1.954932926651054e-08
1999,8.226361813967742e-09,3.199140841125825e-09,2.6964186355948883e-08
2000,1.4579503826439577e-08,1.3254094488601709e-09,2.9159007652879154e-08
2001,1.4896119893137438e-08,4.819333099259637e-09,3.3735329196815655e-08
2002,6.571832411594869e-09,0.0,2.6287329646379476e-08
2003,8.750538071922165e-09,2.9168460979889232e-09,4.916968876500505e-08
2004,2.1583476339515073e-08,1.2333415178034102e-08,3.3476414001976096e-08
2005,8.557123898356167e-09,3.6029997874109654e-09,4.098412276221097e-08
2006,1.2765458912156191e-08,4.529678965248252e-09,2.6766285188273287e-08
2007,1.078509459517818e-08,3.994479552682506e-09,3.5151418137369106e-08
2008,6.811903485726134e-09,1.7029758436759579e-09,4.0871420026178384e-08
2009,4.76819250749827e-09,1.430457752249481e-09,4.005281883934231e-08
2010,8.97520635589899e-09,7.085689368580006e-09,2.9287516412068726e-08
2011,6.500752380844688e-09,7.64794394481072e-10,5.009403197808737e-08
2012,1.05531832161887e-08,3.0638275250183256e-09,2.5872321174347235e-08
2013,6.414987652192394e-09,2.2313000891394097e-09,2.119734965333464e-08
2014,1.0822894864759292e-06,1.5158116567492996e-09,2.3386808448155882e-08
2015,4.654808538617772e-09,0.0,2.9702110992957387e-08
2016,6.421154274960372e-09,6.21402013178951e-10,2.4648946272964878e-08
2017,6.037467414898856e-09,2.7671724078803805e-09,2.5156113636626287e-08
2018,6.711813327342497e-09,1.0325866828253538e-09,4.775713513538449e-08
2019,4.591778068885333e-09,0.0,2.423438338894357e-08
