year,en_ADP arts_NOUN,en_ADP part_NOUN
1877,2.1028374708187414e-08,1.2394370969559532e-06
1878,2.5364172762110115e-08,1.2676047163040494e-06
1879,1.7717042943843353e-08,1.2939550515511655e-06
1880,2.7596738449986447e-08,1.2688082051681704e-06
1881,1.2550513517339823e-08,1.1874180927406996e-06
1882,2.5290463057103807e-08,1.149384956988797e-06
1883,2.7805092117638708e-08,1.091349872694991e-06
1884,1.914492120391742e-08,1.295913079957245e-06
1885,3.931837805337679e-08,1.2852597137680277e-06
1886,4.130216729736347e-08,1.2351929399301298e-06
1887,4.178511875396751e-08,1.2953386203662376e-06
1888,2.1558089979833994e-08,1.270659140573116e-06
1889,2.6940088715399213e-08,1.1684479659379576e-06
1890,4.194807196045147e-08,1.2754835552186705e-06
1891,5.0993758771156195e-08,1.2353237934803474e-06
1892,4.701384459515623e-08,1.118302634495194e-06
1893,2.5249507429325746e-08,1.214439748764562e-06
1894,2.9617235108858608e-08,1.1475102610347676e-06
1895,4.6343330728504384e-08,1.070711505235522e-06
1896,5.071444997284402e-08,1.1906101917702472e-06
1897,2.4472196047398143e-08,1.1740827403627918e-06
1898,3.734514275599565e-08,1.084140762941388e-06
1899,3.59292577911674e-08,1.0922494766418822e-06
1900,3.9971108201086736e-08,1.121267473536136e-06
1901,3.297355899434251e-08,1.1004226507793646e-06
1902,3.731815834129293e-08,1.8776925116981147e-06
1903,4.104167294904926e-08,1.0120012348124874e-06
1904,5.159640092955442e-08,9.873186854747473e-07
1905,2.3223415412942927e-08,9.60933334681613e-07
1906,5.452835516450705e-08,1.1003410236298805e-06
1907,2.2114226339020604e-08,1.0604543376757647e-06
1908,5.549869519505535e-08,1.0711739832913736e-06
1909,3.6306490647231016e-08,1.070491407517693e-06
1910,3.42025641142385e-08,1.0079068033519434e-06
1911,5.32037401912433e-08,1.0800359859786113e-06
1912,6.355493675780366e-08,9.798920928005828e-07
1913,2.0681660051202755e-08,1.4349890307130408e-06
1914,5.0895253012051e-08,1.1364373904143577e-06
1915,1.8849218963445935e-08,1.5786221183589078e-06
1916,4.944358011904626e-08,1.6909704072531895e-06
1917,3.728584374584898e-08,1.4157653822621796e-06
1918,6.776962369059447e-08,1.2267449847058742e-06
1919,2.1178050757519884e-08,9.668241318649962e-07
1920,4.46761680983343e-08,9.139683925241116e-07
1921,4.240738515903786e-08,9.776416618478834e-07
1922,3.32007097370024e-08,9.465891253057634e-07
1923,3.6094222277682775e-08,9.055403893398761e-07
1924,2.707241186783449e-08,8.650280278743594e-07
1925,3.849362140151413e-08,8.633569450466894e-07
1926,3.566764272822098e-08,7.579374141641892e-07
1927,4.682674314970825e-08,9.320751814811956e-07
1928,3.8848539829494655e-08,7.906820655989577e-07
1929,3.3421218015305953e-08,9.135133041127119e-07
1930,5.566909955234678e-08,9.022595577334869e-07
1931,2.3951248984133144e-08,9.648931609262945e-07
1932,4.7126008873021874e-08,8.175814514288504e-07
1933,5.850037565480193e-08,8.958587045526656e-07
1934,5.990790441501304e-08,8.051621875893034e-07
1935,6.582556189016486e-08,8.377799076697556e-07
1936,5.698615890281644e-08,7.238454600155819e-07
1937,5.791914281516597e-08,7.605035534652416e-07
1938,3.889564470505036e-08,7.247554663081246e-07
1939,3.8235125288110794e-08,8.304669449898938e-07
1940,3.803674530900025e-08,9.686690418675425e-07
1941,7.378756183840096e-08,1.018268449115567e-06
1942,5.158160121254696e-08,8.98126700121793e-07
1943,2.6129116870166058e-08,1.1322617865516804e-06
1944,3.855823393905666e-08,1.0667778269635164e-06
1945,2.6142048525912287e-08,1.0979659919030382e-06
1946,4.315542145860718e-08,9.870062740446883e-07
1947,3.457052732969146e-08,9.489013450547645e-07
1948,2.3918153901902883e-08,1.0273934094584547e-06
1949,5.203014352694879e-08,9.561765637045028e-07
1950,1.0103593162114066e-07,8.912433031582623e-07
1951,5.01085888338082e-08,9.136821290667285e-07
1952,3.796129288691219e-08,9.869936548057012e-07
1953,5.279175385730639e-08,9.76108708528045e-07
1954,3.811289239763482e-08,9.606402500139666e-07
1955,3.566531070475776e-08,1.0399253369541839e-06
1956,3.7500909488841216e-08,9.226967563336075e-07
1957,3.003912851795576e-08,1.017796307678509e-06
1958,4.880623505343351e-08,9.281457096221857e-07
1959,4.960478516835565e-08,8.998618454825191e-07
1960,7.543708591128961e-08,9.253154189536872e-07
1961,4.446822099435366e-08,1.2235708481966867e-06
1962,5.77118033362467e-08,8.840686973599077e-07
1963,8.082566393952106e-08,9.246456329492503e-07
1964,7.848319272252269e-08,9.296303460359923e-07
1965,7.058936013493167e-08,9.061703849511105e-07
1966,6.979234279391733e-08,1.0169741244681063e-06
1967,7.543413310662217e-08,1.0200864153375733e-06
1968,7.051523109868896e-08,1.0918631687673042e-06
1969,1.2626086995370933e-07,9.49681577822048e-07
1970,1.3106366436588246e-07,9.643525800129282e-07
1971,1.3051529534902073e-07,1.0723836112447316e-06
1972,1.1132418914483466e-07,1.0491149851077353e-06
1973,1.334195335322974e-07,1.1798256309702992e-06
1974,1.5020276666888321e-07,1.0801097687362926e-06
1975,1.1765649432504688e-07,1.0691891247915919e-06
1976,1.2512623959182179e-07,1.180414642476535e-06
1977,1.569100801512846e-07,1.247053091901762e-06
1978,1.657425026113657e-07,1.3497023019226617e-06
1979,2.0598946381955585e-07,1.3629246495838743e-06
1980,2.0523393451377103e-07,1.457104076507676e-06
1981,1.5371085165805098e-07,1.5004203532953397e-06
1982,3.1720337467788795e-07,1.5028363122837618e-06
1983,2.1408921646592916e-07,1.6280885120067978e-06
1984,2.696539020963229e-07,1.572111159475753e-06
1985,3.326603521536242e-07,1.496069330642058e-06
1986,4.5797868297725586e-07,1.7887545027406304e-06
1987,2.7804215485538464e-07,1.6303658867400372e-06
1988,4.17360150439805e-07,1.6784354102128418e-06
1989,3.605696310415851e-07,1.609117475709354e-06
1990,3.639698877844211e-07,1.6345952644769568e-06
1991,4.185086017738371e-07,1.757267227731063e-06
1992,3.4051454278483106e-07,1.7951398376681027e-06
1993,4.5975422180433156e-07,1.7919336414706777e-06
1994,3.6502492362089356e-07,1.802442398002313e-06
1995,5.232664950227672e-07,1.7715146896080114e-06
1996,3.9501881499148794e-07,1.9873716610163683e-06
1997,4.909971869082597e-07,1.861377995737712e-06
1998,3.4425893347123093e-07,1.8199949636255042e-06
1999,5.246590891738734e-07,1.8714973748501507e-06
2000,3.892285849182997e-07,2.1427451883937465e-06
2001,6.361519561681739e-07,2.1161251879675547e-06
2002,5.555388691291796e-07,1.9562153283914085e-06
2003,4.6169506306981134e-07,1.8601143665364361e-06
2004,3.9731216042171447e-07,2.057037590930122e-06
2005,5.17480829742567e-07,1.916795781653491e-06
2006,5.270899150477959e-07,1.9704102669493295e-06
2007,4.841309169112407e-07,2.0096226762689184e-06
2008,4.849223698144556e-07,1.984392611120711e-06
2009,4.0481954499682615e-07,1.9392239209992113e-06
2010,3.80265337884822e-07,1.929669451783411e-06
2011,5.74360592808798e-07,1.7383777048962656e-06
2012,4.54808154914943e-07,1.7773603531168192e-06
2013,3.7932100527271473e-07,1.700250663816405e-06
2014,3.6596023633705954e-07,1.7278086943406379e-06
2015,3.6396168223706837e-07,1.7632856952332077e-06
2016,3.5005647902597303e-07,1.8130439229935291e-06
2017,4.857645619082973e-07,1.7667138081378653e-06
2018,4.0451583177558703e-07,1.8219991488876985e-06
2019,3.499955180119585e-07,2.0234435851307353e-06
