year,en_ADP iles_NOUN,en_ADP piles_NOUN
1852,1.1718982229069752e-08,7.617337871579366e-08
1853,4.180352286553557e-09,7.345476404907458e-08
1854,9.352196128631363e-09,4.624141425324524e-08
1855,3.714855978387277e-09,4.139410947345823e-08
1856,1.7084724746041502e-08,6.471486813097727e-08
1857,7.810414537345878e-09,4.1004675210842834e-08
1858,4.893675908945738e-09,7.683071601150004e-08
1859,2.5460866748261424e-09,4.1755821911237945e-08
1860,3.661747072225552e-09,4.073693560258107e-08
1861,3.3011746669586728e-09,6.696668464201139e-08
1862,5.421583626485926e-09,3.7047488632424574e-08
1863,2.996772441310469e-09,6.193329937786984e-08
1864,6.712619238236073e-09,5.0824116470948866e-08
1865,5.648213063924601e-09,1.0590400023602342e-07
1866,5.352174370365503e-09,6.033359767343427e-08
1867,3.396968040192405e-09,6.599823620945244e-08
1868,4.939873954334928e-09,6.174842326345242e-08
1869,1.953407657850903e-09,6.446245492952585e-08
1870,2.2936195165357276e-09,6.938198993111655e-08
1871,3.18635318130589e-09,8.178306387662815e-08
1872,5.442605366390296e-09,8.587221600464545e-08
1873,1.1972008717719973e-08,1.0894527946447852e-07
1874,6.5720701658555924e-09,1.075429665320371e-07
1875,2.860763514966891e-09,7.952922942422447e-08
1876,3.02300739996042e-09,9.431783354330037e-08
1877,4.9478527941460015e-09,8.287653230354408e-08
1878,8.454724254036705e-09,8.696287778775513e-08
1879,6.10932526790009e-10,9.04180126326537e-08
1880,6.417846032391594e-09,1.5531188068962365e-07
1881,6.972507571312292e-10,9.552335455964567e-08
1882,8.652000671460769e-09,1.1780031883290576e-07
1883,3.791603475633565e-09,7.899173937175874e-08
1884,5.941527270181268e-09,1.1486952899986136e-07
1885,3.222817901438191e-09,1.2826815520838863e-07
1886,1.1616235306988187e-08,1.0390076710109497e-07
1887,3.264462256069578e-09,8.291734587828614e-08
1888,6.340614699951175e-09,6.594239465584906e-08
1889,5.638623234993645e-09,9.272402223814424e-08
1890,3.2771931834929546e-09,9.569404113562996e-08
1891,5.736798147637501e-09,1.434199532468483e-07
1892,1.2537024751679837e-09,8.587861799469465e-08
1893,8.621783287310336e-09,1.096198118943903e-07
1894,6.301539512421073e-09,8.192001388351855e-08
1895,4.213030146971164e-09,1.2819648986805987e-07
1896,7.076434771491336e-09,7.48922701632182e-08
1897,4.661370844871726e-09,1.1653427378632841e-07
1898,4.526683805572418e-09,1.3183966984797735e-07
1899,5.527578395003729e-09,1.0778777692621588e-07
1900,2.07642125715779e-09,9.395806443990296e-08
1901,7.265360812969135e-09,1.3412973487447744e-07
1902,3.928227187977029e-09,1.3159561262909847e-07
1903,4.860198243861191e-09,8.640352433531007e-08
1904,5.912087708281888e-09,1.289910045443321e-07
1905,5.676834835544042e-09,1.3727618863867974e-07
1906,3.0865107691901983e-09,1.373497298118309e-07
1907,3.08570607954195e-09,1.23942527352483e-07
1908,3.929111258571538e-09,9.528094579991375e-08
1909,7.151278569317299e-09,8.306485455022994e-08
1910,3.740905585303267e-09,8.978172871820789e-08
1911,3.1922244847493175e-09,1.1119581699858827e-07
1912,6.251305251225858e-09,8.803922213473925e-08
1913,6.893886572711949e-09,1.0552949447628635e-07
1914,6.696743715117748e-10,8.437896781288146e-08
1915,2.3561523843085297e-09,6.832841847881355e-08
1916,0.0,8.020847275247434e-08
1917,2.1932848870420685e-09,1.217273108977679e-07
1918,1.1486376294556067e-09,1.1601240146319469e-07
1919,4.603924241841639e-09,7.366278964582307e-08
1920,1.514446346106979e-09,8.253732630691957e-08
1921,4.543648624011354e-09,8.860114775188777e-08
1922,5.902348387820666e-09,5.976127681606158e-08
1923,4.246379248229459e-09,1.1252905096625909e-07
1924,3.867487330388997e-09,9.281969681751434e-08
1925,2.1996355847875293e-09,8.908524051776112e-08
1926,8.916910765321973e-09,9.36275625917915e-08
1927,5.574612549352764e-09,1.0257286930936971e-07
1928,3.4278123672848437e-09,8.226749770301467e-08
1929,2.2280812750352652e-09,1.0249173953980062e-07
1930,4.201441416995522e-09,8.928063266466779e-08
1931,2.2810713318222042e-09,1.1861570925475462e-07
1932,3.2878609834696704e-09,1.0411559969725204e-07
1933,4.588264879146209e-09,8.947116469926186e-08
1934,1.1981580172459871e-09,9.585264137967897e-08
1935,3.590485242455088e-09,7.89906735576551e-08
1936,8.487300195980652e-09,8.48730010716281e-08
1937,6.295558963032022e-09,7.051026074123001e-08
1938,3.8895642262559704e-09,7.779128452511941e-08
1939,7.647025235257843e-09,8.105846660555471e-08
1940,2.5357829169792012e-09,6.593035806190528e-08
1941,2.9515025978810172e-09,1.0330258959356797e-07
1942,0.0,6.675266206457309e-08
1943,5.806470415592457e-09,1.1903264152124393e-07
1944,6.4263723231761105e-09,9.960876923287287e-08
1945,0.0,1.0238969139209075e-07
1946,6.960552134671616e-09,1.0023195073927127e-07
1947,4.7683483828109274e-09,8.821444197337769e-08
1948,3.2615663503321457e-09,1.0110855441780586e-07
1949,0.0,9.031647607571358e-08
1950,3.190608444114673e-09,7.232046073113452e-08
1951,2.1322803522849654e-09,9.915103760249622e-08
1952,7.381362521208246e-09,1.0861148069807314e-07
1953,1.0773827385790469e-08,1.1527995269489111e-07
1954,2.9317608341017376e-09,8.697556808101581e-08
1955,2.815682353940474e-09,7.41462997666531e-08
1956,3.488456634670456e-09,8.197873313520176e-08
1957,5.301022620862739e-09,9.365140130057625e-08
1958,1.6544486891589827e-09,8.354965785883905e-08
1959,2.325224457422337e-09,7.905762799964577e-08
1960,4.152500121534786e-09,7.751333441774477e-08
1961,5.558527305105088e-09,8.546236074380431e-08
1962,1.2683912808952869e-09,1.0464228239470685e-07
1963,3.2330265131719216e-09,1.0281024742653244e-07
1964,3.650380997477498e-09,7.544120705915702e-08
1965,3.2832260243864653e-09,7.332538132232003e-08
1966,5.539074976468328e-09,7.200797114137458e-08
1967,3.944268467392931e-09,8.480176916236815e-08
1968,5.838840522187638e-09,7.949805791440667e-08
1969,2.725054681906869e-09,6.313043598993318e-08
1970,1.8394900047624674e-09,5.564457339346518e-08
1971,2.0553589941130213e-09,7.245140665190775e-08
1972,5.130146751852749e-09,7.13090386739168e-08
1973,4.961883570686609e-09,6.340184199871146e-08
1974,4.500457340128605e-09,7.031964344150765e-08
1975,2.8557400888473694e-09,6.453972645203976e-08
1976,3.9994687561772935e-09,5.1993094274394025e-08
1977,2.9383909194713453e-09,5.641710743020667e-08
1978,5.940591352171509e-10,4.81187889533885e-08
1979,2.3407893401383717e-09,6.846808986438191e-08
1980,2.2740603289328476e-09,7.220141640118527e-08
1981,3.162774819820413e-09,7.906936616564053e-08
1982,1.2415004579935385e-09,9.373328424544525e-08
1983,4.4207211225000265e-09,7.452072736668924e-08
1984,4.639206796497319e-09,8.002631801673488e-08
1985,1.2031116103372597e-09,9.745203755073817e-08
1986,1.1988970927134801e-09,8.572114040816814e-08
1987,1.8332450557601021e-09,9.777306786418194e-08
1988,1.7989661427186832e-09,8.335209855658832e-08
1989,1.6464366536794728e-09,6.805271368648391e-08
1990,2.724325487424295e-09,6.647353956168445e-08
1991,1.1722930404189924e-09,6.330382262831336e-08
1992,1.65298330578878e-09,6.611932690248068e-08
1993,1.6617622278225497e-09,7.810282198761342e-08
1994,2.637463358823311e-09,6.910153871331204e-08
1995,1.6267352465071383e-09,7.103410837316915e-08
1996,2.135236876199542e-09,7.313186500823576e-08
1997,2.3974471297094624e-09,6.569005250867122e-08
1998,4.768129224785866e-10,7.15219385938326e-08
1999,1.8280804925385752e-09,6.718195777466462e-08
2000,1.3254094488601709e-09,6.406146013659964e-08
2001,3.06684819206815e-09,5.9146358921680076e-08
2002,8.76244299341522e-10,6.747080760760582e-08
2003,2.500153750695233e-09,5.5003383181428944e-08
2004,8.809582507929292e-10,7.576240790285738e-08
2005,9.007499190971657e-10,6.125099361042885e-08
2006,1.6471559671771274e-09,7.618096020678422e-08
2007,7.988958938831558e-10,8.388406769199719e-08
2008,8.514879357157668e-10,8.003986806670582e-08
2009,4.76819250749827e-10,8.630428283140645e-08
2010,1.8895172648747405e-09,9.494824126932144e-08
2011,3.82397197240536e-10,1.3230942386144307e-07
2012,1.0212758139171996e-09,1.5829775179554417e-07
2013,1.1156500168141292e-09,1.481025435623451e-07
2014,4.330890368553497e-10,1.6045949280396599e-07
2015,0.0,1.3565441747687146e-07
2016,6.214020409345267e-10,1.4250819901917566e-07
2017,2.515611330355938e-10,1.242711960003362e-07
2018,5.162933414126769e-10,1.363014376920546e-07
2019,2.55098775436835e-10,1.2066172416780319e-07
