year,en_ADP oies_NOUN,en_ADP poids_NOUN
1841,5.778493683550323e-09,1.627609059084989e-06
1842,1.341653010911159e-08,1.3336030999511195e-06
1843,4.7255288571079745e-09,1.8754442550061867e-06
1844,9.330554162634286e-09,1.5724728523736076e-06
1845,3.9061593959388574e-09,1.7438212118747742e-06
1846,9.367202347121406e-09,1.6550674928339504e-06
1847,9.168480197274675e-09,1.5171138514347149e-06
1848,1.287235473768078e-08,1.4127409304620642e-06
1849,1.1731180693530519e-08,1.3733860875220216e-06
1850,6.1100964288129944e-09,1.4867900901549547e-06
1851,6.449438760824933e-10,2.390162002541274e-06
1852,5.208436348880241e-09,1.6875334054589075e-06
1853,2.9859659189668264e-09,2.080023762118799e-06
1854,5.195664343204953e-09,1.5472688250639521e-06
1855,4.776243400783642e-09,1.5018632524288478e-06
1856,3.106313539724681e-09,1.7700810346354956e-06
1857,9.763018171682347e-10,1.475192039634976e-06
1858,1.468102750479261e-09,1.6232323094556023e-06
1859,3.5645213447565993e-09,1.4548338889142087e-06
1860,5.95033897154984e-09,1.6766224106845584e-06
1861,8.017138342086838e-09,1.896289003155971e-06
1862,9.035972525772706e-10,1.6621671896643875e-06
1863,4.9946209945694875e-09,1.665706022890845e-06
1864,9.589455896019672e-10,1.693018447213035e-06
1865,3.2947911621228343e-09,2.1081955914326045e-06
1866,6.811858188626729e-09,1.4932565797209918e-06
1867,4.85281148598915e-10,1.7334242983224613e-06
1868,5.433861360870651e-09,1.829729360025567e-06
1869,1.953407657850903e-09,1.5847019394499284e-06
1870,1.1468097582678638e-09,2.219650369283954e-06
1871,1.0621177271019633e-09,1.7291277156772367e-06
1872,1.2094678591978436e-09,1.7621946621915185e-06
1873,2.9930022349411445e-09,1.8598516096091089e-06
1874,4.182226565063729e-09,2.1412998556513685e-06
1875,5.149374260327022e-09,1.599738993718347e-06
1876,8.464420275799966e-09,1.968582491684856e-06
1877,2.4739263970730008e-09,2.165303989443146e-06
1878,1.3285995414946683e-08,1.8395063747789209e-06
1879,1.0996785704264767e-08,1.662958304393669e-06
1880,1.1552123035940554e-08,1.5646709172756346e-06
1881,6.972507571312292e-10,1.7277873549659262e-06
1882,6.655385131892899e-10,2.0385445562709492e-06
1883,1.2006744043446815e-08,2.046833898816658e-06
1884,3.300848483434038e-09,2.173938764116201e-06
1885,7.090199094506033e-09,1.8150910605641002e-06
1886,1.5488312854472497e-08,2.032841152299625e-06
1887,7.834709769838355e-09,2.0481237559266674e-06
1888,1.7119660356001987e-08,2.034703229014667e-06
1889,1.8795409673089125e-09,2.1270138859108556e-06
1890,5.243509182406569e-09,2.092160123368103e-06
1891,3.1871101313640793e-09,2.773423201318792e-06
1892,6.268512375839919e-09,2.689191735072427e-06
1893,6.158416498980301e-09,2.0014853143734967e-06
1894,5.041231432301174e-09,2.4891081231714907e-06
1895,1.745398137131815e-08,2.208831435979164e-06
1896,2.948514543632541e-09,2.529825479768988e-06
1897,6.992056045262984e-09,2.4209994471391383e-06
1898,1.923840653450526e-08,2.7080886439989627e-06
1899,6.080336234504102e-09,2.3072112220745566e-06
1900,4.15284251431558e-09,2.4963773626041075e-06
1901,6.147612696683069e-09,1.9784136764400273e-06
1902,1.6694965410124496e-08,3.426396117944819e-06
1903,1.0260418292773466e-08,1.8652361362114789e-06
1904,2.6873125946735854e-09,2.204671211814002e-06
1905,5.160759042333041e-10,2.1148790843028564e-06
1906,9.259531807970234e-09,2.0931687707559377e-06
1907,6.685696440911215e-09,1.916223475006973e-06
1908,4.4202501658929805e-09,1.6580849333536207e-06
1909,6.60118004702781e-09,1.914892322929518e-06
1910,2.137660271017694e-09,2.126971995863869e-06
1911,2.128149656499545e-09,1.6376111062754717e-06
1912,5.209421061191932e-09,2.1358627178003076e-06
1913,5.302989602995467e-09,2.210286124793015e-06
1914,4.018046340092951e-09,1.7069999724839136e-06
1915,5.890381071793627e-09,1.9296887963093923e-06
1916,3.2962386153911893e-09,1.4349625834242374e-06
1917,3.289927441585405e-09,1.7173420996385858e-06
1918,3.44591288836682e-09,2.168627760923414e-06
1919,2.762354511798293e-09,2.0284889004074103e-06
1920,9.086678076641874e-09,2.510952100465147e-06
1921,7.572747429129834e-10,2.1907957599154315e-06
1922,2.951174193910333e-09,2.4450478264270714e-06
1923,2.1231896241147297e-09,2.204932325611253e-06
1924,5.156649662829693e-09,2.419757876737094e-06
1925,7.698724768800957e-09,2.2535265529199933e-06
1926,1.1146138456652466e-09,2.2303422788638727e-06
1927,6.689535148041159e-09,2.0715260085069076e-06
1928,2.2852082448565625e-09,2.5925687729966285e-06
1929,3.342121912552898e-09,2.339485281055431e-06
1930,2.100720708497761e-09,2.453641751998248e-06
1931,4.5621426636444085e-09,2.804577153625587e-06
1932,6.575722188983946e-09,2.895509556566367e-06
1933,0.0,2.645134763668011e-06
1934,3.5944740517379614e-09,3.3740129126158536e-06
1935,3.590485242455088e-09,4.127861089386897e-06
1936,2.424942913137329e-09,3.062702923273264e-06
1937,0.0,3.559509003991934e-06
1938,9.075650453382877e-09,3.1803670843544296e-06
1939,1.070583532936098e-08,3.0679864373439614e-06
1940,7.607348750937604e-09,3.2077654985585013e-06
1941,0.0,2.9869206272792326e-06
1942,3.034211770724937e-09,2.360616653263037e-06
1943,2.9032352077962287e-09,2.380652805555883e-06
1944,0.0,2.7472741876977125e-06
1945,4.357008087652048e-09,2.1153274758489715e-06
1946,0.0,2.0199521628683215e-06
1947,2.3841741914054637e-09,2.342451207226759e-06
1948,1.0871887834440486e-09,2.5037958764073664e-06
1949,9.817008317369869e-10,2.1675955181876816e-06
1950,1.0635361480382244e-09,2.632251909773231e-06
1951,3.198420528427448e-09,2.9062981461436266e-06
1952,9.490323193972472e-09,2.7131780697686736e-06
1953,8.619062019654677e-09,2.67621882521496e-06
1954,9.772536113672459e-10,2.9200337330337334e-06
1955,1.8771215692936494e-09,3.2896555666184213e-06
1956,1.744228317335228e-09,2.8465806636290836e-06
1957,0.0,3.2910516125639333e-06
1958,0.0,3.3701120010221075e-06
1959,6.975672928177801e-09,3.856772092802885e-06
1960,3.460416619915918e-09,3.339994194107021e-06
1961,3.47407969059077e-09,2.8501348907639112e-06
1962,6.341956404476434e-10,3.6669192287064334e-06
1963,2.5864212993553792e-09,4.028997729221828e-06
1964,2.4335873316516654e-09,3.562771876630677e-06
1965,1.6416130677043839e-09,3.6099069884443225e-06
1966,7.754704434148607e-09,2.955096377377231e-06
1967,5.916402701089396e-09,4.125704695212562e-06
1968,4.491415656060482e-09,7.122038024220956e-06
1969,3.1792304344691047e-09,7.5007131883353395e-06
1970,9.197450023812337e-10,6.8686554719477044e-06
1971,3.596878239697787e-09,8.60630196797274e-06
1972,2.0520587451500205e-09,9.911956531993837e-06
1973,4.410563025913916e-09,6.96538185529505e-06
1974,2.812785782069227e-09,6.3473326932239615e-06
1975,3.4268881066168433e-09,4.3361555981391575e-06
1976,1.7140580066410394e-09,6.2831655078809945e-06
1977,2.3507127355770763e-09,2.120930478355376e-06
1978,8.316827893040113e-09,8.856233691290072e-06
1979,7.607565244427406e-09,5.546500460695825e-06
1980,2.8425752862659692e-09,2.0938408908932615e-06
1981,8.223214109648325e-09,1.5212946919973547e-06
1982,4.345251713999687e-09,1.4749025289972906e-06
1983,6.315316158911344e-09,1.3912640977054025e-06
1984,5.219107812592938e-09,2.5892572761421206e-06
1985,1.8046674155058895e-09,2.15116348645239e-06
1986,4.795588426365072e-09,2.69032504185418e-06
1987,3.0554083707556856e-09,2.0758444900792483e-06
1988,4.197587610832443e-09,2.400420511250445e-06
1989,6.585746614717891e-09,2.1348795300468737e-06
1990,5.44865097484859e-10,1.8203942495631509e-06
1991,1.7584396161396398e-09,1.5069826968527877e-06
1992,4.4079553340736766e-09,1.1444153846795757e-06
1993,3.323524566667402e-09,1.2618314482182313e-06
1994,3.6924485691258724e-09,1.277587173387218e-06
1995,1.0844901643380922e-09,1.0633426263950696e-06
1996,4.270473752399084e-09,1.3163734813304018e-06
1997,7.192341833217597e-09,8.908913766703108e-07
1998,4.7681290027412615e-09,8.883024831263242e-07
1999,2.285100553223174e-09,7.13865442314443e-07
2000,3.97622823555821e-09,1.1318997241716033e-06
2001,3.5049694258049158e-09,6.61124839318461e-07
2002,5.6955880012310445e-09,1.1846823477767998e-06
2003,2.9168460979889232e-09,6.6379080854162e-07
2004,1.7619165015858584e-09,6.3340898925901e-07
2005,4.503749373441224e-09,7.63835953598857e-07
2006,3.294311934354255e-09,8.132832793883438e-07
2007,3.1955835755326234e-09,5.524365045417312e-07
2008,3.405951742863067e-09,4.844966428052544e-07
2009,9.53638501499654e-10,4.720510569100611e-07
2010,1.4171379625338432e-09,4.180556796296031e-07
2011,2.2943831279320648e-09,4.7570211636482895e-07
2012,1.0212758416727752e-09,3.424678252095248e-07
2013,1.9523875849358774e-09,3.3162698009903124e-07
2014,2.815078836704288e-09,2.3538388549404488e-07
2015,4.43315073539452e-09,2.269773222707272e-07
2016,3.935546111222266e-09,2.725883585519284e-07
2017,2.7671724911471074e-09,2.176003732756726e-07
2018,3.872199894061623e-09,2.1555246410009943e-07
2019,4.08158040698936e-09,2.2346652550631063e-07
