year,ancien_ADJ or_NOUN,ancien_ADJ port_NOUN
1884,6.601696966868076e-10,1.8220684250280783e-07
1885,1.2891271383708158e-09,2.1721792109463678e-07
1886,2.5813855497602844e-09,2.1748172629454388e-07
1887,6.528924623161458e-10,1.926032775489972e-07
1888,0.0,1.2237386237679004e-07
1889,6.265136742733546e-10,1.3470043958019318e-07
1890,6.554386478008212e-10,1.691031723538572e-07
1891,4.461953917456185e-09,1.0899916602635784e-07
1892,2.5074049503359674e-09,1.2725079989728272e-07
1893,3.695050043717174e-09,1.1947327843708777e-07
1894,0.0,1.6636063726593875e-07
1895,2.4074457982692365e-09,1.245853251674589e-07
1896,4.1279202278587945e-09,1.1911998676339408e-07
1897,6.992056267307589e-09,1.6955736947821265e-07
1898,5.6583548957434e-10,1.222204677464589e-07
1899,0.0,1.3376739183001973e-07
1900,2.07642125715779e-09,2.574762335560976e-07
1901,5.588738916095792e-10,1.76045277522352e-07
1902,4.910283846193408e-10,1.4829056793619344e-07
1903,5.400220270956879e-10,1.4472589904279687e-07
1904,5.374625189347171e-10,1.3006592247677418e-07
1905,5.160759042333041e-10,1.2695467099810287e-07
1906,1.0288369045596824e-09,1.3014786393039657e-07
1907,0.0,1.573710015634333e-07
1908,0.0,1.3751889427204844e-07
1909,0.0,1.1056976761958381e-07
1910,0.0,1.678063277221753e-07
1911,2.6601871816467337e-09,1.420539840202295e-07
1912,0.0,1.3648684155098678e-07
1913,5.30298971401777e-10,1.6333208169294622e-07
1914,2.678697486047099e-09,1.42640638189917e-07
1915,1.1780761921542648e-09,1.8731412065875475e-07
1916,0.0,1.230595749746044e-07
1917,0.0,1.2172731000958947e-07
1918,0.0,1.3209333449282212e-07
1919,9.207848372660976e-10,7.918749439506101e-08
1920,0.0,1.0146790652143522e-07
1921,1.5145494858259667e-09,1.1283393619443416e-07
1922,7.377935484775833e-10,1.4903429956802938e-07
1923,0.0,1.3906891949133637e-07
1924,0.0,1.4051871011222516e-07
1925,1.0998177923937646e-09,1.2977849728201818e-07
1926,0.0,1.0700292962795288e-07
1927,3.344767462998277e-09,1.4605484732754803e-07
1928,0.0,1.1083259920940947e-07
1929,0.0,1.1363214236226327e-07
1930,0.0,1.3969793033474787e-07
1931,0.0,1.5055070257119496e-07
1932,0.0,1.2384276437682473e-07
1933,1.1470662197865522e-09,1.479715405761084e-07
1934,2.3963160344919743e-09,2.1207397438161024e-07
1935,1.196828414151696e-09,1.1369869934441112e-07
1936,2.424942913137329e-09,1.4307163409554846e-07
1937,1.2591118148108649e-09,1.49834305629426e-07
1938,0.0,1.3613475169371725e-07
1939,6.117620188206274e-09,1.5294050470515685e-07
1940,0.0,1.1411022993179643e-07
1941,0.0,1.0920559834204369e-07
1942,0.0,1.0316319798420182e-07
1943,0.0,9.290352731561313e-08
1944,0.0,1.2852744468716537e-07
1945,0.0,8.060464962156288e-08
1946,0.0,5.568441618919451e-08
1947,1.1920870957027319e-09,6.556479048569486e-08
1948,1.0871887834440486e-09,1.3372421814317192e-07
1949,0.0,1.5020023025336116e-07
1950,2.1270722960764488e-09,1.3719615932217266e-07
1951,1.0661401761424827e-09,1.311352431088153e-07
1952,0.0,8.435843257270648e-08
1953,1.0773827385790469e-09,6.679773045803472e-08
1954,9.772536113672459e-10,1.534288172067022e-07
1955,0.0,1.2013577865843672e-07
1956,8.72114158667614e-10,9.76767828841929e-08
1957,0.0,1.0513694759239911e-07
1958,0.0,1.1994753063016006e-07
1959,1.5501495642666896e-09,1.116107707366254e-07
1960,6.920833350854139e-10,1.1765416685349805e-07
1961,1.3896318540318475e-09,1.0908609676674175e-07
1962,6.341956404476434e-10,1.0717906084867224e-07
1963,2.5864211883330768e-09,8.923153771434045e-08
1964,1.825190498738749e-09,1.2715493769022146e-07
1965,1.6416130121932326e-09,1.433675396733669e-07
1966,1.1078149508847446e-09,1.0413460715952283e-07
1967,1.4791006197611978e-09,1.1142558342669417e-07
1968,4.4914158503495116e-10,1.271070659281115e-07
1969,1.8167030935156703e-09,1.2671504620587193e-07
1970,9.197450023812337e-10,1.2048659825403263e-07
1971,1.0276794970565106e-09,1.1458626347771173e-07
1972,5.130146862875051e-10,1.1440227720704854e-07
1973,1.6539611902288698e-09,1.1357199725114953e-07
1974,0.0,1.186995615132247e-07
1975,0.0,1.113738630209582e-07
1976,1.142705374768127e-09,9.884401641624407e-08
1977,1.1753563677885381e-09,1.134218902132389e-07
1978,0.0,1.1584152936894299e-07
1979,1.7555920051037788e-09,1.0357993185383663e-07
1980,1.1370301367108482e-09,9.209943974131107e-08
1981,6.325549528618524e-10,9.045535798168913e-08
1982,3.7245013739806154e-09,9.745778861702803e-08
1983,6.315316047889041e-10,9.536127487663748e-08
1984,0.0,8.292582043267771e-08
1985,0.0,9.624892838289156e-08
1986,5.994485463567401e-10,9.53123204250339e-08
1987,6.110816852533674e-10,5.805276059867026e-08
1988,0.0,9.414589530187811e-08
1989,1.0976244357863152e-09,8.451708033430094e-08
1990,5.44865097484859e-10,9.262706401891307e-08
1991,0.0,7.912978172708307e-08
1992,1.1019888335184191e-09,1.223207611311672e-07
1993,1.661762283333701e-09,9.915181592434763e-08
1994,1.0549853213248639e-09,1.2343328059660763e-07
1995,5.422450821690461e-10,1.0573778935762945e-07
1996,0.0,1.1530279286908751e-07
1997,9.58978896292706e-10,1.2226980961038691e-07
1998,0.0,9.822345914400898e-08
1999,1.8280804925385752e-09,9.734528294558231e-08
2000,1.3254094488601709e-09,1.042655415339766e-07
2001,4.3812117822561447e-10,1.0602532451997604e-07
2002,0.0,7.185203121373718e-08
2003,0.0,1.0208961431779073e-07
2004,4.404791253964646e-10,1.0395307259436493e-07
2005,0.0,9.052536376064069e-08
2006,4.1178899179428186e-10,9.429968206298156e-08
2007,3.994479469415779e-10,1.222310729576126e-07
2008,1.2772318758180745e-09,1.762580085218346e-07
2009,2.384096253749135e-09,1.6640991629124358e-07
2010,0.0,1.8753458413955926e-07
2011,0.0,2.259967474271818e-07
2012,3.404252713057332e-10,2.1991471954585506e-07
2013,0.0,1.2049020026161372e-07
2014,2.1654451842767486e-10,1.370726803867628e-07
2015,4.433150790905671e-10,1.7200624671809273e-07
2016,1.035670049720494e-09,1.8248506195028824e-07
2017,0.0,1.3005711166358402e-07
2018,0.0,1.5359727340014118e-07
2019,7.65296326310505e-10,2.0382392384998838e-07
