year,en_ADP ânes_NOUN,en_ADP anes_NOUN,en_ADP panne_NOUN
1800,6.288328968651058e-09,0.0,6.885719998628304e-07
1801,2.3811825844433088e-09,0.0,2.762171789072454e-07
1802,2.2378401354217203e-09,0.0,5.549843535845866e-07
1803,2.145373123596528e-08,0.0,1.560271414291492e-07
1804,3.213406074564773e-08,0.0,2.71903616066993e-07
1805,1.7057265822018053e-08,0.0,2.9281639513101254e-07
1806,8.645007376628655e-09,0.0,1.671368039524168e-07
1807,0.0,0.0,3.1031811431603273e-07
1808,0.0,0.0,3.6257182500776253e-07
1809,2.259030518203531e-09,0.0,5.082818574919656e-07
1810,4.680253518074551e-09,0.0,1.8721013361755467e-07
1811,5.515568801683912e-08,0.0,2.983421438784717e-07
1812,0.0,0.0,1.6536691305191198e-07
1813,1.4378708002027452e-08,0.0,5.86651310641173e-07
1814,0.0,0.0,3.2410775929747615e-07
1815,0.0,0.0,2.6702514333010186e-07
1816,4.6352077731626196e-08,0.0,2.155371561229913e-07
1817,4.670620334934483e-09,0.0,1.6502858102285245e-07
1818,1.1921177378582115e-09,0.0,2.1458119192629965e-07
1819,3.001804671498576e-08,0.0,1.738976465048836e-07
1820,7.119888678630559e-09,0.0,1.96983592104516e-07
1821,7.88919063410276e-09,0.0,2.1596659394162998e-07
1822,6.015369535816717e-09,0.0,3.097915310945609e-07
1823,9.882686891060644e-10,0.0,1.5713472123479733e-07
1824,5.894778887238772e-09,8.421112696055388e-10,5.229510975368612e-07
1825,8.805443485471187e-09,4.4027217427355936e-09,2.236582474779425e-07
1826,3.170874407487645e-08,0.0,3.065178475480934e-07
1827,9.217273166939322e-09,0.0,3.6316055762597443e-07
1828,2.2013523448549677e-08,0.0,4.237603263845813e-07
1829,2.571952872898464e-09,0.0,4.835271170122724e-07
1830,2.0873671680021744e-09,2.0873671680021744e-09,4.529586874468805e-07
1831,4.677361609140007e-09,0.0,7.2810934170775e-07
1832,3.92369123858316e-08,0.0,9.240969234269869e-07
1833,6.950177322551099e-09,1.1583628500844156e-09,1.3251670983871477e-06
1834,1.213489042584115e-08,0.0,7.10357824118546e-07
1835,4.5378527602224494e-09,0.0,7.472330665336813e-07
1836,4.032449929525228e-09,0.0,4.6574797563092574e-07
1837,1.3915781860163179e-09,0.0,5.385407718661028e-07
1838,1.8936485712828244e-09,0.0,1.988331064239901e-07
1839,5.5931801412612e-09,6.9914751765765e-10,5.397419120534153e-07
1840,3.821813088222825e-09,0.0,2.3695242390431304e-07
1841,1.4767261191650505e-08,0.0,6.38202550362621e-07
1842,1.408735705865638e-08,0.0,4.4475797889020896e-07
1843,1.1813821920725331e-08,0.0,3.166104249885393e-07
1844,9.879410178825765e-09,0.0,3.50170215546175e-07
1845,1.2276501593078137e-08,0.0,5.669511438100017e-07
1846,9.367202125076801e-09,0.0,3.945933997329121e-07
1847,1.294373674909366e-08,0.0,2.550994793182326e-07
1848,2.413566457803995e-09,0.0,2.2124360199438087e-07
1849,3.3517659758786067e-09,0.0,2.2289243872819497e-07
1850,7.467895635215882e-09,0.0,2.566240384638263e-07
1851,1.2898877521649865e-09,0.0,2.4830339384607214e-07
1852,1.3672145193766028e-08,0.0,3.463610167564468e-07
1853,1.4332636411040767e-08,0.0,2.2215586170659662e-07
1854,7.79349651480743e-09,0.0,1.8600478313146596e-07
1855,9.021793090369101e-09,0.0,3.210697094857551e-07
1856,2.5885945831305435e-08,0.0,2.2469001237368502e-07
1857,1.0251168802710708e-08,0.0,1.923314556506739e-07
1858,1.0766087576996597e-08,4.893676019968041e-10,3.038972858915301e-07
1859,4.073738679721828e-09,0.0,3.258991070342887e-07
1860,1.2358396972445007e-08,0.0,2.0093837638235357e-07
1861,7.545541969022906e-09,0.0,2.424005458578904e-07
1862,5.873382225018986e-09,0.0,1.581295236974256e-07
1863,5.9935452156878455e-09,0.0,1.9678806495448953e-07
1864,6.233146443435089e-09,0.0,3.88372967563555e-07
1865,1.4120533187167439e-08,0.0,1.920392445620145e-07
1866,2.919367858567057e-09,0.0,2.6274310016560776e-07
1867,4.85281148598915e-10,0.0,2.7709553052090996e-07
1868,9.87974857480367e-09,4.93987406535723e-10,1.9561900643783048e-07
1869,5.860222973552709e-09,0.0,2.0559616176196727e-07
1870,2.2936195165357276e-09,5.734048791339319e-10,1.4220441046930432e-07
1871,2.1242354542039266e-09,0.0,1.3170260304562476e-07
1872,2.4189357183956872e-09,0.0,3.0115748761438965e-07
1873,5.387403856360606e-09,5.986004469882289e-10,2.2267936117259524e-07
1874,8.961913877669758e-09,5.974609140757536e-10,2.2942498600908579e-07
1875,0.0,0.0,1.2530144982703106e-07
1876,1.209202959984168e-09,0.0,1.390583435068038e-07
1877,2.4739263970730008e-09,0.0,2.0904677455746423e-07
1878,9.662541877730746e-09,0.0,1.4191859065704193e-07
1879,8.55305515301552e-09,0.0,1.4234727530038072e-07
