year,en_ADP otages_NOUN,en_ADP potage_NOUN
1859,1.4156242400531482e-07,2.4442432078330967e-08
1860,1.7439070632008224e-07,1.6935580049448618e-08
1861,8.252936822827905e-08,1.3676294763342867e-08
1862,9.668490719150213e-08,1.8523744316212287e-08
1863,7.392038980924553e-08,1.4983863039219614e-08
1864,6.520829742839851e-08,1.582260189536555e-08
1865,1.0825741725284388e-07,3.153585836912498e-08
1866,1.2115376080146234e-07,2.2868380966656332e-08
1867,1.1889387963037734e-07,3.2513838732484146e-08
1868,6.91582400236257e-08,2.8157282727647726e-08
1869,1.1525105492182774e-07,5.371870948067681e-09
1870,5.734048613703635e-08,2.5229814681893004e-08
1871,8.178306387662815e-08,1.0621176826930423e-08
1872,1.1671365029997105e-07,1.5723081503438152e-08
1873,8.32054638522095e-08,3.831042860724665e-08
1874,5.974609251779839e-08,5.974608974224083e-09
1875,9.383304444554597e-08,2.0025344937835143e-08
1876,5.018192439365521e-08,4.232210137899983e-09
1877,6.741449709579683e-08,2.9068635498674666e-08
1878,6.824170384334138e-08,9.058632954861423e-09
1879,9.408361023588441e-08,1.466238042091561e-08
1880,5.840239936105718e-08,1.0910338410496934e-08
1881,6.623881887435346e-08,1.3945014920579979e-08
1882,4.45910792734594e-08,1.8635077481121698e-08
1883,6.19295192905156e-08,2.3381554747903266e-08
1884,4.4891539374702916e-08,2.442627788923346e-08
1885,8.250413685573221e-08,2.3848851782304337e-08
1886,9.228453023979455e-08,1.355227396970804e-08
1887,1.9586773092328258e-08,1.1099172247952538e-08
1888,5.2627100899371726e-08,1.521747527988282e-08
1889,7.330209683686917e-08,1.1903759755682586e-08
1890,3.4082809463598096e-08,1.1142456735058204e-08
1891,6.69293100941104e-08,7.649063604731055e-09
1892,6.39388275658348e-08,1.5044429702015805e-08
1893,4.865148994781521e-08,1.4780200174868696e-08
1894,5.041231432301174e-08,1.071261657159539e-08
1895,8.185315891751088e-08,1.685212125401847e-08
1896,8.845543675306544e-08,1.3563166589847242e-08
1897,5.5936450138460714e-08,1.2818770045441852e-08
1898,4.3003495875382214e-08,1.1316709347397591e-08
1899,5.8039574923896e-08,1.2160672469008205e-08
1900,5.813979697677496e-08,5.71015834616162e-09
1901,8.10367168924131e-08,7.265360812969135e-09
1902,5.2049010434984666e-08,8.347482705062248e-09
1903,3.9961630449170116e-08,1.2420506401156217e-08
1904,7.040758731591268e-08,6.987012746151322e-09
1905,4.541468001661997e-08,1.5482276793932215e-08
1906,7.664834811293986e-08,9.259532418592897e-09
1907,6.58283951793237e-08,1.4914245616282074e-08
1908,6.090122184332358e-08,5.40252820258047e-09
1909,5.0609049395689e-08,1.1001967337165297e-08
1910,4.916618578931775e-08,1.2825961515083861e-08
1911,5.001151848205154e-08,6.384448858476333e-09
1912,4.428008182344456e-08,9.376957876838787e-09
1913,6.310557409960893e-08,8.484783542428431e-09
1914,8.30396231776831e-08,1.6741859454327823e-08
1915,9.89584023614043e-08,3.534228465440492e-09
1916,9.119593613604593e-08,1.648119329900055e-08
1917,1.0747096013119517e-07,1.6449636319748606e-08
1918,4.824278221349232e-08,1.722956355365568e-08
1919,4.1435317399418636e-08,1.0128633542993981e-08
1920,7.2693424613135e-08,3.786115865267448e-09
1921,5.755288157160976e-08,9.844571380313027e-09
1922,4.721878710256533e-08,5.902348387820666e-09
1923,5.944930947521243e-08,1.3800732556745743e-08
1924,5.801231139912488e-08,7.734974438733389e-09
1925,4.2892892793133797e-08,9.898360353588487e-09
1926,4.2355324580967135e-08,5.57306911730393e-09
1927,5.2401357919507063e-08,1.4493992006592293e-08
1928,5.141718517620575e-08,3.4278122562625413e-09
1929,6.350031611646045e-08,1.2254447234738564e-08
1930,4.411513643276521e-08,7.352522590764465e-09
1931,7.755642172924126e-08,6.843213995466613e-09
1932,7.342889318806556e-08,1.3151444377967891e-08
1933,5.5059178549754506e-08,4.588264879146209e-09
1934,4.313368862085554e-08,1.0783422155213884e-08
1935,5.2660450222674626e-08,5.98414207075848e-09
1936,8.00231134689966e-08,9.699771652549316e-09
1937,5.5400921183945684e-08,3.777335333410292e-09
1938,8.168085230408906e-08,2.7226949583791793e-08
1939,7.952905889396789e-08,1.5294050470515685e-08
1940,6.593035806190528e-08,1.0143131667916805e-08
1941,6.493305448884712e-08,8.854508237732261e-09
1942,9.406056733496371e-08,3.034211770724937e-08
1943,9.290352664947932e-08,5.806470415592457e-09
1944,1.124615138792251e-07,1.2852744646352221e-08
1945,1.0238969139209075e-07,1.742803190651898e-08
1946,7.9350293447078e-08,9.744772988540262e-09
1947,8.46381809083141e-08,8.344609669919123e-09
1948,6.414413888933268e-08,1.4133454406817236e-08
1949,6.282885323116716e-08,1.9634016634739737e-09
1950,4.5732054587688253e-08,3.190608444114673e-09
1951,5.543929049167673e-08,0.0
1952,5.166953798152463e-08,1.8980646387944944e-08
1953,5.0636987936059086e-08,1.723812381726475e-08
1954,4.88626810124515e-08,2.052232517257835e-08
1955,4.6928040120519654e-08,1.0324168187025862e-08
1956,4.7094165012140365e-08,7.849027205963921e-09
1957,3.799066305987253e-08,0.0
1958,4.384289198355873e-08,4.9633461784992505e-09
1959,4.107896245386655e-08,6.200598257066758e-09
1960,6.574791910907152e-08,8.305000243069571e-09
1961,8.129346440455265e-08,6.25334317660986e-09
1962,5.200404373795209e-08,1.0781326054143392e-08
1963,5.819448034571906e-08,1.61651322327927e-08
1964,4.745495374436359e-08,6.6923653285755336e-09
1965,5.636204747361262e-08,6.0192477668863376e-09
1966,6.868452828712179e-08,8.30861190959098e-09
1967,5.916402656680475e-08,2.120044384490427e-08
1968,5.7939264053175066e-08,8.982831367632116e-09
1969,9.083515806196374e-08,1.2716921737876419e-08
1970,8.921526273297786e-08,1.5635665207014426e-08
1971,6.217460679636133e-08,1.0276794637498199e-08
1972,8.875154122733875e-08,8.721249500354133e-09
1973,8.986522459508706e-08,6.064523994098181e-09
1974,9.95726168184774e-08,6.750686232237513e-09
1975,1.433581502396919e-07,1.028066431985053e-08
1976,1.822615018909346e-07,4.570821443561357e-09
1977,1.868816639216675e-07,5.876781727920388e-09
1978,1.5386132190542412e-07,1.1881182260253809e-08
1979,1.6853682893724908e-07,6.437170796402825e-09
1980,2.859630683360592e-07,7.390696055153967e-09
1981,2.1443612752136687e-07,1.3283653788054295e-08
1982,1.9615707458342513e-07,1.4898005495922462e-08
1983,2.2671984822864033e-07,4.0418022706489865e-08
1984,2.2616133321662346e-07,1.797692661398287e-08
1985,2.3580987829063815e-07,7.218669662023558e-09
1986,3.1051433779794024e-07,1.7983456945813714e-09
1987,3.489276423351839e-07,1.0999470501094066e-08
1988,3.495990767987678e-07,7.795519785247507e-09
1989,2.755037371571234e-07,1.2073869015694072e-08
1990,3.4980340046786296e-07,1.198703181159999e-08
1991,2.877979454751767e-07,9.37834432335194e-09
1992,2.6723228074843064e-07,1.597883780846132e-08
1993,2.703133361592336e-07,1.1078414630105726e-08
1994,2.932859217708028e-07,9.494867947434926e-09
1995,4.4518321828945773e-07,1.1929391696696712e-08
1996,3.5871980230695044e-07,1.1209993600047596e-08
1997,3.1981946335690736e-07,2.2056514059620724e-08
1998,3.0182258115019067e-07,1.0489884183506604e-08
1999,2.6232953587168595e-07,1.3710603319339043e-08
2000,3.0926219096727436e-07,1.3254094710646314e-08
2001,3.3253397191401746e-07,2.190605918883648e-08
2002,2.9178934823903546e-07,2.891606243338174e-08
2003,3.2168645702768117e-07,1.7084383518994883e-08
2004,3.7793108731420944e-07,1.7178685141061578e-08
2005,3.9362771531159524e-07,1.0358624402684313e-08
2006,2.964880820854887e-07,1.93540827808647e-08
2007,3.3353904882460483e-07,2.4366324430369346e-08
2008,3.2228817303803226e-07,2.8950589481269162e-08
2009,3.433098640925891e-07,2.527142117791925e-08
2010,2.966542069771094e-07,2.7870378005445673e-08
2011,2.581181206551264e-07,2.7914995537337006e-08
2012,2.4953172328423534e-07,3.2680827627418196e-08
2013,2.920213830748253e-07,2.0918437759753772e-08
2014,2.9753218200312403e-07,2.8800420270869154e-08
2015,2.158944454322409e-07,3.081039823271681e-08
2016,2.1127668503595487e-07,2.1956204521167422e-08
2017,2.3596433607053768e-07,1.4087423894082463e-08
2018,2.3155756423420826e-07,2.0393587207845343e-08
2019,1.8596701067963295e-07,2.6785370810245013e-08
