year,en_ADP alliés_NOUN,en_ADP palier_NOUN
1896,4.0689499769541726e-08,8.845543181257298e-08
1897,4.836172351474488e-08,1.235263340504389e-07
1898,5.714938566825367e-08,1.9577907917067705e-07
1899,3.758753308602536e-08,9.728537975206564e-08
1900,2.5436159845071415e-08,1.1679869327263503e-07
1901,2.794369535763508e-08,1.3412973154380836e-07
1902,2.2096276808269977e-08,1.222660735433756e-07
1903,4.266173903033632e-08,8.370341220143018e-08
1904,3.654745128756076e-08,1.0426772867333511e-07
1905,4.799505859409692e-08,1.0631163949170741e-07
1906,2.7264178470431943e-08,1.1625856843888727e-07
1907,3.5485619775954547e-08,9.05140438156593e-08
1908,4.174680867663483e-08,1.0559486440797627e-07
1909,2.2003934674330594e-08,1.1001966981893929e-07
1910,3.20649036211762e-08,7.374927690761979e-08
1911,2.8730021028877673e-08,1.1758026530195309e-07
1912,3.9070659596518453e-08,1.1304444313964268e-07
1913,3.0227042202568555e-08,1.4371101997312508e-07
1914,3.4823067096567684e-08,1.1585366621602589e-07
1915,4.5944972271172446e-08,6.479418912519463e-08
1916,3.29623865980011e-08,6.9221012033438e-08
1917,3.3995917192441993e-08,7.23783983858084e-08
1918,3.5607765624945387e-08,7.581008532042688e-08
1919,7.09004339682906e-08,1.243059557509696e-07
1920,3.9375606775138294e-08,1.4538684256493184e-07
1921,3.180553775905537e-08,1.3858127689836408e-07
1922,3.32007097370024e-08,9.36997794909189e-08
1923,2.441668023323018e-08,8.280439800500972e-08
1924,4.2542360745301266e-08,1.0055467214442615e-07
1925,2.859526304632709e-08,5.9390161011307896e-08
1926,3.4553028882555736e-08,6.35329868714507e-08
1927,1.6723836537835268e-08,6.578042643923254e-08
1928,1.9424270192303084e-08,7.312666716607907e-08
1929,4.121950425428622e-08,8.912324944709837e-08
1930,4.516549623190258e-08,9.558279367993805e-08
1931,4.790249619190945e-08,1.2089678058657682e-07
1932,1.753525857850491e-08,1.4356992616981756e-07
1933,3.211785326584504e-08,9.405943357521096e-08
1934,3.4746584276490466e-08,8.267290496632995e-08
1935,2.5133395809007197e-08,8.258115968828861e-08
1936,1.576212937948185e-08,1.0912243197935823e-07
1937,1.3850230295986421e-08,9.065605155456069e-08
1938,4.537825049055755e-08,1.4261735259424313e-07
1939,6.882322622914216e-08,9.023489866422096e-08
1940,3.296517903095264e-08,6.846613587185857e-08
1941,2.6563522936839945e-08,1.534781404188834e-07
1942,3.944475324146879e-08,1.0923162108156248e-07
1943,4.064529335323641e-08,1.0161323160673419e-07
1944,5.462416652335378e-08,4.177142010064472e-08
1945,5.664110602765504e-08,8.496165548876888e-08
1946,3.062643116891195e-08,6.26449718765798e-08
1947,4.4107220986688844e-08,1.0967201546918659e-07
1948,4.67491183542279e-08,9.78469871792953e-08
1949,3.5341230386620737e-08,7.657266820615405e-08
1950,1.2762433776458693e-08,7.019338710279044e-08
1951,3.3050344683260846e-08,6.503454841322309e-08
1952,3.057992969957013e-08,3.585233443459401e-08
1953,4.417269394707546e-08,5.171437067463813e-08
1954,4.29991580119804e-08,6.743050007251838e-08
1955,5.631364530245264e-08,4.786659957289885e-08
1956,3.401245152190313e-08,7.41297037087918e-08
1957,4.0641172205369e-08,6.272876618140799e-08
1958,3.3088973339090444e-08,4.715178647529683e-08
1959,2.712761748568937e-08,5.890568444133493e-08
1960,3.0451666077624395e-08,6.643999683753066e-08
1961,3.752005994783758e-08,3.3351164663297794e-08
1962,2.980719671086263e-08,5.010145615047534e-08
1963,3.2330266463986845e-08,4.65555822781738e-08
1964,2.6161064425878067e-08,4.562976130273455e-08
1965,3.720989383282358e-08,3.830430489459857e-08
1966,4.9297764093125807e-08,3.489617161900327e-08
1967,2.1200442290592036e-08,4.486605298392732e-08
1968,4.446501833399452e-08,3.2338192984537883e-08
1969,3.8150766101807676e-08,6.403878605176772e-08
1970,4.092865424354386e-08,3.173120149968511e-08
1971,2.209510974182649e-08,4.316254031966338e-08
1972,3.1293897251316594e-08,4.360624927812751e-08
1973,2.866866033457427e-08,2.9771299703273968e-08
1974,2.6440186928766707e-08,2.4752515648263085e-08
1975,3.8838066984681063e-08,4.226495420311949e-08
1976,2.742492810625663e-08,2.3425460571324663e-08
1977,2.9971587878208084e-08,2.4682482946403184e-08
1978,2.613860239364385e-08,1.900989232694883e-08
1979,4.506019379846293e-08,2.5163485517509798e-08
1980,2.4446148216838992e-08,2.6720208268216084e-08
1981,4.8706731092806876e-08,1.4548763971333756e-08
1982,2.9796010991844923e-08,2.4209258597807093e-08
1983,3.915495838668903e-08,1.5788289786655696e-08
1984,2.7255339318799088e-08,2.3775934387959552e-08
1985,2.5265343595037848e-08,2.045289804186723e-08
1986,3.896415634585537e-08,2.038125046510686e-08
1987,2.9943002743948455e-08,2.0165694891716157e-08
1988,3.537966719591168e-08,8.994830658082265e-09
1989,2.798942233539492e-08,7.683371272548811e-09
1990,3.596109721115681e-08,1.198703181159999e-08
1991,2.4032006606944378e-08,8.20605094986604e-09
1992,3.4712648755430564e-08,7.713921945651236e-09
1993,2.8803878393546256e-08,1.4401939196773128e-08
1994,4.008944287647864e-08,1.3714808844156323e-08
1995,4.663307606733724e-08,5.4224509327127635e-09
1996,2.2953797085278893e-08,9.60856638698715e-09
1997,2.6851409984374186e-08,1.1507746866534774e-08
1998,2.8131962537258914e-08,1.0966696883940585e-08
1999,4.113180906983871e-08,7.769341614505265e-09
2000,2.3415566374751506e-08,8.394259509714175e-09
2001,3.0230360437144554e-08,4.8193328439083416e-08
2002,3.2859162502063555e-08,1.5772396722013582e-08
2003,4.583615265119079e-08,7.91715315529018e-09
2004,3.655976854588516e-08,1.8500124099318782e-08
2005,2.9724747108161864e-08,6.305249655724765e-09
2006,2.9237018139838256e-08,6.1768350434476815e-09
2007,3.914589896680809e-08,8.38840730210677e-09
2008,3.916844448781376e-08,1.2346575317678798e-08
2009,4.100645512039591e-08,1.0490023738540799e-08
2010,2.739800031292816e-08,1.322662068758973e-08
2011,2.982698177333987e-08,2.1031845570673724e-08
2012,1.872338906139248e-08,1.05531832161887e-08
2013,2.7891250198308626e-08,1.0877587830471214e-08
2014,3.3564401036301206e-08,1.1043770342666903e-08
2015,2.46039864038039e-08,1.684597350504191e-08
2016,2.7341688024762334e-08,1.3463710146766061e-08
2017,3.270294612889302e-08,9.81088424389931e-09
2018,2.4265787601507327e-08,9.29327992338358e-09
2019,2.8826161013739693e-08,1.3265135989648513e-08
