year,mon_DET anneau_NOUN,mon_DET panneau_NOUN
1800,3.458580977167003e-08,0.0
1801,4.7623650800687756e-08,0.0
1802,4.4756802708434407e-08,0.0
1803,5.851017714775253e-08,0.0
1804,2.4718509461507665e-09,0.0
1805,3.980028751016107e-08,0.0
1806,1.152667650217154e-08,0.0
1807,1.7081731584767113e-08,0.0
1808,3.852325747288887e-08,0.0
1809,4.292158095609011e-08,0.0
1810,4.680253340438867e-08,0.0
1811,5.0141535368197765e-09,2.5070767684098882e-09
1812,2.1337665856435706e-08,0.0
1813,3.7384642270765767e-08,0.0
1814,2.8320094713762956e-08,0.0
1815,4.5852800667489646e-08,0.0
1816,5.0987287281145655e-08,0.0
1817,3.89218364205135e-08,0.0
1818,3.099506074022429e-08,0.0
1819,8.487860903017008e-08,0.0
1820,8.069207524386002e-08,0.0
1821,9.960103142248045e-08,0.0
1822,8.521773509073682e-08,0.0
1823,4.1507284054276283e-08,0.0
1824,2.947389532437228e-08,0.0
1825,5.899646993157148e-08,0.0
1826,5.196710928245807e-08,0.0
1827,4.05560000582561e-08,0.0
1828,5.0447657828911474e-08,0.0
1829,7.887322084343396e-08,0.0
1830,5.740259823028282e-08,0.0
1831,1.075793230054245e-07,0.0
1832,7.982681737850328e-08,0.0
1833,5.79181431703546e-08,1.1583628500844156e-09
1834,8.86780462394654e-08,0.0
1835,7.33619529569296e-08,0.0
1836,6.720750000965836e-08,0.0
1837,5.287997240088771e-08,0.0
1838,3.5348105331678426e-08,0.0
1839,5.8029242300250417e-08,0.0
1840,4.713569623504554e-08,0.0
1841,3.852329077957961e-08,1.926164561183441e-09
1842,4.762868144325694e-08,6.708265054555795e-10
1843,3.898561307114079e-08,0.0
1844,6.037417432658287e-08,0.0
1845,3.7387527573873314e-08,0.0
1846,1.0772282266202637e-07,0.0
1847,4.7999690444555654e-08,0.0
1848,2.976732105253177e-08,0.0
1849,1.0893239421605472e-08,0.0
1850,3.530277936647508e-08,1.3577992064028876e-09
1851,3.869663189881578e-08,0.0
1852,5.794385615764952e-08,0.0
1853,5.912212497349856e-08,5.971931837933653e-10
1854,3.27326857285648e-08,0.0
1855,6.845948519185185e-08,0.0
1856,4.763014133102317e-08,0.0
1857,7.566339421671842e-08,0.0
1858,5.3830435220447725e-08,0.0
1859,6.517981931963845e-08,5.092173349652285e-10
1860,7.73544112098179e-08,0.0
1861,5.800635555219813e-08,0.0
1862,4.789065521926261e-08,0.0
1863,8.890425307050975e-08,0.0
1864,6.041356925834407e-08,0.0
1865,6.165966137672285e-08,0.0
1866,4.719644586259619e-08,0.0
1867,7.424801751199084e-08,3.396968040192405e-09
1868,4.100095551962113e-08,4.93987406535723e-10
1869,7.667125079269255e-08,0.0
1870,5.390005997085723e-08,1.1468097582678638e-09
1871,4.248470730772169e-08,0.0
1872,3.749350341308855e-08,0.0
1873,4.190203162224293e-08,0.0
1874,4.1822265428592686e-08,0.0
1875,1.4074956311560527e-07,0.0
1876,4.0508297827202e-08,6.04601479992084e-10
1877,5.690030802085744e-08,0.0
1878,6.884560965758624e-08,1.2078177347163432e-09
1879,6.964630916428405e-08,6.10932526790009e-10
1880,4.29995683504103e-08,0.0
1881,8.92480951364405e-08,0.0
1882,5.3243080166964774e-08,0.0
1883,6.382532280468922e-08,2.5277355764075082e-09
1884,3.234831513765357e-08,2.6406787867472303e-09
1885,3.738468601355294e-08,0.0
1886,6.324394696832769e-08,6.453463874400711e-10
1887,5.7454538127110766e-08,6.528924623161458e-10
1888,4.7554610027589206e-08,1.9021844099853524e-09
1889,3.696430761479519e-08,0.0
1890,6.816561742839511e-08,7.209825181320184e-09
1891,4.525696328805395e-08,6.374220040683554e-10
1892,2.883515715090823e-08,1.8805537127519756e-09
1893,3.4487133593330555e-08,2.463366621796581e-09
1894,2.7096618282484997e-08,2.520615716150587e-09
1895,5.657497581523785e-08,6.018614495673091e-10
1896,2.9485145214280806e-08,5.89702897624278e-10
1897,2.9133568002492893e-08,5.826713556089658e-10
1898,7.638779209173663e-08,2.8291774478717002e-09
1899,2.04520400615138e-08,0.0
1900,2.439794966058173e-08,1.038210628578895e-09
1901,2.3472702892490815e-08,2.235495566438317e-09
1902,4.713872669981356e-08,1.9641135384773634e-09
1903,3.294134409692617e-08,0.0
1904,2.956043854140944e-08,0.0
1905,2.425556788754335e-08,5.160759042333041e-10
1906,2.2634410790089987e-08,2.0576738091193647e-09
1907,2.468564730406797e-08,0.0
1908,2.7503779254089977e-08,2.4556945366072114e-09
1909,2.255403303008663e-08,6.60118004702781e-09
1910,2.3514262204038516e-08,2.67207544979442e-09
1911,5.107559042372145e-08,2.128149656499545e-09
1912,4.115442830965321e-08,1.0418842455450772e-09
1913,3.871182407966245e-08,1.590896969716482e-09
1914,1.8750882013751635e-08,6.696743715117748e-10
1915,2.1205371680821372e-08,3.5342285764627945e-09
1916,6.26285339144772e-08,0.0
1917,4.3865696186529135e-08,0.0
1918,2.6418666365657373e-08,0.0
1919,2.9465114792515124e-08,1.8415696745321952e-09
1920,3.104615053928228e-08,2.2716695191604686e-09
1921,1.438822039290244e-08,1.5145494858259667e-09
1922,3.246291679914748e-08,1.4755870969551665e-09
1923,3.6094222277682775e-08,6.369568872344189e-09
1924,3.867487308184536e-08,2.578324886925998e-09
1925,3.2994532217500705e-08,2.1996355847875293e-09
1926,3.6782256351841625e-08,2.229227691330493e-09
1927,5.0171510501684224e-08,0.0
1928,4.1133748851507335e-08,1.1426041224282812e-09
1929,6.127223661778203e-08,0.0
1930,5.566909999643599e-08,0.0
1931,3.649714219733369e-08,1.1405356659111021e-09
1932,2.411098010135504e-08,0.0
1933,2.982372127036115e-08,1.1470662197865522e-09
1934,1.9170528275935794e-08,0.0
1935,3.4708024010399185e-08,4.787313656606784e-09
1936,1.8187070960351548e-08,2.424942913137329e-09
1937,1.6368453703563546e-08,1.2591118148108649e-09
1938,2.593042824905467e-08,0.0
1939,2.5999885799876665e-08,0.0
1940,4.057252755984564e-08,2.5357829169792012e-09
1941,3.5418032950929046e-08,5.9030051957620344e-09
1942,4.8547389663866625e-08,0.0
1943,3.193558750780312e-08,0.0
1944,5.462416474699694e-08,0.0
1945,3.7034568745042407e-08,6.535512131478072e-09
1946,3.6194869323935563e-08,4.1763312808029696e-09
1947,9.179070481479812e-08,2.3841741914054637e-09
1948,3.8051605866229465e-08,2.174377566888097e-09
1949,1.7670614194109646e-08,2.945102384188658e-09
1950,6.274863295629984e-08,1.0635361480382244e-09
1951,5.0108587723585174e-08,2.1322803522849654e-09
1952,5.799642144310724e-08,2.1089607837865287e-09
1953,5.602390329428886e-08,0.0
1954,2.9317608785106586e-08,0.0
