year,mon_DET anneau_NOUN,mon_DET panneau_NOUN
1955,5.5375085850073447e-08,0.0
1956,4.0117251742799453e-08,0.0
1957,2.6505112327157576e-08,2.6505113104313693e-09
1958,4.3015667472445784e-08,2.481673033738474e-09
1959,3.022791617013354e-08,4.650448692800069e-09
1960,5.329041841140025e-08,2.0762500052562416e-09
1961,2.7097821930777144e-08,0.0
1962,4.6296280142854584e-08,6.341956404476434e-10
1963,4.6555583388396826e-08,0.0
1964,6.02312879571798e-08,1.825190498738749e-09
1965,4.596516589572275e-08,1.6416130121932326e-09
1966,2.5479743093193008e-08,1.6617224263271169e-09
1967,5.719189211106368e-08,9.860671168482327e-10
1968,4.446501677968229e-08,2.6948494546985557e-09
1969,3.4971536222450084e-08,1.3625273131978588e-09
1970,1.8854773076171227e-08,1.3796175313274261e-09
1971,2.3636628876388954e-08,2.0553589941130213e-09
1972,3.796308600811926e-08,2.0520586896388693e-09
1973,2.0398853273206896e-08,1.102640756478479e-09
1974,6.750685843659454e-09,0.0
1975,9.138368284311582e-09,3.998036124386317e-09
1976,1.5426522170791657e-08,5.713526873840635e-10
1977,1.998105791933824e-08,2.3507127355770763e-09
1978,3.445543117486238e-08,1.7821774056514528e-09
1979,3.3941446098140204e-08,2.3407893401383717e-09
1980,1.989802728141754e-08,5.685150683554241e-10
1981,2.656730796468665e-08,6.325549528618524e-10
1982,2.4830009937026887e-08,1.2415004579935385e-09
1983,1.073603728141137e-08,2.526126308133314e-09
1984,2.667543874679268e-08,1.1598016991243298e-09
1985,2.4663787234757706e-08,1.2031116103372597e-09
1986,1.738400823292352e-08,1.7983456390702202e-09
1987,1.8332451334757138e-08,1.8332450557601021e-09
1988,1.019414141989472e-08,6.596209300990807e-09
1989,1.426911733215519e-08,6.585746392673286e-09
1990,1.2531897075618303e-08,3.269190584909154e-09
1991,1.7584396438952155e-08,1.7584396161396398e-09
1992,2.810071619840926e-08,4.95894991736634e-09
1993,2.2156829815322965e-08,3.877445309274918e-09
1994,2.1099706815075336e-08,2.6374632478010085e-09
1995,2.7112253775385398e-08,1.626735190995987e-09
1996,2.8291889053733144e-08,5.338092190498855e-10
1997,3.5002728715483045e-08,1.917957792585412e-09
1998,2.145658195562561e-08,9.536258449571733e-10
1999,2.6507165906686225e-08,9.140402323914998e-10
2000,2.0322945104567225e-08,4.418031607222872e-09
2001,2.0153574087355963e-08,3.5049693702937645e-09
2002,1.7086763115514714e-08,1.7524885431718928e-09
2003,3.000184456425359e-08,4.166923084358842e-09
2004,2.4666831799358135e-08,1.761916529341434e-09
2005,2.1617997503220465e-08,3.6029995653663605e-09
2006,2.5530917824312382e-08,5.765045940631097e-09
2007,1.9173501231151135e-08,2.7961355453243186e-09
2008,1.6178270501043812e-08,4.6831836186811415e-09
2009,2.4317782454374992e-08,9.53638501499654e-09
2010,4.015224241982196e-08,1.795041271179798e-08
2011,3.326855635421566e-08,6.500752269822385e-09
2012,6.297867471971585e-08,1.1574459057861475e-08
2013,6.74968254621433e-08,1.561910067948702e-08
2014,6.604607705185117e-08,1.0177591935889296e-08
2015,8.001837326077066e-08,1.6402658231662315e-08
2016,8.741054635663659e-08,1.1392369991813922e-08
2017,9.257449740118773e-08,1.6603035390971854e-08
2018,1.3733403214644113e-07,1.9619147084704025e-08
2019,8.64784839293975e-08,1.785691511324572e-08
