year,en_PRON aient_VERB,en_PRON paient_VERB
1859,1.177819740405539e-06,3.055303920973529e-08
1860,1.3282988220453262e-06,2.7920821210614122e-08
1861,1.1756897038139869e-06,3.395494019287071e-08
1862,1.2026879403492785e-06,2.710791768834042e-08
1863,1.3110879990563262e-06,3.646073309937492e-08
1864,1.2638903399420087e-06,1.2945765348604255e-08
1865,1.1945970754823065e-06,4.094954419997521e-08
1866,1.103034492189181e-06,8.271541673821048e-09
1867,1.1501163044158602e-06,3.0572714138088486e-08
1868,1.2596678971021902e-06,1.5807597009143137e-08
1869,1.0934198826362262e-06,2.197583626184496e-08
1870,1.2001364666502923e-06,2.5229814681893004e-08
1871,1.3095911981508834e-06,3.080141297573391e-08
1872,1.144761313298659e-06,1.9956219787786722e-08
1873,1.1223758065170841e-06,2.993002112816612e-08
1874,1.1190443274244899e-06,9.559374625212058e-09
1875,1.1666194268400432e-06,2.2886109007913547e-08
1876,1.0526111964281881e-06,1.3301232115736639e-08
1877,1.1782074125221698e-06,1.855444864418132e-08
1878,1.0918672614934621e-06,2.294853729267743e-08
1879,1.2524117209977703e-06,1.4051448005147904e-08
1880,1.039049266182701e-06,3.658172431642015e-08
1881,9.343160058961075e-07,3.486253774553916e-08
1882,1.1061249551858054e-06,1.9966154951589488e-08
1883,1.1646541224763496e-06,3.791603475633565e-08
1884,1.0160011925108847e-06,2.5746619058963915e-08
1885,1.0712647053878754e-06,1.933690718658454e-08
1886,1.074501710718323e-06,5.937186742244194e-08
1887,1.0713965821196325e-06,2.8727267675776602e-08
1888,1.0164005743718008e-06,2.9800888867725916e-08
1889,1.0299884252162883e-06,3.132568338060082e-08
1890,1.0663986813597148e-06,2.7528423984790606e-08
1891,1.0249746082990896e-06,2.677172439291553e-08
1892,1.1239442301302915e-06,5.390920776449093e-08
1893,9.730298415888683e-07,2.0938616174248637e-08
1894,1.0158081522604334e-06,3.0247388593807045e-08
1895,9.912657787936041e-07,1.9861428057765806e-08
1896,9.665230891187093e-07,4.3048309805726603e-08
1897,9.713131703392719e-07,3.903898004864459e-08
1898,1.0105821957040462e-06,3.451596342074481e-08
1899,9.79486912910943e-07,4.919544949189003e-08
1900,9.670932286098832e-07,4.2047531678690575e-08
1901,9.165531764665502e-07,3.24146860464225e-08
1902,7.458721142938884e-07,4.271947062761683e-08
1903,9.725796417114907e-07,2.214090244478939e-08
1904,9.556083568895701e-07,4.5146851590516235e-08
1905,1.0089283932757098e-06,5.160758931310738e-08
1906,1.0442694247103645e-06,4.5268823356536814e-08
1907,9.658259614298004e-07,3.188563013623025e-08
1908,9.724550409373478e-07,5.058730678797474e-08
1909,8.829078410599323e-07,4.7308457595818254e-08
1910,9.96149651655287e-07,2.8858414324872683e-08
1911,9.028674980982032e-07,2.128149745317387e-08
1912,8.981042469713429e-07,2.6568049094066737e-08
1913,9.025688427755085e-07,2.598464909908671e-08
1914,8.665586506140244e-07,5.759199694921335e-08
1915,9.306801871389325e-07,1.4136913861761968e-08
1916,1.0031552619693684e-06,1.2086208478478966e-08
1917,1.0143942290596897e-06,9.869782324756216e-09
1918,1.061341208696831e-06,1.4932290071101306e-08
1919,8.729040246180375e-07,1.5653341733923298e-08
1920,9.624307040212443e-07,1.8930579770426448e-08
1921,8.269440172625764e-07,2.120369302360814e-08
1922,9.473268960391579e-07,1.0329110011753073e-08
1923,9.42696203765081e-07,1.1677542488541803e-08
1924,8.444014270025946e-07,2.1915761649893284e-08
1925,8.853533017827431e-07,3.8493624288094e-08
1926,9.206710274156649e-07,2.6750733184144337e-08
1927,8.629500030110648e-07,2.6758140592164636e-08
1928,7.061293558763282e-07,2.2852082892654835e-08
1929,7.831705488570151e-07,2.5622934884950155e-08
1930,8.077271331785596e-07,1.6805765667982087e-08
1931,7.630183631590626e-07,1.710803587684495e-08
1932,7.759351774438983e-07,2.849479585620429e-08
1933,7.04298656728497e-07,1.7205993074753678e-08
1934,7.536414159403648e-07,1.0783422155213884e-08
1935,7.39639972380246e-07,8.377798899061872e-09
1936,6.88683769567433e-07,7.274828739411987e-09
1937,7.340622119045292e-07,1.510934133364117e-08
1938,7.079007104948687e-07,1.8151300906765755e-08
1939,8.075258506323735e-07,1.2235240376412548e-08
1940,6.770540608158626e-07,4.057252667166722e-08
1941,8.323237352669821e-07,1.1806010391524069e-08
1942,7.403476729450631e-07,1.2136847082899749e-08
1943,8.767770509621187e-07,1.1612940831184915e-08
1944,7.840174021112034e-07,1.6065930807940276e-08
1945,7.472268634955981e-07,1.9606536838523425e-08
1946,8.422268251706555e-07,1.9489545977080525e-08
1947,7.820091241228511e-07,1.4305045148432782e-08
1948,8.436584835180838e-07,5.435944139264848e-09
1949,7.716168397564616e-07,2.0615717133409817e-08
1950,7.487294624297647e-07,1.595304155443955e-08
1951,8.379861924368015e-07,1.7058242818279723e-08
1952,7.339183412113925e-07,1.0544804140977249e-08
1953,8.30662088446843e-07,1.6160740301529586e-08
1954,7.329402365030546e-07,1.4658803948464083e-08
1955,7.480329600184632e-07,9.385607846468247e-09
1956,7.447854954989452e-07,3.488456457034772e-08
1957,7.412596687572659e-07,1.767007518083119e-08
1958,7.081040394041338e-07,1.4062814024384807e-08
1959,7.316705818993796e-07,4.650448914844674e-09
1960,8.131979143399803e-07,1.3841666479663672e-08
1961,8.226620593632106e-07,1.250668635321972e-08
1962,8.022574888855161e-07,1.1415521861124489e-08
1963,7.183785442066437e-07,1.4871922360271128e-08
1964,8.566227620576683e-07,2.311907998375773e-08
1965,8.290145956380002e-07,2.2982582947861374e-08
1966,7.195258149295114e-07,1.4401594583546284e-08
1967,8.83023119513382e-07,2.1693477236794934e-08
1968,8.044125934247859e-07,1.4821671889819754e-08
1969,8.102496167339268e-07,3.451735963722058e-08
1970,7.850023848732235e-07,2.345349692234322e-08
1971,8.05186857633089e-07,1.7470551227916076e-08
1972,7.525925411755452e-07,1.9494558856081312e-08
1973,7.481417583221628e-07,1.598829157956061e-08
1974,7.031964628367859e-07,2.7565301152776556e-08
1975,7.167907369876048e-07,1.9990180177842376e-08
1976,7.176190024438256e-07,2.1140049710766107e-08
1977,6.270526000662358e-07,3.408533544302372e-08
1978,6.599996709155675e-07,2.9108898402796513e-08
1979,6.770733307348564e-07,1.6385525825057812e-08
1980,6.89608782522555e-07,2.0466542238750662e-08
1981,6.774663461328601e-07,1.8976647808699454e-08
1982,6.722725061081292e-07,2.7933760193832313e-08
1983,6.087964834478043e-07,2.9050454486423405e-08
1984,6.57607586163067e-07,4.755186822080759e-08
1985,6.286257985266275e-07,2.7671566371623157e-08
1986,6.755785193490738e-07,3.956360572487938e-08
1987,6.893001227581408e-07,2.3221103262471843e-08
1988,6.608202056668233e-07,2.6984492862425213e-08
1989,7.1016302172211e-07,5.2137160366783064e-08
1990,5.846402473252965e-07,2.7788120249283565e-08
1991,6.793438274144137e-07,3.57549367890897e-08
1992,6.457654535552138e-07,3.03046938654461e-08
1993,6.774450866942061e-07,2.7142116110212555e-08
1994,6.709706781293789e-07,5.063929364723663e-08
1995,6.669614549537073e-07,3.524592884218691e-08
1996,6.21353933638602e-07,3.95018808774239e-08
1997,6.58338990433549e-07,3.4523239378358994e-08
1998,6.560945848832489e-07,2.8131962537258914e-08
1999,6.389141162799206e-07,3.427650696607998e-08
2000,6.114555617386941e-07,2.87172046142814e-08
2001,6.35275682725478e-07,3.5487815353008045e-08
2002,6.659456630586646e-07,2.4534839937473407e-08
2003,6.746248004674271e-07,4.125253738607171e-08
2004,6.448614158216515e-07,4.052407831522942e-08
2005,6.075558189877484e-07,3.873224585504431e-08
2006,5.752692118221603e-07,3.047238550379916e-08
2007,5.656182793245534e-07,4.6335962622379157e-08
2008,6.100910923123593e-07,4.342588511008216e-08
2009,5.99361783315544e-07,4.482101090275137e-08
2010,5.904741442464001e-07,4.109699958121382e-08
2011,5.57152702640451e-07,4.971163392042399e-08
2012,5.664676336891716e-07,3.2680826933528806e-08
2013,6.055190624465467e-07,3.7932100127591184e-08
2014,6.528817380058172e-07,2.685152011849823e-08
2015,6.051250807104225e-07,3.103205514776164e-08
2016,6.278231694523129e-07,2.8170225263579596e-08
2017,6.055076369193557e-07,4.477788095869073e-08
2018,5.421080118139798e-07,4.646640050509632e-08
2019,6.132574412731628e-07,3.57138283391123e-08
