year,en_ADP or_NOUN,en_ADP porcs_NOUN
1800,6.980045327509288e-06,6.288328968651058e-09
1801,6.350614057737403e-06,7.143547975374531e-09
1802,7.655650733795483e-06,2.4616241489638924e-08
1803,5.9017265812144615e-06,3.315576790896557e-08
1804,7.0299442995747086e-06,7.909923027682453e-08
1805,6.606847819057293e-06,3.4114531644036106e-08
1806,6.8151475716149434e-06,2.305335300434308e-08
1807,6.0241568462515716e-06,1.1387820464392462e-08
1808,6.4809714785951655e-06,2.4926814390369145e-08
1809,7.76654724177206e-06,4.518061036407062e-09
1810,5.911160315008601e-06,4.680253518074551e-09
1811,9.31880458665546e-06,4.011322829455821e-08
1812,6.8013810050615575e-06,0.0
1813,6.634335932176327e-06,6.039057609541487e-08
1814,5.903166311327368e-06,0.0
1815,1.0122679668711498e-05,1.0788894222457657e-08
1816,5.3258536354405805e-06,1.8540831092650478e-08
1817,5.930131010245532e-06,2.3353100786493997e-08
1818,5.1046481530647725e-06,3.099506074022429e-08
1819,7.2146817728935275e-06,2.5877625375869684e-08
1820,6.727108029735973e-06,2.7292905713238724e-08
1821,6.427718290069606e-06,3.155676231436644e-08
1822,8.022498150239699e-06,1.1028177482330648e-08
1823,6.740980552422116e-06,5.929612356680991e-09
1824,6.967628451093333e-06,9.263223965660927e-09
1825,7.2732959779386874e-06,1.5849796808353744e-08
1826,8.379035534744617e-06,1.5854372037438225e-08
1827,7.899203410488553e-06,1.474763688946723e-08
1828,6.4774790189403575e-06,2.2930752963112866e-08
1829,6.618492079724092e-06,4.9724420136953995e-08
1830,8.751287168706767e-06,2.5048406016026092e-08
1831,6.476586804637918e-06,2.182768810143898e-08
1832,7.179001840995625e-06,1.352996914505411e-08
1833,7.363712484220741e-06,1.2741991461950875e-08
1834,6.873015081509948e-06,1.9602515166639023e-08
1835,7.255270247696899e-06,1.663879345414898e-08
1836,6.864574061182793e-06,2.352262562510532e-08
1837,7.021207693469478e-06,3.826840000442644e-08
1838,7.056365575408563e-06,3.408567295082321e-08
1839,7.455709237547126e-06,1.8876983531868063e-08
1840,7.969754733494483e-06,3.4396318682183846e-08
1841,7.788125003571622e-06,2.43980835534785e-08
1842,7.114786058082245e-06,1.9453969102301016e-08
1843,7.359420578723075e-06,1.6539351221922516e-08
1844,6.799778475397034e-06,3.183365487879897e-08
1845,7.008766260696575e-06,1.5066614622583074e-08
1846,7.009009095781948e-06,1.6392604607062822e-08
1847,8.276440894405823e-06,6.47186837454683e-09
1848,6.6855791374109685e-06,3.057184372323718e-08
1849,5.945194970990997e-06,1.256912218750017e-08
1850,7.818886842869688e-06,1.1541293254424545e-08
1851,7.19241415936267e-06,2.1283147910722278e-08
1852,8.220215022447519e-06,2.018269107395554e-08
1853,8.5852489064564e-06,1.2541057081705276e-08
1854,7.341993295995053e-06,3.9487048131281455e-08
1855,7.917419679870363e-06,5.625353338700734e-08
1856,8.091428753687069e-06,9.836659209394583e-09
1857,8.515304216416553e-06,1.122747050885664e-08
1858,8.358888408110943e-06,1.663849857891364e-08
1859,7.205934707599226e-06,2.13871282905842e-08
1860,8.530039849574678e-06,9.612086321331148e-09
1861,8.377909580303822e-06,4.197207825740179e-08
1862,9.247414709534496e-06,1.6716549949835624e-08
1863,7.2911475399450865e-06,1.6981710260211003e-08
1864,7.302370704564964e-06,2.0137857936752823e-08
1865,7.4099853009101935e-06,1.4120533187167439e-08
1866,8.710906513442751e-06,6.325297008391573e-09
1867,9.209665222442709e-06,1.3102591012170706e-08
1868,8.792975677351933e-06,1.8771522225513593e-08
1869,6.798835329391295e-06,1.0255389870650333e-08
1870,7.445089067914523e-06,5.734048791339319e-09
1871,6.073189069866203e-06,3.3987767267262825e-08
1872,7.06631590219331e-06,6.652073114565837e-09
1873,8.139169949572533e-06,1.4366410283628284e-08
1874,7.414490028168075e-06,1.3741600746186577e-08
1875,7.726350304437801e-06,1.6592428764283795e-08
1876,7.484966317861108e-06,1.753344314181504e-08
1877,9.371233318233863e-06,4.3293710283442977e-08
1878,1.0096752703248058e-05,2.4156355138416075e-08
1879,9.032026355271228e-06,9.163987790827832e-09
1880,7.997919965418987e-06,1.9253538541263993e-08
1881,1.044342207023874e-05,2.9284532632178895e-08
1882,7.564510724478168e-06,2.1962771157291172e-08
1883,9.607290849089622e-06,1.76941486462745e-08
1884,7.816409379302058e-06,1.5844072720483382e-08
1885,9.4944216471049e-06,7.7347630522695e-09
1886,9.35300522542093e-06,2.0651084398082276e-08
1887,7.971164450282231e-06,1.7628096316002484e-08
1888,8.393071766477078e-06,8.876860135842435e-09
1889,8.273739695141558e-06,2.255449160770695e-08
1890,7.080048362695379e-06,1.3764211992395303e-08
1891,8.761365279497113e-06,1.3385862196457765e-08
1892,9.089342711376958e-06,1.5044429702015805e-08
1893,9.538771337247454e-06,1.7243566685642975e-08
1894,1.042841722664889e-05,1.5753848003896564e-08
1895,9.170563316729385e-06,1.6852119699706236e-08
1896,9.294896699429955e-06,1.533227539374238e-08
1897,1.0751451554824598e-05,1.631479840114025e-08
1898,8.204048754123505e-06,1.6975064909274806e-08
1899,8.074133802438155e-06,1.1055156790007459e-08
1900,9.301328645960893e-06,1.038210584169974e-08
1901,7.562681275885552e-06,1.117747761014698e-08
1902,7.296681815205375e-06,1.964113605090745e-08
1903,7.375620953098405e-06,7.560308601384236e-09
1904,6.838135504949605e-06,1.6123875568041512e-08
1905,7.16468184691621e-06,1.0837593933388234e-08
1906,7.4348899943288416e-06,1.1831624291414045e-08
1907,7.372780146397417e-06,1.542852956504248e-08
1908,7.036056103970623e-06,2.357466755142923e-08
1909,6.1825553530070465e-06,1.7053048750881317e-08
1910,6.2622757468489e-06,2.0842188419578633e-08
1911,6.615885467908811e-06,3.298632123005518e-08
1912,6.261724138312275e-06,1.6670147928721235e-08
1913,6.590555585717084e-06,5.833288574397244e-09
1914,7.541872946603689e-06,1.674185973188358e-08
1915,8.198232535505667e-06,2.3561524287174507e-08
1916,7.160529094107915e-06,7.69122365795738e-09
1917,5.998634151183069e-06,3.289927441585405e-09
1918,5.382516064855736e-06,6.89182577673364e-09
1919,6.98139047017321e-06,2.2098836538475553e-08
1920,7.841045771783683e-06,1.0601124422748853e-08
1921,7.103237294359133e-06,2.6504616779110535e-08
1922,8.12753387435805e-06,4.4267613297233055e-08
1923,8.043703928706236e-06,1.3800732556745743e-08
1924,8.326700481120497e-06,3.609654797287476e-08
1925,8.824938049656339e-06,9.898360353588487e-09
1926,8.1400248745922e-06,1.5604594061358057e-08
1927,8.067579074122477e-06,1.6723836537835268e-08
1928,8.855182386469096e-06,1.713906150335731e-08
1929,1.1270749382674694e-05,1.4482527843640014e-08
1930,7.525831733801169e-06,2.4158288369768854e-08
1931,7.273195933521492e-06,1.1405356659111021e-08
1932,7.509474471589783e-06,2.6302887090601246e-08
1933,7.3159885687346105e-06,2.064719240024715e-08
1934,7.547197128587868e-06,1.677421224144382e-08
1935,7.015808023425052e-06,2.2739739868882225e-08
1936,6.872288395243231e-06,3.8799087942464894e-08
1937,7.155532330216374e-06,2.7700460591972842e-08
1938,6.883232344989665e-06,2.2040865133021725e-08
1939,7.052086857584072e-06,4.8940961505650193e-08
1940,5.931196028541308e-06,2.2822046474857416e-08
1941,5.746575425291667e-06,2.066051862925633e-08
1942,5.1793995226034895e-06,2.1239483061208375e-08
1943,5.707760465156753e-06,3.193558839598154e-08
1944,6.905137070134515e-06,1.927911696952833e-08
1945,6.2893413996789604e-06,4.1391576388605245e-08
1946,6.498371476482134e-06,1.6705325123211878e-08
1947,6.525484877784038e-06,1.6689219339838246e-08
1948,5.5359651014441624e-06,2.5005341575123907e-08
1949,6.833619409007952e-06,3.043272556180199e-08
1950,6.2078606788418256e-06,3.19060831088791e-08
1951,6.310483513516374e-06,1.3859822622919182e-08
1952,6.2530689319828525e-06,2.5307528517259925e-08
1953,6.049504008842632e-06,2.1547654327491728e-08
1954,6.1772202570864465e-06,2.052232517257835e-08
1955,6.206702437339118e-06,4.6928037900073605e-08
1956,6.0036336435587145e-06,2.0930738919844316e-08
1957,6.971728453208925e-06,3.003912896204497e-08
1958,4.993953552911989e-06,3.391619785020339e-08
1959,5.545659860217711e-06,4.727956204320094e-08
1960,5.3352705435827374e-06,2.629916728835724e-08
1961,6.085892891860567e-06,4.238377115939329e-08
1962,6.563290753547335e-06,5.2004040906883375e-08
1963,6.0923152886971366e-06,3.36234755593523e-08
1964,5.8765049288922455e-06,2.981144392455448e-08
1965,6.6567408794071525e-06,4.979559636852926e-08
1966,6.204317742231069e-06,3.60039859037542e-08
1967,6.0919228417333215e-06,2.662381248796919e-08
1968,6.53456072541303e-06,3.458390196442451e-08
1969,7.288158940355061e-06,2.9521425720657746e-08
1970,6.666771696473006e-06,3.7709543931896405e-08
1971,6.522681815113174e-06,3.4427263151393106e-08
1972,6.21466006123228e-06,3.693705608043274e-08
1973,5.915667770750588e-06,2.7566019467073488e-08
1974,5.516998044186039e-06,2.4752515648263085e-08
1975,6.028467396390624e-06,3.369773438066659e-08
1976,6.0900483731529675e-06,2.0568696967870892e-08
1977,6.050147021596786e-06,2.4682483612537e-08
1978,5.6108883654815145e-06,1.7821774278559133e-08
1979,5.7173779168806504e-06,2.2237498953359136e-08
1980,5.888678970222827e-06,3.354238842234736e-08
1981,5.95044457440963e-06,4.1116071936020404e-08
1982,5.961064289294882e-06,3.3520513142981656e-08
1983,5.759568011853844e-06,2.273513821648976e-08
1984,6.095917797210859e-06,3.3054348591576854e-08
1985,6.118424153100932e-06,2.466378745680231e-08
1986,5.735523700423073e-06,1.7384008066390066e-08
1987,5.65678328712238e-06,1.2832715334809564e-08
1988,5.375311047828291e-06,1.798966131616453e-08
1989,6.06547246206901e-06,1.7013178421620978e-08
1990,5.819704256282421e-06,2.942271493111548e-08
1991,5.580114702752326e-06,2.4618153127153874e-08
1992,5.430049895949196e-06,2.3692759754112558e-08
1993,5.8560499383020215e-06,3.711268803385792e-08
1994,5.764439720223891e-06,2.1099706870586488e-08
1995,5.808529294881737e-06,2.4943274112843028e-08
1996,5.747524028265616e-06,3.6299027783570637e-08
1997,5.329525265551638e-06,2.5412940307667498e-08
1998,5.069474809715757e-06,2.765514928171342e-08
1999,5.412489372247364e-06,3.244842972094375e-08
2000,5.48984598935931e-06,1.899753598877396e-08
2001,5.306085768097546e-06,2.365854356867203e-08
2002,6.18234162175213e-06,4.1621602830943516e-08
2003,6.024537015036913e-06,2.7918384049030465e-08
2004,5.382214567362098e-06,3.655976854588516e-08
2005,5.035642516304506e-06,3.422849559342467e-08
2006,5.536914613912813e-06,3.911995349881181e-08
2007,6.016085535520688e-06,2.995859596510719e-08
2008,6.0127822507638484e-06,2.8950589481269162e-08
2009,6.098518042563228e-06,4.1483275481368764e-08
2010,6.364838554873131e-06,3.4011309324455397e-08
2011,6.975689757382497e-06,1.1089518636708817e-08
2012,7.917270522739273e-06,2.8255296768975313e-08
2013,8.129462912620511e-06,3.095928730045827e-08
2014,8.145538231474347e-06,2.4686074920343692e-08
2015,8.120645361486822e-06,2.349569960813369e-08
2016,8.165222425304819e-06,2.444181268490553e-08
2017,7.38835069569177e-06,3.3960752432449226e-08
2018,8.043333764362615e-06,2.8654280725959325e-08
2019,7.576943971798755e-06,2.7040470917949477e-08
