year,en_ADP art_NOUN,en_ADP parts_NOUN
1845,2.310214348710815e-07,3.1807299905040054e-08
1846,2.3418005912212436e-07,3.219975752699611e-08
1847,2.448523579445805e-07,3.55952778363644e-08
1848,2.0273959022709676e-07,5.309846429213394e-08
1849,1.458018203948086e-07,1.8434713311421547e-08
1850,2.0570657888185906e-07,2.1724787302446202e-08
1851,2.2121575149469663e-07,4.5791015423901626e-08
1852,2.500049509635005e-07,4.166749079104193e-08
1853,1.9587936606058065e-07,3.881755716861335e-08
1854,2.51989728639046e-07,3.636965217879151e-08
1855,3.5874894521725764e-07,3.555647865027822e-08
1856,2.4746964832900176e-07,6.678573782892272e-08
1857,1.9965372066721443e-07,3.612316845647001e-08
1858,2.1630048152587733e-07,3.229826006645453e-08
1859,2.3373075563881685e-07,4.4811123700583266e-08
1860,2.0093836816670319e-07,2.8836257826014844e-08
1861,1.876953561463779e-07,5.046081241744105e-08
1862,2.218331287551223e-07,4.382446761042047e-08
1863,2.497310411797571e-07,7.891500786172401e-08
1864,3.1213678575170434e-07,6.041356925834407e-08
1865,2.4051974989447444e-07,1.0072646716707823e-07
1866,2.4182096414193666e-07,1.4158933936414542e-07
1867,3.2174139263929646e-07,9.220342178650753e-08
1868,3.606107963349814e-07,8.644779825317528e-08
1869,2.6224497418070314e-07,9.376356757684334e-08
1870,3.314280263566616e-07,5.160643823387545e-08
1871,2.570324895145859e-07,1.2957836759142083e-07
1872,2.9087701491903317e-07,9.61526964715631e-08
1873,2.9690581726526943e-07,8.61984617017697e-08
1874,2.8976854693496534e-07,6.870800461911131e-08
1875,3.684663383296538e-07,1.1557484924651362e-07
1876,4.867041951683859e-07,5.501873445723504e-08
1877,2.9996358463790784e-07,8.287653230354408e-08
1878,3.9314468480711184e-07,8.635896620035055e-08
1879,4.1726692145971356e-07,9.347267848625052e-08
1880,3.651754560962672e-07,8.664092376875487e-08
1881,4.288092299020718e-07,1.1853262549266219e-07
1882,5.623800376497456e-07,2.1297232422057277e-07
1883,5.579976374292528e-07,1.4850446916625515e-07
1884,7.189247916983277e-07,1.2015088657335582e-07
1885,5.343431936921661e-07,9.797366118391437e-08
1886,5.97590766204803e-07,9.873799911019887e-08
1887,5.490825607523675e-07,1.5995865965123812e-07
1888,6.73373254045373e-07,1.2173980223906256e-07
1889,6.641044763000536e-07,1.810624468134847e-07
1890,6.757572421633995e-07,1.2518877667844208e-07
1891,7.272985200756921e-07,1.5680581100241398e-07
1892,8.07384399337252e-07,1.7739890267876035e-07
1893,8.917387077644889e-07,1.7366734539336903e-07
1894,8.86626551732661e-07,1.531274023136575e-07
1895,8.925605605725195e-07,1.4444674434344051e-07
1896,1.0325697559210312e-06,1.2914493652260717e-07
1897,1.0447297391635857e-06,2.8550897468448966e-07
1898,1.0603756770422024e-06,1.4598555253542145e-07
1899,9.557183062725016e-07,1.6693286397639895e-07
1900,1.077143508609879e-06,1.7961043852210423e-07
1901,9.802648186507668e-07,1.6877991981800733e-07
1902,1.0051350756157262e-06,1.7284199316236482e-07
1903,1.1864283351314953e-06,1.6308665351516538e-07
1904,1.1963915405033276e-06,1.9724873823179223e-07
1905,1.253032266390619e-06,1.878516258102536e-07
1906,1.1188601689582356e-06,1.934213429422016e-07
1907,1.1509683268684512e-06,1.8462807815922133e-07
1908,1.2754877047882474e-06,1.920353156492638e-07
1909,1.3389394126761545e-06,1.5677802878144576e-07
1910,1.2344987538881469e-06,1.5498036987082742e-07
1911,1.2891266258918677e-06,2.633585154399043e-07
1912,1.4065436957366728e-06,1.8753915753677575e-07
1913,1.456200919847106e-06,2.0310450565830251e-07
1914,1.4284154019605921e-06,1.7210631142461352e-07
1915,8.281875860660648e-07,2.038071755805504e-07
1916,1.1295111193021512e-06,1.801943767532066e-07
1917,1.1646342876758808e-06,1.370803062172854e-07
1918,1.202623650442547e-06,1.7918746664236096e-07
1919,1.480621982352659e-06,1.4088007560530968e-07
1920,1.7787172410521634e-06,1.771902162772676e-07
1921,1.535753170855969e-06,1.628140751108731e-07
1922,1.690285010624848e-06,1.3206503979290574e-07
1923,1.5531132007140513e-06,1.7516313732812705e-07
1924,1.5805131141632955e-06,1.675911107668071e-07
1925,1.452859351047664e-06,2.2436283586557693e-07
1926,1.4512271810929178e-06,1.7945282593245793e-07
1927,1.5765004022227913e-06,2.1183527110224531e-07
1928,1.5619398716637534e-06,1.9310009236050973e-07
1929,1.3279364559082296e-06,2.4954510990937706e-07
1930,1.3287059026367842e-06,1.3339575843929197e-07
1931,1.2374812570215e-06,1.4941016956981912e-07
1932,1.0203328280056212e-06,1.4028206862803927e-07
1933,1.2457138822696834e-06,1.387950163689311e-07
1934,1.0028582657639618e-06,1.8331817841499287e-07
1935,1.18845058949546e-06,1.9867351852553838e-07
1936,1.0851619407503676e-06,2.2066980420731852e-07
1937,1.1344597474760576e-06,1.6872098740350339e-07
1938,1.1318632360257652e-06,1.9836778619719553e-07
1939,9.925838426738665e-07,1.7894039672228246e-07
1940,9.357038877055857e-07,1.4707541140523972e-07
1941,1.4167212469828883e-06,1.7118715334163426e-07
1942,1.225821534944771e-06,2.0025797198286455e-07
1943,1.1903264542922898e-06,1.9741999324196513e-07
1944,1.1374679331765947e-06,1.6387249957006134e-07
1945,1.4225631375097691e-06,9.585417615198821e-08
1946,1.3238969991391514e-06,2.213455587707358e-07
1947,1.391165618258583e-06,2.479541194588819e-07
1948,1.3133240273077718e-06,2.424430931569077e-07
1949,1.2585404540743639e-06,2.552422131429921e-07
1950,1.1039505167786956e-06,3.711741101142252e-07
1951,1.1610266525963198e-06,1.8657452471870783e-07
1952,1.1198581582050338e-06,2.9630899689436774e-07
1953,1.0515255262077972e-06,3.523041414155159e-07
1954,1.300724580488577e-06,2.404043755177554e-07
1955,1.2773812763100523e-06,2.5998133423854597e-07
1956,1.3317183018557444e-06,2.49424658704811e-07
1957,1.03369938386777e-06,2.553325941789808e-07
1958,1.0174859284006743e-06,2.837379611264623e-07
1959,1.1137824067475321e-06,2.3949812089085754e-07
1960,1.0035208433123444e-06,1.9931999872824235e-07
1961,1.0102623697605395e-06,1.952432739926735e-07
1962,1.0527647802405227e-06,2.6699635213844886e-07
1963,1.2725192561902077e-06,2.1402635752565402e-07
1964,1.0665196583659053e-06,2.1415569051441707e-07
1965,1.329159285745618e-06,2.2818420575276832e-07
1966,1.118893070639615e-06,2.420575526684843e-07
1967,1.0669246464090065e-06,2.0953926593847427e-07
1968,1.8221673983020992e-06,2.420873101982579e-07
1969,1.1640525485745457e-06,2.1482514966919553e-07
1970,1.3313308500073617e-06,2.7040502459385607e-07
1971,1.4998982180713938e-06,2.0913277865020063e-07
1972,1.1804468265097512e-06,2.3752579636493465e-07
1973,1.2057376821417165e-06,2.3706776630660897e-07
1974,9.659106261494799e-07,2.1770962632672308e-07
1975,1.1057425517435604e-06,2.3988215502868115e-07
1976,1.086712789089006e-06,1.9883073321125266e-07
1977,1.1935744268498638e-06,2.1861627885755297e-07
1978,1.2011875334394517e-06,2.3049494757287903e-07
1979,1.1095341534428371e-06,2.2178979008913302e-07
1980,1.4355005859556513e-06,2.2740603355941857e-07
1981,1.0557342129402514e-06,2.2202678451321844e-07
1982,1.0844506803664444e-06,2.53886838663675e-07
1983,1.2851667960944724e-06,2.3429822704201797e-07
1984,1.1731394771175019e-06,2.551563795805123e-07
1985,1.1537839981201614e-06,2.586689902273065e-07
1986,1.330775774022186e-06,2.391799682754936e-07
1987,1.3517126618012298e-06,2.7254242240815074e-07
1988,1.2676715250847792e-06,2.55453187492094e-07
1989,1.3648960042189628e-06,2.6836917754735623e-07
1990,1.3212978799970188e-06,2.637146963024861e-07
1991,1.3698244174520369e-06,2.526291495996702e-07
1992,1.3493852826229613e-06,2.9478201213350985e-07
1993,1.5487623485910262e-06,2.4261728981400665e-07
1994,1.4384725339766646e-06,2.6743879288915196e-07
1995,1.3306693880110743e-06,2.6895355631495477e-07
1996,1.4834557653387037e-06,2.7384413670006325e-07
1997,1.4499760467856504e-06,2.5173196149808064e-07
1998,1.420425721931906e-06,2.8704138799184875e-07
1999,1.4492107993646641e-06,2.5958743776755e-07
2000,1.4049340499866503e-06,2.0808928979931807e-07
2001,1.5636544645758477e-06,1.901445898511156e-07
2002,1.7196294628263331e-06,2.5805394443523255e-07
2003,1.5580125136693823e-06,2.2209698613551154e-07
2004,1.553569848766756e-06,2.413825654912216e-07
2005,1.5398320449833136e-06,2.1978297581881634e-07
2006,1.6945116705358032e-06,2.754868262400123e-07
2007,1.7495819939483681e-06,2.1330519928142166e-07
2008,1.8762536164729227e-06,2.4693150635357597e-07
2009,1.4280737055116788e-06,1.9692635078172316e-07
2010,1.3184106713026722e-06,2.2201827221124404e-07
2011,1.4022505183675094e-06,2.722668170918041e-07
2012,1.1901267917835412e-06,2.815316975102178e-07
2013,1.1544188609491357e-06,2.6747710535346414e-07
2014,1.065832080371365e-06,2.3213571864744154e-07
2015,1.3982158009184786e-06,2.4005510113056516e-07
2016,1.0690185696660137e-06,2.1769784552816418e-07
2017,1.122214264626109e-06,2.7294382221043634e-07
2018,1.205803044967979e-06,2.1581061560027592e-07
2019,1.2114640455251902e-06,2.010178405953411e-07
