year,mon_DET achat_NOUN,mon_DET pacha_NOUN
1859,1.476730293603623e-08,5.092173349652285e-10
1860,1.1442959468865865e-08,0.0
1861,1.0610918277365045e-07,1.4147891747029462e-09
1862,1.355395884417021e-08,1.355395878865906e-09
1863,8.490855130105501e-09,9.989241656072068e-10
1864,9.109982990196386e-09,4.794727948009836e-10
1865,1.553258677233771e-08,2.824106559717876e-09
1866,1.0217787504984699e-08,1.4596839292835284e-09
1867,5.82337378318698e-09,0.0
1868,7.409810987013543e-09,0.0
1869,8.790334682373668e-09,2.9301114867763545e-09
1870,6.880858549607183e-09,1.7202146374017957e-09
1871,3.18635318130589e-09,0.0
1872,3.023669647994609e-09,6.047339295989218e-10
1873,1.3767810003173508e-08,0.0
1874,9.559374625212058e-09,1.7923826867161097e-09
1875,5.721527251978387e-09,0.0
1876,8.464420275799966e-09,2.418405919968336e-09
1877,4.9478527941460015e-09,7.421779191219002e-09
1878,1.1474268646338714e-08,6.039088673581716e-10
1879,4.887460214320072e-09,3.0546627449723474e-09
1880,3.2089231272180996e-09,3.2089231272180996e-09
1881,6.2752567586699115e-09,3.4862537301449947e-09
1882,9.983077253750139e-09,9.983077253750139e-09
1883,7.58320695126713e-09,1.2638677882037541e-09
1884,5.281357573494461e-09,6.601696966868076e-10
1885,1.9336907075562237e-09,0.0
1886,5.808117542471791e-09,7.098810428374236e-09
1887,3.264462256069578e-09,0.0
1888,3.1703073499755874e-09,0.0
1889,1.002421912144058e-08,8.14467782106476e-09
1890,6.554386366985909e-09,0.0
1891,3.824531802365527e-09,0.0
1892,9.402768341715273e-09,6.268512375839919e-10
1893,1.0469308087124318e-08,6.158416554491453e-10
1894,1.6384001710889606e-08,6.301539290376468e-10
1895,4.814891374493868e-09,1.2037228991346183e-09
1896,1.2383760683576384e-08,1.769108692872834e-09
1897,1.2818770045441852e-08,1.1653427112179315e-09
1898,4.52668391659472e-09,0.0
1899,6.080336234504102e-09,1.1055156790007459e-09
1900,1.245852754294674e-08,5.19105292084987e-09
1901,1.0618603996093157e-08,2.235495566438317e-09
1902,4.910283735171106e-09,9.820567692386817e-10
1903,5.400220270956879e-09,1.0800440541913758e-09
1904,1.1824175416563776e-08,5.374625189347171e-10
1905,1.4966201444810423e-08,2.0643036724443675e-09
1906,1.388929860013377e-08,0.0
1907,9.771402353919711e-09,5.142843373384665e-10
1908,1.0313916831705683e-08,5.40252775849126e-09
1909,1.0451869147942716e-08,5.500983557560346e-10
1910,1.2825961626106164e-08,5.344150677544235e-10
1911,8.51259862599818e-09,2.6601870706244313e-09
1912,1.0418842677495377e-08,0.0
1913,1.5378670392696137e-08,2.121195941118259e-09
1914,1.0714790221744153e-08,0.0
1915,0.0,0.0
1916,5.493730803607377e-09,0.0
1917,2.1932848870420685e-09,0.0
1918,2.5270027848023346e-08,0.0
1919,1.8415696301232742e-08,0.0
1920,1.514446346106979e-08,7.572231730534895e-10
1921,3.7863738810983705e-09,5.300923366924337e-09
1922,5.164555005876537e-09,0.0
1923,6.369568872344189e-09,0.0
1924,1.1602462102189293e-08,2.578324886925998e-09
1925,1.4297631523163545e-08,6.598906754362588e-09
1926,4.458455382660986e-09,4.458455382660986e-09
1927,4.4596899506643695e-09,7.804457302640344e-09
1928,1.5996457491951332e-08,3.4278123672848437e-09
1929,1.3368487650211591e-08,4.4561625500705304e-09
1930,2.100720708497761e-09,2.100720708497761e-09
1931,1.1405356659111021e-08,0.0
1932,1.2055489939655217e-08,0.0
1933,9.176529758292418e-09,6.882397318719313e-09
1934,2.3963160344919743e-09,1.1981580172459871e-09
1935,5.98414207075848e-09,0.0
1936,7.274828739411987e-09,9.699771652549316e-09
1937,6.295559185076627e-09,1.7627565185307503e-08
1938,6.482607117774819e-09,1.685477846180561e-08
1939,7.647025235257843e-09,1.5294050470515685e-09
1940,7.607348528892999e-09,0.0
1941,1.7709016475464523e-08,0.0
1942,3.034211770724937e-09,3.034211770724937e-09
1943,1.1612940831184915e-08,0.0
1944,0.0,0.0
1945,8.714016175304096e-09,2.178504043826024e-09
1946,1.6705325123211878e-08,1.3921104269343232e-09
1947,1.311295849681926e-08,3.5762612871081956e-09
1948,8.697510267552389e-09,3.2615663503321457e-09
1949,7.853606653895895e-09,1.9634016634739737e-09
1950,1.3825969924496917e-08,0.0
1951,1.0661401539380222e-08,0.0
1952,5.272402070488624e-09,1.0544803918932644e-09
1953,4.3095309543161875e-09,1.0773827385790469e-09
1954,1.3681550781186047e-08,4.886268056836229e-09
1955,1.595553333899602e-08,9.385607846468247e-10
1956,1.0465369681966763e-08,0.0
1957,7.951533653738352e-09,0.0
1958,6.617794756635931e-09,1.6544486891589827e-09
1959,1.3176271629333769e-08,1.5501495642666896e-09
1960,8.997083078554624e-09,1.3841666701708277e-09
1961,6.25334317660986e-09,2.0844477810477713e-09
1962,1.3952304200870458e-08,1.9025869768540815e-09
1963,1.7458344103715717e-08,3.2330265131719216e-09
1964,5.475571551727398e-09,3.650380997477498e-09
1965,6.566452104284082e-09,1.0944086747954884e-09
1966,9.970334224895794e-09,0.0
1967,6.409436426046966e-09,9.860671168482327e-10
1968,1.0330256650092906e-08,8.982831700699023e-10
1969,8.62933943746036e-09,4.087582022860303e-09
1970,1.6095538069027526e-08,1.3796175035718505e-09
1971,6.166076982339064e-09,3.083038491169532e-09
1972,1.1799337507056862e-08,1.5390440588625154e-09
1973,7.1671650836435674e-09,4.410563136936219e-09
1974,7.875800456247362e-09,5.625571675160757e-10
1975,1.1994108373158952e-08,5.711480177694739e-10
1976,1.0284348428424295e-08,0.0
1977,9.990529292736028e-09,1.7630345516828072e-09
1978,1.4851478380428773e-08,2.3762365408686037e-09
1979,1.111874914361266e-08,0.0
1980,1.6486937204351904e-08,1.1370301367108482e-09
1981,2.213942273954217e-08,6.325549528618524e-10
1982,1.3656505259973528e-08,1.2415004579935385e-09
1983,6.946847541655643e-09,1.8945948143667124e-09
1984,9.278413592994639e-09,2.899504303321976e-09
1985,1.0828004826102244e-08,1.2031116103372597e-09
1986,1.498621315931814e-08,1.1988970927134801e-09
1987,9.777306964053878e-09,1.2221633705067347e-09
1988,2.9383114386050124e-08,0.0
1989,2.250130037850795e-08,1.0976244357863152e-09
1990,2.45189291092629e-08,3.269190584909154e-09
1991,7.6199047072123e-09,5.861465202094962e-10
1992,1.7631821336294706e-08,1.1019888335184191e-09
1993,1.6063700869484165e-08,1.1078414852150331e-09
1994,1.002236066360851e-08,0.0
1995,1.3013881527967897e-08,2.7112254108452305e-09
1996,2.081855887681172e-08,2.6690460952494277e-09
1997,1.6302641014931396e-08,1.917957792585412e-09
1998,2.8131962204192007e-08,4.768129224785866e-10
1999,2.513610636301067e-08,5.027221222642098e-09
2000,1.943933913839402e-08,7.952456693161025e-09
2001,1.4019877703219663e-08,1.3143635346768434e-09
2002,1.3143664545633982e-08,1.752488598683044e-09
2003,9.58392298855415e-09,5.8336921959778465e-09
2004,1.6297727278846708e-08,1.3214373428827031e-08
2005,2.2518747200273026e-08,1.3511248786457486e-09
2006,2.511912877700695e-08,4.117889751409365e-09
2007,2.3966877593650793e-08,5.991719398412698e-09
2008,1.7881246872075707e-08,1.1069343386349573e-08
2009,1.2874119548200724e-08,8.582746735541491e-09
2010,2.6453240264956435e-08,5.196172381261022e-09
2011,2.676780386234867e-08,5.35356059483405e-09
2012,4.05106063139371e-08,7.489355857703828e-09
2013,3.9326662593097694e-08,9.76193759161248e-09
2014,6.431371968318444e-08,2.7717698580786987e-08
2015,5.053791984899192e-08,2.8815479863331106e-09
2016,4.246247264916292e-08,7.871092333466834e-09
2017,6.439964828075517e-08,7.295272941298947e-09
2018,5.6792267333349855e-08,6.711813493875951e-09
2019,6.88766715883915e-08,1.02039510174734e-09
