year,en_ADP hommes_NOUN,en_ADP pommes_NOUN
1864,1.7452809970563976e-06,9.589455851610751e-08
1865,1.747180590427888e-06,9.084209895426909e-08
1866,1.7462684809288476e-06,8.563478931522539e-08
1867,1.688778411335079e-06,1.6693671511802677e-07
1868,1.939888534252532e-06,1.926550889930212e-07
1869,1.625723484721675e-06,1.533425022515189e-07
1870,2.0137979390710825e-06,8.314370703033092e-08
1871,1.948985982380691e-06,1.3064048376421056e-07
1872,1.7754988448359654e-06,7.438227367373429e-08
1873,1.7862237200461095e-06,1.2211448918719725e-07
1874,1.6943992022788734e-06,9.798358702184373e-08
1875,1.623197249500663e-06,4.8632980753637867e-08
1876,1.5665224282201962e-06,1.0822366669493988e-07
1877,1.5585736719003762e-06,1.2431480345131973e-07
1878,1.4360953173309099e-06,1.0689186780155069e-07
1879,1.5792605836395524e-06,1.2279744121546088e-07
1880,1.5049849935167003e-06,1.367001185581529e-07
1881,1.4711990843352396e-06,1.0458761656728655e-07
1882,1.591302634551539e-06,1.484150855546318e-07
1883,1.4957875009713462e-06,1.4787253743708817e-07
1884,1.6590064433330554e-06,9.506443809925713e-08
1885,1.6790880863482016e-06,9.668453815336875e-08
1886,1.5481859918509144e-06,1.1229027102599431e-07
1887,1.4977352975620306e-06,1.5473551040479094e-07
1888,1.4158592875901377e-06,1.2364198731518172e-07
1889,1.4760662452317774e-06,1.484837461873667e-07
1890,1.3836310017723008e-06,1.3567579582041134e-07
1891,1.4775441741221584e-06,9.752556850983751e-08
1892,1.4097884104558034e-06,1.2286283879170412e-07
1893,1.2969625231562532e-06,1.4410694948452374e-07
1894,1.6371399169656797e-06,2.079507908092637e-07
1895,1.688221345830243e-06,1.342150974803502e-07
1896,1.647629915169091e-06,1.2737583088284765e-07
1897,1.6676053746778052e-06,1.2702236018569124e-07
1898,1.5724568811492645e-06,1.4768305978130059e-07
1899,1.705810745988856e-06,1.3708394597244933e-07
1900,1.5417427903230418e-06,1.1731780458212882e-07
1901,1.474868213335867e-06,8.60665815838324e-08
1902,1.4077784271648852e-06,7.36542562496112e-08
1903,1.4359185342982528e-06,1.1718478321043335e-07
1904,1.6892446410565753e-06,7.685714020766454e-08
1905,1.5523563661190565e-06,1.2127783888260524e-07
1906,1.4995298442954663e-06,1.2088833356571627e-07
1907,1.354110622742155e-06,9.874259232489635e-08
1908,1.491097691541654e-06,1.1296195090437777e-07
1909,1.4946172086638398e-06,9.351671703683451e-08
1910,1.4071148370931041e-06,1.0421093765700107e-07
1911,1.5046017551867408e-06,1.2556083273107532e-07
1912,1.6128368542922544e-06,1.067931321152571e-07
1913,1.8141528244086658e-06,9.810530743337154e-08
1914,1.963485146916355e-06,1.3125618247844528e-07
1915,3.597844624891877e-06,3.322174814135437e-07
1916,3.661022446976858e-06,7.262712182765085e-07
1917,2.776698693196522e-06,8.827971523794886e-07
1918,2.980714725708822e-06,6.650612034420078e-07
1919,2.6831669401872205e-06,3.904127839904348e-07
1920,2.2209355847735424e-06,2.6654254581259806e-07
1921,1.639499828343105e-06,1.9159050457240312e-07
1922,1.597323034729925e-06,1.7854604028588739e-07
1923,1.5605443195454427e-06,1.358841310583614e-07
1924,1.4992958767834352e-06,1.3407289789491017e-07
1925,1.675022531344439e-06,1.7157157361502584e-07
1926,1.782267531780235e-06,1.3263904219407152e-07
1927,1.5107199260455673e-06,2.0514573695340488e-07
1928,1.2008769090243732e-06,1.2454384834548193e-07
1929,1.4794459275435656e-06,1.2031638618736906e-07
1930,1.3906770846006111e-06,2.0271955014639076e-07
1931,1.5191934608083102e-06,1.8704785098577759e-07
1932,1.6088599750219146e-06,1.4247398205657902e-07
1933,1.644892904550943e-06,1.961483269141695e-07
1934,1.5456238315891824e-06,1.6654397150261957e-07
1935,1.187253815260192e-06,1.4840672069027505e-07
1936,1.115473764912167e-06,1.9884531399227967e-07
1937,1.2578526593642891e-06,1.6998008989244084e-07
1938,1.2342884474492166e-06,1.6076865616554414e-07
1939,1.5263461818904034e-06,1.498816981637674e-07
1940,1.574721181896166e-06,4.5390513836451873e-07
1941,1.5406843658638536e-06,4.368223907036395e-07
1942,1.9085191524936818e-06,5.643634066743175e-07
1943,1.7738767610353534e-06,3.629043878738969e-07
1944,1.7286942011196516e-06,2.8918675809563865e-07
1945,2.254751734653837e-06,2.853840328498336e-07
1946,1.6788851553428685e-06,3.8979092575885943e-07
1947,1.6844190895426436e-06,2.4080159755079933e-07
1948,1.5459823998753564e-06,1.6525269397327236e-07
1949,1.6119527117552934e-06,2.3266309190361767e-07
1950,1.476188117521815e-06,2.1164369767845415e-07
1951,1.3177492519389489e-06,1.7484699577074991e-07
1952,1.2959563946424169e-06,1.9824232067033876e-07
1953,1.400597511747037e-06,1.335954544767759e-07
1954,1.3056107945885742e-06,2.1597305455145488e-07
1955,1.3468347788148094e-06,1.933435225254243e-07
1956,1.3761961099589826e-06,1.9448145849310094e-07
1957,1.1618074040598003e-06,2.73886181290095e-07
1958,1.3864280390407657e-06,1.4310981494292108e-07
1959,1.4439642654906493e-06,1.7594197909698295e-07
1960,1.3371050044952426e-06,1.5018207683015206e-07
1961,1.4076970273890765e-06,1.5077505072236264e-07
1962,1.6368589967896696e-06,1.47133389583054e-07
1963,1.5111166931092157e-06,1.4354638255831276e-07
1964,1.5276845033440623e-06,1.2046257402698046e-07
1965,1.4468082554230932e-06,1.75652596745568e-07
1966,1.7004960000122082e-06,8.807128637489114e-08
1967,1.6294759461743524e-06,1.0501615083091664e-07
1968,1.7157208276330493e-06,1.0644655812352966e-07
1969,1.749485136315343e-06,1.1172724542762857e-07
1970,1.6316275832650717e-06,1.0577067610650914e-07
1971,1.585709469509311e-06,1.0482330736749645e-07
1972,1.4261808019000455e-06,1.436441151581036e-07
1973,1.403110331921198e-06,1.113667152385922e-07
1974,1.441271479052375e-06,1.2826303602553324e-07
1975,1.4067376241655438e-06,1.2108337932303925e-07
1976,1.4318097782961559e-06,1.022721343169053e-07
1977,1.425707296220935e-06,7.228441784024042e-08
1978,1.3794052620141883e-06,1.0930688021382196e-07
1979,1.354731807623466e-06,1.2406184168867185e-07
1980,1.3041735655860975e-06,1.0460677601908941e-07
1981,1.2973702041563229e-06,1.2777609792458122e-07
1982,1.3911012501921505e-06,8.318053312805773e-08
1983,1.4045263014850207e-06,7.704685645038012e-08
1984,1.2833205573770101e-06,1.0264244743041218e-07
1985,1.2169473393441876e-06,7.218669906272623e-08
1986,1.203093233925756e-06,9.29145222983152e-08
1987,1.1903871381946374e-06,1.2710499674994935e-07
1988,1.2131027915529558e-06,1.1153590373513822e-07
1989,1.2644633216041257e-06,8.451708488621534e-08
1990,1.2531896800282993e-06,9.698598391061353e-08
1991,1.1722930821633781e-06,8.557739256120911e-08
1992,1.2325745046837255e-06,1.30585682767137e-07
1993,1.1759736935346154e-06,8.198026879568943e-08
1994,1.231167857440596e-06,8.070637824708626e-08
1995,1.1945659252887708e-06,7.64565563637909e-08
1996,1.1124584489152767e-06,1.1370136610011627e-07
1997,1.2639342230613693e-06,6.473107694304758e-08
1998,1.1867873581650201e-06,9.726983485336405e-08
1999,1.1210703405595268e-06,7.312321992358761e-08
2000,1.1447119732110878e-06,9.366227116114345e-08
2001,1.0839117976502166e-06,6.308944688893092e-08
2002,1.1518230849105748e-06,6.571832167345804e-08
2003,1.12381906092196e-06,4.4586075109709356e-08
2004,1.1364361398591427e-06,5.329797403419434e-08
2005,1.0813503195095109e-06,4.638862094452634e-08
2006,1.1110066679975716e-06,3.706101026068609e-08
2007,1.009005472951685e-06,3.035804391204877e-08
2008,1.0337063258702983e-06,4.214865353957542e-08
2009,9.951218089554459e-07,3.862235931073599e-08
2010,9.301148224949429e-07,2.6925620677520357e-08
2011,8.133588380587753e-07,3.976930784688193e-08
2012,8.497014505337575e-07,4.289358546127886e-08
2013,9.499759698883281e-07,3.346950094851309e-08
2014,1.0807736998685868e-06,4.027728195410418e-08
2015,9.504675517746364e-07,3.790344056675554e-08
2016,9.90721900961944e-07,5.634045066593707e-08
2017,7.358162861237361e-07,3.446387353278624e-08
2018,7.279735996235104e-07,4.233605283010533e-08
2019,8.27540418413264e-07,3.775461721033935e-08
