year,en_ADP anneaux_NOUN,en_ADP panneau_NOUN
1800,3.710113958277361e-07,1.2576657937302116e-08
1801,3.6193975461173977e-07,4.7623651688866175e-09
1802,3.177732992298843e-07,0.0
1803,7.937880468489311e-07,0.0
1804,4.004398590495839e-07,0.0
1805,1.8194417350514414e-07,3.695740957709859e-08
1806,2.305335300434308e-07,0.0
1807,1.4519470425966574e-07,0.0
1808,1.450287356874469e-07,0.0
1809,2.0557178004310117e-07,3.162642769893864e-08
1810,1.2870697219113936e-07,0.0
1811,1.504246114336638e-07,0.0
1812,1.226915742336132e-07,0.0
1813,5.7514832008109806e-08,0.0
1814,1.0698702368472368e-07,0.0
1815,1.6992508733437717e-07,0.0
1816,4.357095235718589e-07,1.1588019432906549e-08
1817,5.464625587592309e-07,0.0
1818,3.2067967481452797e-07,1.4305412854298538e-08
1819,2.2875821059642476e-07,0.0
1820,1.7206397728841694e-07,0.0
1821,1.0255947557880063e-07,0.0
1822,1.6341753905635414e-07,0.0
1823,1.4725203811849497e-07,9.882686891060644e-10
1824,1.364220310051678e-07,0.0
1825,1.7522832251870568e-07,8.805443041381977e-10
1826,1.6647089751131716e-07,0.0
1827,2.101538285614879e-07,0.0
1828,2.3389368664084031e-07,0.0
1829,2.1861599464045867e-07,1.1145129263923081e-08
1830,2.9327509309950983e-07,1.0436835840010872e-09
1831,2.354272083948672e-07,0.0
1832,2.2459748549863434e-07,0.0
1833,2.6989854973180627e-07,0.0
1834,2.2869600968533632e-07,9.334530925997342e-10
1835,2.2235478525090002e-07,6.806779140333674e-09
1836,2.4799567199806916e-07,6.720750067579218e-10
1837,1.8507989807403646e-07,6.957890930081589e-10
1838,1.7863418122487928e-07,6.312161904276081e-10
1839,2.1603658240110235e-07,1.3982950353153e-09
1840,1.490507202106528e-07,0.0
1841,1.6821837789393612e-07,0.0
1842,1.885022413716797e-07,5.366612043644636e-09
1843,1.624400596256237e-07,1.7720733769266417e-09
1844,1.4654457913820806e-07,0.0
1845,1.4062175068829674e-07,0.0
1846,1.6158423932211008e-07,5.854501328173001e-10
1847,2.1734690847097227e-07,0.0
1848,2.0515315668490075e-07,3.218088684420195e-09
1849,2.1535096550451271e-07,4.1897072478036534e-09
1850,1.4732121655924857e-07,0.0
1851,1.8122922540442232e-07,0.0
1852,2.9753192620773916e-07,1.3021090872200602e-09
1853,1.6363092925075762e-07,0.0
1854,2.1458093613091478e-07,5.195664454227256e-10
1855,1.645150575768639e-07,5.306937111981824e-10
1856,1.418549828713367e-07,5.177189232874468e-10
1857,1.332652033170234e-07,0.0
1858,2.1140679962172726e-07,7.829881631948865e-09
1859,1.5632971894774528e-07,5.092173349652285e-10
1860,2.1833167807017162e-07,1.8308735638683515e-09
1861,1.6175755490621668e-07,9.431927461278633e-10
1862,1.346359965737065e-07,9.035972525772706e-10
1863,1.0588595955596247e-07,4.994620828036034e-10
1864,1.5966443811521458e-07,4.794727948009836e-10
1865,1.6144475978308037e-07,4.706844247692743e-09
1866,1.6591739893101476e-07,4.865612912574591e-10
1867,1.4946658666303847e-07,2.91168689159349e-09
1868,1.709196482124753e-07,8.397785578040384e-09
1869,1.4259876479627565e-07,1.953407657850903e-09
1870,1.5309910850191955e-07,2.2936195165357276e-09
1871,1.667524855974989e-07,6.37270636261178e-09
1872,1.354603966774448e-07,4.23313739617015e-09
1873,2.681730109088676e-07,3.591602570907071e-09
1874,1.637042856827975e-07,2.3898436563030145e-09
1875,1.7393442419688654e-07,3.432916173551348e-09
1876,1.7231141669071803e-07,6.04601479992084e-10
1877,2.2945667410567694e-07,1.1751150275074451e-08
1878,1.9808210538485582e-07,2.4156354694326865e-09
1879,1.3868168480257737e-07,4.887460214320072e-09
1880,1.2514800573626417e-07,1.2835692508872398e-09
1881,1.65945678531898e-07,2.091752326904839e-09
1882,1.7437109534057527e-07,2.6621540527571597e-09
1883,1.4281705773555586e-07,4.423537092179686e-09
1884,2.1785599813028966e-07,6.601696966868076e-10
1885,1.9659188410514616e-07,1.9336907075562237e-09
1886,1.54883139202866e-07,1.5488312854472497e-08
1887,1.4755369193153456e-07,2.6115698492645834e-09
1888,1.1539918887137901e-07,1.268122939990235e-09
1889,1.7041172384324454e-07,5.012109394186837e-09
1890,1.4419650540276052e-07,4.588070479094597e-09
1891,1.5489354154851753e-07,1.9122659011827636e-09
1892,1.5483225013213087e-07,6.268512375839919e-09
1893,1.453386317962213e-07,1.2316833108982905e-09
1894,1.6131940583363757e-07,6.301539290376468e-09
1895,1.4203929765699286e-07,1.8055843487019274e-09
1896,1.5980948830929265e-07,1.179405795248556e-09
1897,2.0684832691131305e-07,6.992056378329892e-09
1898,2.687718563265662e-07,6.7900258748920805e-09
1899,1.591942577761074e-07,1.6582735185011188e-09
1900,1.4638770551300695e-07,5.710158568206225e-09
1901,1.3021761446907476e-07,3.353243460679778e-09
1902,1.487815950440563e-07,3.2407873384876495e-08
1903,1.3230540218955866e-07,1.1340462569009446e-08
1904,1.9294904518574185e-07,8.061937784020756e-09
1905,1.5121024432573904e-07,6.708986699521802e-09
1906,1.2809019267479016e-07,3.600929110447737e-09
1907,1.3371392526551062e-07,8.228549397415463e-09
1908,9.970119663194055e-08,1.964555629285769e-09
1909,1.6833010363370704e-07,6.60118004702781e-09
1910,1.6139334491072077e-07,5.344150788566537e-09
1911,1.7025197962539096e-07,1.2236860413850081e-08
1912,1.1096066998561582e-07,4.167536982180309e-09
1913,1.8507434162984282e-07,5.302989602995467e-09
1914,1.1451431447540017e-07,1.5402510655793122e-08
1915,1.3076645188903058e-07,1.1780761921542648e-09
1916,1.2415831918133335e-07,1.0987462051303964e-09
1917,1.2282394834528532e-07,6.57985488317081e-09
1918,1.274987795341076e-07,9.189101035644853e-09
1919,1.0312790266198135e-07,6.445493971884986e-09
1920,1.2191293308205786e-07,1.2115570768855832e-08
1921,1.0904756209129118e-07,6.058197943303867e-09
1922,1.313272548486566e-07,3.6889677978990676e-09
1923,1.1040586400667962e-07,1.0615948120573648e-09
1924,1.5856697643812367e-07,1.289162443462999e-09
1925,1.3417776756341482e-07,4.399271169575059e-09
1926,1.4267057224515156e-07,1.2260752413340015e-08
1927,1.371354727552898e-07,2.2298449753321847e-09
1928,1.771036437503426e-07,5.713020723163709e-09
1929,1.6153589399436896e-07,1.0026365515614089e-08
1930,1.344461253438567e-07,1.260432402894196e-08
1931,1.779235674348456e-07,7.983749661377715e-09
1932,2.6193291091658466e-07,9.863582839386709e-09
1933,1.307655423943288e-07,6.882397318719313e-09
1934,1.7852553924058157e-07,4.7926320689839486e-09
1935,1.2447014796634903e-07,8.377798899061872e-09
1936,1.43071630986924e-07,8.487299751891442e-09
