year,en_ADP anneaux_NOUN,en_ADP panneau_NOUN
1937,1.3472497073507839e-07,2.5182236296217297e-09
1938,2.2300169177924545e-07,1.4261735792331365e-08
1939,1.2388180437028495e-07,1.2235240376412548e-08
1940,2.0793419253095635e-07,5.0715658339584024e-09
1941,2.4792620934022125e-07,5.9030051957620344e-09
1942,2.306000936869168e-07,3.034211770724937e-09
1943,2.7290411708236206e-07,2.9032352077962287e-09
1944,1.799384250489311e-07,2.2492303131116387e-08
1945,1.8735134688085964e-07,1.742803235060819e-08
1946,1.4477947729574225e-07,4.1763312808029696e-09
1947,1.335137511659923e-07,4.7683483828109274e-09
1948,2.6527405339038523e-07,1.0871888278529696e-08
1949,1.2762110657149606e-07,1.9634016634739737e-09
1950,1.031630034731279e-07,5.317680518146517e-09
1951,1.194077015043149e-07,8.529121409139861e-09
1952,1.9718783050848288e-07,1.1599284199803606e-08
1953,1.3898237227749632e-07,1.1851209791302608e-08
1954,1.358382490934673e-07,1.2704297169818801e-08
1955,1.267057001541616e-07,4.6928039232341234e-09
1956,1.4477095078291313e-07,6.976913269340912e-09
1957,1.9613783308614074e-07,1.3252556385623393e-08
1958,2.5809399062382e-07,1.1581140491045971e-08
1959,1.5036451372907322e-07,9.300897829689347e-09
1960,1.5641083450645965e-07,1.2457499920515147e-08
1961,1.2228760226662416e-07,1.528595028332802e-08
1962,1.5220695104289916e-07,1.3952304034337004e-08
1963,1.3708033463899483e-07,2.5864213881732212e-08
1964,1.539244038895049e-07,1.0951143103454797e-08
1965,1.1108247832680718e-07,2.134096988015699e-08
1966,1.4401594228274917e-07,1.6617224929404983e-08
1967,1.3065388770883146e-07,1.232583901611406e-08
1968,1.2036994689879066e-07,8.084548142051062e-09
1969,1.185398801339943e-07,1.4533624970169967e-08
1970,1.3520251229692803e-07,5.058597540852361e-09
1971,9.55741938923893e-08,1.2845993824228685e-08
1972,1.205584538865878e-07,1.1799337507056862e-08
1973,1.1798255883377351e-07,9.372446430067072e-09
1974,1.3895161998789263e-07,1.912694452821384e-08
1975,8.967023745753977e-08,1.5420996035686585e-08
1976,8.798831174772204e-08,1.8283285996290033e-08
1977,7.992423434188822e-08,3.114694280270669e-08
1978,9.683164137186395e-08,2.198018833610149e-08
1979,8.48536103603692e-08,2.2237498953359136e-08
1980,1.0176420062180114e-07,1.762396628635088e-08
1981,9.551579438493718e-08,1.771153890217647e-08
1982,7.759378206628753e-08,1.0552754226011984e-08
1983,9.662433342327859e-08,1.0736036948344463e-08
1984,6.842829947117934e-08,1.1018116474748041e-08
1985,9.203803585933201e-08,1.5038895129215746e-08
1986,1.0070735356748628e-07,1.9182353483415682e-08
1987,8.49403534175508e-08,2.0165694891716157e-08
1988,7.25583007010755e-08,1.679035044332977e-08
1989,7.738252350009134e-08,1.0427432250992297e-08
1990,6.592867407562153e-08,1.5801088049105516e-08
1991,7.795748757644105e-08,2.8135033858234237e-08
1992,6.391535123384529e-08,1.2672871252394913e-08
1993,5.483815357365529e-08,2.1048988330107932e-08
1994,6.382661155157621e-08,2.004472143823932e-08
1995,9.76041150124729e-08,1.138714633697191e-08
1996,6.725996115619637e-08,1.4946657245218375e-08
1997,5.082588216964723e-08,1.4864173003559245e-08
1998,2.9276313284753996e-07,1.2397135762398648e-08
1999,6.215473291604212e-08,1.6452723627935484e-08
2000,5.169096795043515e-08,2.960081080249921e-08
2001,6.834690680079802e-08,1.1829271784336015e-08
2002,6.703268695673614e-08,9.63868718173444e-09
2003,6.208715319644398e-08,1.91678459771083e-08
2004,7.532192825010497e-08,6.342899738775998e-08
2005,5.6747243348809207e-08,2.206837301788056e-08
2006,8.359316439054965e-08,2.0177660431386357e-08
2007,5.072988784604604e-08,2.0371844655642235e-08
2008,1.2559446815885167e-07,3.1079309792403365e-08
2009,7.77215376501772e-08,2.3840961871357536e-08
2010,7.747020447368413e-08,2.3618964561933353e-08
2011,7.074348218338855e-08,2.2943832583832702e-08
2012,5.8893572685292384e-08,2.4170194734551842e-08
2013,5.550358750383566e-08,1.5340187786705428e-08
2014,6.214827408257406e-08,2.1870995681183558e-08
2015,7.336864626950046e-08,1.1747849804066846e-08
2016,1.2241619629094203e-07,9.942432654952427e-09
2017,6.691526266422443e-08,8.049956534694758e-09
2018,5.524338675400031e-08,9.293280478495092e-09
2019,5.5866632209244926e-08,2.219359274135968e-08
