year,en_PRON aie_VERB,en_PRON paie_VERB
1800,3.144164395507687e-08,1.4148740490327327e-07
1801,9.048493865293494e-08,1.6906396638205479e-07
1802,4.4756802708434407e-08,1.1636768704192946e-07
1803,6.436119548425268e-08,1.2677205063482688e-07
1804,1.6808586167371686e-07,2.71903616066993e-07
1805,1.1655798459742073e-07,7.960057502032214e-08
1806,1.3255677799861587e-07,1.2967511509032192e-07
1807,7.971474502710407e-08,1.8789903322158352e-07
1808,9.517511045942229e-08,1.835519896076221e-07
1809,5.873479480555943e-08,1.355418248749629e-07
1810,9.594519667643908e-08,8.424456154898508e-08
1811,5.264861258069686e-08,1.8803075363393873e-07
1812,3.7340914360584065e-08,8.801787032552966e-08
1813,4.3136125782439194e-08,8.91479885467561e-08
1814,1.2901375612273114e-07,1.0698702368472368e-07
1815,1.3216394734172354e-07,3.776112933451259e-08
1816,1.668674798338543e-07,9.270415546325239e-08
1817,1.4323235575375293e-07,1.1520863552050287e-07
1818,5.126106117359086e-08,9.179306914575136e-08
1819,8.9019032145643e-08,1.2214239575314423e-07
1820,7.95054262425765e-08,1.8393045309039735e-07
1821,1.2425475404143072e-07,1.410192851380998e-07
1822,1.0426640528748976e-07,1.6241497746705136e-07
1823,1.2551012673611694e-07,1.4329896202980308e-07
1824,1.2379035752019263e-07,1.4063257935958973e-07
1825,1.215151144151605e-07,1.2679838334861415e-07
1826,7.04638765114396e-08,1.8408687196824758e-07
1827,7.650336897313537e-08,2.6453574264451163e-07
1828,6.604057034564903e-08,2.1646630443683534e-07
1829,8.401712392469562e-08,1.928964650232956e-07
1830,5.322786122974321e-08,1.5237780814914004e-07
1831,8.263339168479433e-08,1.808579952466971e-07
1832,7.712082350508354e-08,1.6235962618793565e-07
1833,5.09679658478035e-08,1.5406226339109708e-07
1834,4.1071935186209885e-08,2.0349277463083126e-07
1835,7.411826175030001e-08,1.973965879642492e-07
1836,6.25029770162655e-08,1.4449612706357584e-07
1837,6.331680424409569e-08,1.551609614125482e-07
1838,4.7341213615936795e-08,9.468242723187359e-08
1839,6.222413162504381e-08,1.447235291607285e-07
1840,5.6690229399691816e-08,1.356743695168916e-07
1841,5.072233477676491e-08,1.0337083011791037e-07
1842,6.305769062464606e-08,1.1873628835701311e-07
1843,4.371114314949409e-08,6.792947715439368e-08
1844,5.0494762149355665e-08,9.385439625475556e-08
1845,5.245414413934668e-08,5.636030309119633e-08
1846,4.507965911670908e-08,8.489026726010707e-08
1847,5.501087940729121e-08,1.0732514965638984e-07
1848,4.183515400768556e-08,1.198738033281188e-07
1849,3.6869426622843093e-08,5.027649052635752e-08
1850,5.2275268558332755e-08,6.245876704724651e-08
1851,4.6435957301582675e-08,4.385618268543112e-08
1852,4.492276417522589e-08,1.1914298170268012e-07
1853,4.478948767427937e-08,6.330247970254277e-08
1854,4.624141425324524e-08,8.624802916301633e-08
1855,6.315255518529739e-08,3.237231638308913e-08
1856,4.970101485923806e-08,7.299836823904116e-08
1857,6.638852312335075e-08,7.615154373752375e-08
1858,4.991549573674092e-08,5.0894229275399994e-08
1859,6.568903643255908e-08,4.430190969628711e-08
1860,5.446849016266242e-08,4.622955884769908e-08
1861,6.319391587794598e-08,3.301174444914068e-08
1862,6.23482137029896e-08,6.23482137029896e-08
1863,6.293222298836554e-08,6.343168479361339e-08
1864,9.54150891629979e-08,4.17141343689309e-08
1865,6.542513375507042e-08,5.554076309977063e-08
1866,6.373952743388145e-08,3.795178216137174e-08
1867,4.464586567110018e-08,5.241036404868282e-08
1868,6.57003269566303e-08,3.803702952609456e-08
1869,6.299739396808945e-08,5.323035878745941e-08
1870,5.160643823387545e-08,3.4404294524392753e-08
1871,4.248470730772169e-08,4.885741589077952e-08
1872,5.019291648977742e-08,4.051717183983783e-08
1873,5.447263973223926e-08,4.968383748860106e-08
1874,5.675878611555163e-08,6.034355237716227e-08
1875,8.181783783811625e-08,3.4901315615343265e-08
1876,6.590155976482492e-08,4.474050996350343e-08
1877,7.978412952525105e-08,4.7004601100297805e-08
1878,5.3747889694477635e-08,7.18651520514868e-08
1879,7.331190232662266e-08,4.948553566919145e-08
1880,6.161132404258751e-08,7.059630746653056e-08
1881,5.299105865219644e-08,5.9266312746331096e-08
1882,7.387477296560974e-08,6.322616030729478e-08
1883,5.750598575104959e-08,4.676310894069502e-08
1884,5.6114423330200225e-08,7.12983307948889e-08
1885,6.316722789279083e-08,5.994441210077639e-08
1886,5.162771188338411e-08,7.615087582735214e-08
1887,6.006610675513002e-08,4.570247114088488e-08
1888,4.9456794215529953e-08,7.291706793921549e-08
1889,5.325366103647866e-08,8.959145247899869e-08
1890,6.226667181863377e-08,5.177965434199905e-08
1891,5.16311828846483e-08,8.732681777701146e-08
1892,6.769993632360638e-08,6.017771880806322e-08
1893,4.310891554837326e-08,5.973664229941278e-08
1894,3.843938856107343e-08,6.490585491292222e-08
1895,3.4306101071024386e-08,5.1760085995056215e-08
1896,2.7126333179694484e-08,4.8945342001616154e-08
1897,6.292850684985751e-08,4.0204323425996336e-08
1898,5.092519472782442e-08,5.771521927044887e-08
1899,3.703477347016815e-08,4.5878898902174114e-08
1900,4.152842336679896e-08,7.423206227485935e-08
1901,3.1855812210324075e-08,6.203499935963919e-08
1902,3.093478895266344e-08,6.186957790532688e-08
1903,3.7801541452608944e-08,5.94024243127933e-08
1904,5.697102523072317e-08,7.309490257512152e-08
1905,4.69629064525634e-08,7.121847289681682e-08
1906,3.395161840558103e-08,6.378788697247728e-08
1907,4.371417006154843e-08,3.959989314239465e-08
1908,3.732655784460803e-08,7.661766687760974e-08
1909,3.355599886845084e-08,5.831042670934039e-08
1910,2.51175080734356e-08,4.9700602744451317e-08
1911,2.8730021028877673e-08,5.3203741856577835e-08
1912,2.8651816919023076e-08,4.948950049765699e-08
1913,3.553003224965323e-08,5.992378504515727e-08
1914,2.8126324380650658e-08,5.424362470307642e-08
1915,2.709575319670421e-08,1.767114277129167e-08
1916,2.307367097387214e-08,5.7134801778602196e-08
1917,3.070598708632133e-08,4.605898240583883e-08
1918,3.675640414257941e-08,3.2161853624756986e-08
1919,2.6702760891339494e-08,4.235610262526279e-08
1920,4.770506123463747e-08,2.8774479687854182e-08
1921,4.1650110915725236e-08,5.14946840723951e-08
1922,2.951174238319254e-08,3.32007097370024e-08
1923,4.458698299458774e-08,3.8217415010421973e-08
1924,1.675911143195208e-08,4.2542360745301266e-08
1925,2.969508017258704e-08,4.7292164850887275e-08
1926,4.904300965336006e-08,2.452150482668003e-08
1927,5.9090890403012963e-08,2.8987985345452216e-08
1928,2.8565102283550914e-08,5.827281057690925e-08
1929,4.567566591617833e-08,3.676334259239411e-08
1930,4.411513643276521e-08,4.096405348263943e-08
1931,3.649714130915527e-08,4.334035708097872e-08
1932,2.301502632917618e-08,5.150982218538047e-08
1933,2.2941325283909464e-08,4.3588517684156614e-08
1934,2.3963160344919743e-08,3.5944740517379614e-08
1935,5.864459140525469e-08,4.787313656606784e-08
1936,2.9099314957647948e-08,4.243650053581405e-08
1937,3.5255130370615007e-08,5.288269733227935e-08
1938,1.9447821131279852e-08,4.019216603978748e-08
1939,2.9058696782158222e-08,3.976452944698394e-08
1940,1.2678914806940611e-08,3.0429394115571995e-08
1941,2.6563522936839945e-08,2.066051862925633e-08
1942,4.5513175450651033e-08,3.034211815133858e-08
1943,1.4516175816936538e-08,7.548411673496958e-08
1944,3.213186161588055e-08,1.927911696952833e-08
1945,2.178504132643866e-08,3.0499055725385915e-08
1946,2.9234318077442367e-08,3.6194869323935563e-08
1947,4.887557025767819e-08,2.0265479960812627e-08
1948,2.6092530802657166e-08,2.6092530802657166e-08
1949,4.0249734212238764e-08,4.22131343214005e-08
1950,1.808011518278363e-08,2.5524867552917385e-08
1951,7.356366893418453e-08,3.4116485636559446e-08
1952,2.4253049346611988e-08,3.4797853487589236e-08
1953,3.016671712430252e-08,2.9089333608567358e-08
1954,2.7363100230104465e-08,2.34540866728139e-08
1955,2.7218263198847126e-08,4.035811329572425e-08
1956,2.7907653077363648e-08,2.52913103793162e-08
1957,1.0602045463770082e-08,3.0922631566454584e-08
1958,3.22617488279775e-08,2.5643954515430778e-08
1959,4.2629114460623896e-08,2.1702094343822864e-08
1960,3.252791813679323e-08,2.6991250123842292e-08
1961,3.057190056665604e-08,3.126671543896009e-08
1962,3.7417542841922113e-08,2.663621678777872e-08
1963,2.198458126656533e-08,2.3277792138287623e-08
1964,3.9545792418493875e-08,2.6769461314302134e-08
1965,2.681301225493371e-08,2.0793764932136583e-08
1966,2.6033651678858405e-08,4.043524626240469e-08
1967,3.007504645324843e-08,5.127548874384047e-08
1968,3.458390196442451e-08,4.4015873612579526e-08
1969,2.3162964879475112e-08,4.3146698658347304e-08
1970,2.575285940054073e-08,4.2768142805016396e-08
1971,3.3913423180820246e-08,2.4664307929356255e-08
1972,4.360624927812751e-08,3.33459553303328e-08
1973,1.7642252103655665e-08,4.134902908958793e-08
1974,1.518904291231138e-08,5.1755257857166725e-08
1975,3.3126585918807905e-08,4.0551508817543436e-08
1976,2.742492810625663e-08,3.828062844490887e-08
1977,1.880570188461661e-08,4.348818549715361e-08
1978,1.841583241457556e-08,4.81187889533885e-08
1979,1.8141117053005473e-08,4.7400984470868934e-08
1980,2.38776323158163e-08,3.2973872521324665e-08
1981,2.1506869174459098e-08,3.0362638625547334e-08
1982,2.3588508923921836e-08,3.47620137119975e-08
1983,1.705135410645653e-08,4.357568172963511e-08
1984,1.681712546997005e-08,5.3930779841948606e-08
1985,1.6843562988810845e-08,3.128090142467954e-08
1986,2.038125046510686e-08,3.7765257587807355e-08
1987,1.2221633483022742e-08,3.849814689260711e-08
1988,2.0388283061834045e-08,4.497415417858974e-08
1989,2.9635859988275115e-08,6.530865448439727e-08
1990,1.689081763345257e-08,4.9582723704588716e-08
1991,1.992898113201136e-08,4.7477868747591856e-08
1992,3.361066092111287e-08,5.840540850954312e-08
1993,1.938722604677423e-08,5.428423222042511e-08
1994,2.4264663167627987e-08,4.483687732204089e-08
1995,1.843633334885908e-08,4.5006341764519675e-08
1996,2.028474987980644e-08,5.231330391097799e-08
1997,2.109753616252874e-08,4.842843281949172e-08
1998,1.859570453177639e-08,5.435667205233585e-08
1999,1.8737825513426287e-08,5.484241327735617e-08
2000,2.164835422036049e-08,3.6227859823156905e-08
2001,2.190605918883648e-08,5.345078335494691e-08
2002,2.716357272447567e-08,4.2497848795619575e-08
2003,1.3750845795357236e-08,5.083645859826902e-08
2004,1.9381081628466745e-08,4.096455796798182e-08
2005,2.477062288619436e-08,5.809836878256647e-08
2006,2.0589450144825605e-08,4.8591100920702957e-08
2007,2.157018919035636e-08,5.752050569185485e-08
2008,1.8732734474724566e-08,4.640609319039868e-08
2009,1.8595951445377068e-08,5.769512867459525e-08
2010,1.9367551118421034e-08,6.140930963738356e-08
2011,1.2236710311697152e-08,5.162362270993981e-08
2012,2.5872321174347235e-08,5.3787193365906205e-08
2013,3.095928846619245e-08,5.35512008070782e-08
2014,2.5119163638009923e-08,6.36640891116258e-08
2015,3.347028965094978e-08,6.694057930189956e-08
2016,3.7076986814099655e-08,6.048313139217498e-08
2017,2.1131135952145996e-08,6.993399637167386e-08
2018,2.917057351226049e-08,6.995774981533032e-08
2019,2.8571061960747102e-08,5.918291634543493e-08
