year,en_ADP artisans_NOUN,en_ADP partisans_NOUN
1880,1.7969970400599777e-08,1.8611753915820373e-08
1881,9.761510710859511e-09,1.8128519130300447e-08
1882,1.1314154946262533e-08,4.3925542314582344e-08
1883,2.464542170343975e-08,3.6652167523243406e-08
1884,5.941527270181268e-09,2.8387297845711146e-08
1885,1.6758653131887513e-08,3.867381437316908e-08
1886,7.744156427236248e-09,2.3877817056927597e-08
1887,1.3710741875172516e-08,3.133883907935342e-08
1888,8.242799331981132e-09,3.233713385952797e-08
1889,5.012109394186837e-09,1.6915869593958632e-08
1890,1.1797895993481688e-08,3.342736931699619e-08
1891,1.0198752065093686e-08,3.4420789774003424e-08
1892,1.6298132621272998e-08,1.9432388143059143e-08
1893,7.390100087434348e-09,2.9560400349737392e-08
1894,1.764431090123253e-08,3.465846631911518e-08
1895,1.0833506536300774e-08,7.583454220139174e-08
1896,2.358811590497112e-09,2.181900704556483e-08
1897,1.1653426668090106e-08,1.9228155068162778e-08
1898,8.487532454637403e-09,1.9804241802034994e-08
1899,1.2160672469008205e-08,2.7085134135518274e-08
1900,2.0245106924221545e-08,3.010810800674335e-08
1901,8.941982265753268e-09,3.4650181390816215e-08
1902,3.437198747846537e-09,2.7988617645746672e-08
1903,1.1880484152015924e-08,3.132127801563911e-08
1904,1.666133897515465e-08,3.9772224624812225e-08
1905,8.257214467732865e-09,3.096455358786443e-08
1906,2.572092316910357e-09,4.629766081620801e-08
1907,1.3885677496716653e-08,4.217131532868734e-08
1908,1.1296195090437777e-08,3.732655784460803e-08
1909,1.265226234892225e-08,4.0707277548790444e-08
1910,1.6566866989364826e-08,5.985448581213859e-08
1911,1.5961122423746588e-09,3.8838731342139e-08
1912,1.2502610502451716e-08,3.021464323182954e-08
1913,1.0605979205990934e-08,4.719660751106858e-08
1914,1.5402511266415786e-08,4.7546880210802556e-08
1915,1.0602685840410686e-08,4.358881966481931e-08
1916,1.4283700444650549e-08,3.955486249651585e-08
1917,3.289927263949721e-08,5.15421945124217e-08
1918,1.1486376294556067e-09,5.398596769623509e-08
1919,1.6574126959767455e-08,4.4197673076951105e-08
1920,1.9687803387569147e-08,4.0132828615924154e-08
1921,1.6660044011018726e-08,4.619375815195781e-08
1922,1.8444838545406128e-08,3.024953443286904e-08
1923,1.0615948120573648e-08,2.1231896241147297e-08
1924,1.2891624656674594e-08,2.707241186783449e-08
1925,1.8696901804560184e-08,5.389107116116065e-08
1926,1.2260752413340015e-08,5.238685218955652e-08
1927,1.3379070296082318e-08,5.1286434654684854e-08
1928,5.713020723163709e-09,3.5420729460611255e-08
1929,1.6710609784809094e-08,5.124586976990031e-08
1930,1.2604324695075775e-08,4.8316575629314684e-08
1931,1.8248570654577634e-08,5.47457119637329e-08
1932,1.753525857850491e-08,5.698959171240858e-08
1933,1.1470662641954732e-08,4.473558234963093e-08
1934,1.5576054224197833e-08,5.6313425034204556e-08
1935,1.3165112555668657e-08,4.188899538348778e-08
1936,1.8187071404440758e-08,6.66859278908305e-08
1937,1.510934133364117e-08,6.1696475484041e-08
1938,6.482607339819424e-09,7.390172385157712e-08
1939,7.647025235257843e-09,7.647025057622159e-08
1940,5.0715658339584024e-09,5.325144059042941e-08
1941,2.6563522936839945e-08,5.9030050181263505e-08
1942,3.3376331032286544e-08,4.8547388331598995e-08
1943,1.7419411690866582e-08,4.064529335323641e-08
1944,9.639558484764166e-09,8.675602458652065e-08
1945,1.089252066321933e-08,5.446259976338297e-08
1946,2.0881657292193267e-08,5.986074569364064e-08
1947,1.6689218895749036e-08,4.7683485604466114e-08
1948,3.261566305923225e-08,4.1313175103141475e-08
1949,8.835307596655184e-09,5.5956945743673714e-08
1950,1.4889506516624351e-08,5.530387880980925e-08
1951,2.1322803078760444e-08,6.503454841322309e-08
1952,1.7926167217297007e-08,5.799642011083961e-08
1953,1.4005975934594517e-08,4.201792691560513e-08
1954,1.9545073115523337e-08,3.713563856422297e-08
1955,1.1262729415761896e-08,4.786659957289885e-08
1956,2.0058624983221307e-08,4.534993536253751e-08
1957,1.8553580005686854e-08,3.975766915687018e-08
1958,1.9853384713997002e-08,4.715178647529683e-08
1959,1.7826719656000023e-08,5.115493451057773e-08
1960,1.5225833038812198e-08,3.944875004435744e-08
1961,2.223410966450956e-08,2.779263752472616e-08
1962,1.331810839388936e-08,4.3759499135376245e-08
1963,1.939815952312074e-08,5.237503231114715e-08
1964,1.6426714211092985e-08,4.319617374903828e-08
1965,1.3132904541635071e-08,4.487075599968193e-08
1966,1.2185964237687585e-08,5.095948907296588e-08
1967,1.5284040699725665e-08,5.571279260152551e-08
1968,1.7965662735264232e-08,4.760900651490374e-08
1969,1.2716921737876419e-08,4.9505160859553143e-08
1970,1.8854771965948203e-08,4.184839852428013e-08
1971,1.3359833239690033e-08,5.652237078379585e-08
1972,2.3598675014113724e-08,3.5398013409349005e-08
1973,1.6539610570021068e-08,3.473318344049403e-08
1974,1.8564387360697765e-08,2.3627400480563665e-08
1975,1.8276736568623164e-08,2.9699696924012642e-08
1976,1.5997875024709174e-08,4.8564977817022736e-08
1977,1.8218024422367307e-08,3.526069036752233e-08
1978,1.9603952239322098e-08,5.524750079644036e-08
1979,1.521513048885481e-08,3.2185852205657284e-08
1980,1.9329512213062117e-08,5.173487238607777e-08
1981,1.5813874654213578e-08,3.7320742052315836e-08
1982,1.6139505731871395e-08,4.221101690404794e-08
1983,1.9577479193344516e-08,4.4207212113178684e-08
1984,1.797692661398287e-08,3.479405208395292e-08
1985,2.5265343595037848e-08,4.1507352221969995e-08
1986,1.7983456501724504e-08,4.076250093021372e-08
1987,1.649920555735207e-08,4.3386798154188e-08
1988,2.5185526553173077e-08,4.137622156008547e-08
1989,2.030605195102453e-08,3.1831110192115375e-08
1990,1.3621627381610324e-08,5.2307051134903304e-08
1991,2.4032006606944378e-08,2.7548885839223658e-08
1992,2.0386792698445788e-08,2.8651710337612712e-08
1993,1.772546376344053e-08,3.323524566667402e-08
1994,1.8989736005892155e-08,4.0616935592652226e-08
1995,2.114755837112625e-08,2.6027763055935793e-08
1996,1.5480466686312866e-08,3.5231408901381656e-08
1997,1.5343662340683295e-08,3.308477047880842e-08
1998,1.5734826774860267e-08,3.814503202193009e-08
1999,2.2851006420410158e-08,2.833524703760304e-08
2000,2.1206551181762734e-08,2.6066386382694873e-08
2001,2.2782300490575835e-08,2.4096664219541708e-08
2002,1.752488643091965e-08,2.6287329646379476e-08
2003,1.7084383685528337e-08,4.041915246943972e-08
2004,2.2904915297772277e-08,3.03930605127789e-08
2005,1.3961623857028371e-08,2.7923247714056743e-08
2006,1.976587071794711e-08,2.8825230202755847e-08
2007,2.157018919035636e-08,2.995859560428471e-08
2008,1.575252639440805e-08,2.682186917013496e-08
2009,1.192048149079028e-08,2.4794601927169424e-08
2010,1.0392344762522043e-08,1.747803501928047e-08
2011,8.795135286732148e-09,2.562061141020422e-08
2012,1.0212757750593937e-08,1.974466634635519e-08
2013,1.6455837581474952e-08,2.2312999448104165e-08
2014,1.2559581819004961e-08,3.594638897652658e-08
2015,1.1304534197620342e-08,1.662431614590787e-08
2016,9.528164035543796e-09,2.050626690675017e-08
2017,9.810884549210641e-09,1.635147306444651e-08
2018,1.0842160058643913e-08,1.652138692520566e-08
2019,9.183556137770665e-09,2.5509876877549686e-08
