year,en_ADP achats_NOUN,en_ADP pacha_NOUN
1800,5.345079756580162e-08,0.0
1801,3.095537337571841e-08,0.0
1802,1.0294064622939914e-07,2.2378401354217203e-09
1803,6.241085515057421e-08,0.0
1804,5.9324420931261557e-08,0.0
1805,3.695740957709859e-08,8.528632911009026e-09
1806,4.8988376022407465e-08,0.0
1807,9.11025637151397e-08,0.0
1808,2.243413206315381e-07,0.0
1809,7.00299480627109e-08,0.0
1810,6.31834211617388e-08,0.0
1811,8.524060746140094e-08,2.0056614147279106e-08
1812,1.5469807124190993e-07,2.6672082320544632e-09
1813,7.476928232108548e-08,0.0
1814,1.0384034254684593e-07,0.0
1815,1.4565007688815967e-07,2.697223555614414e-09
1816,1.3442102897442965e-07,2.3176038865813098e-09
1817,1.7748356384572617e-07,4.670620334934483e-09
1818,1.418620172444207e-07,0.0
1819,1.78038064291286e-07,1.035105001712111e-09
1820,1.1391821885808895e-07,1.1866481131050932e-09
1821,1.1932401378089708e-07,0.0
1822,1.1729970594842598e-07,2.0051231786055723e-09
1823,1.1958050871729853e-07,9.882686891060644e-10
1824,8.168479581627253e-08,1.0947446504872005e-08
1825,5.371320099811783e-08,9.68598712347557e-09
1826,1.6647090261834308e-07,1.4973572604048968e-08
1827,1.97249647726494e-07,0.0
1828,1.6234973543305387e-07,0.0
1829,1.6717693540613254e-07,7.715858452161939e-09
1830,8.975678467137982e-08,2.0873671680021744e-09
1831,1.0134284167406804e-07,0.0
1832,1.27181706943702e-07,0.0
1833,1.2510318470049242e-07,0.0
1834,1.6055393814440322e-07,2.8003592777992026e-09
1835,1.013453783116347e-07,5.294161553592858e-09
1836,1.4180783125539165e-07,1.3441500135158435e-09
1837,1.5655254514967964e-07,3.478945576063097e-09
1838,1.6159134474946768e-07,6.312161904276081e-10
1839,1.5381245654921827e-07,6.9914751765765e-10
1840,1.5478343984298704e-07,1.7835128929277744e-08
1841,1.9390057248713788e-07,9.630822361827995e-09
1842,1.5563175281840813e-07,7.379091560011375e-09
1843,1.6657489476656906e-07,4.134837805480629e-09
1844,2.2777529290474163e-07,2.305195678786731e-08
1845,2.3269550997184751e-07,3.9061593959388574e-09
1846,5.333450996403144e-07,5.854501328173001e-09
1847,1.9253808325458976e-07,1.5640349459999925e-08
1848,3.3709480096177913e-07,1.6090443422100975e-09
1849,2.48030678218214e-07,3.016589289472904e-08
1850,1.9959648778211658e-07,9.504594444820214e-09
1851,1.6833035787477968e-07,7.739326512989919e-09
1852,2.539112782251607e-07,9.114764054629632e-09
1853,2.460435872819744e-07,5.3747388761848924e-09
1854,2.0055265004259581e-07,1.1430461910322265e-08
1855,2.3403592308568477e-07,4.2455496895854594e-09
1856,2.309026361224653e-07,7.765783571755946e-09
1857,1.8354474828896628e-07,1.5620829185714058e-08
1858,1.7959790543642384e-07,8.31924928945682e-09
1859,1.5887580362416998e-07,9.165912029374113e-09
1860,2.2473972971503997e-07,5.950338888283113e-09
1861,1.9524089900357922e-07,1.414789119191795e-09
1862,2.0240577969232731e-07,1.626475132354699e-08
1863,2.522283581996021e-07,1.4983862484108101e-09
1864,2.1144750927959421e-07,1.5822602561499366e-08
1865,1.9015651120390942e-07,1.0355057755706554e-08
1866,2.019229423666502e-07,7.298419313350735e-09
1867,2.576842828005965e-07,3.396968040192405e-09
1868,1.8573927018650238e-07,3.951899252285784e-09
1869,1.5724931090588257e-07,1.90457244420017e-08
1870,2.00691709473233e-07,6.880858549607183e-09
1871,2.124235471967495e-07,4.248470908407853e-09
1872,1.8262965117976648e-07,4.8378714367913744e-09
1873,3.5975886092387555e-07,4.788803575905831e-09
1874,6.476476572814249e-07,7.766991494406739e-09
1875,3.4443594643107645e-07,7.437985338754061e-09
1876,4.226164418419387e-07,7.859819017852487e-09
1877,4.106717849117203e-07,8.658742500777805e-09
1878,3.502671378496913e-07,9.662541877730746e-09
1879,3.1646306286603476e-07,3.665595160740054e-09
1880,2.5607207465583315e-07,4.492492600149944e-09
1881,2.2312023828519045e-07,7.669758217421219e-09
1882,1.6505355260321153e-07,9.317538740560849e-09
1883,1.5671960795771156e-07,2.5277355764075082e-09
1884,2.1851617137969015e-07,5.941527270181268e-09
1885,2.152842262237442e-07,7.090199150017185e-09
1886,2.0328411776127098e-07,9.680196200179125e-09
1887,2.0304955861139007e-07,2.154545164501087e-08
1888,1.9529093875370052e-07,2.53624587998047e-09
1889,2.004843775438303e-07,6.891650361495749e-09
1890,2.1498388191876217e-07,7.865263662587552e-09
1891,2.9385153199612546e-07,3.1871101313640793e-09
1892,3.1467931282946893e-07,6.268512375839919e-09
1893,2.7712874883789596e-07,6.158416665513755e-09
1894,2.0984126281042847e-07,8.822155006527055e-09
1895,1.823640207732069e-07,6.018614495673091e-09
1896,2.4118848651610847e-07,7.076434549446731e-09
1897,1.9053353461639944e-07,1.3401440734917003e-08
1898,2.382167479941799e-07,6.790025985914383e-09
1899,1.7909354177447767e-07,6.080336234504102e-09
1900,1.8116775679644093e-07,6.748368974740515e-09
1901,1.8945825180916032e-07,8.941982265753268e-09
1902,1.915010727771005e-07,1.4730852093691738e-09
1903,2.5597043462610714e-07,4.320176216765503e-09
1904,2.7571827221350986e-07,2.6873125946735854e-09
1905,2.539093570952389e-07,2.0643036169332163e-09
1906,2.572092350217048e-07,5.658603086100555e-09
1907,2.4068506832009007e-07,8.742833568220476e-09
1908,3.0450613253130143e-07,5.40252820258047e-09
1909,4.142240563886901e-07,7.701377036095636e-09
1910,4.6654435648108006e-07,8.016226127338655e-09
1911,3.5965729283660153e-07,7.980561100850991e-09
1912,3.3184014114340243e-07,2.083768435579003e-09
1913,3.55830600151652e-07,2.121195885607108e-09
1914,3.9376851646011346e-07,8.705766774141921e-09
1915,5.159973779367277e-07,1.1780761921542648e-09
1916,5.823355135881059e-07,1.0987462051303964e-09
1917,4.265939139713737e-07,0.0
1918,6.822907634429498e-07,5.743188147278033e-09
1919,5.036693334070641e-07,3.6831394045755417e-09
1920,3.3469264115737474e-07,2.2716695191604686e-09
1921,3.9832650600146735e-07,1.5145494858259667e-09
1922,3.2241578651337477e-07,9.591316130208583e-09
1923,3.131704628955845e-07,8.492758496458919e-09
1924,2.3591673281586623e-07,5.156649773851996e-09
1925,2.0566592695558938e-07,4.399271169575059e-09
1926,1.5938978459306696e-07,1.4489979882625903e-08
1927,2.1740989097907004e-07,4.459690061686672e-09
1928,1.9538531148555194e-07,4.570416489713125e-09
1929,2.1278175665884191e-07,6.684243825105796e-09
1930,1.9641739013032122e-07,1.2604324695075775e-08
1931,2.0871802064448275e-07,6.843213995466613e-09
1932,2.2138263489068777e-07,4.38381475564853e-09
1933,2.8332536317066115e-07,1.1470662197865522e-09
1934,2.62396607553228e-07,4.7926320689839486e-09
1935,2.633022493370163e-07,2.393656828303392e-09
1936,2.0369520825624932e-07,3.6374143697059935e-09
1937,2.8078193770042503e-07,6.295559185076627e-09
1938,2.1781559667033434e-07,5.186085783037697e-09
1939,2.0341087747510755e-07,3.058810094103137e-09
1940,1.8511215671423997e-07,0.0
1941,1.0330258959356797e-07,5.9030051957620344e-09
1942,6.978687139280737e-08,0.0
1943,1.0161323160673419e-07,8.709705845433291e-09
1944,9.960876923287287e-08,3.2131861615880553e-09
1945,1.1328221338757771e-07,1.089252066321933e-08
1946,9.883984120051537e-08,6.960552134671616e-09
1947,1.490108871848861e-07,4.7683483828109274e-09
1948,1.8482209895864798e-07,1.0871887834440486e-09
1949,1.119138945959719e-07,1.0798709260129158e-08
1950,1.35069086582007e-07,4.2541445921528975e-09
1951,1.151431376911205e-07,2.1322803522849654e-09
1952,1.0544803785705881e-07,1.0544803918932644e-09
1953,9.911921239336152e-08,3.232148326759443e-09
1954,1.1336141625406526e-07,8.795282502305213e-09
1955,8.91632772059836e-08,4.6928039232341234e-09
1956,7.674604773910687e-08,1.1337483840634377e-08
1957,7.686482916824389e-08,6.184526502028831e-09
1958,2.0597886046802572e-07,1.6544486891589827e-09
1959,1.1083569262382298e-07,6.975672928177801e-09
1960,1.2388291281695274e-07,8.304999854491513e-09
1961,8.893643616003644e-08,9.03260666262895e-09
1962,7.864026230208765e-08,6.976151878390624e-09
1963,1.0604327371765976e-07,1.0345685197421517e-08
1964,8.152517239068402e-08,7.909158661334459e-09
1965,1.0615764134414007e-07,3.2832261354087677e-09
1966,1.4567766015716188e-07,9.970334557962701e-09
1967,8.775997173415817e-08,3.451234853457663e-09
1968,1.0150599649705327e-07,1.3025106215813764e-08
1969,2.1346262246701997e-07,4.541757636644661e-09
1970,8.921526273297786e-08,3.6789800095249348e-09
1971,1.0122643345766846e-07,5.6522372338108084e-09
1972,1.195324159652955e-07,3.5911027485013847e-09
1973,1.0419955348561771e-07,4.961883570686609e-09
1974,1.0238540681939412e-07,7.875800289713908e-09
1975,1.0966041941173899e-07,3.998036124386317e-09
1976,7.027638376788659e-08,5.713526984862938e-09
1977,9.755457597293571e-08,2.3507127910882275e-09
1978,8.435639387016636e-08,5.346532105932056e-09
1979,8.251282113125313e-08,2.3407893401383717e-09
1980,7.618101705020308e-08,2.8425752862659692e-09
1981,7.970192683615096e-08,2.5302198114474095e-09
1982,9.93200330867694e-08,4.966001942996456e-09
1983,7.957298464589257e-08,4.4207211225000265e-09
1984,8.988462951720066e-08,5.799008384599347e-09
1985,8.12100324765197e-08,1.8046674155058895e-09
1986,7.852776123806748e-08,4.7955883708539204e-09
1987,9.41065828041765e-08,6.110816852533674e-10
1988,1.0493969426761396e-07,3.5979323409485175e-09
1989,9.055401761770554e-08,3.841685636274406e-09
1990,7.41016563665653e-08,4.90378582185258e-09
1991,7.795748757644105e-08,4.103025752488776e-09
1992,7.438424631800444e-08,4.4079553340736766e-09
1993,5.649991408063215e-08,7.200969598386564e-09
1994,8.91462619279082e-08,8.439882459576609e-09
1995,4.7175323203418884e-08,3.253470381991974e-09
1996,6.779377059729086e-08,6.4057106285986265e-09
1997,6.664903651198983e-08,9.58978851883785e-09
1998,5.101898281623107e-08,2.8608774238492174e-09
1999,6.398281629516056e-08,2.7421207526856506e-09
2000,5.6992607966321884e-08,6.627047133278552e-09
2001,5.0383935246145484e-08,3.943090631786106e-09
2002,5.345090209329939e-08,3.066854992184176e-09
2003,5.583676809806093e-08,7.500461585152607e-09
2004,5.638132805074747e-08,3.9643119897903034e-09
2005,9.953286905783898e-08,1.3511248786457486e-09
2006,4.6943945619659644e-08,4.941467846020231e-09
2007,5.072988784604604e-08,7.988959188631739e-09
2008,5.449522788580907e-08,9.366367403895737e-09
2009,4.9112383493365996e-08,6.198650259747751e-09
2010,3.873510223684207e-08,5.196172381261022e-09
2011,4.5505267110002023e-08,1.911985902935953e-09
2012,4.765953676155732e-08,4.425528388196653e-09
2013,5.215663911872781e-08,6.136075203500013e-09
2014,4.3308902963890006e-08,7.579058158846408e-09
2015,4.898631544847376e-08,7.979671368119057e-09
2016,6.359013582368789e-08,8.285360508786255e-09
2017,4.7293493565803146e-08,7.295272941298947e-09
2018,3.768941242432433e-08,4.646640072714092e-09
2019,3.647912494297856e-08,4.846876677788714e-09
