year,en_ADP autos_NOUN,en_ADP poteaux_NOUN
1800,0.0,3.144164484325529e-09
1801,0.0,1.4287095950749062e-08
1802,0.0,8.951360541686881e-09
1803,0.0,3.90067853572873e-08
1804,0.0,1.9774807569206132e-08
1805,0.0,8.528632911009026e-09
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,9.064295980465431e-09
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,2.5070767684098882e-09
1812,2.6672082320544632e-09,0.0
1813,0.0,2.8757416448144113e-09
1814,0.0,0.0
1815,0.0,5.394447111228828e-09
1816,0.0,3.244645441213834e-08
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,1.035105001712111e-09
1820,1.1866481131050932e-09,1.0679833017945839e-08
1821,0.0,0.0
1822,0.0,4.010246357211145e-09
1823,0.0,1.9765373782121287e-09
1824,0.0,8.421112696055388e-09
1825,0.0,7.924898959288385e-09
1826,2.642395191543301e-09,3.5231937367541377e-09
1827,0.0,6.452091305675367e-09
1828,0.0,9.172301251858528e-10
1829,8.57317605795771e-10,3.429270423183084e-09
1830,0.0,7.305785310052215e-09
1831,0.0,0.0
1832,0.0,1.0823975493678972e-08
1833,2.3167257001688313e-09,1.3900354645102198e-08
1834,0.0,3.733812370398937e-09
1835,0.0,2.2689263801112247e-09
1836,0.0,3.36037508930076e-09
1837,0.0,6.957891152126194e-09
1838,1.2624323808552163e-09,3.1560809521380406e-09
1839,0.0,4.194885327990505e-09
1840,0.0,2.5478754661634184e-09
1841,0.0,7.0626033910059505e-09
1842,4.024959032733477e-09,1.341653010911159e-09
1843,7.088293507706567e-09,1.7720733769266417e-09
1844,0.0,4.9397050894128824e-09
1845,5.580227946389016e-10,7.812318791877715e-09
1846,0.0,4.6836010625384006e-09
1847,0.0,5.393223645455691e-10
1848,0.0,2.413566457803995e-09
1849,0.0,1.6758829879393033e-09
1850,0.0,4.073397619208663e-09
1851,0.0,3.2247193804124663e-09
1852,0.0,3.2552727180501506e-09
1853,0.0,4.777545470346922e-09
1854,1.0391328908454511e-09,0.0
1855,5.306937111981824e-10,3.714855978387277e-09
1856,0.0,1.5531567143511893e-09
1857,9.763018171682347e-10,9.763018171682347e-10
1858,0.0,1.468102750479261e-09
1859,5.092173349652285e-10,3.055304009791371e-09
1860,0.0,7.781213007262977e-09
1861,0.0,6.13075279431996e-09
1862,0.0,3.162590411776023e-09
1863,0.0,3.995696662428827e-09
1864,0.0,1.4384183844029508e-09
1865,0.0,2.3534221238463715e-09
1866,0.0,4.379051787850585e-09
1867,0.0,2.426405742994575e-09
1868,0.0,4.939874287401835e-09
1869,0.0,7.325278605918584e-09
1870,0.0,1.204150201772336e-08
1871,0.0,3.18635318130589e-09
1872,0.0,7.861540751719076e-09
1873,0.0,5.387403856360606e-09
1874,5.974609140757536e-10,8.364453130127458e-09
1875,4.005069165202713e-09,1.8881038954532414e-08
1876,1.813804439976252e-09,7.859819461941697e-09
1877,0.0,6.80329748092845e-09
1878,0.0,1.2078177569208037e-08
1879,0.0,1.2829582729523281e-08
1880,0.0,1.0268554007097919e-08
1881,0.0,1.4642266066289267e-08
1882,1.3310770263785798e-09,9.983077475794744e-09
1883,0.0,5.687405213450347e-09
1884,5.941527270181268e-09,2.9047466654219534e-08
1885,0.0,1.160214413431504e-08
1886,0.0,1.097088819790315e-08
1887,0.0,5.3537181798901656e-08
1888,0.0,6.340614699951175e-09
1889,0.0,1.3156786771162388e-08
1890,0.0,4.5880703680722945e-09
1891,0.0,1.529812720946211e-08
1892,0.0,1.002961980134387e-08
1893,0.0,1.539604177480669e-08
1894,0.0,1.764431090123253e-08
