year,bon_ADJ an_NOUN,bon_ADJ pan_NOUN
1800,1.3834323553396644e-07,3.144164484325529e-09
1801,1.166779455274991e-07,0.0
1802,8.056224487518193e-08,0.0
1803,3.120542824142092e-08,0.0
1804,6.673997243744623e-08,2.4718509461507665e-09
1805,5.685755466444675e-08,0.0
1806,1.0662176119780042e-07,0.0
1807,3.9857372513552036e-08,8.540865792383556e-09
1808,3.852325791697808e-08,0.0
1809,3.6144488291256494e-08,0.0
1810,3.510190227373755e-08,0.0
1811,2.507076715119183e-07,0.0
1812,2.400487453257938e-08,0.0
1813,5.1763349162570194e-08,0.0
1814,1.0069366851439554e-07,3.1466771410748606e-09
1815,3.5063905334808965e-08,0.0
1816,1.8540831092650478e-08,0.0
1817,3.425121486433369e-08,0.0
1818,5.364529798157491e-08,0.0
1819,1.8631889808773394e-08,0.0
1820,1.1629151686065597e-07,1.1866481131050932e-09
1821,7.49473095806863e-08,0.0
1822,5.6143449000956025e-08,8.02049271442229e-09
1823,1.126626291148014e-07,2.2730180404550993e-08
1824,2.0210670470532932e-08,0.0
1825,4.6668849229547504e-08,8.805443041381977e-10
1826,4.84439142134363e-08,0.0
1827,3.871254605769536e-08,1.8434546111834038e-09
1828,2.9351363395324626e-08,0.0
1829,5.915491474439705e-08,0.0
1830,8.140731755368336e-08,0.0
1831,8.57516342378517e-08,0.0
1832,1.4612366427968482e-07,0.0
1833,9.614411311531512e-08,1.1583628500844156e-09
1834,6.720862266718086e-08,5.600718555598405e-09
1835,1.3916081798015512e-07,3.781543966852041e-09
1836,1.0753200463398116e-07,1.3441500135158435e-09
1837,1.2385046099794295e-07,2.7831563720326358e-09
1838,1.1425013313193233e-07,1.2624323808552163e-09
1839,9.857980054484017e-08,2.0974426639952526e-09
1840,9.681926937954444e-08,6.369688665408546e-10
1841,1.4061001163412357e-07,1.2841097074556274e-09
1842,1.2007794580881637e-07,0.0
1843,1.1754752771153676e-07,1.7720733214154905e-09
1844,7.629100307049441e-08,5.488561272137815e-10
1845,1.4285383187484513e-07,5.580227835366713e-09
1846,1.5865699154460344e-07,4.0981511517657054e-09
1847,9.977463655275187e-08,0.0
1848,1.5044565060406967e-07,1.6090443422100975e-09
1849,1.3742240234648762e-07,2.513824481908955e-09
1850,1.249175332063146e-07,9.504594444820214e-09
1851,1.3285843669663677e-07,1.2898877521649865e-09
1852,1.0351766932537032e-07,6.510545436100301e-10
1853,1.8632428044895732e-07,0.0
1854,1.4963514161081548e-07,3.117398783558656e-09
1855,1.841507177857693e-07,5.306937111981824e-09
1856,1.972509142689205e-07,3.1063134287023786e-09
1857,1.6938836022717396e-07,4.881508974818871e-09
1858,1.9770451054057503e-07,2.4468380654951716e-09
1859,1.680417205385254e-07,5.092173349652285e-09
1860,1.6386318502092934e-07,1.3731551729012637e-09
1861,2.0703080760853254e-07,1.414789119191795e-09
1862,2.5571801476331757e-07,4.0661876643532935e-09
1863,1.8530042567022065e-07,9.989241656072068e-10
1864,1.8459702566531178e-07,3.835782358407869e-09
1865,1.74623919768635e-07,2.353422234868674e-09
1866,1.6494427779178977e-07,9.731225825149181e-10
1867,2.052739329627684e-07,7.279217228983725e-09
1868,1.9808895634909618e-07,4.93987406535723e-10
1869,2.3538562921032735e-07,2.930111597798657e-09
1870,1.5883315729325886e-07,9.747882501187632e-09
1871,1.6887672416032729e-07,3.18635318130589e-09
1872,1.4815981774773945e-07,7.861540973763681e-09
1873,1.711997255071651e-07,3.5916027374405246e-09
1874,1.7087382664371376e-07,2.987304570378768e-09
1875,2.6662317065273555e-07,3.4329162845736505e-09
1876,1.6324239293652454e-07,3.02300739996042e-09
1877,1.8987384420299236e-07,6.803297813995357e-09
1878,1.8117265554451478e-07,0.0
1879,2.1138265182685245e-07,1.832797580370027e-09
1880,2.413110191668011e-07,9.626769825743509e-09
1881,3.012123261925126e-07,6.9725074602899895e-09
1882,2.881781799857208e-07,1.3310770263785798e-09
1883,2.3507941193656734e-07,4.423537203201988e-09
1884,2.535051635277341e-07,7.922036360241691e-09
1885,2.7329495377870217e-07,3.86738152613475e-09
1886,2.342607352545656e-07,0.0
1887,2.6246276618735465e-07,1.3057849246322917e-09
1888,3.436613038587666e-07,6.340614699951175e-10
1889,2.7503950406071453e-07,2.6313573542324775e-08
1890,2.680744151106751e-07,3.2771931834929546e-09
1891,2.728166226262374e-07,0.0
1892,2.7706824035078625e-07,3.761107425503951e-09
1893,2.758970669702876e-07,2.463366621796581e-09
1894,1.865255701005708e-07,1.8904617871129403e-09
1895,2.3592969533581254e-07,6.018614495673091e-10
1896,2.677251256244517e-07,5.89702897624278e-10
1897,3.0007575269053177e-07,1.1653427112179315e-09
1898,2.7103521205162906e-07,1.13167097914868e-09
1899,3.012530243040601e-07,2.2110313580014918e-09
1900,2.9952377644804073e-07,0.0
1901,2.755248198482718e-07,5.029865191019667e-09
1902,2.4011288601855085e-07,1.9641135384773634e-09
1903,2.781113366268073e-07,2.1600881083827517e-09
1904,3.009790034980142e-07,3.2247751136083025e-09
1905,3.2925641590964005e-07,3.6125312741219773e-09
1906,3.6369383238366026e-07,8.230695236477459e-09
1907,3.4765621848009687e-07,3.599990305858114e-09
1908,3.811238045159371e-07,4.911389073214423e-10
1909,3.6306490969195693e-07,0.0
1910,3.5004185860998405e-07,2.137660271017694e-09
1911,3.7774655936573254e-07,4.25629931299909e-09
1912,3.88622819258444e-07,5.209421227725386e-10
1913,3.128763985671412e-07,2.6514948014977335e-09
1914,3.1407729039756305e-07,2.6786975415582504e-09
1915,3.4399824500042087e-07,1.1780761921542648e-09
1916,3.603887535064132e-07,0.0
1917,3.739550784587209e-07,0.0
1918,3.216185433529972e-07,1.8378201183111287e-08
1919,3.0201743328461816e-07,6.4454939163738345e-09
1920,2.377680798915094e-07,3.028892692213958e-09
1921,2.6125978003221917e-07,1.5145494858259667e-09
1922,3.187268049487102e-07,2.21338064543275e-09
1923,3.7898936255942317e-07,1.5923921736771263e-08
1924,2.7974824057253045e-07,1.289162443462999e-09
1925,3.51941690013291e-07,3.299453377181294e-09
1926,3.689371688153642e-07,4.458455493683289e-09
1927,3.523155118756449e-07,1.1149224876660924e-09
1928,3.1307351910925263e-07,1.4853853258500749e-08
1929,3.408964310835927e-07,6.684243825105796e-09
1930,3.3296424462037066e-07,7.3525223687198604e-09
1931,3.7181461642887825e-07,3.4216069977333063e-09
1932,3.5399303754957145e-07,1.3151444377967891e-08
1933,3.4526692971326156e-07,3.4411986593596566e-09
1934,2.7318003148479875e-07,0.0
1935,3.1237222941626896e-07,0.0
1936,2.970555197379099e-07,2.424942913137329e-09
1937,3.2107350023125036e-07,2.5182236296217297e-09
1938,2.813451409622303e-07,6.482607339819424e-09
1939,3.3799850740479087e-07,3.058810094103137e-09
1940,3.37259137950241e-07,0.0
1941,3.9254984329772924e-07,2.9515025978810172e-09
1942,3.974817524010632e-07,0.0
1943,4.238723398941602e-07,2.9032352077962287e-09
1944,3.663032099865404e-07,0.0
1945,3.3113261110884196e-07,2.178504043826024e-09
1946,3.522039477843464e-07,1.3921104269343232e-09
1947,3.409369035978216e-07,9.536696765621855e-09
1948,3.065872427043814e-07,6.523132700664291e-09
1949,4.044607422315494e-07,0.0
1950,3.243785364759333e-07,0.0
1951,2.686673177265675e-07,1.0661401761424827e-09
1952,3.1528962907145797e-07,0.0
1953,3.7277442999084087e-07,1.0773827385790469e-09
1954,2.9806235346541143e-07,2.9317608341017376e-09
1955,2.9376953492032953e-07,0.0
1956,3.409966424783306e-07,1.744228317335228e-09
1957,3.3838194823943013e-07,9.718541194025931e-09
1958,3.6149703319665605e-07,0.0
1959,3.363824632174328e-07,4.650448692800069e-09
1960,2.858304277708612e-07,1.3841666701708277e-09
1961,3.355960913609124e-07,3.4740795795684676e-09
1962,3.443682317083585e-07,2.5367825617905737e-09
1963,3.427008294920597e-07,2.5864212993553792e-09
1964,3.218419166728381e-07,1.825190498738749e-09
1965,3.316058290181445e-07,1.6416130121932326e-09
1966,3.60593755743821e-07,3.877352328096606e-09
1967,3.135693482647639e-07,5.916402701089396e-09
1968,3.817703593256283e-07,1.796566312384229e-09
1969,3.283690830357955e-07,2.7250546263957176e-09
1970,3.4996297770817364e-07,2.2993625059530842e-09
1971,3.776722223847173e-07,2.5691987426412766e-09
1972,3.621883664095549e-07,5.130146862875051e-10
1973,4.156955561995801e-07,7.71848518432705e-09
1974,3.3865940096688973e-07,5.063014563155832e-09
1975,3.7181735734748145e-07,5.711480177694739e-10
1976,4.3079992906314146e-07,5.713526873840635e-10
1977,4.807207574231143e-07,5.28910359953727e-09
1978,4.669304871640634e-07,1.7821774056514528e-09
1979,4.2075688000409173e-07,0.0
1980,5.037043635525151e-07,2.2740602734216964e-09
1981,4.2760715501799496e-07,2.5302198114474095e-09
1982,4.89771920797466e-07,3.724501262958313e-09
1983,4.8754240111748e-07,2.526126308133314e-09
1984,4.5290255457075546e-07,2.8995041922996734e-09
1985,4.6079174609303664e-07,1.2031116103372597e-09
1986,4.915478086786607e-07,1.7983456945813714e-09
1987,4.772548081177774e-07,7.33298027855156e-09
1988,5.211005245087108e-07,1.798966087207532e-09
1989,5.389335981931254e-07,2.744061089465788e-09
1990,5.301537271407142e-07,3.269190529398003e-09
1991,4.7067565844827186e-07,2.344586080837985e-09
1992,4.771611585852042e-07,0.0
1993,4.769257699877016e-07,5.539207592608619e-09
1994,4.757983802505805e-07,1.5824779819872958e-09
1995,5.151328252850362e-07,4.880205572987961e-09
1996,5.076525582126123e-07,2.135236876199542e-09
1997,4.814074046066708e-07,3.3564262480467733e-09
1998,4.691839166071077e-07,2.3840645013706308e-09
1999,4.263997794851093e-07,2.285100608734325e-09
2000,4.2634002994645925e-07,1.3254094488601709e-09
2001,3.859847694798191e-07,2.1906058633724967e-09
2002,4.521420677860988e-07,3.0668551032064784e-09
2003,4.125253738607171e-07,3.7502305705316985e-09
2004,4.0832416203784305e-07,2.642874807889939e-09
2005,3.9137584195714226e-07,9.007499190971657e-10
2006,4.307312764240123e-07,2.058944903460258e-09
2007,4.122302854625559e-07,3.9944795249269305e-09
2008,3.746546965999187e-07,2.554463834902876e-09
2009,3.9957454589512054e-07,1.430457752249481e-09
2010,3.5900826844681433e-07,2.8342757585342326e-09
2011,3.491286300061347e-07,3.059177577924288e-09
2012,3.788933327086852e-07,4.085103366691101e-09
2013,3.313480654298928e-07,8.367375126105969e-10
2014,3.47337412165416e-07,2.8150787256819854e-09
2015,3.1719193316348537e-07,4.876466008774116e-09
2016,3.35971343190522e-07,3.935546000199963e-09
2017,3.0237647052899774e-07,3.018733707449428e-09
2018,2.9196389306207493e-07,1.0325866828253538e-09
2019,2.961696701220262e-07,7.397864543179367e-09
