year,aucun_DET art_NOUN,aucun_DET part_NOUN
1848,2.1239385716853576e-07,8.045221711050488e-10
1849,1.4831564332240532e-07,2.513824481908955e-09
1850,1.5886250626095944e-07,5.431196825611551e-09
1851,1.7413484876271923e-07,3.2247193804124663e-09
1852,2.0247796683747765e-07,6.510545436100301e-10
1853,1.8931023682000614e-07,8.957897534855874e-09
1854,2.2445271019577717e-07,5.195664454227256e-10
1855,2.0909331510665652e-07,0.0
1856,1.863788181566406e-07,5.177189232874468e-10
1857,1.5279123666278593e-07,0.0
1858,1.83023488753431e-07,4.893676019968041e-10
1859,1.7669841834155875e-07,7.129042689513199e-09
1860,1.6477862008201782e-07,0.0
1861,1.8863855422157627e-07,1.4147891747029462e-09
1862,1.3870218484868246e-07,0.0
1863,2.0627783570148495e-07,0.0
1864,2.008991043522812e-07,1.9178911792039344e-09
1865,2.0663046895741388e-07,2.3534221238463715e-09
1866,1.552130568516219e-07,2.432806400776144e-09
1867,1.572310885933348e-07,4.85281148598915e-10
1868,1.556060259533254e-07,1.975949626142892e-09
1869,1.9582912436089117e-07,3.4184632902167778e-09
1870,1.9438425535867054e-07,2.2936195165357276e-09
1871,1.0621176937952725e-07,0.0
1872,1.390888025865067e-07,0.0
1873,1.7060113011169165e-07,1.1972008939764578e-09
1874,1.0455565763178853e-07,1.1949218281515073e-09
1875,1.7279011910176223e-07,5.721527140956084e-10
1876,1.6384699641491807e-07,1.209202959984168e-09
1877,2.1399463734361746e-07,1.8554447978047506e-09
1878,1.6788667034361993e-07,1.8117265465633636e-09
1879,1.857234916968764e-07,4.887460214320072e-09
1880,2.1628142410357043e-07,6.417846254436199e-10
1881,1.0807386413569375e-07,6.9725074602899895e-09
1882,1.2578677788255277e-07,1.9966155395678697e-09
1883,1.2765064438813312e-07,6.319338941018771e-10
1884,1.3797546571936437e-07,1.3203393933736152e-09
1885,1.2053338704909322e-07,1.933690763067375e-09
1886,9.938334233350332e-08,1.2906927748801422e-09
1887,1.2013220995754637e-07,1.9586774424595887e-09
1888,1.0335201872102573e-07,0.0
1889,1.1841108510379783e-07,1.8795409673089125e-09
1890,1.1601264154892377e-07,6.554386478008212e-10
1891,9.688814439634541e-08,3.1871101313640793e-09
1892,1.1157951762541529e-07,2.5074049503359674e-09
1893,8.621783220696955e-08,1.2316833108982905e-09
1894,8.633108894429142e-08,0.0
1895,1.0532575256405607e-07,1.2037228991346183e-09
1896,1.1204355349070383e-07,5.89702897624278e-10
1897,8.448734689636694e-08,0.0
1898,9.166534586935171e-08,3.3950129374460403e-09
1899,1.0170744424442546e-07,5.527578395003729e-09
1900,1.1368406716005808e-07,5.191053142894475e-10
1901,1.313353630849612e-07,2.235495566438317e-09
1902,8.789407868192711e-08,4.910283846193408e-10
1903,1.1934486887632545e-07,1.0800440541913758e-09
1904,1.1286712631175533e-07,5.374625189347171e-10
1905,1.3159935524642563e-07,0.0
1906,9.876834550226476e-08,5.144184522798412e-10
1907,1.2908537055933422e-07,5.142843484406967e-09
1908,1.1247080888843186e-07,4.4202499438483756e-09
1909,1.4907664735996917e-07,0.0
1910,1.0153886609298723e-07,0.0
1911,1.393938030558317e-07,1.0640748282497725e-09
1912,1.3700778056513485e-07,5.730363294986773e-09
1913,1.2302936053254498e-07,1.060597942803554e-09
1914,1.2388976272648122e-07,1.3393487430235496e-09
1915,8.482148938782075e-08,1.1780761921542648e-09
1916,5.603605601756101e-08,3.2962386153911893e-09
1917,8.8828034705557e-08,1.0966424435210342e-09
1918,1.1486376294556067e-07,1.1486376294556067e-09
1919,9.944476098144861e-08,0.0
1920,1.0298235064709615e-07,3.028892692213958e-09
1921,1.2419305367439293e-07,7.572747429129834e-10
1922,1.254249006876762e-07,2.2133805899215986e-09
1923,1.2845297092667352e-07,0.0
1924,1.559886618762718e-07,0.0
1925,1.4737558440280907e-07,0.0
1926,1.1146138234607861e-07,1.1146138456652466e-09
1927,1.5831899013996065e-07,0.0
1928,1.2111603975295537e-07,0.0
1929,1.7267629814909924e-07,2.2280812750352652e-09
1930,1.165900025412725e-07,2.100720708497761e-09
1931,1.4028588779524398e-07,3.4216069977333063e-09
1932,1.106913227744144e-07,0.0
1933,1.0323595622807602e-07,4.588264879146209e-09
1934,8.626737901806791e-08,0.0
1935,1.436194079218467e-07,1.196828414151696e-09
1936,8.608547386046439e-08,0.0
1937,1.284294091075111e-07,1.2591118148108649e-09
1938,1.0112867465661424e-07,7.779128452511941e-09
1939,7.952906067032472e-08,3.058810094103137e-09
1940,1.0143131312645437e-07,0.0
1941,9.444808490854939e-08,0.0
1942,1.3047110769548453e-07,0.0
1943,1.0741970335459428e-07,2.9032352077962287e-09
1944,9.960876923287287e-08,0.0
1945,1.0674669725929675e-07,2.178504043826024e-09
1946,1.3225049233511754e-07,0.0
1947,1.2516914438265303e-07,1.1920870957027319e-09
1948,1.195907692874698e-07,3.2615663503321457e-09
1949,1.079870938225369e-07,0.0
1950,1.7122931272872677e-07,1.0635361480382244e-09
1951,1.343336608616852e-07,0.0
1952,8.435843434906332e-08,0.0
1953,7.972632332098328e-08,1.0773827385790469e-09
1954,1.3974726598142695e-07,0.0
1955,9.948744406074184e-08,2.815682353940474e-09
1956,1.0203735567593242e-07,1.744228317335228e-09
1957,1.0425344570963446e-07,0.0
1958,1.1002083688538278e-07,8.272243445794913e-10
1959,8.990867128577662e-08,2.325224457422337e-09
1960,1.1696208446210221e-07,0.0
1961,1.202031551517102e-07,3.47407969059077e-09
1962,8.561641068327575e-08,0.0
1963,1.0862969590519356e-07,1.2932106496776896e-09
1964,1.0342746203928499e-07,2.4335873316516654e-09
1965,1.203849511743904e-07,5.472043373977442e-10
1966,1.1465885085826244e-07,1.1078149508847446e-09
1967,1.1191861559733951e-07,9.860671168482327e-10
1968,1.365390422392032e-07,1.7965663401398047e-09
1969,1.0309790177132072e-07,0.0
1970,9.519360721910175e-08,4.5987250119061684e-10
1971,1.0482331003203171e-07,5.138397485282553e-10
1972,8.977756915662383e-08,0.0
1973,7.167165272381482e-08,0.0
1974,8.944658813625495e-08,1.1251143350321513e-09
1975,9.652401367077346e-08,0.0
1976,9.770130993125292e-08,5.713526873840635e-10
1977,9.285315594187438e-08,5.876781838942691e-10
1978,6.891085968518951e-08,1.7821774056514528e-09
1979,6.378651140614977e-08,1.1703946700691858e-09
1980,7.959210823749174e-08,1.7055452605774235e-09
1981,5.3134616706529414e-08,1.2651099057237047e-09
1982,6.704102306631654e-08,6.207502289967692e-10
1983,7.830991766155648e-08,1.2630632095778083e-09
1984,9.742334017293075e-08,5.799008495621649e-10
1985,6.075713732123234e-08,2.4062232206745193e-09
1986,7.91272044553537e-08,0.0
1987,6.538574182091139e-08,6.110816852533674e-10
1988,7.735554219401308e-08,0.0
1989,8.341945556544772e-08,0.0
1990,7.30119225078596e-08,2.724325431913144e-09
1991,7.385446210150803e-08,5.861465202094962e-10
1992,8.154717368036302e-08,5.509944167592096e-10
1993,9.85978948486732e-08,1.661762283333701e-09
1994,9.600366523976334e-08,1.0549853213248639e-09
1995,7.69987997806254e-08,1.0844901643380922e-09
1996,8.38080458365198e-08,1.067618438099771e-09
1997,8.822605512825987e-08,0.0
1998,8.296544751207335e-08,2.3840645013706308e-09
1999,9.094700170741987e-08,9.140402323914998e-10
2000,9.14532525264633e-08,8.836062992401139e-10
2001,7.886181146998794e-08,4.3812117822561447e-10
2002,8.981503873961572e-08,1.752488598683044e-09
2003,8.583861516031632e-08,8.333845835650777e-10
2004,1.0439355585534216e-07,1.3214374039449694e-09
2005,7.656373968156771e-08,2.251874686720612e-09
2006,1.0582977089113044e-07,4.1178899179428186e-10
2007,8.907688880954723e-08,1.5977917877663117e-09
2008,7.450519684537582e-08,8.514879357157668e-10
2009,7.867517748394448e-08,4.76819250749827e-10
2010,7.227403231446772e-08,4.723793023408973e-10
2011,5.50651959307924e-08,3.82397197240536e-10
2012,4.8340386804568425e-08,1.7021263287730903e-09
2013,5.85716266598979e-08,8.367375126105969e-10
2014,6.77784330466169e-08,2.1654451842767486e-10
2015,8.511649429721047e-08,4.433150790905671e-10
2016,8.658201444688984e-08,4.1426800878596737e-10
2017,5.006066641777274e-08,1.509366853724714e-09
2018,6.918330824889907e-08,0.0
2019,7.091745740650524e-08,2.55098775436835e-10
