year,en_ADP as_NOUN,en_ADP passe_NOUN
1800,3.4585810571030606e-07,2.138031902632065e-07
1801,4.2861285987072506e-07,2.4288061695187935e-07
1802,3.3343818017783633e-07,2.7973001692771504e-07
1803,3.003522337508002e-07,1.7162984988772223e-07
1804,2.4718509372689823e-07,1.60670310833666e-07
1805,2.7860201168294907e-07,2.3311596919484145e-07
1806,2.651135728726217e-07,2.3341519295172475e-07
1807,2.5622595423158145e-07,1.195721210933698e-07
1808,2.8099317894714204e-07,2.243413206315381e-07
1809,2.1460790433636134e-07,3.0948717721912544e-07
1810,2.808152181899004e-07,2.340126741273707e-07
1811,2.557218179433107e-07,4.3121721660099865e-07
1812,1.9737341272474396e-07,2.1337666566978442e-07
1813,2.50189524653166e-07,2.2718359105056152e-07
1814,4.0277466961669006e-07,3.366944554272777e-07
1815,2.022917642285904e-07,1.2407228666688752e-07
1816,2.757948678322464e-07,1.7382029682266875e-07
1817,3.720927379546879e-07,1.1520863552050287e-07
1818,1.4305412698867315e-07,1.8358613829150272e-07
1819,2.918996142575736e-07,1.6975721450762649e-07
1820,4.378731439658168e-07,1.8393045309039735e-07
1821,4.339054879842763e-07,1.9131287842810707e-07
1822,3.8297854132451903e-07,1.1328945959121484e-07
1823,3.281052071146817e-07,1.660291388816404e-07
1824,3.680026168240147e-07,1.8358025499765063e-07
1825,2.8969908849596493e-07,1.7346722813726956e-07
1826,2.8449789102324985e-07,2.2284200440481072e-07
1827,2.6084881338261923e-07,1.778933693685758e-07
1828,2.2563861046265288e-07,1.476740436601176e-07
1829,2.777708928980438e-07,1.8432328374728968e-07
1830,3.214545323260154e-07,1.753388403358258e-07
1831,2.2451337056139664e-07,1.1693404644574912e-07
1832,3.2877825006938366e-07,2.1377351799856115e-07
1833,2.9422415903646026e-07,1.2162810492100107e-07
1834,3.407103701391634e-07,1.4935250192138483e-07
1835,4.3790279136146637e-07,2.231111011496978e-07
1836,3.3536543780909867e-07,1.236618061284389e-07
1837,3.7920506068545023e-07,1.509862386228633e-07
1838,2.7521026901844436e-07,1.312929640562288e-07
1839,2.5868458308764275e-07,1.5451159640633705e-07
1840,3.4014138294846674e-07,1.2930468074046075e-07
1841,3.820226459616549e-07,1.1878015016009158e-07
1842,4.3268309024568907e-07,1.10686372067903e-07
1843,3.3964738710423603e-07,1.4885415566823212e-07
1844,2.6729294777538826e-07,1.8990421324360796e-07
1845,4.0456653921383534e-07,1.517822028063165e-07
1846,2.915541785775133e-07,2.458890548950876e-07
1847,3.537954720300718e-07,1.6071805930550909e-07
1848,2.5181543988894717e-07,1.1021953838508125e-07
1849,2.2875802829780412e-07,1.4328799124996294e-07
1850,2.8038552457587684e-07,1.9144968632645032e-07
1851,2.2637530627811486e-07,1.289887734401418e-07
1852,2.793023943237216e-07,1.4648726676114165e-07
1853,2.6037622324892595e-07,1.4690952809814917e-07
1854,2.9407460516717165e-07,1.64702569804831e-07
1855,3.3539842902996497e-07,2.2236066854475212e-07
1856,2.8422767495150936e-07,1.796484667693221e-07
1857,3.1192843735761144e-07,1.9721296951047407e-07
1858,3.8366420923585665e-07,2.0504502629137278e-07
1859,3.7071023051282737e-07,1.721154632150501e-07
1860,3.9272237825627165e-07,2.1055045351658919e-07
1861,3.485097264110948e-07,1.60814366267914e-07
1862,2.9186190375618537e-07,2.3764607703924412e-07
1863,3.3064388560433144e-07,1.9628859604381432e-07
1864,3.2700043783862043e-07,1.706923171695962e-07
1865,3.1959472512888e-07,3.1959473290044116e-07
1866,4.5785417668309236e-07,2.0289606084133993e-07
1867,3.9550414143718626e-07,2.1837651331679808e-07
1868,2.711990786385954e-07,2.2130635102257656e-07
1869,4.0728548655888375e-07,2.2806034394307062e-07
1870,4.512696407665828e-07,1.7546189212680474e-07
1871,3.8236238508737586e-07,1.890569620854876e-07
1872,3.368367974543318e-07,2.346367580230435e-07
1873,3.5137846432498065e-07,2.0352415219804243e-07
1874,3.5130700881680355e-07,1.9775956161538488e-07
1875,4.7317029022719836e-07,2.0826358593240002e-07
1876,3.301123994159383e-07,2.5876943254843354e-07
1877,3.698519965844582e-07,2.3564149387311772e-07
1878,3.448319532139976e-07,2.1136810346433776e-07
1879,3.335691514116945e-07,2.2604503158163425e-07
1880,3.3244444619384694e-07,2.56713860835589e-07
1881,3.4653363067960186e-07,2.6146904019697104e-07
1882,3.374280168610966e-07,3.567286341876752e-07
1883,3.7536872571353186e-07,2.76787034181325e-07
1884,3.096195948515401e-07,3.201822948994959e-07
1885,4.447488609615746e-07,2.874753590731416e-07
1886,3.2331852700684394e-07,3.471963623269403e-07
1887,3.042478760040268e-07,3.5843797263623856e-07
1888,2.5869708109027556e-07,3.5380631402404106e-07
1889,2.982205120072301e-07,4.498368184613355e-07
1890,2.890484358530898e-07,3.323073940464383e-07
1891,2.3520871894611162e-07,3.626931288636115e-07
1892,3.265894872317432e-07,3.767376028918079e-07
1893,2.43873290228791e-07,3.651940971849399e-07
1894,2.2307449065728235e-07,3.6548928505908407e-07
1895,2.3773527124681948e-07,3.3102378438343294e-07
1896,3.036969786762711e-07,4.1750965351639024e-07
1897,2.709421679236712e-07,3.5426418776296487e-07
1898,2.5858681684809426e-07,4.0287486058332433e-07
1899,2.785899582136153e-07,4.06277024467272e-07
1900,3.021192990226851e-07,3.945200433008722e-07
1901,2.749659515632885e-07,4.3648051928357745e-07
1902,2.828323433234914e-07,4.0755355712462915e-07
1903,2.6299072075630647e-07,3.7801541452608944e-07
1904,3.004415365381874e-07,4.262077766270522e-07
1905,2.797131311016443e-07,4.206018502372899e-07
1906,2.9218967750876956e-07,4.213087265725335e-07
1907,2.900563543795087e-07,4.3354168610676425e-07
1908,3.0254155403142136e-07,4.3465792032293393e-07
1909,3.2730850829665314e-07,4.554814267976326e-07
1910,3.8210678510175455e-07,4.3768594082393975e-07
1911,2.4526925279655387e-07,4.091367600267404e-07
1912,2.5682447457597846e-07,4.4488456296676304e-07
1913,3.1817937240496974e-07,4.7620846999052446e-07
1914,2.7858453233164937e-07,4.0314398574992083e-07
1915,1.9791680205827333e-07,3.7816246845068235e-07
1916,2.593041019682829e-07,4.7026338734212914e-07
1917,2.9719009653206285e-07,4.803293904842576e-07
1918,2.9634850040594074e-07,4.801305522050825e-07
1919,2.541366124209077e-07,5.929854296482517e-07
1920,3.4377930724360795e-07,5.133973104420875e-07
1921,3.218417599648582e-07,5.194904701966152e-07
1922,4.190667302061968e-07,5.245711918178131e-07
1923,3.980980638473852e-07,5.276125989439606e-07
1924,4.486285209992502e-07,5.027733323004213e-07
1925,4.2233001984470775e-07,4.729216414034454e-07
1926,3.9791713002390594e-07,5.58421561436262e-07
1927,4.4708391400138936e-07,4.872211434303608e-07
1928,3.8734279761420964e-07,4.399025783641264e-07
1929,4.3670392324557383e-07,4.857217277276504e-07
1930,3.382160305154258e-07,4.49554221404469e-07
1931,3.3189588410920123e-07,4.4937104348719004e-07
1932,3.704323338071802e-07,4.909872473035648e-07
1933,3.005313560233702e-07,4.576794196964329e-07
1934,3.2350267531455756e-07,5.619361331810069e-07
1935,4.057248297328897e-07,5.577220463237609e-07
1936,3.297922339662307e-07,5.068130803920212e-07
1937,3.9536109475157843e-07,5.313451652000367e-07
1938,3.721016561542001e-07,5.549111961045128e-07
1939,3.869394795685821e-07,5.781151344308455e-07
1940,2.865434600707317e-07,4.615124851170549e-07
1941,3.984528449407776e-07,4.692889206125983e-07
1942,5.643633826935002e-07,5.097475650472916e-07
1943,5.458082172893342e-07,7.693573138567444e-07
1944,4.7555155546774586e-07,5.880130515834026e-07
1945,5.969101186664716e-07,6.186951395648066e-07
1946,5.33178296180381e-07,6.306260047495016e-07
1947,5.364392037243704e-07,7.009472255958826e-07
1948,5.131530942392715e-07,8.034324991967878e-07
1949,4.476555710564156e-07,7.549279530394415e-07
1950,5.455940654819358e-07,6.912985099916114e-07
1951,4.2112536879912454e-07,6.780651347071398e-07
1952,3.9964806997083713e-07,7.444631364705856e-07
1953,4.6650671969850066e-07,7.57400073325698e-07
1954,4.944903166936854e-07,8.130750188684033e-07
1955,3.819942366867224e-07,8.240563715844473e-07
1956,4.6134837927702677e-07,7.770537422402413e-07
1957,5.16849691933885e-07,7.562792347926006e-07
1958,4.988162860541934e-07,8.37978234358161e-07
1959,4.402424780280967e-07,8.12278358353069e-07
1960,5.003762590938265e-07,7.799779382366978e-07
1961,4.967934006394614e-07,7.677716098442033e-07
1962,5.098932955860391e-07,8.377724611818849e-07
1963,5.347425994228772e-07,8.412335432694817e-07
1964,4.404793096934867e-07,7.641464208063553e-07
1965,4.985031392124029e-07,7.879742724981043e-07
1966,4.913159239450238e-07,8.784972465036844e-07
1967,4.7380523993112433e-07,7.735696385680058e-07
1968,4.540821489928959e-07,8.659449690640031e-07
1969,4.446380916789394e-07,8.815551950647205e-07
1970,3.8583302530703634e-07,9.505564548817347e-07
1971,4.377914790687498e-07,1.0050705441244645e-06
1972,3.457718964483547e-07,8.941846090237959e-07
1973,4.377483728834619e-07,9.642593568059965e-07
1974,3.5159821631935984e-07,9.929134421327035e-07
1975,3.7410196407350327e-07,9.452499512008217e-07
1976,3.982328118379286e-07,1.0324342838430312e-06
1977,3.9668278306592697e-07,1.1871098877236363e-06
1978,4.877225388000284e-07,1.0734648867583019e-06
1979,4.3889798639895616e-07,1.138794004873489e-06
1980,4.178585761849263e-07,1.2166221949883038e-06
1981,4.0989559701998246e-07,1.242970483872341e-06
1982,4.475609056697749e-07,1.2750209634759813e-06
1983,4.319676154551644e-07,1.2580109114423976e-06
1984,4.4884324790217534e-07,1.23634856663557e-06
1985,4.511668638684796e-07,1.3679378980668844e-06
1986,4.6577151557869456e-07,1.336170839749684e-06
1987,4.3203475463826635e-07,1.5136492947931401e-06
1988,4.779253419684437e-07,1.3941987617727136e-06
1989,4.4289146305942495e-07,1.437888045074942e-06
1990,4.544174814213875e-07,1.5092763305801782e-06
1991,3.974073312651427e-07,1.544496058158984e-06
1992,4.3142863326295355e-07,1.6706151200196473e-06
1993,3.894062734488557e-07,1.5925221532597789e-06
1994,4.293790212273052e-07,1.5397511106129969e-06
1995,4.370495325645152e-07,1.7612120473131654e-06
1996,4.099654749012416e-07,1.7871932413981995e-06
1997,4.809279241513309e-07,1.8421984577798867e-06
1998,4.4105196650434664e-07,1.8266703136760043e-06
1999,4.935817319307034e-07,1.8285375062987441e-06
2000,3.8348513342612023e-07,1.91079857359e-06
2001,4.0920518795672933e-07,1.9128369785903487e-06
2002,4.937636735036222e-07,1.8694672689889558e-06
2003,4.891967542164366e-07,1.927201765283826e-06
2004,4.695507432317392e-07,1.9905251065210905e-06
2005,4.6793958929924884e-07,1.8231178273708792e-06
2006,4.7891058541083e-07,1.842755750658398e-06
2007,7.661411516313166e-07,1.8778048342937836e-06
2008,8.872504198009779e-07,1.8247386606162763e-06
2009,9.007115471248994e-07,1.7694762846076628e-06
2010,1.3127420475100848e-06,1.8096851590598817e-06
2011,1.4397254788356406e-06,1.645837528485572e-06
2012,1.8437432953710697e-06,1.5921690419418155e-06
2013,1.957129092566845e-06,1.481583240092732e-06
2014,2.121486572193021e-06,1.5106145383469993e-06
2015,2.1358920470060383e-06,1.381591459903575e-06
2016,2.1204307736333305e-06,1.3028728744757245e-06
2017,2.478631914076823e-06,1.4333953686218592e-06
2018,2.6754321372779444e-06,1.344944166703499e-06
2019,2.4678255622356815e-06,1.2966670510650147e-06
