year,en_ADP heure_NOUN,en_ADP peurs_NOUN
1800,7.231578251776227e-07,0.0
1801,6.714934670526418e-07,2.3811825844433088e-09
1802,6.870169499961776e-07,0.0
1803,1.2111606793041574e-06,0.0
1804,5.166168648429448e-07,0.0
1805,6.623905051128531e-07,0.0
1806,6.656655955339374e-07,0.0
1807,5.608501396636711e-07,0.0
1808,6.254364279811853e-07,0.0
1809,8.697267617208126e-07,2.259030518203531e-09
1810,9.734927743920707e-07,2.3401267590372754e-09
1811,7.245452025017585e-07,0.0
1812,7.814920195414743e-07,0.0
1813,7.476928090000001e-07,0.0
1814,1.7023522786985268e-06,0.0
1815,1.1058616564696422e-06,0.0
1816,7.138219757507613e-07,0.0
1817,6.881380727463693e-07,0.0
1818,7.534184192081739e-07,0.0
1819,7.12152257165144e-07,0.0
1820,6.502831411125953e-07,0.0
1821,7.218609425763134e-07,0.0
1822,7.408930287056137e-07,1.0025615893027862e-09
1823,1.0969782806569128e-06,0.0
1824,1.0231651685899124e-06,1.6842225392110777e-09
1825,6.877050964249065e-07,0.0
1826,9.776862270882702e-07,0.0
1827,9.254142128156673e-07,0.0
1828,7.741422223261907e-07,0.0
1829,8.616041782261163e-07,0.0
1830,1.0593388424240402e-06,0.0
1831,9.83805080068123e-07,0.0
1832,1.2555811963466113e-06,1.6235963684607668e-08
1833,1.107394837163156e-06,0.0
1834,9.92260652310506e-07,0.0
1835,1.206312504109519e-06,0.0
1836,1.0739759090938605e-06,0.0
1837,1.2558992921185563e-06,1.3915781860163179e-09
1838,1.0036337698693387e-06,0.0
1839,9.137858114627306e-07,0.0
1840,1.3166146572984871e-06,6.369688665408546e-10
1841,9.695028211353929e-07,1.926164561183441e-09
1842,1.2906701840620372e-06,0.0
1843,1.3444129081108258e-06,5.906911071384968e-10
1844,1.0000159136325237e-06,0.0
1845,1.124974005506374e-06,1.1160455892778032e-09
1846,1.1041589687010855e-06,0.0
1847,1.4863724118185928e-06,0.0
1848,1.4827343193246634e-06,0.0
1849,1.7747601077644504e-06,0.0
1850,1.4806799981670338e-06,0.0
1851,1.289887791244837e-06,0.0
1852,1.1373922461643815e-06,6.510545436100301e-10
1853,1.371752773593471e-06,0.0
1854,1.2729377658615704e-06,0.0
1855,1.2678273151323083e-06,0.0
1856,1.252362039849686e-06,0.0
1857,1.2101261290808907e-06,1.4644527812635033e-09
1858,1.2870367527284543e-06,0.0
1859,1.3448429854179267e-06,5.092173349652285e-10
1860,1.6262733879557345e-06,4.577183909670879e-10
1861,1.4449713034991873e-06,0.0
1862,1.2939512998855207e-06,0.0
1863,1.196211655951629e-06,0.0
1864,1.0754574759630486e-06,3.835782358407869e-09
1865,1.3113268551023793e-06,0.0
1866,1.2056989362463355e-06,4.865612912574591e-10
1867,1.2801716593457968e-06,0.0
1868,1.0823264346981887e-06,0.0
1869,1.321968625234149e-06,4.883519144627257e-10
1870,1.2884407851743163e-06,5.734048791339319e-10
1871,1.8204698335466674e-06,0.0
