year,son_DET artisan_NOUN,son_DET partisan_NOUN
1800,0.0,9.432493897065797e-09
1801,0.0,7.619784270218588e-08
1802,0.0,3.8043282302169246e-08
1803,9.751696339321825e-09,1.0531832117521844e-07
1804,2.4718509461507665e-09,3.707776485839531e-08
1805,0.0,1.2792949632967066e-07
1806,0.0,6.339671898558663e-08
1807,0.0,3.9857372513552036e-08
1808,2.2660739951163578e-09,4.5321478125970316e-08
1809,6.7770917766551975e-09,8.358413250419972e-08
1810,2.3401266702194334e-08,6.084329839950442e-08
1811,2.5070767684098882e-09,7.771937760026049e-08
1812,0.0,4.5342538612658245e-08
1813,0.0,8.052076339026826e-08
1814,0.0,2.8320094713762956e-08
1815,0.0,1.2137506644194218e-07
1816,0.0,1.8540831092650478e-08
1817,7.784366928831332e-09,1.1053801074467628e-07
1818,1.3113294672351117e-08,3.814776761146277e-08
1819,1.9666995143552413e-08,8.384350280721264e-08
1820,1.3053129244156025e-08,8.069207524386002e-08
1821,7.88919063410276e-09,8.57949515875589e-08
1822,1.303330066093622e-08,6.51665033046811e-08
1823,1.9765373782121287e-09,1.2155705064742506e-07
1824,7.57900142644985e-09,6.14741253457396e-08
1825,8.805442819337372e-09,5.2832657804202654e-08
1826,8.80798456392995e-09,5.19671061738336e-08
1827,4.608636583469661e-09,4.5164637085814974e-08
1828,4.586150570418113e-09,8.713686128203335e-08
1829,1.714635211591542e-09,8.573176302206775e-08
1830,1.0436835840010872e-09,1.0123730476152559e-07
1831,1.870944643656003e-08,7.016042502527853e-08
1832,1.3529969367098715e-09,6.764984583629285e-08
1833,9.266902800675325e-09,1.2162810492100107e-07
1834,1.213489042584115e-08,8.587768607348778e-08
1835,9.832014313815307e-09,9.453859917130103e-08
1836,6.72075017860152e-09,6.72075017860152e-08
1837,5.5663127440652715e-09,9.323573557651343e-08
1838,3.787297142565649e-09,6.943378316748294e-08
1839,2.09744255297295e-09,4.7542032644010135e-08
1840,1.9109065441114126e-09,6.051203910173442e-08
1841,4.494383976094696e-09,8.346712832008052e-08
1842,8.049918065466954e-09,5.702025163145663e-08
1843,7.088293507706567e-09,6.202256597198641e-08
1844,3.841992946007622e-09,6.586273237907392e-08
1845,2.7901139176833567e-09,4.7989962059791225e-08
1846,8.196302303531411e-09,7.376671762315823e-08
1847,5.9325460100012606e-09,6.903326266183285e-08
1848,8.84974404868899e-09,6.436177102386864e-08
1849,1.6758829879393033e-09,6.619738002200393e-08
1850,0.0,3.190828046228944e-08
1851,6.449438760824933e-10,3.805169002113473e-08
1852,5.859490670445666e-09,5.5339636872986375e-08
1853,1.1943863675867306e-08,4.1206330569920624e-08
1854,6.754363734984281e-09,5.819144233143447e-08
1855,4.776243400783642e-09,3.92713346286655e-08
1856,2.5885946719483854e-09,6.989205303398194e-08
1857,1.9526036343364694e-09,6.834112392661851e-08
1858,2.4468380099840203e-09,5.5787906738657966e-08
1859,2.036869339860914e-09,4.7357211485632433e-08
1860,7.781213007262977e-09,6.545372696620255e-08
1861,8.488735048217677e-09,6.743827896116272e-08
1862,5.421583737508229e-09,6.054101597818828e-08
1863,3.995696662428827e-09,4.04564275413577e-08
1864,1.4384183621984903e-08,4.650886109569541e-08
1865,4.706844358715045e-10,4.236159789616778e-08
1866,1.9462452205409875e-09,6.519921136316498e-08
1867,5.338092634588065e-09,5.338092456952381e-08
1868,7.409810987013543e-09,3.754304245262574e-08
1869,4.395167341186834e-09,3.1742874440077173e-08
1870,2.8670243956696595e-09,4.9886222708295236e-08
1871,1.0621177271019633e-09,3.080141297573391e-08
1872,3.6284036886158333e-09,3.3260366905096816e-08
1873,5.387403856360606e-09,4.8486636927691507e-08
1874,5.974609140757536e-10,5.43689416820925e-08
1875,4.005069165202713e-09,4.920513185791009e-08
1876,1.209202959984168e-09,4.292670441330415e-08
1877,1.8554447978047506e-09,6.370360305929523e-08
1878,3.6234530931267273e-09,4.408534692856847e-08
1879,8.55305515301552e-09,4.2765275320988394e-08
1880,6.417846254436199e-10,4.55667077403632e-08
1881,0.0,2.4403776777148778e-08
1882,1.3310770263785798e-09,2.5956001792337702e-08
1883,0.0,3.159669503816076e-08
1884,0.0,3.4328824227713994e-08
1885,5.80107206715752e-09,3.609556031847205e-08
1886,6.453463874400711e-10,3.54940529190273e-08
1887,6.528924623161458e-10,2.6115698048556624e-08
1888,3.1703073499755874e-09,4.311618084784641e-08
1889,6.265136742733546e-10,4.2602930960811136e-08
1890,8.520702365899524e-09,3.8015443237782165e-08
1891,3.1871101313640793e-09,4.079500826037474e-08
1892,1.8805537127519756e-09,3.698422168518789e-08
1893,1.2316833108982905e-09,3.3871291771347956e-08
1894,6.301539290376468e-09,2.520615716150587e-08
1895,9.629783193076946e-09,2.7083764564395096e-08
1896,1.179405795248556e-09,3.892039046604623e-08
1897,5.2440420894583895e-09,6.001514663012131e-08
1898,0.0,2.5462597474934512e-08
1899,3.8693048765026106e-09,3.924580660452648e-08
1900,1.5573159428683425e-09,2.803168719367477e-08
1901,1.1177477832191585e-09,3.2414686101933654e-08
1902,2.9461704187383475e-09,1.473085176062483e-08
1903,5.400220270956879e-10,2.5381035939631147e-08
1904,2.6873125946735854e-09,5.750849041419315e-08
1905,3.6125313851442797e-09,3.096455358786443e-08
1906,3.0865106026567446e-09,3.7038127231880935e-08
1907,5.142843373384665e-10,3.754275823553144e-08
1908,4.911388851169818e-09,3.6835416494795936e-08
1909,6.0510818578052294e-09,5.005895076237721e-08
1910,4.809735720812114e-09,2.404867771588215e-08
1911,1.5961122423746588e-09,4.0434842030201423e-08
1912,1.0418842455450772e-09,2.917275843117295e-08
1913,5.3029897140177695e-09,2.0681659052002033e-08
1914,4.68772043404897e-09,4.085013571852869e-08
1915,2.3561523843085297e-09,2.473960047932877e-08
1916,5.493730803607377e-09,3.076489463182952e-08
1917,1.0966424213165737e-08,2.9609345419956412e-08
1918,4.594550517822427e-09,3.5607765624945387e-08
1919,1.2890987832747669e-08,2.1178051312631396e-08
1920,8.329454459499175e-09,1.590168707821249e-08
1921,3.0290989716519334e-09,1.4388219726768625e-08
1922,5.164555005876537e-09,2.5084981203349344e-08
1923,4.246379248229459e-09,1.5923921736771263e-08
1924,1.1602462102189293e-08,1.2891624656674594e-08
1925,5.499089184013428e-09,2.5295809891190402e-08
1926,0.0,1.671920735191179e-08
1927,6.689535148041159e-09,2.564321655018631e-08
1928,3.4278122562625413e-09,6.512843730988038e-08
1929,1.1140406375176326e-09,3.5649300400564243e-08
1930,5.2518016602221e-09,2.6259009189288918e-08
1931,1.3686427990933225e-08,3.42160717536899e-08
1932,3.287861094491973e-09,3.287861005674131e-08
1933,1.1470662419910127e-08,3.6706120143392695e-08
1934,2.3963160344919743e-09,3.1152108448395666e-08
1935,5.98414207075848e-09,3.949533677882755e-08
1936,1.091224355320719e-08,3.273672888326473e-08
1937,2.5182236296217297e-09,1.888667666705146e-08
1938,7.779128452511941e-09,3.1116513810047763e-08
1939,7.647025235257843e-09,2.2941076593951948e-08
1940,1.5214697057785997e-08,3.550096039361961e-08
1941,2.9515025978810172e-09,5.9030051957620344e-09
1942,9.102635090130207e-09,3.034211815133858e-08
1943,1.4516176261025748e-08,2.322588166236983e-08
1944,1.2852744646352221e-08,5.1410978585408884e-08
1945,2.178504043826024e-09,2.832055256973831e-08
1946,1.6705325123211878e-08,1.1136883415474585e-08
1947,3.5762612871081956e-09,2.5033828343623554e-08
1948,1.0871888278529696e-08,2.391815279167986e-08
1949,9.817008428392171e-09,1.3743811422273211e-08
1950,8.508289184305795e-09,3.084254984742074e-08
1951,1.0661401539380222e-08,2.5587365115598004e-08
1952,4.2179215675730575e-09,1.3708244650523227e-08
1953,1.0773827274768166e-08,2.1547654327491728e-08
1954,8.795282724349818e-09,1.6613311171198575e-08
1955,1.3139850985055546e-08,1.8771215248847284e-08
1956,2.616342476002842e-09,1.5698054411927842e-08
1957,1.501956425897788e-08,1.3252556385623393e-08
1958,1.6544487224656734e-08,2.0680609225109947e-08
1959,1.4726421193600459e-08,2.1702094343822864e-08
1960,6.228750071279876e-09,1.5225833038812198e-08
1961,9.72742331128984e-09,2.223410922042035e-08
1962,1.5854891455280296e-08,3.170978235544908e-08
1963,1.0992290633282664e-08,2.5864213659687607e-08
1964,8.517555549758526e-09,2.798625509115027e-08
1965,8.755269398363907e-09,2.517140029745235e-08
1966,1.9386760863326913e-08,2.1602391320207914e-08
1967,7.3955032653394426e-09,2.5144711202074177e-08
1968,1.1228539820162808e-08,2.4253645258820455e-08
1969,1.226274581878073e-08,2.8613073632666186e-08
1970,4.59872487312829e-09,2.2533753002429435e-08
1971,1.1304474245577012e-08,3.031654582930088e-08
1972,1.0260294114328161e-08,2.103360258187692e-08
1973,1.2129048099218664e-08,1.8744892860134144e-08
1974,7.875800567269664e-09,2.1939729366593497e-08
1975,1.2565256835017635e-08,1.6563292071225533e-08
1976,2.1140049266676897e-08,7.427584769459372e-09
1977,1.645498992619565e-08,1.3516598507123945e-08
1978,1.722771558743119e-08,1.485147826940647e-08
1979,1.5800327823889404e-08,1.1118749476679568e-08
1980,1.932951232408442e-08,1.2507331170752423e-08
1981,1.075343419865149e-08,1.4548763971333756e-08
1982,1.1173504455008754e-08,2.3588508812899533e-08
1983,1.38936957494451e-08,1.1367568553133367e-08
1984,2.3775934998582215e-08,1.1018116197192285e-08
1985,1.2632672019563529e-08,2.4062232761856706e-08
1986,2.817408106814412e-08,1.7384008066390066e-08
1987,2.1998941446277342e-08,2.5665431557797547e-08
1988,1.6190695673046207e-08,2.6384837426007834e-08
1989,1.7013179087754793e-08,2.1952487827547884e-08
1990,1.1987031700577688e-08,1.4166492479095183e-08
1991,2.696273926350301e-08,1.4067516318494455e-08
1992,1.6529832724820892e-08,1.487684975209902e-08
1993,1.6063701424595678e-08,1.6617622222714346e-08
