year,en_ADP art_NOUN,en_ADP part_NOUN
1880,3.651754560962672e-07,1.2688082051681704e-06
1881,4.288092299020718e-07,1.1874180927406996e-06
1882,5.623800376497456e-07,1.149384956988797e-06
1883,5.579976374292528e-07,1.091349872694991e-06
1884,7.189247916983277e-07,1.295913079957245e-06
1885,5.343431936921661e-07,1.2852597137680277e-06
1886,5.97590766204803e-07,1.2351929399301298e-06
1887,5.490825607523675e-07,1.2953386203662376e-06
1888,6.73373254045373e-07,1.270659140573116e-06
1889,6.641044763000536e-07,1.1684479659379576e-06
1890,6.757572421633995e-07,1.2754835552186705e-06
1891,7.272985200756921e-07,1.2353237934803474e-06
1892,8.07384399337252e-07,1.118302634495194e-06
1893,8.917387077644889e-07,1.214439748764562e-06
1894,8.86626551732661e-07,1.1475102610347676e-06
1895,8.925605605725195e-07,1.070711505235522e-06
1896,1.0325697559210312e-06,1.1906101917702472e-06
1897,1.0447297391635857e-06,1.1740827403627918e-06
1898,1.0603756770422024e-06,1.084140762941388e-06
1899,9.557183062725016e-07,1.0922494766418822e-06
1900,1.077143508609879e-06,1.121267473536136e-06
1901,9.802648186507668e-07,1.1004226507793646e-06
1902,1.0051350756157262e-06,1.8776925116981147e-06
1903,1.1864283351314953e-06,1.0120012348124874e-06
1904,1.1963915405033276e-06,9.873186854747473e-07
1905,1.253032266390619e-06,9.60933334681613e-07
1906,1.1188601689582356e-06,1.1003410236298805e-06
1907,1.1509683268684512e-06,1.0604543376757647e-06
1908,1.2754877047882474e-06,1.0711739832913736e-06
1909,1.3389394126761545e-06,1.070491407517693e-06
1910,1.2344987538881469e-06,1.0079068033519434e-06
1911,1.2891266258918677e-06,1.0800359859786113e-06
1912,1.4065436957366728e-06,9.798920928005828e-07
1913,1.456200919847106e-06,1.4349890307130408e-06
1914,1.4284154019605921e-06,1.1364373904143577e-06
1915,8.281875860660648e-07,1.5786221183589078e-06
1916,1.1295111193021512e-06,1.6909704072531895e-06
1917,1.1646342876758808e-06,1.4157653822621796e-06
1918,1.202623650442547e-06,1.2267449847058742e-06
1919,1.480621982352659e-06,9.668241318649962e-07
1920,1.7787172410521634e-06,9.139683925241116e-07
1921,1.535753170855969e-06,9.776416618478834e-07
1922,1.690285010624848e-06,9.465891253057634e-07
1923,1.5531132007140513e-06,9.055403893398761e-07
1924,1.5805131141632955e-06,8.650280278743594e-07
1925,1.452859351047664e-06,8.633569450466894e-07
1926,1.4512271810929178e-06,7.579374141641892e-07
1927,1.5765004022227913e-06,9.320751814811956e-07
1928,1.5619398716637534e-06,7.906820655989577e-07
1929,1.3279364559082296e-06,9.135133041127119e-07
1930,1.3287059026367842e-06,9.022595577334869e-07
1931,1.2374812570215e-06,9.648931609262945e-07
1932,1.0203328280056212e-06,8.175814514288504e-07
1933,1.2457138822696834e-06,8.958587045526656e-07
1934,1.0028582657639618e-06,8.051621875893034e-07
1935,1.18845058949546e-06,8.377799076697556e-07
1936,1.0851619407503676e-06,7.238454600155819e-07
1937,1.1344597474760576e-06,7.605035534652416e-07
1938,1.1318632360257652e-06,7.247554663081246e-07
1939,9.925838426738665e-07,8.304669449898938e-07
1940,9.357038877055857e-07,9.686690418675425e-07
1941,1.4167212469828883e-06,1.018268449115567e-06
1942,1.225821534944771e-06,8.98126700121793e-07
1943,1.1903264542922898e-06,1.1322617865516804e-06
1944,1.1374679331765947e-06,1.0667778269635164e-06
1945,1.4225631375097691e-06,1.0979659919030382e-06
1946,1.3238969991391514e-06,9.870062740446883e-07
1947,1.391165618258583e-06,9.489013450547645e-07
1948,1.3133240273077718e-06,1.0273934094584547e-06
1949,1.2585404540743639e-06,9.561765637045028e-07
1950,1.1039505167786956e-06,8.912433031582623e-07
1951,1.1610266525963198e-06,9.136821290667285e-07
1952,1.1198581582050338e-06,9.869936548057012e-07
1953,1.0515255262077972e-06,9.76108708528045e-07
1954,1.300724580488577e-06,9.606402500139666e-07
1955,1.2773812763100523e-06,1.0399253369541839e-06
1956,1.3317183018557444e-06,9.226967563336075e-07
1957,1.03369938386777e-06,1.017796307678509e-06
1958,1.0174859284006743e-06,9.281457096221857e-07
1959,1.1137824067475321e-06,8.998618454825191e-07
1960,1.0035208433123444e-06,9.253154189536872e-07
1961,1.0102623697605395e-06,1.2235708481966867e-06
1962,1.0527647802405227e-06,8.840686973599077e-07
1963,1.2725192561902077e-06,9.246456329492503e-07
1964,1.0665196583659053e-06,9.296303460359923e-07
1965,1.329159285745618e-06,9.061703849511105e-07
1966,1.118893070639615e-06,1.0169741244681063e-06
1967,1.0669246464090065e-06,1.0200864153375733e-06
1968,1.8221673983020992e-06,1.0918631687673042e-06
1969,1.1640525485745457e-06,9.49681577822048e-07
1970,1.3313308500073617e-06,9.643525800129282e-07
1971,1.4998982180713938e-06,1.0723836112447316e-06
1972,1.1804468265097512e-06,1.0491149851077353e-06
1973,1.2057376821417165e-06,1.1798256309702992e-06
1974,9.659106261494799e-07,1.0801097687362926e-06
1975,1.1057425517435604e-06,1.0691891247915919e-06
1976,1.086712789089006e-06,1.180414642476535e-06
1977,1.1935744268498638e-06,1.247053091901762e-06
1978,1.2011875334394517e-06,1.3497023019226617e-06
1979,1.1095341534428371e-06,1.3629246495838743e-06
1980,1.4355005859556513e-06,1.457104076507676e-06
1981,1.0557342129402514e-06,1.5004203532953397e-06
1982,1.0844506803664444e-06,1.5028363122837618e-06
1983,1.2851667960944724e-06,1.6280885120067978e-06
1984,1.1731394771175019e-06,1.572111159475753e-06
1985,1.1537839981201614e-06,1.496069330642058e-06
1986,1.330775774022186e-06,1.7887545027406304e-06
1987,1.3517126618012298e-06,1.6303658867400372e-06
1988,1.2676715250847792e-06,1.6784354102128418e-06
1989,1.3648960042189628e-06,1.609117475709354e-06
1990,1.3212978799970188e-06,1.6345952644769568e-06
1991,1.3698244174520369e-06,1.757267227731063e-06
1992,1.3493852826229613e-06,1.7951398376681027e-06
1993,1.5487623485910262e-06,1.7919336414706777e-06
1994,1.4384725339766646e-06,1.802442398002313e-06
1995,1.3306693880110743e-06,1.7715146896080114e-06
1996,1.4834557653387037e-06,1.9873716610163683e-06
1997,1.4499760467856504e-06,1.861377995737712e-06
1998,1.420425721931906e-06,1.8199949636255042e-06
1999,1.4492107993646641e-06,1.8714973748501507e-06
2000,1.4049340499866503e-06,2.1427451883937465e-06
2001,1.5636544645758477e-06,2.1161251879675547e-06
2002,1.7196294628263331e-06,1.9562153283914085e-06
2003,1.5580125136693823e-06,1.8601143665364361e-06
2004,1.553569848766756e-06,2.057037590930122e-06
2005,1.5398320449833136e-06,1.916795781653491e-06
2006,1.6945116705358032e-06,1.9704102669493295e-06
2007,1.7495819939483681e-06,2.0096226762689184e-06
2008,1.8762536164729227e-06,1.984392611120711e-06
2009,1.4280737055116788e-06,1.9392239209992113e-06
2010,1.3184106713026722e-06,1.929669451783411e-06
2011,1.4022505183675094e-06,1.7383777048962656e-06
2012,1.1901267917835412e-06,1.7773603531168192e-06
2013,1.1544188609491357e-06,1.700250663816405e-06
2014,1.065832080371365e-06,1.7278086943406379e-06
2015,1.3982158009184786e-06,1.7632856952332077e-06
2016,1.0690185696660137e-06,1.8130439229935291e-06
2017,1.122214264626109e-06,1.7667138081378653e-06
2018,1.205803044967979e-06,1.8219991488876985e-06
2019,1.2114640455251902e-06,2.0234435851307353e-06
