year,un_DET if_NOUN,un_DET pif_NOUN
1887,1.044627923052488e-08,1.3057849246322917e-09
1888,1.4583413587843097e-08,5.072491537916335e-09
1889,1.879540989513373e-08,1.2530273485467092e-09
1890,3.277193239004106e-09,2.6217545912032847e-09
1891,1.7210393998823292e-08,6.374220040683554e-10
1892,2.6954603438156255e-08,4.387958441043338e-09
1893,3.818218330398082e-08,3.6950498771837204e-09
1894,3.5918773955145866e-08,4.411077725308132e-09
1895,1.083350631425617e-08,1.8055843487019274e-09
1896,1.592197795829975e-08,2.358811590497112e-09
1897,2.21415115131407e-08,0.0
1898,1.4145887350380804e-08,6.224190496340043e-09
1899,1.9899282222013426e-08,1.6582735185011188e-09
1900,1.9206896628709558e-08,5.191053142894475e-10
1901,7.824234427022958e-09,1.1177477832191585e-09
1902,1.5712907974752e-08,4.910283846193408e-10
1903,2.4300990775216746e-08,4.3201759947208984e-09
1904,1.827372564378038e-08,1.0749250378694342e-09
1905,1.1869745852877145e-08,1.0321518084666081e-09
1906,2.2634411678268407e-08,1.0288369045596824e-09
1907,1.2342824262656649e-08,1.5428529565042481e-09
1908,2.7994917939366815e-08,4.911389073214423e-10
1909,1.7603148050326922e-08,2.2003934230241384e-09
1910,1.8170112192628096e-08,3.740905363258662e-09
1911,1.8621310271527136e-08,4.25629931299909e-09
1912,2.8130875462384353e-08,3.125652625612929e-09
1913,2.439375268448174e-08,5.833288518886093e-09
1914,1.2054138687211946e-08,1.3393487430235496e-09
1915,8.246533123035249e-09,1.1780761921542648e-09
1916,2.197492365851872e-08,0.0
1917,2.5222776534050695e-08,4.386569774084137e-09
1918,1.4932289182922887e-08,0.0
1919,3.314825275380073e-08,9.207848372660976e-10
1920,1.8930578882248028e-08,3.786115865267448e-09
1921,3.180553953541221e-08,0.0
1922,2.6560567523148393e-08,3.6889677423879164e-09
1923,3.715581797791856e-08,5.307974060286824e-09
1924,1.9337436318878076e-08,7.734974438733389e-09
1925,2.749544503188872e-08,8.798542117105512e-09
1926,2.786534636367577e-08,2.229227691330493e-09
1927,3.344767540713889e-08,3.3447675740205796e-09
1928,3.427812411693765e-08,5.713020723163709e-09
1929,1.6710609784809094e-08,6.684243825105796e-09
1930,2.2057566884114976e-08,4.201441416995522e-09
1931,1.8248570654577634e-08,3.4216069977333063e-09
1932,2.7398841417891617e-08,3.287861094491973e-09
1933,1.2617728861741284e-08,5.735331320977366e-09
1934,3.354842448288764e-08,2.3963160344919743e-09
1935,2.154291145473053e-08,4.787313656606784e-09
1936,2.5461901476120374e-08,3.6374143697059935e-09
1937,2.770046048095054e-08,2.5182236296217297e-09
1938,2.0744343798284604e-08,3.8895642262559704e-09
1939,1.3764645423464117e-08,6.117620188206274e-09
1940,1.0143131667916805e-08,0.0
1941,1.1806010835613279e-08,2.9515025978810172e-09
1942,3.6410540360520827e-08,3.034211770724937e-09
1943,3.193558839598154e-08,2.9032352077962287e-09
1944,2.2492303131116387e-08,0.0
1945,1.089252021913012e-08,6.535512131478072e-09
1946,2.0881657292193267e-08,6.960552134671616e-09
1947,2.026548062694644e-08,2.3841741914054637e-09
1948,1.3046265401328583e-08,3.2615663503321457e-09
1949,2.2579119796084512e-08,4.908504269707237e-09
1950,1.595304199852876e-08,4.2541445921528975e-09
1951,1.5992102531114938e-08,3.1984206394497505e-09
1952,8.435843024123812e-09,3.1634410646574906e-09
1953,1.8315506888910704e-08,3.232148326759443e-09
1954,2.931760900715119e-08,1.9545072227344917e-09
1955,2.0648337262230143e-08,2.815682353940474e-09
1956,2.8779766569897447e-08,3.488456634670456e-09
1957,1.1485549400447326e-08,8.835037701437898e-10
1958,9.926692356998501e-09,1.6544486891589827e-09
1959,2.1702094787912074e-08,0.0
1960,1.4533749814749086e-08,3.460416619915918e-09
1961,2.0844477421899654e-08,5.55852741612739e-09
1962,1.3318108060822453e-08,2.5367825617905737e-09
1963,9.69907976156037e-09,5.819447812527301e-09
1964,1.764350837651918e-08,2.4335873316516654e-09
1965,1.915215241954371e-08,2.73602163147757e-09
1966,1.3293779854706145e-08,1.6617224263271169e-09
1967,2.1200442734681246e-08,2.465167847631733e-09
1968,2.470278706590001e-08,2.6948494546985557e-09
1969,1.407944941189676e-08,4.087581995104728e-09
1970,1.1496812585276572e-08,7.357959935783143e-09
1971,1.9525910222029097e-08,5.138397596304856e-09
1972,2.4111690311023892e-08,2.0520586896388693e-09
1973,1.984753356110147e-08,3.307922269435437e-09
1974,2.08146151980948e-08,3.9379001726125296e-09
1975,1.2565256390928425e-08,7.4249242310031605e-09
1976,1.7140580732544208e-08,5.713526873840635e-10
1977,3.5260689701388515e-08,4.11374712072643e-09
1978,2.019801104147234e-08,3.5643548113029055e-09
1979,1.697072249395859e-08,4.0963813452421505e-09
1980,1.876099753328475e-08,6.2536656408873625e-09
1981,2.0241757991978915e-08,3.795329661659963e-09
1982,1.6760255960868164e-08,9.311253323929236e-09
1983,2.0209010909155722e-08,6.946847541655643e-09
1984,2.2036231783761906e-08,4.059306057957457e-09
1985,1.0226448909911312e-08,6.617113745832626e-09
1986,2.0980698400840936e-08,4.196139768986029e-09
1987,2.9331921447273146e-08,9.777306964053878e-09
1988,2.4585870672666488e-08,4.7972429917386705e-09
1989,2.744061089465788e-08,4.939309961038418e-09
1990,1.5256222729576052e-08,3.2691906959314565e-09
1991,1.6998248975053087e-08,4.689171995142516e-09
1992,1.6529832502776287e-08,2.2039777225479895e-09
1993,1.5509781237099673e-08,9.416652790861235e-09
1994,2.162719903164856e-08,5.802419322797903e-09
1995,1.8436332627214114e-08,7.049186012686448e-09
1996,1.921713188579588e-08,8.007137841659073e-09
1997,2.109753616252874e-08,5.753873488778538e-09
1998,1.6211639697338853e-08,3.337690346327804e-09
1999,2.467908624681492e-08,5.027221222642098e-09
2000,1.634671664696441e-08,7.068850393920911e-09
2001,1.2705513779964761e-08,7.886181485616817e-09
2002,1.8839252380331573e-08,7.009954283709874e-09
2003,3.0001844841809344e-08,3.3335384452826133e-09
2004,1.6297727806202644e-08,6.607186908702545e-09
2005,1.4862373332036327e-08,9.457874261542543e-09
2006,2.2648393716018234e-08,1.2765459078689645e-08
2007,1.9972397347078896e-08,8.787854888225866e-09
2008,1.873273400287978e-08,7.663391393686325e-09
2009,2.9085974073694842e-08,1.0013204043701762e-08
2010,2.6925619733830786e-08,1.5588516699693855e-08
2011,4.244608886594392e-08,2.14142422683139e-08
2012,3.131912360010425e-08,1.8382964511731714e-08
2013,2.705451368489875e-08,1.589801262857904e-08
2014,3.053277713993552e-08,2.2953718148421842e-08
2015,2.5490616742396277e-08,1.6624315840596537e-08
2016,3.314144159105581e-08,1.2428040346845748e-08
2017,2.3143625071941898e-08,1.1571812452704222e-08
2018,3.278462706868268e-08,1.3165480206023261e-08
2019,3.1122050769827325e-08,1.0714148290791314e-08
