year,aucun_DET arc_NOUN,aucun_DET parc_NOUN
1800,0.0,0.0
1801,0.0,2.3811825844433088e-09
1802,0.0,0.0
1803,7.801356893821776e-09,0.0
1804,4.943701892301533e-09,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,2.8469551160981155e-09,2.2775640928784924e-08
1808,1.8128591960930862e-08,9.064295980465431e-09
1809,6.7770917766551975e-09,0.0
1810,2.106114038724627e-08,0.0
1811,0.0,0.0
1812,0.0,8.00162425207418e-09
1813,0.0,8.627225156487839e-09
1814,0.0,3.1466771410748606e-09
1815,0.0,0.0
1816,2.3176038865813098e-09,0.0
1817,1.556873407970727e-09,0.0
1818,4.768470951432846e-09,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,7.88919063410276e-09,0.0
1822,1.2030739071633434e-08,0.0
1823,0.0,0.0
1824,0.0,8.421112696055388e-10
1825,1.584979791857677e-08,7.924898959288385e-09
1826,7.0463874735082754e-09,0.0
1827,5.530363889061363e-09,1.2904182611350734e-08
1828,0.0,0.0
1829,1.714635211591542e-09,3.429270478694235e-09
1830,0.0,2.0873671680021744e-09
1831,0.0,3.1182412207897414e-09
1832,1.3529969367098715e-09,0.0
1833,1.0425265983826648e-08,0.0
1834,1.3068342852307069e-08,0.0
1835,1.663879345414898e-08,0.0
1836,2.688300027031687e-09,0.0
1837,6.2621018370734305e-09,1.3915781860163179e-09
1838,4.418513555037862e-09,0.0
1839,4.894032734625853e-09,3.4957375882882502e-09
1840,1.528725279698051e-08,1.910906599622564e-09
1841,1.4125206337922691e-08,1.2841097074556274e-09
1842,6.037438549100216e-09,6.037438549100216e-09
1843,8.269675610961258e-09,5.31621990873532e-09
1844,1.097712254427563e-08,0.0
1845,1.562463758375543e-08,1.1160455892778032e-09
1846,3.5127007969038004e-09,0.0
1847,2.1572893693644346e-08,0.0
1848,8.045221711050488e-10,8.045221711050488e-10
1849,8.379414939696517e-10,0.0
1850,2.7155984128057753e-09,0.0
1851,4.514607354622058e-09,1.3543821175687754e-08
1852,8.463708844885787e-09,1.7578472011337e-08
1853,7.763511611358354e-09,2.9859659189668264e-09
1854,1.506742641765868e-08,3.117398783558656e-09
1855,1.326734277995456e-08,7.960405667972736e-09
1856,1.2425253714809514e-08,1.0872097000458325e-08
1857,1.8061584228235006e-08,8.78671624349181e-09
1858,5.3830435664536935e-09,4.893676019968041e-10
1859,1.1202781147190422e-08,3.5645213447565993e-09
1860,2.7463103458025273e-09,1.8308735638683515e-09
1861,4.715963730639317e-10,2.8295783494058924e-09
1862,1.0391368654438793e-08,7.680577063240435e-09
1863,6.99246927027275e-09,1.4983863039219614e-09
1864,6.233146443435089e-09,9.589455896019672e-10
1865,9.88437331983505e-09,0.0
1866,2.432806400776144e-09,1.9462451650298362e-09
1867,1.164674756637396e-08,1.455843445796745e-09
1868,1.4819622196071691e-09,3.457911734727759e-09
1869,1.4650557655926377e-08,1.2208797972590446e-08
1870,5.160643912205387e-09,4.013834153937523e-09
1871,3.18635318130589e-09,5.3105884134652115e-09
1872,3.628403577593531e-09,4.8378714367913744e-09
1873,1.2570609442263958e-08,1.1972008939764578e-08
1874,8.961913877669758e-09,7.169530746864439e-09
1875,0.0,5.149374426860476e-09
1876,0.0,9.069022421925865e-09
1877,8.658742389755503e-09,1.051418707653795e-08
1878,4.831270938865373e-09,6.039088673581716e-10
1879,6.109325489944695e-09,0.0
1880,1.4761045941114048e-08,5.134277003548959e-09
1881,4.183504653809678e-09,0.0
1882,3.9932310791357395e-09,6.655385131892899e-10
1883,6.951272724098345e-09,2.5277356319186595e-09
1884,4.621187876807653e-09,1.9805090900604227e-09
1885,7.7347630522695e-09,1.2891271383708158e-09
1886,6.453463874400711e-10,3.2267319927115068e-09
1887,9.793386546164129e-09,9.79338704576449e-09
1888,3.804368819970705e-09,8.876860579931645e-09
1889,8.144677710042458e-09,4.385595775424633e-09
1890,2.621754646714436e-09,0.0
1891,5.099376032546843e-09,7.0116419337296065e-09
1892,3.761107425503951e-09,4.387958441043338e-09
1893,6.774258043407144e-09,0.0
1894,1.2603078580752936e-09,3.150769645188234e-09
1895,1.745398225949657e-08,6.018614495673091e-10
1896,4.7176231254830725e-09,5.307326134129653e-09
1897,8.157398756480916e-09,5.826713556089658e-10
1898,1.810673566637888e-08,1.13167097914868e-09
1899,8.844125432005967e-09,3.3165470370022376e-09
1900,6.22926377147337e-09,3.114631885736685e-09
1901,7.824234371511807e-09,2.7943695135590474e-09
1902,1.0311595854961553e-08,3.437198747846537e-09
1903,8.100329962346109e-09,2.1600881083827517e-09
1904,1.9886113200584532e-08,1.0749250378694342e-09
1905,1.548227662739876e-08,1.5482277682110634e-09
1906,6.173021205313489e-09,2.0576738091193647e-09
1907,2.5714217422034835e-09,7.71426478252124e-09
1908,9.331639239107403e-09,5.402527980535865e-09
1909,9.901770070541716e-09,1.1001967115120692e-09
1910,5.878565967343263e-09,5.344150677544235e-10
1911,1.2236860413850081e-08,6.916486494645824e-09
1912,1.771203156364365e-08,5.209421227725386e-10
1913,2.4924051711394668e-08,2.6514948570088848e-09
1914,4.3528833870709605e-08,3.3483718020477227e-09
1915,1.2958838002674611e-08,7.068456930880984e-09
1916,1.7579939282086343e-08,4.394984820521586e-09
1917,1.0966424213165737e-08,8.773139548168274e-09
1918,1.2635013924011673e-08,1.1486376294556067e-09
1919,8.287063479883727e-09,1.8415696745321952e-09
1920,1.590168707821249e-08,3.786115865267448e-09
1921,1.5902770267306465e-08,3.786373714564917e-09
1922,1.9920426197472807e-08,1.4755870969551665e-09
1923,1.6985516548828627e-08,0.0
1924,2.3204924204378585e-08,3.867487219366694e-09
1925,1.2097996160420621e-08,4.399271169575059e-09
1926,1.783382086451013e-08,1.1146138456652466e-09
1927,2.2298449753321847e-08,2.2298449753321847e-09
1928,2.0566874425753667e-08,2.2852082448565625e-09
1929,1.8938690837799754e-08,0.0
1930,2.835972989778668e-08,3.1510811737689437e-09
1931,3.5356606531422585e-08,6.843213995466613e-09
1932,4.9317913419777426e-08,6.575722188983946e-09
1933,2.8676655494663805e-08,8.02946376055047e-09
1934,1.4377896206951846e-08,1.3179738189705859e-08
1935,3.4708023122220766e-08,1.196828414151696e-09
1936,1.091224355320719e-08,8.487299751891442e-09
1937,1.5109342110797286e-08,1.2591118148108649e-09
1938,2.333738657878115e-08,2.5930428915188486e-09
1939,9.176430282309411e-09,1.5294050470515685e-09
1940,5.0715658339584024e-09,5.0715658339584024e-09
1941,2.3612021671226557e-08,0.0
1942,3.337632992206352e-08,0.0
1943,4.0645293575281016e-08,2.9032352077962287e-09
1944,3.8558232162699824e-08,3.2131861615880553e-09
1945,3.921307367704685e-08,8.714016175304096e-09
1946,9.744772988540262e-09,2.7842208538686464e-09
1947,5.960435700558264e-09,1.1920870957027319e-09
1948,1.6307831973705333e-08,1.0871887834440486e-09
1949,1.9634017078828947e-08,3.9268033269479474e-09
1950,1.9143649998554224e-08,6.381216888229346e-09
1951,1.3859822622919182e-08,8.529121409139861e-09
1952,2.4253048902522778e-08,5.272401959466322e-09
1953,1.4005975934594517e-08,3.232148326759443e-09
1954,5.863521668203475e-09,1.9545072227344917e-09
1955,1.595553333899602e-08,2.815682353940474e-09
1956,1.308171282410342e-08,3.488456634670456e-09
1957,1.236905244894615e-08,7.951533653738352e-09
1958,1.6544486891589827e-08,9.926692190465047e-09
1959,1.5501495198577686e-08,2.325224457422337e-09
1960,2.5607083176115708e-08,2.7683333403416555e-09
1961,1.1811870759270704e-08,5.558527582660844e-09
1962,1.9660065575521912e-08,7.610347740882872e-09
1963,1.4225316924409981e-08,4.526237162849611e-09
1964,2.433587353856126e-08,8.517555771803131e-09
1965,2.243537855495248e-08,6.5664520487729305e-09
1966,1.60633170098734e-08,4.431259803538978e-09
1967,1.429797347185513e-08,9.367637554547059e-09
1968,1.4821672306153388e-08,4.491415850349512e-09
1969,2.588801994996004e-08,4.541757636644661e-09
1970,2.575286084383066e-08,5.978342543233595e-09
1971,1.8498230724972586e-08,4.110718099248345e-09
1972,3.334595444215438e-08,4.104117490300041e-09
1973,1.3783009400469837e-08,6.064524049609332e-09
1974,2.5315072038623043e-08,2.2502286700643026e-09
1975,2.22747735811879e-08,9.709516302081056e-09
1976,1.6569227545559784e-08,3.9994687561772935e-09
1977,1.1165885660524566e-08,4.11374712072643e-09
1978,1.7821774722648343e-08,2.9702956760857546e-09
1979,1.8141117053005473e-08,1.7555920051037788e-09
1980,1.5918422247018782e-08,9.096241093686785e-09
1981,1.518131853561755e-08,5.060439622894819e-09
1982,1.1173504455008754e-08,2.483000915987077e-09
1983,1.5788290674834116e-08,2.5261264191556165e-09
1984,1.3917620833581168e-08,2.3196033982486597e-09
1985,1.0828004715079942e-08,1.8046674155058895e-09
1986,1.3187867797803676e-08,6.593933954412989e-09
1987,6.110816741511371e-09,4.888653593049241e-09
1988,1.0194141475405871e-08,5.3968984281560495e-09
1989,1.6464366314750123e-08,4.390497743145261e-09
1990,2.1794604454505873e-08,6.538381169818308e-09
1991,5.8614650910726596e-09,1.7584396161396398e-09
1992,3.8569610283367695e-09,3.30596661157756e-09
1993,1.052449438709857e-08,5.539207592608619e-09
1994,4.7474339459618875e-09,4.747433779428434e-09
1995,4.3379608238858225e-09,3.253470548525428e-09
1996,5.871901409548741e-09,3.736664311304594e-09
1997,5.753873155711631e-09,6.233362714880286e-09
1998,2.3840645013706308e-09,3.3376904573501065e-09
1999,6.398281821029528e-09,3.656160929565999e-09
2000,6.185244316725402e-09,6.627047133278552e-09
2001,3.5049695090716426e-09,2.6287270138425356e-09
2002,4.819343757400674e-09,1.3143663935011318e-09
2003,7.917153710401692e-09,3.333538389771462e-09
2004,5.726228602398464e-09,7.928623979580607e-09
2005,8.106749160852189e-09,5.854874252086972e-09
2006,5.353256671281059e-09,2.8825228870488218e-09
2007,5.192823337996089e-09,3.5950315224742013e-09
2008,2.1287198115338413e-09,5.960415355721338e-09
2009,7.1522885392028e-09,7.1522885392028e-09
2010,7.55806894847666e-09,5.196172381261022e-09
2011,1.1854313058945465e-08,4.97116342534909e-09
2012,6.127654716969744e-09,6.8085053706035126e-09
2013,4.183687563052985e-09,6.414987763214697e-09
2014,5.84670206693616e-09,5.197068331241894e-09
2015,6.428068632935435e-09,5.541438530265452e-09
2016,5.799752234025846e-09,5.59261836841074e-09
2017,8.301517695485927e-09,7.546834046578965e-09
2018,3.3559066636712487e-09,6.195520207974425e-09
2019,6.632568272380013e-09,4.0815804625005114e-09
