year,en_ADP as_NOUN,en_ADP passes_NOUN
1800,3.4585810571030606e-07,0.0
1801,4.2861285987072506e-07,2.3811825844433088e-09
1802,3.3343818017783633e-07,4.475680270843441e-09
1803,3.003522337508002e-07,0.0
1804,2.4718509372689823e-07,4.943701892301533e-09
1805,2.7860201168294907e-07,0.0
1806,2.651135728726217e-07,0.0
1807,2.5622595423158145e-07,5.693910232196231e-09
1808,2.8099317894714204e-07,2.2660739951163578e-09
1809,2.1460790433636134e-07,0.0
1810,2.808152181899004e-07,0.0
1811,2.557218179433107e-07,0.0
1812,1.9737341272474396e-07,2.6672082320544632e-09
1813,2.50189524653166e-07,0.0
1814,4.0277466961669006e-07,3.1466771410748606e-09
1815,2.022917642285904e-07,2.697223555614414e-09
1816,2.757948678322464e-07,0.0
1817,3.720927379546879e-07,0.0
1818,1.4305412698867315e-07,1.1921177378582115e-09
1819,2.918996142575736e-07,2.070210003424222e-09
1820,4.378731439658168e-07,0.0
1821,4.339054879842763e-07,0.0
1822,3.8297854132451903e-07,0.0
1823,3.281052071146817e-07,9.882686891060644e-10
1824,3.680026168240147e-07,5.052667617633233e-09
1825,2.8969908849596493e-07,7.924898959288385e-09
1826,2.8449789102324985e-07,0.0
1827,2.6084881338261923e-07,2.7651818612639545e-09
1828,2.2563861046265288e-07,3.668920500743411e-09
1829,2.777708928980438e-07,3.429270423183084e-09
1830,3.214545323260154e-07,1.2524203008013046e-08
1831,2.2451337056139664e-07,0.0
1832,3.2877825006938366e-07,2.705993873419743e-09
1833,2.9422415903646026e-07,0.0
1834,3.407103701391634e-07,1.8669061851994684e-09
1835,4.3790279136146637e-07,7.563087933704082e-09
1836,3.3536543780909867e-07,2.016224964762614e-09
1837,3.7920506068545023e-07,1.3915781860163179e-09
1838,2.7521026901844436e-07,5.680945491803868e-09
1839,2.5868458308764275e-07,4.194885327990505e-09
1840,3.4014138294846674e-07,6.3696887764308485e-09
1841,3.820226459616549e-07,2.5682194149112547e-09
1842,4.3268309024568907e-07,1.2745703159566801e-08
1843,3.3964738710423603e-07,4.134837805480629e-09
1844,2.6729294777538826e-07,2.195424508855126e-09
1845,4.0456653921383534e-07,4.464182357111213e-09
1846,2.915541785775133e-07,1.3465353276842507e-08
1847,3.537954720300718e-07,4.853901280910122e-09
1848,2.5181543988894717e-07,4.02261068899179e-09
1849,2.2875802829780412e-07,0.0
1850,2.8038552457587684e-07,1.3577992064028876e-09
1851,2.2637530627811486e-07,3.8696632564949596e-09
1852,2.793023943237216e-07,2.0833745395520964e-08
1853,2.6037622324892595e-07,5.971931837933653e-09
1854,2.9407460516717165e-07,3.63696517347023e-09
1855,3.3539842902996497e-07,5.306937111981824e-10
1856,2.8422767495150936e-07,9.836659486950339e-09
1857,3.1192843735761144e-07,2.9289055625270066e-09
1858,3.8366420923585665e-07,4.404308473482388e-09
1859,3.7071023051282737e-07,5.092173349652285e-09
1860,3.9272237825627165e-07,3.204028820036342e-09
1861,3.485097264110948e-07,9.431927461278633e-10
1862,2.9186190375618537e-07,4.517986262886353e-10
1863,3.3064388560433144e-07,7.491931519609807e-09
1864,3.2700043783862043e-07,1.9178911792039344e-09
1865,3.1959472512888e-07,2.8241067262513297e-09
1866,4.5785417668309236e-07,2.432806400776144e-09
1867,3.9550414143718626e-07,3.396968040192405e-09
1868,2.711990786385954e-07,9.87974813071446e-10
1869,4.0728548655888375e-07,5.860222973552709e-09
1870,4.512696407665828e-07,0.0
1871,3.8236238508737586e-07,1.0621177271019633e-09
1872,3.368367974543318e-07,1.2094678591978436e-09
1873,3.5137846432498065e-07,2.9930022904522957e-09
1874,3.5130700881680355e-07,5.974609140757536e-10
1875,4.7317029022719836e-07,9.154443425529735e-09
1876,3.301123994159383e-07,6.04601479992084e-09
1877,3.698519965844582e-07,4.9478527941460015e-09
1878,3.448319532139976e-07,6.6429977074733415e-09
1879,3.335691514116945e-07,6.109325489944695e-09
1880,3.3244444619384694e-07,6.417846254436199e-09
1881,3.4653363067960186e-07,6.972507571312292e-10
1882,3.374280168610966e-07,8.652000893505374e-09
1883,3.7536872571353186e-07,1.2638677882037541e-09
1884,3.096195948515401e-07,3.300848483434038e-09
1885,4.447488609615746e-07,3.2228177904158883e-09
1886,3.2331852700684394e-07,2.5813855497602844e-09
1887,3.042478760040268e-07,1.828098916689669e-08
1888,2.5869708109027556e-07,6.340614699951175e-09
1889,2.982205120072301e-07,2.5060546970934183e-09
1890,2.890484358530898e-07,2.6217545912032847e-09
1891,2.3520871894611162e-07,9.561330394092238e-09
1892,3.265894872317432e-07,5.014809900671935e-09
1893,2.43873290228791e-07,3.079208221734575e-09
1894,2.2307449065728235e-07,1.8904617871129403e-09
1895,2.3773527124681948e-07,2.4074457982692365e-09
1896,3.036969786762711e-07,0.0
1897,2.709421679236712e-07,2.330685422435863e-09
1898,2.5858681684809426e-07,3.3950129374460403e-09
1899,2.785899582136153e-07,1.1607914629507832e-08
1900,3.021192990226851e-07,5.19105292084987e-09
1901,2.749659515632885e-07,1.0059729937950124e-08
1902,2.828323433234914e-07,4.910283735171106e-09
1903,2.6299072075630647e-07,4.320176216765503e-09
1904,3.004415365381874e-07,3.7622376325430196e-09
1905,2.797131311016443e-07,7.2250627702885595e-09
1906,2.9218967750876956e-07,5.144184522798412e-10
1907,2.900563543795087e-07,6.1714118260169926e-09
1908,3.0254155403142136e-07,1.964555629285769e-09
1909,3.2730850829665314e-07,3.850688656825696e-09
1910,3.8210678510175455e-07,1.6032452032632705e-09
1911,2.4526925279655387e-07,5.852411444351446e-09
1912,2.5682447457597846e-07,5.2094213387476884e-09
1913,3.1817937240496974e-07,1.113627856597077e-08
1914,2.7858453233164937e-07,8.036092680185902e-09
1915,1.9791680205827333e-07,4.712304768617059e-09
1916,2.593041019682829e-07,3.2962386153911893e-09
1917,2.9719009653206285e-07,4.386569774084137e-09
1918,2.9634850040594074e-07,1.2635013924011673e-08
1919,2.541366124209077e-07,2.762354567309444e-09
1920,3.4377930724360795e-07,3.786115865267448e-09
1921,3.218417599648582e-07,1.5145494858259667e-09
1922,4.190667302061968e-07,5.902348387820666e-09
1923,3.980980638473852e-07,1.4862327368803108e-08
1924,4.486285209992502e-07,1.4180787211159895e-08
1925,4.2233001984470775e-07,6.598906754362588e-09
1926,3.9791713002390594e-07,1.0031524944054127e-08
1927,4.4708391400138936e-07,6.689535148041159e-09
1928,3.8734279761420964e-07,6.8556245125250825e-09
