year,en_ADP as_NOUN,en_ADP passes_NOUN
1929,4.3670392324557383e-07,1.1140406375176326e-09
1930,3.382160305154258e-07,1.575540586884472e-08
1931,3.3189588410920123e-07,1.0264820993199919e-08
1932,3.704323338071802e-07,1.8631212128639163e-08
1933,3.005313560233702e-07,6.882397318719313e-09
1934,3.2350267531455756e-07,0.0
1935,4.057248297328897e-07,4.787313656606784e-09
1936,3.297922339662307e-07,9.699771652549316e-09
1937,3.9536109475157843e-07,1.2591118148108649e-09
1938,3.721016561542001e-07,9.075650453382877e-09
1939,3.869394795685821e-07,7.647025235257843e-09
1940,2.865434600707317e-07,7.607348528892999e-09
1941,3.984528449407776e-07,0.0
1942,5.643633826935002e-07,1.517105907566929e-08
1943,5.458082172893342e-07,5.806470415592457e-09
1944,4.7555155546774586e-07,1.6065930807940276e-08
1945,5.969101186664716e-07,2.178504132643866e-08
1946,5.33178296180381e-07,1.1136883415474585e-08
1947,5.364392037243704e-07,1.1920870957027319e-09
1948,5.131530942392715e-07,1.9569398546082084e-08
1949,4.476555710564156e-07,8.835307596655184e-09
1950,5.455940654819358e-07,7.444753258312176e-09
1951,4.2112536879912454e-07,1.7058242818279723e-08
1952,3.9964806997083713e-07,7.381362632230548e-09
1953,4.6650671969850066e-07,1.4005975934594517e-08
1954,4.944903166936854e-07,1.172704333640695e-08
1955,3.819942366867224e-07,5.631364707880948e-09
1956,4.6134837927702677e-07,6.104799332717903e-09
1957,5.16849691933885e-07,8.835037590415595e-09
1958,4.988162860541934e-07,8.272243334772611e-09
1959,4.402424780280967e-07,1.2401196514133517e-08
1960,5.003762590938265e-07,1.1073333361366622e-08
1961,4.967934006394614e-07,1.250668635321972e-08
1962,5.098932955860391e-07,2.7904608401740916e-08
1963,5.347425994228772e-07,2.0691370394843034e-08
1964,4.404793096934867e-07,1.0951143103454797e-08
1965,4.985031392124029e-07,9.302473458205895e-09
1966,4.913159239450238e-07,1.38476865529924e-08
1967,4.7380523993112433e-07,7.888536934785861e-09
1968,4.540821489928959e-07,4.940557296606585e-09
1969,4.446380916789394e-07,1.090021850558287e-08
1970,3.8583302530703634e-07,8.7375777724219e-09
1971,4.377914790687498e-07,1.3873672877195986e-08
1972,3.457718964483547e-07,6.156176013405457e-09
1973,4.377483728834619e-07,7.1671650836435674e-09
1974,3.5159821631935984e-07,1.2938814464291681e-08
1975,3.7410196407350327e-07,9.138368284311582e-09
1976,3.982328118379286e-07,6.8562320265641574e-09
1977,3.9668278306592697e-07,1.23412418062685e-08
1978,4.877225388000284e-07,7.128709622605811e-09
1979,4.3889798639895616e-07,1.1118749476679568e-08
1980,4.178585761849263e-07,7.390696055153967e-09
1981,4.0989559701998246e-07,3.795329828193417e-09
1982,4.475609056697749e-07,8.069752865935698e-09
1983,4.319676154551644e-07,1.0104505676622466e-08
1984,4.4884324790217534e-07,7.538710988796993e-09
1985,4.511668638684796e-07,7.218669662023558e-09
1986,4.6577151557869456e-07,4.196139880008332e-09
1987,4.3203475463826635e-07,7.332980445085013e-09
1988,4.779253419684437e-07,1.139345240375178e-08
1989,4.4289146305942495e-07,1.92084268491044e-08
1990,4.544174814213875e-07,1.1442167213715493e-08
1991,3.974073312651427e-07,8.7921980806982e-09
1992,4.3142863326295355e-07,2.7549720282848966e-09
1993,3.894062734488557e-07,8.862731881720265e-09
1994,4.293790212273052e-07,3.6924485691258724e-09
1995,4.370495325645152e-07,6.506940763983948e-09
1996,4.099654749012416e-07,5.3380921904988554e-09
1997,4.809279241513309e-07,6.7128524960935465e-09
1998,4.4105196650434664e-07,1.5258013519314773e-08
1999,4.935817319307034e-07,5.484241505371301e-09
2000,3.8348513342612023e-07,4.859834756842929e-09
2001,4.0920518795672933e-07,1.621048362210331e-08
2002,4.937636735036222e-07,6.133709984368352e-09
2003,4.891967542164366e-07,5.000307723435071e-09
2004,4.695507432317392e-07,6.607186797680242e-09
2005,4.6793958929924884e-07,5.854874363109275e-09
2006,4.7891058541083e-07,1.5647982465338828e-08
2007,7.661411516313166e-07,2.077129401811817e-08
2008,8.872504198009779e-07,1.2772319202269955e-08
2009,9.007115471248994e-07,1.9549588614609092e-08
2010,1.3127420475100848e-06,1.747803501928047e-08
2011,1.4397254788356406e-06,1.7207874236646603e-08
2012,1.8437432953710697e-06,1.9063815415165664e-08
2013,1.957129092566845e-06,1.2551062411603198e-08
2014,2.121486572193021e-06,1.4725027419615344e-08
2015,2.1358920470060383e-06,1.3521109565317602e-08
2016,2.1204307736333305e-06,1.1599504468051691e-08
2017,2.478631914076823e-06,2.5910797063488644e-08
2018,2.6754321372779444e-06,1.9102854409425163e-08
2019,2.4678255622356815e-06,1.3775333762566788e-08
