year,son_DET are_NOUN,son_DET part_NOUN
1800,1.5720821977538435e-08,1.8864986905953174e-08
1801,4.7623651688866175e-09,2.3811825844433088e-08
1802,3.3567602031325805e-08,1.7902721083373763e-08
1803,2.3404070459420723e-08,2.145373123596528e-08
1804,9.887403784603066e-09,3.213406074564773e-08
1805,2.842877711017877e-08,1.9900143755080535e-08
1806,2.881669125542885e-09,4.3225035106786436e-08
1807,2.2775641372874134e-08,1.9928686256776018e-08
1808,1.5862518409903714e-08,3.172503681980743e-08
1809,2.259030518203531e-09,1.8072244145628247e-08
1810,2.106114127542469e-08,8.190443701039385e-08
1811,1.2535383842049441e-08,5.515568801683912e-08
1812,1.600324850414836e-08,2.1337665856435706e-08
1813,1.1502966579257645e-08,1.4378708002027452e-08
1814,9.440030979135372e-09,1.2586708564299443e-08
1815,1.3486117778072071e-08,1.888056444521169e-08
1816,1.1588019432906549e-08,1.1588019432906549e-08
1817,9.341240336802059e-09,1.5568733857662664e-08
1818,9.536942124910297e-09,3.337929621594071e-08
1819,7.24573512300708e-09,1.7596784473994376e-08
1820,9.493184904840746e-09,3.085285271708926e-08
1821,1.2819934447350079e-08,2.1695274687871802e-08
1822,1.303330066093622e-08,2.7069162911175226e-08
1823,8.89441820195458e-09,1.3835761869529506e-08
1824,5.052667617633233e-09,1.0105335235266466e-08
1825,7.044354433105582e-09,2.9057962036560525e-08
1826,3.5231937367541377e-09,1.2331177634550272e-08
1827,1.1060728055678481e-08,2.3043182195703338e-08
1828,6.420610709767516e-09,2.4765213268995723e-08
1829,1.1145128819833872e-08,4.2865881511033876e-08
1830,1.2524203008013046e-08,3.652892388572582e-08
1831,7.795603274018958e-09,4.677361609140007e-09
1832,1.2176972541411146e-08,2.705993829010822e-08
1833,2.432561940768352e-08,9.266902467608418e-09
1834,1.4001796166951408e-08,1.120143711119681e-08
1835,9.832014313815307e-09,1.5882484660778573e-08
1836,7.392825185359442e-09,2.5538851033957144e-08
1837,1.600314980532147e-08,1.530736071231331e-08
1838,6.312161682231476e-09,4.481634974240478e-08
1839,1.5381244722334486e-08,1.5381244722334486e-08
1840,6.369688498875092e-09,1.7835128207632778e-08
1841,1.3483151484194877e-08,1.3483152372373297e-08
1842,1.475818312002275e-08,1.0062397137744483e-08
1843,1.8311424432315704e-08,1.6539351221922516e-08
1844,5.488561161115513e-09,1.3721403568922597e-08
1845,9.486387508861327e-09,6.696273757711424e-09
1846,1.2879903366069811e-08,1.6978054073746307e-08
1847,6.47186837454683e-09,2.1572894581822766e-08
1848,1.206783295515379e-08,8.84974404868899e-09
1849,4.1897072478036534e-09,9.217356655710773e-09
1850,1.425689166723032e-08,2.0366988096043315e-08
1851,7.094382636907426e-09,1.9348317170653218e-08
1852,1.6276363368206148e-08,2.0182691296000144e-08
1853,8.360704129017904e-09,2.269334054005867e-08
1854,1.4028293915391288e-08,9.871762074453727e-09
1855,1.3798036491152743e-08,1.6982198758341838e-08
1856,8.283502495043393e-09,1.346069211649592e-08
1857,9.274867207587079e-09,1.8549734193129552e-08
1858,7.3405139189297586e-09,1.7127866180910445e-08
1859,8.14747713739905e-09,1.9350258062544867e-08
1860,8.238931314963338e-09,1.4189270286513178e-08
1861,1.0846716413936974e-08,1.7920662287451705e-08
1862,1.1746764505549123e-08,1.626475137905814e-08
1863,1.0988166210257333e-08,1.1987089820753027e-08
1864,9.58945578499737e-09,2.06173303984869e-08
1865,1.2708479713019472e-08,2.541695881541628e-08
1866,7.298419646417642e-09,1.654308451337627e-08
1867,1.4073153309368536e-08,1.2132028714972876e-08
1868,8.39778580008499e-09,1.6301584082611953e-08
1869,1.0743742562269176e-08,2.2952540756904227e-08
1870,7.454263428741115e-09,2.0069170769687616e-08
1871,7.434824311758348e-09,2.124235387590545e-08
1872,4.837871325769072e-09,1.9956219343697512e-08
1873,7.183205141814142e-09,7.781805422268917e-09
1874,5.974608974224083e-09,1.2546678862523919e-08
1875,5.721527251978387e-09,2.4602566539577708e-08
1876,6.04601479992084e-09,1.4510435297765412e-08
1877,4.9478527941460015e-09,2.8450154232473324e-08
1878,1.2078177347163432e-08,2.777980856460971e-08
1879,6.109325489944695e-09,2.321543546290883e-08
1880,1.0910338854586143e-08,1.3477477356360623e-08
1881,5.578006112560985e-09,1.045876146799074e-08
1882,3.9932310791357395e-09,1.5307385581309063e-08
1883,6.319339107552224e-09,1.3902545781263598e-08
1884,8.582206056928499e-09,1.4523733327109767e-08
1885,9.023890135129164e-09,1.418039830003437e-08
1886,8.38950331427668e-09,1.8715045235762062e-08
1887,1.1752064432712928e-08,1.828098838974057e-08
1888,8.876860135842435e-09,7.608737861986015e-09
1889,7.518164202302557e-09,8.144677543509005e-09
1890,8.520702365899524e-09,1.5730527991308918e-08
1891,5.736797814570593e-09,1.1473596073230397e-08
1892,3.761107425503951e-09,1.56712811616444e-08
1893,5.542574843531156e-09,1.662772508570498e-08
1894,4.411077725308132e-09,1.1972924207626079e-08
1895,8.426059849853118e-09,1.38428128959589e-08
1896,7.66613794667137e-09,1.0614651768658945e-08
1897,2.9133566670225264e-09,1.0488084178916779e-08
1898,6.2241901632731356e-09,6.224190496340043e-09
1899,7.738609753005221e-09,1.2160672469008205e-08
1900,6.2292638824956725e-09,1.1939421895590385e-08
1901,5.029864968975062e-09,1.2854099173953415e-08
1902,5.4013122863239005e-09,1.9150106222998176e-08
1903,1.1340462346964841e-08,1.0800440986002968e-08
1904,5.912087708281888e-09,1.5586413049106795e-08
1905,2.5803795211665204e-09,2.0643036835465978e-08
1906,5.658602919567102e-09,7.716276506641861e-09
1907,8.742833457198174e-09,5.657127544189677e-09
1908,7.858222295098471e-09,2.1118973014822018e-08
1909,2.7504918342913243e-09,1.3202360704678284e-08
1910,1.1757131934686527e-08,8.016225794271747e-09
1911,5.852411444351446e-09,1.0108710979395141e-08
1912,8.8560158095774e-09,1.1981668990301841e-08
1913,1.484837142129436e-08,1.0075680734189518e-08
1914,8.705767051697677e-09,1.2054138354145039e-08
1915,1.1780761921542648e-09,1.8849218630379028e-08
1916,7.69122365795738e-09,1.6481193521045157e-08
1917,5.483212217605171e-09,8.773139548168274e-09
1918,1.1486376294556067e-09,1.033773866510046e-08
1919,1.1970203106503874e-08,1.65741266822117e-08
1920,6.057785384427916e-09,9.843901249695364e-09
1921,6.815472852750304e-09,9.844571879913389e-09
1922,6.640141769764796e-09,1.2542490324118916e-08
1923,5.307974060286824e-09,1.9108706617032567e-08
1924,6.445812328337297e-09,6.445812328337297e-09
1925,8.798542117105512e-09,8.798542117105512e-09
1926,3.343841648018042e-09,6.687682962969177e-09
1927,4.4596899506643695e-09,6.689535148041159e-09
1928,3.4278122562625413e-09,3.4278122562625413e-09
1929,3.342121912552898e-09,8.912325322185666e-09
1930,9.453243188239924e-09,1.1553964007759987e-08
1931,3.4216069977333063e-09,2.0529641986399838e-08
1932,3.287861094491973e-09,3.287861094491973e-09
1933,1.7205992852709073e-08,9.176529758292418e-09
1934,3.5944740517379614e-09,1.7972370258689807e-08
1935,2.393656828303392e-09,4.787313656606784e-09
1936,3.6374143697059935e-09,2.424942913137329e-09
1937,2.5182236296217297e-09,7.554670666820584e-09
1938,5.186085783037697e-09,3.8895642262559704e-09
1939,0.0,4.588215141154706e-09
1940,0.0,7.607348750937604e-09
1941,5.9030051957620344e-09,5.017554371988808e-08
1942,9.102635312174812e-09,1.2136847082899749e-08
1943,2.9032352077962287e-09,0.0
