year,son_DET are_NOUN,son_DET part_NOUN
1944,3.2131861615880553e-09,3.2131861615880553e-09
1945,0.0,6.535512131478072e-09
1946,8.352662561605939e-09,1.1136883415474585e-08
1947,3.5762612871081956e-09,1.3112958274774655e-08
1948,3.2615663503321457e-09,7.610321262063735e-09
1949,1.9634016634739737e-09,5.890204768377316e-09
1950,4.2541445921528975e-09,1.7016577702477775e-08
1951,0.0,7.462981121975076e-09
1952,1.0544803918932644e-09,5.272402070488624e-09
1953,3.232148326759443e-09,1.6160741300730308e-08
1954,1.9545072227344917e-09,3.9090144454689835e-09
1955,7.508486277174597e-09,8.447047505910632e-09
1956,2.616342476002842e-09,1.744228317335228e-09
1957,4.417518795207798e-09,8.835037590415595e-09
1958,3.3088973783179654e-09,5.790570245522986e-09
1959,2.325224457422337e-09,4.650448914844674e-09
1960,6.920833350854139e-10,6.920833350854139e-09
1961,1.3896318540318475e-09,9.03260666262895e-09
1962,3.170978146727066e-09,8.24454354786397e-09
1963,1.2932106496776896e-09,1.2932106718821501e-08
1964,3.6503808864551957e-09,1.3993127490063983e-08
1965,4.377634699181954e-09,9.302473735761652e-09
1966,2.215629901769489e-09,4.985167278981351e-09
1967,2.4651677366094304e-09,7.395503542895199e-09
1968,3.143991039733507e-09,9.881115009546804e-09
1969,4.087581995104728e-09,5.45010922503586e-09
1970,1.3796175035718505e-09,9.657322774803134e-09
1971,5.138397485282553e-10,4.624557625731995e-09
1972,2.0520587451500205e-09,5.130146973897354e-09
1973,5.513203893414698e-09,5.513203837903546e-09
1974,1.6876715580593782e-09,9.563471792262135e-09
1975,2.2845920710778955e-09,8.567219822452898e-09
1976,5.713526873840635e-10,9.141642942633865e-09
1977,5.289103655048422e-09,5.876781838942691e-09
1978,1.7821774056514528e-09,8.31682822610702e-09
1979,1.1703946700691858e-09,7.0223681314374176e-09
1980,1.1370301367108482e-09,1.0233271119375331e-08
1981,1.897664858585557e-09,1.0120879245789638e-08
1982,1.8622506869903077e-09,1.1794254461960918e-08
1983,1.2630632095778083e-09,7.578379146444547e-09
1984,1.7397025486864948e-09,7.538710988796993e-09
1985,3.609334831011779e-09,6.015557829641693e-09
1986,1.1988970927134801e-09,1.1988970927134801e-09
1987,1.2221633705067347e-09,5.49973533381376e-09
1988,0.0,7.195864348830128e-09
1989,1.6464366536794728e-09,8.232182935330457e-09
1990,1.089730194969718e-09,1.6345952147389653e-08
1991,2.344586080837985e-09,5.2753188484189195e-09
1992,1.1019888335184191e-09,2.7549720282848966e-09
1993,2.2156830259412175e-09,2.7696036575264316e-09
1994,0.0,4.2199412852994556e-09
1995,1.626735190995987e-09,3.795715741716776e-09
1996,2.135236876199542e-09,4.270473752399084e-09
1997,0.0,4.315404922294874e-09
1998,4.768129224785866e-10,4.29131630230728e-09
1999,1.8280804647829996e-09,6.398281460207045e-09
2000,3.97622823555821e-09,1.0161472108194403e-08
2001,1.7524847129024579e-09,7.0099387128319535e-09
2002,3.9430991805033955e-09,1.0514931758631718e-08
2003,8.333845835650777e-10,8.750537905388711e-09
2004,2.2023955992267474e-09,7.928623979580607e-09
2005,2.251874686720612e-09,9.457874483587148e-09
2006,2.058944903460258e-09,4.529678854225949e-09
2007,1.1983438685803094e-09,4.393927444112933e-09
2008,0.0,3.405951742863067e-09
2009,2.384096253749135e-09,9.536385237041145e-09
2010,1.8895172093635892e-09,5.196172214727568e-09
2011,7.64794394481072e-10,5.353560705856353e-09
2012,1.0212758139171996e-09,7.148930780687124e-09
2013,0.0,1.6734750252211938e-09
2014,0.0,4.330890229775619e-09
2015,1.5516027351836215e-09,3.324863190323768e-09
2016,2.0713400439298368e-10,5.592618201877286e-09
2017,5.031222660711876e-10,6.037467248365402e-09
2018,7.744400121190154e-10,3.614053334377587e-09
2019,1.53059265262101e-09,6.632568327891164e-09
