year,en_ADP aire_NOUN,en_ADP pairs_NOUN
1940,1.5214697057785997e-08,1.2678914806940611e-08
1941,1.1806010391524069e-08,1.1806010391524069e-08
1942,1.517105907566929e-08,9.102635090130207e-09
1943,2.9032351855917682e-08,2.9032352077962287e-09
1944,4.4984606262232774e-08,0.0
1945,1.3071024707045353e-08,4.357008087652048e-09
1946,3.062643028073353e-08,2.7842208538686464e-09
1947,1.6689218895749036e-08,8.344609447874518e-09
1948,2.5005341575123907e-08,4.348755133776194e-09
1949,2.2579119796084512e-08,4.908504269707237e-09
1950,2.4461330738745346e-08,5.317680518146517e-09
1951,2.3455083209000804e-08,3.198420528427448e-09
1952,3.374337254058446e-08,1.0544803918932644e-09
1953,3.124409986288157e-08,1.0773827385790469e-09
1954,3.029486128625081e-08,9.772536335717064e-09
1955,2.2525458831523792e-08,6.569925492527773e-09
1956,2.703553869665143e-08,0.0
1957,7.951533903538532e-08,8.835037701437898e-10
1958,2.8125628048769613e-08,6.617794756635931e-09
1959,1.9376869886400527e-08,2.325224457422337e-09
1960,2.629916601160076e-08,6.920833350854139e-10
1961,3.265634873628187e-08,1.3896318540318475e-09
1962,5.45408234131628e-08,6.341956404476434e-10
1963,3.039045082253722e-08,3.2330267352165265e-09
1964,4.0154192526564714e-08,8.517555549758526e-09
1965,4.0493119801698896e-08,1.1491291473930687e-08
1966,5.151339477205141e-08,3.877352328096606e-09
1967,2.5144710702473816e-08,6.409436092980059e-09
1968,3.413475932467769e-08,4.9405572410954335e-09
1969,3.451736046988785e-08,3.1792304344691047e-09
1970,3.3570694335516293e-08,6.898087712148282e-09
1971,3.956565930440803e-08,5.652237344833111e-09
1972,3.5398013353837854e-08,3.0780880067027283e-09
1973,4.300298939163838e-08,3.3079223804577396e-09
1974,4.050411750444738e-08,1.6876715580593782e-09
1975,4.16938057412608e-08,3.998036124386317e-09
1976,2.228275491900078e-08,1.142705374768127e-09
1977,4.8189612078530786e-08,2.938390863960194e-09
1978,5.287126469966097e-08,4.75247319275951e-09
1979,5.442335160310563e-08,2.925986564150662e-09
1980,3.581644952843632e-08,2.8425753417771205e-09
1981,6.135783220395652e-08,1.2651099057237047e-09
1982,3.165826112372372e-08,4.966001831974154e-09
1983,3.6628833299801045e-08,2.5261264191556165e-09
1984,3.537395104613594e-08,3.479405208395292e-09
1985,4.9327574580537714e-08,2.4062232206745193e-09
1986,5.874595604415944e-08,4.196139880008332e-09
1987,4.8275453745638686e-08,1.8332451112712533e-09
1988,3.238138990280248e-08,2.99827696004229e-09
1989,7.079677288857056e-08,2.7440609784434855e-09
1990,8.554382369130309e-08,5.448650863826288e-09
1991,3.8099522925438833e-08,2.344586080837985e-09
1992,4.573253731265936e-08,6.060938417817852e-09
1993,5.760775678709251e-08,2.2156829704300662e-09
1994,4.378189177867142e-08,1.5824779264761446e-09
1995,6.181593642518024e-08,2.7112254663563817e-09
1996,5.8719012541175175e-08,1.6014276571496566e-09
1997,4.842843426278165e-08,8.151320507465698e-09
1998,5.912480360859007e-08,1.1920323395031573e-08
1999,4.295989214364582e-08,4.570201106446348e-09
2000,5.610899900254651e-08,3.97622823555821e-09
2001,6.790878490092744e-08,3.5049694258049158e-09
2002,5.651775714099472e-08,3.066854992184176e-09
2003,6.833753474211335e-08,4.583615265119079e-09
2004,6.7393305602792e-08,1.3214374039449694e-09
2005,6.71058666412705e-08,4.053374524914943e-09
2006,5.8474035113942335e-08,4.1178899179428186e-10
2007,3.794755376596015e-08,2.7961355453243186e-09
2008,4.385162938325138e-08,2.554463751636149e-09
2009,6.103286476211167e-08,1.2397300963584712e-08
2010,4.91274465552749e-08,2.3618965117044866e-09
2011,4.0916501159449226e-08,3.823971805871906e-09
2012,5.106378955788138e-08,2.0425516833455504e-09
2013,4.62994750871637e-08,2.2313000336282585e-09
2014,3.5729847039367435e-08,1.7323561474213989e-09
2015,3.568686279820099e-08,3.768178130636457e-09
2016,3.749125579433077e-08,2.899876117012923e-09
2017,4.150758609045013e-08,2.0124890642847504e-09
2018,3.252648211882203e-08,3.3559066636712487e-09
2019,3.851991381420561e-08,1.53059265262101e-09
