year,en_ADP aire_NOUN,en_ADP pairs_NOUN
1800,4.7162466820793725e-08,0.0
1801,1.619204113012529e-07,2.3811825844433088e-09
1802,3.3567602031325805e-08,0.0
1803,2.9255089017965474e-08,0.0
1804,1.730295728918918e-08,1.4831105232815389e-08
1805,3.695740935505398e-08,2.842877711017877e-09
1806,4.8988376022407465e-08,2.881669125542885e-09
1807,1.1387820464392462e-08,5.693910232196231e-09
1808,4.5321479014148736e-08,2.4926814390369145e-08
1809,7.00299480627109e-08,0.0
1810,5.3822916346035754e-08,0.0
1811,5.0141535368197765e-09,0.0
1812,3.200649700829672e-08,5.3344164641089264e-09
1813,2.0130190847567064e-08,0.0
1814,4.090680150170556e-08,0.0
1815,8.091670444798638e-09,1.0788894222457657e-08
1816,7.184571870766376e-08,2.3176038865813098e-09
1817,1.2454987263765815e-08,3.113746815941454e-09
1818,7.152706427149269e-09,9.536941902865692e-09
1819,2.484252026313527e-08,1.5526575580793178e-08
1820,1.7799721696576398e-08,0.0
1821,3.7473656067099625e-08,0.0
1822,3.0076847679083585e-08,9.023054303725075e-09
1823,3.2612866407433216e-08,1.581229902569703e-08
1824,1.431589158329416e-08,5.052667617633233e-09
1825,1.3208164117983756e-08,7.924898959288385e-09
1826,2.466235649034587e-08,1.673517058264906e-08
1827,2.027800155568471e-08,1.8434546111834038e-09
1828,2.384798225563145e-08,4.586150681440415e-09
1829,4.800978425922864e-08,3.429270423183084e-09
1830,1.6698937788106605e-08,1.5655253093882493e-08
1831,1.4032085493553836e-08,0.0
1832,9.470978445946798e-09,2.705993873419743e-09
1833,1.2741991461950875e-08,2.3167257001688313e-09
1834,2.1469421573883096e-08,5.60071877764301e-09
1835,2.571449897459388e-08,6.050470346963266e-09
1836,2.9571301130015826e-08,8.736974699274924e-09
1837,1.8786305289175687e-08,4.174734336004349e-09
1838,3.8504186727905676e-08,2.7142295522253335e-08
1839,2.6567605448946097e-08,1.3982950353153e-09
1840,5.860113566624747e-08,6.369688665408546e-10
1841,4.173356549230789e-08,5.778493683550323e-09
1842,3.287049921141261e-08,8.720745015011744e-09
1843,3.0125246297529884e-08,9.451057714215949e-09
1844,5.488561261035585e-08,3.2931368743049916e-09
1845,2.7343117381395388e-08,2.2320911785556063e-09
1846,1.3465352832753297e-08,5.269050973311096e-09
1847,2.480882788091776e-08,3.775256551818984e-09
1848,2.0113054055581614e-08,3.218088684420195e-09
1849,2.3462362719328667e-08,2.513824481908955e-09
1850,2.1724787302446202e-08,6.788996032014438e-10
1851,2.1283148576856092e-08,1.2898877521649865e-09
1852,1.9531636752390114e-08,5.208436348880241e-09
1853,2.26933418723263e-08,1.6721408258035808e-08
1854,2.1821789930598356e-08,2.0782657816909023e-09
1855,1.1144567935161831e-08,4.776243400783642e-09
1856,2.0191037064520856e-08,5.694908100650764e-09
1857,1.2691923956253959e-08,1.2203773103180993e-08
1858,4.502181916166137e-08,1.7127866180910445e-08
1859,2.6479301196147276e-08,1.2730433596175317e-08
1860,1.373155189554609e-08,2.746310290291376e-09
1861,1.3204698334767784e-08,5.659156698811785e-09
1862,3.6143891435358455e-08,1.8071945051545413e-09
1863,1.947902072974017e-08,4.495158911765884e-09
1864,2.5412057458318316e-08,1.6302074357099627e-08
1865,2.9653119293371333e-08,1.4591217123438582e-08
1866,1.8489329622894957e-08,5.352174259343201e-09
1867,2.8631587767335986e-08,9.7056229719783e-10
1868,3.112120594561674e-08,2.9639244392143382e-09
1869,3.174287332985415e-08,8.30198221279943e-09
1870,4.0711745086241535e-08,6.307453670473251e-09
1871,3.929835434846041e-08,7.434824311758348e-09
1872,2.0560953717385644e-08,1.3908880269752899e-08
1873,3.8909028887701425e-08,2.9930022904522957e-09
1874,5.616132481289782e-08,1.2546679251101978e-08
1875,2.4030413270370587e-08,1.716458086775674e-09
1876,3.748529087133079e-08,7.859819461941697e-09
1877,5.999271590617639e-08,1.2988113695655557e-08
1878,2.2344627481629686e-08,3.0195443923020093e-09
1879,1.8327976358811782e-08,3.176849006081284e-08
1880,4.492492533536563e-08,5.134277003548959e-09
1881,6.83305714233029e-08,1.9523021421719022e-08
1882,6.25606177973026e-08,2.6621540527571597e-09
1883,3.475636339844712e-08,8.847074184359371e-09
1884,3.6969503902639644e-08,9.242375753615306e-09
1885,3.287274280561192e-08,1.2246707647989297e-08
1886,5.0982363997142954e-08,7.098810428374236e-09
1887,3.199173115309151e-08,5.223139698529167e-09
1888,2.4728397107764977e-08,1.3315291091942072e-08
1889,3.8217333020451605e-08,2.5060546970934183e-09
1890,3.211649390877369e-08,2.6217545912032847e-09
1891,3.44207886637804e-08,5.736798147637501e-09
1892,2.7581454897784852e-08,2.5074049503359674e-09
1893,2.832871559554917e-08,6.15841644346915e-09
1894,3.591877373310126e-08,7.561847148451761e-09
1895,2.106515117894503e-08,7.22233739480771e-09
1896,2.122930492509667e-08,5.89702897624278e-10
1897,2.9133568113515196e-08,5.826713556089658e-10
1898,2.6594268232038587e-08,1.13167097914868e-09
1899,2.984892333302014e-08,3.8693048765026106e-09
1900,2.0764213348734017e-08,5.710158568206225e-09
1901,3.409130783227354e-08,5.58873880507349e-09
1902,2.8970674414985353e-08,2.455141867585553e-09
1903,3.0781254878320397e-08,9.1803746826713e-09
1904,3.117282521003517e-08,3.7622376325430196e-09
1905,2.5803795267176355e-08,2.580379465655369e-09
1906,2.05767382577271e-08,5.144184356264958e-09
1907,2.8799923057487575e-08,2.5714216866923323e-09
1908,2.897719486583128e-08,2.9468334439286537e-09
1909,1.925344239595006e-08,5.5009836685826485e-09
1910,1.9238942772226153e-08,2.67207544979442e-09
1911,1.9685384544665396e-08,1.0640748282497725e-09
1912,2.5005221671037248e-08,1.5628263128064646e-09
1913,2.1742257383383645e-08,1.060597942803554e-09
1914,1.808120764223986e-08,3.3483718020477227e-09
1915,2.3561524287174507e-08,1.1780761921542648e-09
1916,2.4172415624690302e-08,3.2962386153911893e-09
1917,5.3735480065597585e-08,0.0
1918,1.033773866510046e-08,0.0
1919,1.6574127070789757e-08,3.6831393490643904e-09
1920,1.8930578438158818e-08,6.057785384427916e-09
1921,2.4990065738972334e-08,7.572747429129834e-10
1922,2.360939327372691e-08,1.4755870969551665e-09
1923,1.4862327812892318e-08,3.1847844361720945e-09
1924,5.156649773851996e-09,2.578324886925998e-09
1925,8.798542339150117e-09,7.698724324711748e-09
1926,6.687683296036084e-09,0.0
1927,1.0034302388994831e-08,2.2298449753321847e-09
1928,1.4853853258500749e-08,7.998228745975666e-09
1929,2.116677166874581e-08,1.1140406375176326e-09
1930,1.1553964007759987e-08,3.1510811737689437e-09
1931,2.5091784650044247e-08,2.2810713318222042e-09
1932,4.055028668403793e-08,4.383814644626227e-09
1933,4.1294382802092855e-08,3.4411986593596566e-09
1934,2.875579241390369e-08,2.3963160344919743e-09
1935,2.0346082152400413e-08,1.3165112555668657e-08
1936,1.9399542861009422e-08,0.0
1937,2.1404900962807005e-08,3.777335333410292e-09
1938,2.333738657878115e-08,2.5930428915188486e-09
1939,1.2235240376412548e-08,1.070583532936098e-08
