year,son_DET aimant_NOUN,son_DET paiement_NOUN
1800,5.0306631749208464e-08,3.6157891258881136e-07
1801,9.524730337773235e-09,2.619300805140057e-07
1802,4.475680270843441e-09,3.9162202369880106e-07
1803,5.851017448321727e-09,3.276569771060167e-07
1804,4.943701892301533e-09,1.0159307066714973e-06
1805,1.1371510622026904e-08,5.287752742333396e-07
1806,2.881669125542885e-09,7.261806445058028e-07
1807,2.8469551160981155e-09,1.204262037646231e-06
1808,1.3596443970698147e-08,9.358885790788918e-07
1809,2.259030518203531e-09,4.721373727534228e-07
1810,2.3401267590372754e-09,6.365144682440871e-07
1811,2.5070767684098882e-09,4.512738200901367e-07
1812,8.00162425207418e-09,3.200649985046766e-07
1813,2.5881674137195887e-08,3.537162218680834e-07
1814,1.5733386149463513e-08,3.209610781595984e-07
1815,2.1577788444915313e-08,2.3735567822313897e-07
1816,6.952811659743929e-09,2.3639560176036412e-07
1817,1.5568733857662664e-08,2.1796228111270466e-07
1818,1.907388313959757e-08,2.944530876902718e-07
1819,7.763287668272056e-08,3.9748032121256216e-07
1820,4.034603673375159e-08,1.981702411057995e-07
1821,2.2681422962023134e-08,2.5541254522476464e-07
1822,1.604098542884458e-08,4.7521419332952064e-07
1823,6.9178810457870554e-09,3.231638587841701e-07
1824,5.894778887238772e-09,4.0758186514722183e-07
1825,5.283266046873791e-09,4.622857545655279e-07
1826,1.5854372037438225e-08,3.576041649466788e-07
1827,4.608636472447358e-09,6.599567541343276e-07
1828,1.0089531543577834e-08,6.13626980339177e-07
1829,6.858540846366168e-09,4.86956423628726e-07
1830,2.2961038625979313e-08,5.38540746219951e-07
1831,1.091384405071949e-08,5.799928430860746e-07
1832,2.841293600397421e-08,5.114328587296768e-07
1833,2.085053074640797e-08,6.266743071137171e-07
1834,1.4001796611040618e-08,6.412822699530807e-07
1835,3.025235173481633e-09,7.048797812103658e-07
1836,2.822714967321005e-08,5.813448638036789e-07
1837,2.0873671680021744e-09,3.590271803188827e-07
1838,3.787297142565649e-09,3.3328213722150224e-07
1839,5.5931801412612e-09,9.857980254324161e-07
1840,1.1465439764268837e-08,3.9109888516630775e-07
1841,5.1364388298225094e-09,3.030498874068144e-07
1842,1.0062397581833693e-08,3.3205912686185e-07
1843,6.497602123012314e-09,1.8665838841247506e-07
1844,6.037417454862748e-09,3.441327907638403e-07
1845,3.9061593959388574e-09,1.9530797212841122e-07
1846,5.854501550217606e-09,2.0607844208875292e-07
1847,2.6966118227278457e-09,2.971666219764302e-07
1848,7.24069959545659e-09,1.3757329497821047e-07
1849,8.379414717651912e-09,9.133562084429059e-08
1850,8.82569484161877e-09,1.8601849660626613e-07
1851,6.449438760824933e-09,2.0251237886625972e-07
1852,7.161599979710331e-09,1.9401424822262925e-07
1853,3.5831591027601917e-09,1.9886532531820933e-07
1854,9.352196350675968e-09,1.5742862946588332e-07
1855,2.7596072982305486e-08,1.5867742320097022e-07
1856,9.836659486950339e-09,2.743910272329231e-07
1857,8.786716299002961e-09,1.6060164398368215e-07
1858,1.027671986397749e-08,1.2968240786781493e-07
1859,5.092173349652285e-09,1.7160624565804028e-07
1860,1.5104707040691778e-08,1.1809134292661838e-07
1861,3.5369726703038395e-08,1.1601270699657107e-07
1862,2.2589932147099034e-09,1.3418419800292902e-07
1863,4.994620717013731e-09,9.98924178929883e-08
1864,5.753673537611803e-09,1.3617026861645343e-07
1865,9.884373097790444e-09,2.1745621087143618e-07
1866,7.784980660119345e-09,1.9267827744418042e-07
1867,1.94112459439566e-08,8.055667422013357e-08
1868,2.4205382143094312e-08,1.0423134066961381e-07
1869,1.4162205075329837e-08,1.7434163213092546e-07
1870,2.8670243956696595e-09,1.7087465664644697e-07
1871,2.1242354542039266e-09,1.8799484280407341e-07
1872,7.256807155187062e-09,1.3304146762038727e-07
1873,7.781805422268917e-09,1.2630469825580803e-07
1874,8.364452408482492e-09,1.039582023798502e-07
1875,9.154443147973979e-09,2.0254205423952953e-07
1876,1.269663130187837e-08,9.129482303471548e-08
1877,7.421779413263607e-09,1.7564877907716436e-07
1878,1.3889904337816006e-08,1.0991141152771888e-07
1879,1.3440515367335593e-08,1.2646303559904482e-07
1880,1.4761046607247863e-08,3.4463835163478507e-07
1881,1.3247763996915296e-08,3.0121232896807015e-07
1882,2.4624924321869912e-08,1.297800085175993e-07
1883,4.739504166906272e-08,2.0221884816651325e-07
1884,2.3105940272216685e-08,1.3797546660754278e-07
1885,8.379326343899152e-09,1.3020183531331497e-07
1886,2.774989482645651e-08,1.8198768714228208e-07
1887,3.395040693021656e-08,1.207851059725762e-07
1888,1.0779044989916997e-08,1.4710226192704567e-07
1889,1.8795409673089125e-08,1.3031484513703617e-07
1890,1.7041405009354804e-08,1.2649966257827217e-07
1891,2.8046567734918426e-08,1.1346111372656509e-07
1892,1.629813173309458e-08,1.611007718338442e-07
1893,2.894455786162098e-08,1.4533863185173246e-07
1894,1.953477268834547e-08,1.468258605807904e-07
1895,1.8657704714541978e-08,1.5648398110634787e-07
1896,5.897029087265082e-09,1.3445226376695985e-07
1897,8.157399200570126e-09,1.7305339172768441e-07
1898,2.8291773368493978e-09,1.6635564081823873e-07
1899,8.844125432005967e-09,2.2331416715815067e-07
1900,1.038210584169974e-08,1.9829822928141283e-07
1901,9.500856101851696e-09,3.2358797974474385e-07
1902,5.695929150562051e-08,1.708778727405047e-07
1903,9.720396931811592e-09,1.4310583185128678e-07
1904,3.278521276683932e-08,1.5586412871471111e-07
1905,6.708986699521802e-09,1.635960558132865e-07
1906,5.658602919567102e-09,1.69758093804262e-07
1907,6.685696440911215e-09,1.8462807016561555e-07
1908,2.161011281032188e-08,1.935087317050943e-07
1909,2.035363966257364e-08,1.7108058503190193e-07
1910,1.5498036631811374e-08,1.405511595997666e-07
1911,5.852411444351446e-09,1.7238012661735524e-07
1912,6.251305251225858e-09,1.6097111260604535e-07
1913,2.1742257771961704e-08,1.4583221430441995e-07
1914,8.705766774141921e-09,1.8282109898182242e-07
1915,1.1780762143587253e-08,1.4372529821837787e-07
1916,7.691223435912775e-09,1.3294828704601969e-07
1917,5.483212217605171e-09,1.1076088457517841e-07
1918,4.594550517822427e-09,1.5391743968251603e-07
1919,5.524709134618888e-09,1.5469185360439397e-07
1920,2.2716695191604686e-09,1.4084350441478932e-07
1921,6.058197943303867e-09,2.794343796352905e-07
1922,8.853522359686394e-09,1.291138745918019e-07
1923,5.307974060286824e-09,1.7091676873803863e-07
1924,1.804827398643738e-08,1.9595268674343913e-07
1925,7.698724324711748e-09,2.716549998282858e-07
1926,1.783382086451013e-08,1.6161901195133055e-07
1927,5.574612438330462e-09,2.363635727142821e-07
1928,3.3135519106330946e-08,2.5365810740751726e-07
1929,5.570202965543558e-09,1.604218522466283e-07
1930,1.785612657734248e-08,1.722590945441027e-07
1931,1.0264820993199919e-08,2.794312514708963e-07
1932,9.863582950409011e-09,1.457618435951602e-07
1933,1.605892663292252e-08,1.8467766849106226e-07
1934,7.188948103475923e-09,1.2101395618913102e-07
1935,1.196828414151696e-09,1.4002892978481896e-07
1936,2.424942913137329e-09,1.0669748995439932e-07
1937,3.777335333410292e-09,1.4227963496260543e-07
1938,0.0,1.1668693034039279e-07
1939,3.058810094103137e-09,1.0858775745248295e-07
1940,7.607348528892999e-09,1.7243324457183462e-07
1941,8.854507793643052e-09,1.534781350898129e-07
1942,6.068423541449874e-09,1.0923162352405313e-07
1943,1.7419411690866582e-08,9.870999706507178e-08
1944,1.927911696952833e-08,1.1888788975511488e-07
1945,1.742803235060819e-08,9.58541801487911e-08
1946,1.3921104269343232e-08,6.542919273044845e-08
1947,7.152522796260996e-09,1.2278497329987204e-07
1948,3.2615663503321457e-09,8.914947824401054e-08
1949,9.817008539414473e-09,1.1093219676183708e-07
1950,6.381216888229346e-09,1.2762433954094377e-07
1951,4.264560704569931e-09,1.0554788021366335e-07
1952,2.1089607837865287e-09,1.7293477894142484e-07
1953,6.464296653518886e-09,1.5837525979556233e-07
1954,7.818028668893362e-09,1.006571208606033e-07
1955,2.815682353940474e-09,1.1825865975367833e-07
1956,6.976913491385517e-09,1.491315257950987e-07
1957,7.0680299946168645e-09,9.895242181201525e-08
1958,1.9026159758794847e-08,1.1994753146282733e-07
1959,1.55014957536892e-08,1.5191465596586795e-07
1960,4.152499955001332e-09,1.204224995277059e-07
1961,1.4591134300800945e-08,1.215927865061417e-07
1962,9.512934440181198e-09,1.363520638619775e-07
1963,1.9398159301076134e-08,1.2932106141505528e-07
1964,1.1559539880856562e-08,1.1194501414735214e-07
1965,1.149129114086378e-08,1.3132904186363703e-07
1966,5.539074865446025e-09,1.5730972346972294e-07
1967,7.395503320850594e-09,1.5234737604785664e-07
1968,1.167768146070891e-08,1.4597102104829673e-07
1969,5.450109197280284e-09,1.3761525874400604e-07
1970,5.518469875509524e-09,1.2554519779328643e-07
1971,9.762954888969944e-09,1.3411216936987103e-07
1972,8.208234980600082e-09,1.3902698547951786e-07
1973,6.615844427848572e-09,1.3341953009060603e-07
1974,1.1251143350321513e-09,1.6089135357333362e-07
1975,5.140332159925265e-09,1.4507160184251688e-07
1976,2.285410749536254e-09,1.7197716228878335e-07
1977,4.7014254711541525e-09,1.563223936962288e-07
1978,5.346532216954358e-09,1.2712865693487174e-07
1979,1.7555920051037788e-09,2.370049232425231e-07
1980,4.548120602354544e-09,9.89216224489553e-08
1981,5.0604397339171214e-09,1.4422252814227932e-07
1982,8.069752976958e-09,1.2539154958801646e-07
1983,5.68378455412244e-09,1.124126285390048e-07
1984,9.278413259927731e-09,1.5135412567701678e-07
1985,4.210890636180409e-09,1.624200609562365e-07
1986,1.019062523255343e-08,1.1449467551827297e-07
1987,4.277571907795874e-09,1.295493134989556e-07
1988,4.797243047249822e-09,1.4331763464880964e-07
1989,3.841685525252103e-09,1.38849491904125e-07
1990,5.993516072333449e-09,1.61280074628678e-07
1991,7.033758298025106e-09,1.5591498048195263e-07
1992,1.1019888335184191e-09,1.652983212530046e-07
1993,6.093128335216136e-09,1.3681841792845262e-07
1994,2.637463358823311e-09,1.6668768365590836e-07
1995,2.7112253553340793e-09,1.9629271807986015e-07
1996,6.4057104065540216e-09,1.4039181772673714e-07
1997,8.630810177656656e-09,1.524776473971201e-07
1998,3.814503490850996e-09,1.5353376303650634e-07
1999,5.484241422104574e-09,1.9743268397931502e-07
