year,son_DET art_NOUN,son_DET part_NOUN
1916,5.303648109133974e-06,1.6481193521045157e-08
1917,5.495275189559834e-06,8.773139548168274e-09
1918,5.79257947208589e-06,1.033773866510046e-08
1919,7.130557889922784e-06,1.65741266822117e-08
1920,8.392304465587586e-06,9.843901249695364e-09
1921,9.091083214229911e-06,9.844571879913389e-09
1922,9.215779229521104e-06,1.2542490324118916e-08
1923,8.709323395805768e-06,1.9108706617032567e-08
1924,8.616761817847873e-06,6.445812328337297e-09
1925,8.266230466347224e-06,8.798542117105512e-09
1926,7.890351270134488e-06,6.687682962969177e-09
1927,7.76320550244236e-06,6.689535148041159e-09
1928,7.903392628350048e-06,3.4278122562625413e-09
1929,8.18597044371927e-06,8.912325322185666e-09
1930,7.902911249857425e-06,1.1553964007759987e-08
1931,6.902521903384695e-06,2.0529641986399838e-08
1932,6.696276670936641e-06,3.287861094491973e-09
1933,6.726396321710126e-06,9.176529758292418e-09
1934,5.969223280999358e-06,1.7972370258689807e-08
1935,7.822470308838092e-06,4.787313656606784e-09
1936,6.902599906766227e-06,2.424942913137329e-09
1937,6.242676235501676e-06,7.554670666820584e-09
1938,6.9623200715795974e-06,3.8895642262559704e-09
1939,6.720205846022509e-06,4.588215141154706e-09
1940,6.169559952695636e-06,7.607348750937604e-09
1941,7.198714939704587e-06,5.017554371988808e-08
1942,8.46545077592964e-06,1.2136847082899749e-08
1943,8.192929840333818e-06,0.0
1944,8.26752776106332e-06,3.2131861615880553e-09
1945,7.20649140362184e-06,6.535512131478072e-09
1946,8.198138345960615e-06,1.1136883415474585e-08
1947,8.008440943285677e-06,1.3112958274774655e-08
1948,7.779923038242487e-06,7.610321262063735e-09
1949,6.813003778916027e-06,5.890204768377316e-09
1950,6.765153372612076e-06,1.7016577702477775e-08
1951,7.186850893958763e-06,7.462981121975076e-09
1952,6.238306070827093e-06,5.272402070488624e-09
1953,7.064398744205391e-06,1.6160741300730308e-08
1954,7.362628934970417e-06,3.9090144454689835e-09
1955,7.370517749905048e-06,8.447047505910632e-09
1956,6.643765573244309e-06,1.744228317335228e-09
1957,7.0865835368749686e-06,8.835037590415595e-09
1958,6.428360336485639e-06,5.790570245522986e-09
1959,6.0510089667786815e-06,4.650448914844674e-09
1960,6.669607017784074e-06,6.920833350854139e-09
1961,6.408287276826741e-06,9.03260666262895e-09
1962,5.8789936900893736e-06,8.24454354786397e-09
1963,6.4770455026064155e-06,1.2932106718821501e-08
1964,6.02860433218666e-06,1.3993127490063983e-08
1965,6.175201150426801e-06,9.302473735761652e-09
1966,5.8874826436294825e-06,4.985167278981351e-09
1967,5.969650260340131e-06,7.395503542895199e-09
1968,7.761166784803208e-06,9.881115009546804e-09
1969,5.260718040744905e-06,5.45010922503586e-09
1970,6.050082475894669e-06,9.657322774803134e-09
1971,5.876271444549275e-06,4.624557625731995e-09
1972,6.541963429640418e-06,5.130146973897354e-09
1973,5.0732499232708506e-06,5.513203837903546e-09
1974,4.585403601709004e-06,9.563471792262135e-09
1975,4.721109391425671e-06,8.567219822452898e-09
1976,4.519970971728071e-06,9.141642942633865e-09
1977,4.415226314335996e-06,5.876781838942691e-09
1978,5.114255031912762e-06,8.31682822610702e-09
1979,4.951940042019487e-06,7.0223681314374176e-09
1980,5.413400359088882e-06,1.0233271119375331e-08
1981,4.873835862895248e-06,1.0120879245789638e-08
1982,5.115602419891729e-06,1.1794254461960918e-08
1983,4.882370973291472e-06,7.578379146444547e-09
1984,5.046877220138413e-06,7.538710988796993e-09
1985,5.179997273785375e-06,6.015557829641693e-09
1986,5.016185426143238e-06,1.1988970927134801e-09
1987,5.203360785799305e-06,5.49973533381376e-09
1988,5.178624036261681e-06,7.195864348830128e-09
1989,5.061695119934484e-06,8.232182935330457e-09
1990,5.818069581664531e-06,1.6345952147389653e-08
1991,5.1405048679953325e-06,5.2753188484189195e-09
1992,5.452089823165807e-06,2.7549720282848966e-09
1993,5.5995845684719825e-06,2.7696036575264316e-09
1994,5.272289257618468e-06,4.2199412852994556e-09
1995,5.391543055566217e-06,3.795715741716776e-09
1996,5.478483871002027e-06,4.270473752399084e-09
1997,5.283494147079182e-06,4.315404922294874e-09
1998,5.590154614765197e-06,4.29131630230728e-09
1999,5.475100977037073e-06,6.398281460207045e-09
2000,5.253481276668026e-06,1.0161472108194403e-08
2001,5.190859752701726e-06,7.0099387128319535e-09
2002,5.641260713673546e-06,1.0514931758631718e-08
2003,5.425333540642896e-06,8.750537905388711e-09
2004,5.127617541234031e-06,7.928623979580607e-09
2005,5.461246843196932e-06,9.457874483587148e-09
2006,5.803754049793497e-06,4.529678854225949e-09
2007,5.238759641201796e-06,4.393927444112933e-09
2008,4.852204071426058e-06,3.405951742863067e-09
2009,4.872139058420544e-06,9.536385237041145e-09
2010,4.029395540783298e-06,5.196172214727568e-09
2011,3.671013146799851e-06,5.353560705856353e-09
2012,3.712337630190632e-06,7.148930780687124e-09
2013,3.5882093101236023e-06,1.6734750252211938e-09
2014,4.054362918282095e-06,4.330890229775619e-09
2015,5.91559656015761e-06,3.324863190323768e-09
2016,3.9347175828652325e-06,5.592618201877286e-09
2017,3.2094168389562583e-06,6.037467248365402e-09
2018,3.6148277686720576e-06,3.614053334377587e-09
2019,3.592045850098202e-06,6.632568327891164e-09
