year,en_ADP ailes_NOUN,en_ADP pelles_NOUN
1800,1.6664071722516383e-07,3.144164484325529e-09
1801,8.572257570449437e-08,0.0
1802,7.608656460433849e-08,6.713520406265161e-09
1803,1.4432509942707838e-07,0.0
1804,1.0134588990240445e-07,0.0
1805,1.7910129201936797e-07,0.0
1806,2.420601958874613e-07,2.0171682990621775e-08
1807,1.6512339584551228e-07,0.0
1808,2.3567169193938753e-07,0.0
1809,9.713831161661801e-08,6.7770917766551975e-09
1810,1.193464669313471e-07,0.0
1811,2.0056614147279106e-08,2.2563691359778204e-08
1812,9.335229123053068e-08,1.0668832928217853e-08
1813,2.5881675469463516e-08,1.7254450312975678e-08
1814,1.1642705288750221e-07,0.0
1815,6.74305908887618e-08,8.091670444798638e-09
1816,1.5991466284503986e-07,0.0
1817,1.634717108345285e-07,0.0
1818,1.3351719019283337e-07,0.0
1819,2.4842520929269085e-08,0.0
1820,9.730514705097448e-08,0.0
1821,1.0847637099686835e-07,2.9584463767662328e-09
1822,1.0727409005539812e-07,1.604098542884458e-08
1823,8.499110748516614e-08,9.882686891060644e-10
1824,1.381062446625947e-07,9.263223965660927e-09
1825,1.2327620879659662e-07,9.68598712347557e-09
1826,6.077509340229881e-08,8.807984341885344e-10
1827,9.309445658800541e-08,0.0
1828,8.163348041989593e-08,0.0
1829,7.715858174606183e-08,0.0
1830,1.49246758951449e-07,0.0
1831,2.1359952029342821e-07,0.0
1832,2.0565553882079257e-07,0.0
1833,6.370995464521911e-08,1.3900354645102198e-08
1834,1.0081293311259287e-07,1.3068342852307069e-08
1835,1.187404805591541e-07,6.806779140333674e-09
1836,7.325617445985699e-08,0.0
1837,1.0436836106464398e-07,4.174734336004349e-09
1838,5.302215910774066e-08,1.8936485712828244e-09
1839,1.0207553913232914e-07,4.894032734625853e-09
1840,5.7327198987877637e-08,5.732719632334238e-09
1841,2.0802576727874111e-07,5.1364388298225094e-09
1842,3.957876515414682e-08,8.049918065466954e-09
1843,9.923610377882142e-08,1.1813822142769936e-09
1844,6.476502534269457e-08,2.7442805805577564e-09
1845,9.263178668561522e-08,0.0
1846,8.137757134818457e-08,9.952652035849496e-09
1847,9.384208965457219e-08,5.393223645455691e-10
1848,5.551202875153649e-08,6.43617736884039e-09
1849,1.0306680309213334e-07,1.6758829879393033e-09
1850,8.418355434969271e-08,2.0366988096043315e-09
1851,6.384944128967618e-08,3.2247193804124663e-09
1852,1.7513367822630244e-07,1.3021090872200602e-09
1853,1.1107793085329831e-07,0.0
1854,5.975014261139222e-08,5.195664454227256e-10
1855,9.021793090369101e-08,1.5920811335945473e-09
1856,7.403380664072756e-08,5.177189232874468e-10
1857,8.64027143165913e-08,0.0
1858,5.627727261980908e-08,2.4468380654951716e-09
1859,6.670747154657874e-08,1.018434669930457e-09
1860,8.467790024724309e-08,9.154367819341758e-10
1861,6.272231445336729e-08,6.6023493339173456e-09
1862,6.46072066956549e-08,7.680577063240435e-09
1863,7.841554605647616e-08,0.0
1864,8.822299690791624e-08,4.794727948009836e-10
1865,7.530950796308389e-08,1.4120533631256649e-09
1866,5.93604774223877e-08,5.352174259343201e-09
1867,9.851207494193659e-08,4.367530337390235e-09
1868,7.16281718382561e-08,1.2843672791973404e-08
1869,6.788091866383184e-08,5.860222973552709e-09
1870,9.346499751927695e-08,3.4404292748035914e-09
1871,9.240424247991541e-08,0.0
1872,5.624025689598966e-08,0.0
1873,1.2091729217900138e-07,5.986004469882289e-10
1874,9.081406204813902e-08,5.974609140757536e-10
1875,1.0813685946686746e-07,2.8607636259891933e-09
1876,1.0580525611203484e-07,2.418405919968336e-09
1877,6.741449709579683e-08,4.329371083855449e-09
1878,5.072834596830944e-08,3.0195443923020093e-09
1879,7.331190232662266e-08,0.0
1880,1.0396910710142038e-07,6.417846254436199e-10
1881,7.181682804002776e-08,0.0
1882,8.984770261122321e-08,6.655385131892899e-09
1883,8.467914369703067e-08,8.21514056781325e-09
1884,1.0694748908690599e-07,3.300848483434038e-09
1885,1.0313016929330843e-07,0.0
1886,1.206797719532915e-07,0.0
1887,1.0185122079064968e-07,1.3057849246322917e-09
1888,1.0525420179874345e-07,3.804368819970705e-09
1889,9.397705014180247e-08,5.6386229019267375e-09
1890,8.651790039948537e-08,0.0
1891,7.01164211136529e-08,3.824531802365527e-09
1892,1.0280360385195308e-07,3.1342561879199593e-09
1893,1.1947328459882556e-07,1.847525021858587e-09
1894,1.5690832810832944e-07,7.561847148451761e-09
1895,1.3842813473274873e-07,0.0
1896,1.0909503345146732e-07,1.179405795248556e-09
1897,1.4974654050092795e-07,5.826713556089658e-10
1898,8.261198303216588e-08,1.6975064687230201e-09
1899,5.417026827103655e-08,5.527578395003729e-10
1900,8.66905907059845e-08,4.15284251431558e-09
1901,7.824234415920728e-08,0.0
1902,1.0508007619591808e-07,2.455141867585553e-09
1903,8.262337303222012e-08,2.1600881083827517e-09
1904,7.255744094436523e-08,4.299700151477737e-09
1905,1.0063480004873782e-07,8.773290538499623e-09
1906,8.076369795162464e-08,0.0
1907,1.1262827115388063e-07,2.057137349353866e-09
1908,8.152905905944863e-08,5.40252820258047e-09
1909,1.0176819387197611e-07,5.500983557560346e-10
1910,1.0902067515417002e-07,5.344150677544235e-10
1911,6.118430206925041e-08,2.6601871816467337e-09
1912,8.335074141996301e-08,5.209421227725386e-10
1913,7.901454779357664e-08,2.121195885607108e-09
1914,8.571831955350717e-08,6.696743715117748e-10
1915,1.1309531089409575e-07,0.0
1916,1.1097336738430386e-07,6.592477230782379e-09
1917,9.211796481167767e-08,0.0
1918,9.418828739171659e-08,0.0
1919,7.550436009751138e-08,1.8415696745321952e-09
1920,7.799398815677705e-08,7.572231730534895e-10
1921,5.9067428281878165e-08,5.300923255902035e-09
1922,9.22241909506738e-08,7.377935484775833e-10
1923,8.811237250938575e-08,0.0
1924,7.86389122708897e-08,2.578324886925998e-09
1925,7.808706214973427e-08,3.299453377181294e-09
1926,1.1480522488227507e-07,2.229227691330493e-09
1927,8.473411128306907e-08,2.2298449753321847e-09
1928,8.798051709391075e-08,2.2852082448565625e-09
1929,8.912324744869693e-08,3.342121912552898e-09
1930,9.033099246380516e-08,2.100720708497761e-09
1931,1.2203732069338002e-07,4.5621426636444085e-09
1932,8.87722464426588e-08,0.0
1933,9.061822936473618e-08,1.261772819560747e-08
1934,9.824896096688462e-08,2.3963160344919743e-09
1935,1.0891138657598276e-07,2.393656828303392e-09
1936,7.1535815493462e-08,1.2124714565686645e-09
1937,8.310137644684801e-08,3.777335333410292e-09
1938,7.649476430060531e-08,0.0
1939,1.1470537941704606e-07,0.0
1940,1.6736167651743017e-07,0.0
1941,1.0625409174735978e-07,0.0
1942,1.061974117533282e-07,6.068423541449874e-09
1943,8.709705667797607e-08,0.0
1944,1.124615138792251e-07,0.0
1945,8.496165548876888e-08,2.178504043826024e-09
1946,8.07424029858339e-08,4.1763312808029696e-09
1947,9.417487945029279e-08,7.152522574216391e-09
1948,1.2611390332040173e-07,6.523132700664291e-09
1949,7.362756093698408e-08,8.835307596655184e-09
1950,7.232046073113452e-08,1.0635361480382244e-09
1951,9.595261474260042e-08,3.1984206394497505e-09
1952,1.0439355691005403e-07,8.435843135146115e-09
1953,8.942276963352924e-08,2.1547654771580937e-09
1954,8.502106396690579e-08,0.0
1955,8.91632723210023e-08,1.8771215692936494e-09
1956,8.023449993288523e-08,0.0
1957,1.0513694803648832e-07,3.534015080575159e-09
1958,8.851300492551673e-08,4.9633461784992505e-09
1959,7.673240531858028e-08,1.5501495642666896e-09
1960,9.412333668024075e-08,4.844583401109048e-09
1961,8.893643865803824e-08,2.779263708063695e-09
1962,8.688480335194981e-08,2.5367825617905737e-09
1963,7.241979460559378e-08,1.2932106496776896e-09
1964,6.38816644027429e-08,1.2167936658258327e-09
1965,1.1710172742596114e-07,3.2832261354087677e-09
1966,7.090015685662365e-08,1.6617224263271169e-09
1967,1.0255097748768094e-07,1.4791006197611978e-09
1968,8.354033553814588e-08,8.982831700699023e-10
1969,7.175977145834622e-08,1.3625273131978588e-09
1970,7.265985857429769e-08,2.7592350626548523e-09
1971,7.656212375195537e-08,2.0553589941130213e-09
1972,7.951727809540898e-08,3.0780880067027283e-09
1973,6.340184199871146e-08,5.513203782392395e-10
1974,4.387946006545462e-08,5.625571564138454e-09
1975,8.681449514824635e-08,0.0
1976,5.656391621755574e-08,3.9994687561772935e-09
1977,6.581995393162288e-08,2.938390863960194e-09
1978,5.8811853165252614e-08,1.1881182704343018e-09
1979,6.437170441131457e-08,1.1703946700691858e-09
1980,7.504399235358505e-08,0.0
1981,6.958104137311238e-08,1.2651099057237047e-09
1982,6.393727147724348e-08,0.0
1983,8.525676520321213e-08,1.89459470334441e-09
1984,7.364740639559386e-08,5.799008495621649e-10
1985,8.181159216746892e-08,4.812446441349039e-09
1986,6.773768745915731e-08,1.1988970927134801e-09
1987,6.171924837872211e-08,6.110816852533674e-10
1988,6.056519197272792e-08,0.0
1989,7.408964819433095e-08,2.7440609784434855e-09
1990,6.865300150593612e-08,1.089730194969718e-09
1991,7.67851915384199e-08,2.9307325455363298e-09
1992,6.06093877308922e-08,1.1019888335184191e-09
1993,5.760775678709251e-08,2.7696036575264316e-09
1994,5.960666982218754e-08,2.1099706426497278e-09
1995,5.476675468685244e-08,4.880205572987961e-09
1996,4.750901894112758e-08,1.067618438099771e-09
1997,6.041567246484192e-08,0.0
1998,7.438281812710557e-08,2.86087753487152e-09
1999,6.078367675854679e-08,2.7421207526856506e-09
2000,6.892128823210442e-08,2.6508188977203417e-09
2001,6.966126875340706e-08,4.3812117822561447e-10
2002,5.301277994362863e-08,8.76244299341522e-10
2003,5.75035379313249e-08,4.1669229178253886e-10
2004,8.104815663045883e-08,1.7619165015858584e-09
2005,6.845699118684934e-08,1.3511248786457486e-09
2006,6.218013481884554e-08,2.8825228870488218e-09
2007,5.0330442036283785e-08,1.1983438685803094e-09
2008,5.704969296971285e-08,8.514879357157668e-10
2009,6.103286409597786e-08,3.814554005998616e-09
2010,7.227403386877995e-08,9.447586046817946e-10
2011,7.533224533062821e-08,1.1471915639660324e-09
2012,9.123397148869117e-08,2.382976926895708e-09
2013,7.80955033974351e-08,1.1156500168141292e-09
2014,7.600712592648051e-08,1.5158115873603606e-09
2015,7.226035592111657e-08,3.32486305154589e-09
2016,8.078226443331005e-08,2.278474076078396e-09
2017,5.509188838459522e-08,1.2578056374223934e-09
2018,5.627597587931632e-08,1.0325866828253538e-09
2019,5.255034807305492e-08,1.7856913725466939e-09
