year,on_PRON eut_VERB,on_PRON pue_VERB
1860,4.991419018551824e-06,9.154367819341758e-10
1861,4.3820735982080805e-06,1.8863854922557266e-09
1862,4.632291279449419e-06,0.0
1863,4.422237225298886e-06,4.994620828036034e-10
1864,4.7103408178372774e-06,2.8768367688059016e-09
1865,4.395721816763398e-06,4.706844358715045e-10
1866,4.833013349525572e-06,0.0
1867,4.213696229271591e-06,4.85281148598915e-10
1868,4.1534461843184545e-06,3.457911734727759e-09
1869,4.215453714095929e-06,1.4650557433881772e-09
1870,4.3429686229501385e-06,0.0
1871,4.152880364927114e-06,1.0621177271019633e-09
1872,4.466564746508084e-06,6.047339295989218e-10
1873,4.214745899844274e-06,0.0
1874,4.445706736078137e-06,1.1949218281515073e-09
1875,4.488538138502918e-06,1.716458086775674e-09
1876,4.1378925743629225e-06,0.0
1877,4.263193659426179e-06,1.8554447978047506e-09
1878,4.427859835232084e-06,3.0195443923020093e-09
1879,4.30707439136313e-06,6.10932526790009e-10
1880,3.902692355950421e-06,1.2835692508872398e-09
1881,3.839759983748081e-06,6.972507571312292e-10
1882,4.167602241977875e-06,0.0
1883,4.014044066025235e-06,0.0
1884,4.695786969932669e-06,0.0
1885,4.865810296905693e-06,0.0
1886,4.25670486947638e-06,1.936039106809062e-09
1887,3.6881895084661664e-06,1.3057849246322917e-09
1888,4.122033715248108e-06,6.974675947901687e-09
1889,3.915710408364248e-06,3.132568426877924e-09
1890,3.5596873431131826e-06,2.6217545912032847e-09
1891,3.5383294516577735e-06,3.1871101313640793e-09
1892,3.7203620877335197e-06,0.0
1893,3.751091526282835e-06,0.0
1894,3.580534553293546e-06,1.2603078580752936e-09
1895,3.696031058098015e-06,6.018614495673091e-10
1896,3.6361080901770038e-06,1.7691086373616827e-09
1897,3.618971845753549e-06,1.1653427112179315e-09
1898,3.6304006130194466e-06,0.0
1899,3.547599874309526e-06,0.0
1900,3.509151952130196e-06,3.114631885736685e-09
1901,3.4108074373762065e-06,0.0
1902,3.3959522625082172e-06,1.4730852093691738e-09
1903,3.422659631269198e-06,0.0
1904,3.4569590070532286e-06,2.1498500757388683e-09
1905,3.404036704068858e-06,1.0321518084666081e-09
1906,3.401334822683566e-06,5.144184522798412e-10
1907,3.3197053426192724e-06,5.142843373384665e-10
1908,3.262144559812441e-06,0.0
1909,3.658154128061142e-06,5.500983557560346e-10
1910,3.3497136087135004e-06,6.947395880807505e-09
1911,3.5641186286738957e-06,5.320374141248863e-10
1912,3.554909142167162e-06,1.0418842455450772e-09
1913,3.217323808257788e-06,5.30298971401777e-10
1914,3.3497111076030706e-06,0.0
1915,3.0040941965125967e-06,0.0
1916,3.4500630476941296e-06,0.0
1917,3.174779919845605e-06,0.0
1918,3.5228716797064408e-06,3.44591288836682e-09
1919,3.194202520262479e-06,0.0
1920,3.1773084288033715e-06,3.786115865267448e-09
1921,2.950342491203628e-06,5.300923255902035e-09
1922,3.213091019915737e-06,2.2133805899215986e-09
1923,2.8089798433938995e-06,1.0615948120573648e-09
1924,3.0527365311172616e-06,5.156649773851996e-09
1925,2.9860053700758726e-06,1.0998177923937646e-09
1926,2.9815920470355195e-06,1.1146138456652466e-09
1927,3.0036012503842358e-06,2.2298449753321847e-09
1928,2.8896458843519213e-06,5.713020723163709e-09
1929,2.914330252679065e-06,0.0
1930,3.047095447072934e-06,1.0503603542488804e-09
1931,3.0110142006378737e-06,1.1405356659111021e-09
1932,2.8144089014858764e-06,2.1919073223131136e-09
1933,2.5889285097946413e-06,2.2941324395731044e-09
1934,2.7629523060568317e-06,0.0
1935,2.3733107354928507e-06,5.98414207075848e-09
1936,2.3049082074066973e-06,2.424942913137329e-09
1937,2.302915504515113e-06,0.0
1938,2.259836833218287e-06,5.186085783037697e-09
1939,2.171755113522522e-06,0.0
1940,2.2112026840659382e-06,0.0
1941,2.074906319649017e-06,0.0
1942,2.378822102855338e-06,6.068423541449874e-09
1943,2.3748464172967942e-06,5.806470415592457e-09
1944,2.3391995682686684e-06,0.0
1945,2.435567580505449e-06,0.0
1946,2.2941979409552005e-06,0.0
1947,2.3102648469830456e-06,5.960435700558264e-09
1948,2.27439892341863e-06,1.0871887834440486e-09
1949,1.92511532759454e-06,1.9634016634739737e-09
1950,1.932445229613222e-06,0.0
1951,1.9009279412784963e-06,1.0661401761424827e-09
1952,1.8537764958637126e-06,1.0544803918932644e-09
1953,1.6753301110838947e-06,1.0773827385790469e-09
1954,1.7199663489009254e-06,9.772536113672459e-10
1955,1.6387270989071112e-06,9.385607846468247e-10
1956,1.6849245980665728e-06,1.5698054411927842e-08
1957,1.7466869621785008e-06,1.7670075402875796e-09
1958,1.7280715951528691e-06,2.481673033738474e-09
1959,1.6780369094249181e-06,3.100299128533379e-09
1960,1.5080495643360337e-06,6.920833350854139e-10
1961,1.6140573961820337e-06,1.3896318540318475e-09
1962,1.6045149777710321e-06,1.9025869213429303e-09
1963,1.5706043257068814e-06,5.819447923549603e-09
1964,1.5599294442836253e-06,1.825190498738749e-09
1965,1.7187688570174942e-06,2.188817349590977e-09
1966,1.5996848219401727e-06,0.0
1967,1.8478897345630685e-06,2.465167847631733e-09
1968,1.9236734374317166e-06,1.7965663401398047e-09
1969,1.5464685816368728e-06,4.5417578031781147e-10
1970,1.5226378877741809e-06,2.7592350626548523e-09
1971,1.5014396979040612e-06,1.541519245584766e-09
1972,1.4928727409824205e-06,5.130146696341598e-09
1973,1.3948405239716521e-06,8.269805507055139e-09
1974,1.1808075157659914e-06,5.06301445213353e-09
1975,1.234250902371059e-06,3.998036124386317e-09
1976,1.244406149680799e-06,1.7140580066410394e-09
1977,1.2335365227045259e-06,1.1753563677885381e-09
1978,1.2944548188897897e-06,1.1881182704343018e-09
1979,1.357657822609326e-06,4.681578791299046e-09
1980,1.2001353013602056e-06,3.4110904101325445e-09
1981,1.1202548364508402e-06,2.5302198114474095e-09
1982,1.1086599158716126e-06,1.8622506869903077e-09
1983,1.0293965146956907e-06,6.315316047889041e-10
1984,1.0032284478711517e-06,1.7397025486864948e-09
1985,9.414348198788502e-07,6.015558051686298e-10
1986,1.067617830585732e-06,1.7983456945813714e-09
1987,9.997296217534313e-07,7.94406207482723e-09
1988,1.0332062458928704e-06,2.9982769045311386e-09
1989,1.047682530952443e-06,1.6464366536794728e-09
1990,9.404371326127148e-07,3.8140557934163155e-09
1991,8.897704049104505e-07,2.930732601047481e-09
1992,9.895859420794295e-07,1.6529832502776287e-09
1993,9.616064460260532e-07,4.4313659408601325e-09
1994,9.563442233684327e-07,2.6374633033121597e-09
1995,9.500133728579385e-07,5.422450821690461e-10
1996,9.443085389193584e-07,3.736664533349199e-09
1997,8.875349806203303e-07,2.876936688878118e-09
1998,8.482501812068222e-07,5.2449422582867555e-09
1999,8.907321813467206e-07,3.6561608462992723e-09
2000,8.504710820034234e-07,4.418031607222872e-09
2001,8.955196904025797e-07,3.943090520763803e-09
2002,9.042841497830523e-07,3.504977141854937e-09
2003,8.417184460540739e-07,2.500153750695233e-09
2004,8.77434388257825e-07,7.04766583980998e-09
2005,8.872386558778089e-07,5.404499514582994e-09
2006,8.458145828171837e-07,6.176834821403077e-09
2007,8.352456575266842e-07,2.3966877371606188e-09
2008,9.259931346150552e-07,5.108927503272298e-09
2009,9.417180137916148e-07,5.721831008997924e-09
2010,7.846220455576258e-07,1.0392344762522043e-08
2011,7.567640523120645e-07,9.559929958768976e-09
2012,9.392333595314994e-07,1.2255309433939487e-08
2013,1.0057584916012274e-06,1.0040850151327163e-08
2014,1.2418827850524394e-06,1.342575983720451e-08
2015,1.3281720043778478e-06,1.2856137487915476e-08
2016,1.6939418969741382e-06,8.492494263379058e-09
2017,8.117877712265908e-07,1.4842107098900215e-08
2018,1.0044487055438367e-06,2.0393587263356494e-08
2019,1.1752400723707979e-06,1.607122257496485e-08
