year,en_ADP otage_NOUN,en_ADP potage_NOUN
1906,1.9496459913170838e-07,9.259532418592897e-09
1907,1.995423275502617e-07,1.4914245616282074e-08
1908,2.0234922715189896e-07,5.40252820258047e-09
1909,1.6447940254238347e-07,1.1001967337165297e-08
1910,2.287296467784472e-07,1.2825961515083861e-08
1911,2.479294209933869e-07,6.384448858476333e-09
1912,1.86497274512476e-07,9.376957876838787e-09
1913,2.2749826200652024e-07,8.484783542428431e-09
1914,2.926477122855431e-07,1.6741859454327823e-08
1915,3.546009281762963e-07,3.534228465440492e-09
1916,2.1425550755793665e-07,1.648119329900055e-08
1917,2.3797140613623924e-07,1.6449636319748606e-08
1918,1.527688056057741e-07,1.722956355365568e-08
1919,1.9612717494510434e-07,1.0128633542993981e-08
1920,1.665891034008382e-07,3.786115865267448e-09
1921,1.4766857248105225e-07,9.844571380313027e-09
1922,1.8813734925515746e-07,5.902348387820666e-09
1923,2.600907293981436e-07,1.3800732556745743e-08
1924,1.6114530865252163e-07,7.734974438733389e-09
1925,1.9576756926653616e-07,9.898360353588487e-09
1926,1.538167140324731e-07,5.57306911730393e-09
1927,1.8061744810893288e-07,1.4493992006592293e-08
1928,1.6567759075769573e-07,3.4278122562625413e-09
1929,2.1723792542616138e-07,1.2254447234738564e-08
1930,1.6700730043339718e-07,7.352522590764465e-09
1931,2.0871802064448275e-07,6.843213995466613e-09
1932,1.7425662690584431e-07,1.3151444377967891e-08
1933,1.6976579786387447e-07,4.588264879146209e-09
1934,1.7253475448342215e-07,1.0783422155213884e-08
1935,1.627686572192033e-07,5.98414207075848e-09
1936,2.594688908175158e-07,9.699771652549316e-09
1937,2.0523522437088104e-07,3.777335333410292e-09
1938,1.6984431283617596e-07,2.7226949583791793e-08
1939,1.8658741396393452e-07,1.5294050470515685e-08
1940,2.2061311710785958e-07,1.0143131667916805e-08
1941,2.2726570136910595e-07,8.854508237732261e-09
1942,1.1226583751522412e-07,3.034211770724937e-08
1943,1.945167582562135e-07,5.806470415592457e-09
1944,2.795472084926587e-07,1.2852744646352221e-08
1945,1.895298566978454e-07,1.742803190651898e-08
1946,1.6705325833754614e-07,9.744772988540262e-09
1947,1.7046845357526763e-07,8.344609669919123e-09
1948,1.7612458691473876e-07,1.4133454406817236e-08
1949,1.9044996690809057e-07,1.9634016634739737e-09
1950,1.9250003902016033e-07,3.190608444114673e-09
1951,1.9723593425169383e-07,0.0
1952,1.3602796400391526e-07,1.8980646387944944e-08
1953,1.508335856215126e-07,1.723812381726475e-08
1954,1.1336141625406526e-07,2.052232517257835e-08
1955,1.2107433633445908e-07,1.0324168187025862e-08
1956,1.465151768798023e-07,7.849027205963921e-09
1957,1.6433169491847366e-07,0.0
1958,1.4393702940651565e-07,4.9633461784992505e-09
1959,1.3718823765884736e-07,6.200598257066758e-09
1960,1.792495822883211e-07,8.305000243069571e-09
1961,2.2720480785665131e-07,6.25334317660986e-09
1962,1.420598181312016e-07,1.0781326054143392e-08
1963,2.0109425236114475e-07,1.61651322327927e-08
1964,1.6061676433309913e-07,6.6923653285755336e-09
1965,1.7784141448373703e-07,6.0192477668863376e-09
1966,1.9220588853841036e-07,8.30861190959098e-09
1967,2.4996802494570147e-07,2.120044384490427e-08
1968,2.1109654824158497e-07,8.982831367632116e-09
1969,3.215564561287465e-07,1.2716921737876419e-08
1970,2.1108148473558686e-07,1.5635665207014426e-08
1971,2.0656358401538455e-07,1.0276794637498199e-08
1972,2.3649977265449706e-07,8.721249500354133e-09
1973,2.5801793412938423e-07,6.064523994098181e-09
1974,2.3683656991124735e-07,6.750686232237513e-09
1975,3.444022524945467e-07,1.028066431985053e-08
1976,3.6966520156056504e-07,4.570821443561357e-09
1977,3.6024673022438947e-07,5.876781727920388e-09
1978,3.629701268437202e-07,1.1881182260253809e-08
1979,3.4234042800562747e-07,6.437170796402825e-09
1980,4.70161950261172e-07,7.390696055153967e-09
1981,4.674581077779294e-07,1.3283653788054295e-08
1982,4.041083911943133e-07,1.4898005495922462e-08
1983,5.039622124058951e-07,4.0418022706489865e-08
1984,4.6392068497880246e-07,1.797692661398287e-08
1985,5.937355922469578e-07,7.218669662023558e-09
1986,7.121448675206921e-07,1.7983456945813714e-09
1987,7.308536851269309e-07,1.0999470501094066e-08
1988,7.093923386491952e-07,7.795519785247507e-09
1989,7.370547905338753e-07,1.2073869015694072e-08
1990,9.31719341679127e-07,1.198703181159999e-08
1991,7.948146958369762e-07,9.37834432335194e-09
1992,8.138187581607781e-07,1.597883780846132e-08
1993,9.039986252901144e-07,1.1078414630105726e-08
1994,8.90935098141199e-07,9.494867947434926e-09
1995,1.1273275504208868e-06,1.1929391696696712e-08
1996,1.0975116992995027e-06,1.1209993600047596e-08
1997,1.0922769888566108e-06,2.2056514059620724e-08
1998,1.138152470048226e-06,1.0489884183506604e-08
1999,1.124726509260654e-06,1.3710603319339043e-08
2000,1.17873082672304e-06,1.3254094710646314e-08
2001,1.1448106533862301e-06,2.190605918883648e-08
2002,1.1833678854600294e-06,2.891606243338174e-08
2003,1.2859123899033875e-06,1.7084383518994883e-08
2004,1.3055800991423894e-06,1.7178685141061578e-08
2005,1.2781641771653085e-06,1.0358624402684313e-08
2006,1.305371142734657e-06,1.93540827808647e-08
2007,1.3177788105167565e-06,2.4366324430369346e-08
2008,1.2887269349448616e-06,2.8950589481269162e-08
2009,1.3927890449849656e-06,2.527142117791925e-08
2010,1.555072685732739e-06,2.7870378005445673e-08
2011,1.4565508763553225e-06,2.7914995537337006e-08
2012,1.3947222896604217e-06,3.2680827627418196e-08
2013,1.4665218941445346e-06,2.0918437759753772e-08
2014,1.4783494179937406e-06,2.8800420270869154e-08
2015,1.4381141681951704e-06,3.081039823271681e-08
2016,1.3967046470497735e-06,2.1956204521167422e-08
2017,1.584080450811598e-06,1.4087423894082463e-08
2018,1.6095444834718364e-06,2.0393587207845343e-08
2019,1.4742158782610204e-06,2.6785370810245013e-08
