year,ton_DET or_NOUN,ton_DET porc_NOUN
1852,5.9245962802378926e-08,0.0
1853,5.4344578614973216e-08,5.971931837933653e-10
1854,5.6632741163298306e-08,0.0
1855,8.331890910540096e-08,5.306937111981824e-10
1856,4.245295315286057e-08,0.0
1857,1.1081025430570435e-07,0.0
1858,9.542668333306636e-08,0.0
1859,6.517981754328162e-08,0.0
1860,8.833965159382728e-08,0.0
1861,8.064297785104202e-08,0.0
1862,9.713670667821361e-08,9.035972525772706e-10
1863,7.541877550254483e-08,0.0
1864,1.0212770851225628e-07,0.0
1865,6.636650229374652e-08,0.0
1866,8.855415245534459e-08,9.731225825149181e-10
1867,6.551295683721037e-08,1.94112459439566e-09
1868,6.4218362849644e-08,0.0
1869,7.422949188651273e-08,9.767038289254515e-10
1870,4.185855440042019e-08,0.0
1871,8.072094370703553e-08,0.0
1872,5.3821318624081016e-08,6.047339295989218e-10
1873,4.968383748860106e-08,5.986004469882289e-10
1874,7.82673765797881e-08,0.0
1875,6.808617553089036e-08,0.0
1876,6.227395310531847e-08,0.0
1877,4.51491583008945e-08,6.184815992682502e-10
1878,3.2611077338540184e-08,1.8117265465633636e-09
1879,5.803859082220697e-08,6.10932526790009e-10
1880,6.610381309002378e-08,0.0
1881,4.183504487276224e-08,2.091752326904839e-09
1882,6.389169482368118e-08,3.3276925659464496e-09
1883,6.256145379524014e-08,6.319338941018771e-10
1884,6.931781992847164e-08,6.601696966868076e-10
1885,4.383032448096458e-08,1.2891271383708158e-09
1886,6.711602551501272e-08,6.453463874400711e-10
1887,4.635536360320103e-08,1.3057849246322917e-09
1888,5.516334833366443e-08,0.0
1889,4.9494580878217675e-08,0.0
1890,3.8015443237782165e-08,0.0
1891,6.756673087693343e-08,0.0
1892,4.387958751905785e-08,0.0
1893,5.234654043562159e-08,4.310891643655168e-09
1894,2.6466464575491955e-08,0.0
1895,6.921406359161608e-08,1.2037228991346183e-09
1896,3.597187570036908e-08,0.0
1897,2.855089586972781e-08,5.826713556089658e-10
1898,2.82917743676947e-08,6.224190496340043e-09
1899,4.09040801230276e-08,0.0
1900,6.333085078580325e-08,4.671947717582725e-09
1901,4.3592162823902214e-08,0.0
1902,3.338993082024899e-08,0.0
1903,3.186129982069019e-08,0.0
1904,2.1498500757388683e-08,1.6123875568041512e-09
1905,2.993240255655394e-08,0.0
1906,4.012463905578301e-08,0.0
1907,2.159994205719329e-08,0.0
1908,3.5362001771233054e-08,4.911389073214423e-10
1909,4.510806661528477e-08,5.500983557560346e-10
1910,6.626746884563772e-08,0.0
1911,4.894744243255644e-08,0.0
1912,4.7405731506966475e-08,4.167536982180309e-09
1913,6.045408240673567e-08,1.060597942803554e-09
1914,4.620753313311354e-08,0.0
1915,6.479418912519463e-08,0.0
1916,4.065361070004769e-08,0.0
1917,4.386569774084137e-08,1.0966424435210342e-09
1918,4.364822903113463e-08,0.0
1919,2.117805197876521e-08,0.0
1920,3.7103934591442567e-08,1.514446346106979e-09
1921,2.8019165876358443e-08,7.572747429129834e-10
1922,4.057864688711277e-08,0.0
1923,3.6094223609950404e-08,1.0615948120573648e-09
1924,2.9650736532715882e-08,0.0
1925,5.939016034517408e-08,0.0
1926,4.904300876518164e-08,0.0
1927,2.787306230267461e-08,1.1149224876660924e-09
1928,2.742249938236796e-08,0.0
1929,6.684243802901335e-08,1.1140406375176326e-09
1930,3.676261295382233e-08,1.0503603542488804e-09
1931,3.307553342324354e-08,2.2810713318222042e-09
1932,3.6166470818166374e-08,0.0
1933,2.1794258397989097e-08,0.0
1934,3.5944742293736454e-08,5.990790086229936e-09
1935,2.393656917121234e-08,1.196828414151696e-09
1936,3.273672799508631e-08,2.424942913137329e-09
1937,5.9178256517355976e-08,2.5182236296217297e-09
1938,2.2040865133021725e-08,0.0
1939,2.2941076593951948e-08,1.5294050470515685e-09
1940,1.7750480196809804e-08,7.607348528892999e-09
1941,3.8369532440185594e-08,0.0
1942,4.551317811518629e-08,9.102635090130207e-09
1943,4.6451763546784264e-08,2.9032352077962287e-09
1944,5.1410978585408884e-08,0.0
1945,3.267756198965799e-08,0.0
1946,3.619487021211398e-08,0.0
1947,5.8412266579210836e-08,0.0
1948,3.4790040626120344e-08,2.174377566888097e-09
1949,4.908504047662632e-08,0.0
1950,4.4668516441248585e-08,3.190608444114673e-09
1951,3.731490771929913e-08,3.1984206394497505e-09
1952,6.537778207693634e-08,3.1634410646574906e-09
1953,4.5250076685654506e-08,4.3095309543161875e-09
1954,4.1044653009691956e-08,0.0
1955,1.970977603349411e-08,1.0324168187025862e-08
1956,5.145473469525541e-08,0.0
1957,3.0922632010543794e-08,2.6505113659425206e-09
1958,4.9633462229081715e-08,3.3088973783179654e-09
1959,4.5729413145068065e-08,7.750747821333448e-10
1960,4.913791784577626e-08,6.920833350854139e-10
1961,4.933192965239641e-08,6.948159270159238e-10
1962,3.805173776072479e-08,1.9025869768540815e-09
1963,5.8841084893401785e-08,1.939815863494232e-09
1964,4.258777996923868e-08,3.041984220075733e-09
1965,5.143720827049947e-08,2.73602163147757e-09
1966,6.979234001835977e-08,1.1078149508847446e-09
1967,5.078245596257247e-08,3.944268467392931e-09
1968,5.749012288447375e-08,8.982831700699023e-10
1969,3.996746922307892e-08,1.8167031212712459e-09
1970,4.3228016055607554e-08,1.3796175313274261e-09
1971,4.8300937471879024e-08,0.0
1972,3.231992473651246e-08,5.130146862875051e-10
1973,3.6387143520499876e-08,5.513203782392395e-10
1974,3.037808715689039e-08,0.0
1975,2.8557400000295274e-08,1.1422960355389478e-09
1976,3.199574982737374e-08,2.856763492431469e-09
1977,2.11564152863275e-08,1.1753563677885381e-09
1978,4.514849250014663e-08,5.940591352171509e-10
1979,3.043026175486574e-08,5.851973350345929e-10
1980,2.5014662785594055e-08,2.2740602734216964e-09
1981,2.8464972379182996e-08,1.2651099057237047e-09
1982,4.034876344150007e-08,2.483000915987077e-09
1983,2.336666926616715e-08,2.5261264191556165e-09
1984,2.7255340206977507e-08,2.3196033982486597e-09
1985,2.8874678426049627e-08,3.609334831011779e-09
1986,2.997242765090391e-08,1.7983456945813714e-09
1987,1.772136820621384e-08,1.8332451112712533e-09
1988,2.518552633112847e-08,1.1993107618124554e-09
1989,2.6342985570693145e-08,1.0976244357863152e-09
1990,2.9967581305356816e-08,0.0
1991,2.930732689865323e-08,0.0
1992,2.6998725921600908e-08,0.0
1993,3.3235243224183364e-08,2.2156829704300662e-09
1994,2.7429619020580276e-08,2.1099706426497278e-09
1995,3.416143945500494e-08,1.0844901643380922e-09
1996,2.882569782869382e-08,1.067618438099771e-09
1997,3.787966806889642e-08,1.438468344439059e-09
1998,2.8608776236893618e-08,1.43043876743576e-09
1999,3.0620348590026936e-08,5.484241505371301e-09
2000,3.7995070645280293e-08,8.836062992401139e-10
2001,3.242096580091669e-08,3.066848330846028e-09
2002,3.1106672349068276e-08,8.76244299341522e-10
2003,2.9585152550026805e-08,2.083461403401543e-09
2004,3.611928783842089e-08,0.0
2005,3.693074512867156e-08,0.0
2006,2.5119128999051554e-08,2.0589450144825605e-09
2007,2.95591473520318e-08,2.7961355453243186e-09
2008,4.470311798510096e-08,4.257439678578834e-10
2009,3.385416791346074e-08,2.384096253749135e-09
2010,5.385123991175078e-08,9.447586046817946e-10
2011,5.238841427335217e-08,3.82397197240536e-10
2012,6.434037702618411e-08,2.382976926895708e-09
2013,7.558528691831157e-08,2.7891249310130206e-09
2014,7.622367403925523e-08,1.2992671383216248e-09
2015,8.156997455266435e-08,2.438232948875907e-09
2016,8.451067357029274e-08,1.86420612280358e-09
2017,1.1471187910672143e-07,4.2765391228272165e-09
2018,8.131620088391855e-08,3.046130814254866e-08
2019,7.219295605764842e-08,3.622402644509748e-08
