year,mon_DET appât_NOUN,mon_DET papa_NOUN
1800,0.0,9.526818702809692e-07
1801,0.0,5.071918800503283e-07
1802,0.0,4.117625934441094e-06
1803,0.0,3.3175269802399043e-06
1804,0.0,8.824508057614366e-07
1805,0.0,3.0418791041597615e-07
1806,0.0,3.025752617347166e-07
1807,0.0,5.096049697783656e-07
1808,0.0,3.1951642531780067e-07
1809,0.0,1.242466787232388e-07
1810,0.0,4.2590305726619704e-07
1811,0.0,5.691064188795281e-07
1812,0.0,5.921202372860535e-07
1813,0.0,5.061305330400501e-07
1814,3.1466771410748606e-09,2.7376091438213734e-07
1815,2.697223555614414e-09,1.8341120266995858e-07
1816,0.0,1.2352828644424108e-06
1817,0.0,5.589175771092414e-07
1818,1.1921177378582115e-09,5.281081574270985e-07
1819,0.0,2.680922014386411e-07
1820,0.0,4.188867919197037e-07
1821,0.0,6.922764885786137e-07
1822,0.0,8.481671045501571e-07
1823,0.0,3.785069111472694e-07
1824,0.0,3.764237490599953e-07
1825,0.0,1.1306188951731855e-06
1826,0.0,3.2853781206654276e-07
1827,0.0,1.7973682897576282e-07
1828,0.0,1.7610818159319308e-07
1829,0.0,3.0006114926095506e-07
1830,2.0873671680021744e-09,3.7259504925835074e-07
1831,0.0,3.617159762825395e-07
1832,0.0,3.92369123858316e-07
1833,0.0,6.903842546535088e-07
1834,0.0,6.328811739120255e-07
1835,3.025235173481633e-09,2.2764894680449288e-07
1836,0.0,3.2797259519323774e-07
1837,0.0,2.2961040357927232e-07
1838,0.0,3.263387711172072e-07
1839,0.0,1.3773205731482108e-07
1840,0.0,1.141448190355998e-06
1841,0.0,3.5505634343735437e-07
1842,6.708265054555795e-10,2.448516678299484e-07
1843,0.0,4.548321543840217e-07
1844,0.0,5.126316262593633e-07
1845,0.0,4.4809230265174804e-07
1846,0.0,7.435216731188632e-08
1847,1.0786447290911383e-09,7.712309813001639e-08
1848,0.0,1.0700145164355135e-07
1849,0.0,8.882180058122913e-08
1850,0.0,8.214685021101786e-08
1851,6.449438760824933e-10,4.849977983667486e-07
1852,1.3021090872200602e-09,1.1588771231529904e-07
1853,0.0,1.940877927264495e-07
1854,0.0,1.3716554453369056e-07
1855,1.5920811335945473e-09,3.088637505754832e-07
1856,5.177189232874468e-10,2.1330019706056191e-07
1857,9.763018171682347e-10,3.641605701432127e-07
1858,4.893676019968041e-10,2.8823752629136834e-07
1859,0.0,1.2832277218599586e-07
1860,5.492620580582752e-09,2.2748604067146516e-07
1861,6.13075279431996e-09,2.042012319236619e-07
1862,1.8071945051545413e-09,1.6626189314195017e-07
1863,7.491931519609807e-09,2.3274932764438816e-07
1864,9.589455896019672e-10,3.5576881529664206e-07
1865,1.4120533631256649e-09,9.507825637911083e-08
1866,2.919367858567057e-09,1.8683954294829164e-07
1867,0.0,3.2562365781529934e-07
1868,9.87974813071446e-10,1.1608704042487261e-07
1869,9.767038289254515e-10,1.1720445858287576e-07
1870,2.2936195165357276e-09,1.1124054655198279e-07
1871,0.0,1.6144190118083657e-07
1872,0.0,2.2375155239728883e-07
1873,0.0,2.0651715715302998e-07
1874,3.5847653734322193e-09,1.0097089564453654e-07
1875,1.1443054281912168e-09,2.843598969626271e-07
1876,1.209202959984168e-09,8.71230718679783e-07
1877,0.0,2.6161772126442884e-07
1878,6.039088673581716e-10,2.1740718464391406e-07
1879,1.832797580370027e-09,1.4784566992886994e-07
1880,4.492492600149944e-09,1.1231230856445507e-07
1881,1.3945015142624584e-09,1.1225737239772826e-07
1882,1.9966155395678697e-09,2.655498594350547e-07
1883,6.319338941018771e-10,1.996911080937025e-07
1884,0.0,1.7428479459624668e-07
1885,0.0,1.1022036883190367e-07
1886,1.936039106809062e-09,3.0073140755426664e-07
1887,1.3057849246322917e-09,1.6387601142753283e-07
1888,1.268122939990235e-09,1.43931959684096e-07
1889,0.0,1.040012715947114e-07
1890,6.554386478008212e-10,9.569404646470048e-08
1891,6.374220040683554e-10,1.2557213580066673e-07
1892,0.0,8.086380631766588e-08
1893,1.2316833108982905e-09,1.059247632384519e-07
1894,6.301539290376468e-10,1.046055491116249e-07
1895,6.018614495673091e-10,1.757435352800485e-07
1896,0.0,1.7455205281180497e-07
1897,1.1653427112179315e-09,6.467652013952829e-08
1898,0.0,9.958704794144069e-08
1899,5.527578395003729e-10,1.0336571598656974e-07
1900,0.0,1.2821901462789498e-07
1901,0.0,7.712459737518884e-08
1902,0.0,1.3748795169021832e-07
1903,5.400220270956879e-10,1.6632677968253518e-07
1904,3.2247751136083025e-09,1.026553428928878e-07
1905,5.160759042333041e-10,1.3934049292174677e-07
1906,2.572092316910357e-09,1.1059996651852089e-07
1907,5.142843373384665e-10,1.2857108622199576e-07
1908,2.9468334439286537e-09,2.5146312054857844e-07
1909,3.850688656825696e-09,1.1772105068530436e-07
1910,5.344150677544235e-10,1.8971735049611027e-07
1911,0.0,1.0906767022866859e-07
1912,3.125652792146383e-09,2.1879569866989357e-07
1913,5.833288629908395e-09,3.1499758268438427e-07
1914,0.0,1.459890128785446e-07
1915,0.0,1.5314990431392062e-07
1916,0.0,1.834906200315345e-07
1917,0.0,2.0726542970805895e-07
1918,1.1486376294556067e-09,1.504715312350413e-07
1919,9.207848372660976e-10,1.7771147042822122e-07
1920,1.514446346106979e-09,1.2721348952027256e-07
1921,7.572747429129834e-10,1.2722215547711357e-07
1922,7.377935484775833e-10,1.5641222805840016e-07
1923,1.0615948120573648e-09,1.3482253846675007e-07
1924,0.0,1.6501278876646097e-07
1925,3.299453377181294e-09,1.7487102677016253e-07
1926,3.343841648018042e-09,1.5827516186561752e-07
1927,2.2298449753321847e-09,3.913377932818207e-07
1928,1.1426041224282812e-09,2.0909655518153158e-07
1929,0.0,2.87422492473155e-07
1930,2.100720708497761e-09,1.691080235843856e-07
1931,1.1405356659111021e-09,1.9046946064804615e-07
1932,2.1919073223131136e-09,1.742566313467364e-07
1933,1.1470662197865522e-09,2.8906067361944565e-07
1934,0.0,1.2580658825811497e-07
1935,0.0,1.7952425945821915e-07
1936,7.274828739411987e-09,2.194573305303038e-07
1937,0.0,1.737574277793641e-07
1938,5.186085783037697e-09,2.6189733404180515e-07
1939,1.5294050470515685e-09,9.482311646991093e-08
1940,1.7750480196809804e-08,1.3186071257109688e-07
1941,0.0,1.3576912083479442e-07
1942,0.0,1.6081322229410944e-07
1943,0.0,3.0774292802959735e-07
1944,6.4263723231761105e-09,1.5744612014145787e-07
1945,0.0,2.2220741602296812e-07
1946,0.0,2.0742445805410625e-07
1947,5.960435700558264e-09,2.8371672655680413e-07
1948,0.0,2.0874023931582997e-07
1949,1.9634016634739737e-09,1.6590744067457308e-07
1950,0.0,1.8080114561058735e-07
1951,4.264560815592233e-09,1.577887398518385e-07
1952,0.0,2.678380219833798e-07
1953,5.386913581872932e-09,1.8638720744590387e-07
1954,9.772536557761669e-09,2.491996675679786e-07
1955,1.8771215692936494e-09,1.3139851073873388e-07
1956,1.744228317335228e-09,1.7878340585752994e-07
1957,0.0,1.501956383709313e-07
1958,1.6544486891589827e-09,2.8042905952929686e-07
1959,0.0,1.844677912643533e-07
1960,4.844583401109048e-09,2.0070417416917508e-07
1961,2.08444772553662e-09,1.9385364069535171e-07
1962,6.341956404476434e-10,3.177320300196129e-07
1963,1.2932106496776896e-09,2.0820691659650947e-07
1964,1.2167936658258327e-09,1.7156790743655392e-07
1965,5.472043373977442e-10,2.2818420220005464e-07
1966,2.215629901769489e-09,2.143621946615326e-07
1967,0.0,2.889176569098595e-07
1968,2.245707841908029e-09,1.8819032021610838e-07
1969,1.3625273131978588e-09,2.1709601805142142e-07
1970,0.0,2.9523814992771236e-07
1971,5.138397485282553e-10,2.435600392480808e-07
1972,0.0,1.759640417819952e-07
1973,0.0,2.0895041652480018e-07
1974,1.1251143350321513e-09,2.0758360363970496e-07
1975,1.7134440533084216e-09,1.9247687887968823e-07
1976,0.0,2.7253523082748643e-07
1977,5.876781838942691e-10,2.3918502911612904e-07
1978,6.534650598410963e-09,2.340593048266726e-07
1979,5.851973350345929e-10,2.70946364455682e-07
1980,5.685150683554241e-10,2.7061316743015595e-07
1981,3.1627747087981106e-09,3.2892857149136034e-07
1982,0.0,2.6319809220964885e-07
1983,3.789189739755727e-09,4.7238564837570607e-07
1984,1.739702604197646e-09,3.369223904314822e-07
1985,1.8046674155058895e-09,2.7731723051260815e-07
1986,5.994485463567401e-10,2.847380615733641e-07
1987,1.8332451112712533e-09,4.3081259804012006e-07
1988,1.798966087207532e-09,3.124204592808155e-07
1989,0.0,2.7385730128060004e-07
1990,2.724325487424295e-09,2.637147131778761e-07
1991,5.861465202094962e-10,2.807641816815476e-07
1992,1.1019888335184191e-09,3.350045965078152e-07
1993,2.2156829704300662e-09,3.75004335140261e-07
1994,5.274926606624319e-10,2.8906597115962995e-07
1995,3.79571546416102e-09,4.923585201765945e-07
1996,1.067618438099771e-09,3.069403025079964e-07
1997,9.58978896292706e-10,4.857228201871067e-07
1998,2.86087753487152e-09,4.000460478437162e-07
1999,2.285100553223174e-09,4.2639975461611357e-07
2000,4.4180314962005696e-10,3.432810586900814e-07
2001,8.762423564512289e-10,3.7327924573560267e-07
2002,1.752488598683044e-09,4.578376504582593e-07
2003,1.6667691671301554e-09,3.537717638835147e-07
2004,4.404791253964646e-10,4.968604407906696e-07
2005,4.053374524914943e-09,4.900079551006797e-07
2006,8.235779835885637e-10,4.570857825569874e-07
2007,2.3966877371606188e-09,6.746675813573688e-07
2008,2.554463834902876e-09,7.671906416817365e-07
2009,2.860915504498962e-09,7.648181075126104e-07
2010,6.14093115247627e-09,8.809874216808566e-07
2011,3.823972000160936e-09,9.980566986200756e-07
2012,1.1234034147378225e-08,1.2234884039230565e-06
2013,7.809549951165451e-09,1.3605351973922097e-06
2014,5.4136130300808105e-09,1.5283711682911871e-06
2015,7.75801378694041e-09,1.3257337059258134e-06
2016,6.0068859331074975e-09,1.2664172643894744e-06
2017,9.056200817036952e-09,1.3564175951330526e-06
2018,1.0067720213058351e-08,1.4229044325020368e-06
2019,8.16316081397872e-09,1.47319548204905e-06
