year,son_DET âge_NOUN,son_DET age_NOUN,son_DET page_NOUN
1800,9.721756299541084e-06,1.4148740223873801e-07,1.257665762643967e-07
1801,1.0324807760753174e-05,1.2382149261469522e-07,1.8096986997839792e-07
1802,1.016427012245913e-05,6.265952379180817e-08,1.0070280609397742e-07
1803,1.0303641843734113e-05,8.191424849535167e-08,5.8510178257975554e-08
1804,1.2077463850346248e-05,8.898663139689234e-08,1.804451166265153e-07
1805,1.1087223114714106e-05,7.39148202644202e-08,1.648869085713045e-07
1806,1.0630477717654685e-05,1.325567744459022e-07,1.613734639249742e-07
1807,9.853311325969116e-06,9.964342684298799e-08,1.822051274302794e-07
1808,1.1244258843134958e-05,8.157866160374283e-08,2.3567170082117173e-07
1809,1.0617443152227679e-05,1.2198764665072304e-07,1.4005988591136997e-07
1810,1.293154068093827e-05,1.263668423234776e-07,1.5444836520828176e-07
1811,1.2111688192817383e-05,1.529316788762003e-07,1.0529722338503689e-07
1812,1.286127829303041e-05,1.680341243925909e-07,1.6536691305191198e-07
1813,1.3360695660935562e-05,9.77752168118684e-08,1.984261785992203e-07
1814,9.512405071632202e-06,7.237357202427575e-08,1.1013370304624459e-07
1815,8.668876773754164e-06,5.66416948899473e-08,7.012781111370714e-08
1816,1.0202092227018511e-05,6.95281165974393e-08,1.3673862930829728e-07
1817,1.0371890368787717e-05,7.317305084075798e-08,3.767633636186929e-07
1818,1.3751078341783796e-05,8.940883056141047e-08,3.194875448642165e-07
1819,1.1480349741077589e-05,8.073819146581229e-08,2.2151246881207953e-07
1820,1.1298076572074933e-05,1.2341140287475127e-07,4.1176689080657525e-07
1821,1.3053652310190955e-05,1.1537941257966366e-07,2.3174497387756787e-07
1822,1.1208638866833098e-05,8.622029668003961e-08,2.0552512580707116e-07
1823,1.1860212907777168e-05,7.115534728097117e-08,2.717738905033684e-07
1824,1.0908709100476699e-05,1.389483594849139e-07,4.0505552334479944e-07
1825,1.2936076473124558e-05,1.0038204911744231e-07,3.0642941606373597e-07
1826,1.0442746344097031e-05,1.2066938381849468e-07,3.364649994175295e-07
1827,9.90119428934122e-06,7.834682147489502e-08,2.424142843127086e-07
1828,9.476821688281234e-06,8.80540890202397e-08,2.1371461855768104e-07
1829,1.0110346380542978e-05,1.7317815753647992e-07,2.503367384498745e-07
1830,9.510044890248537e-06,4.905312822600649e-08,2.5987720464470954e-07
1831,8.910374461379433e-06,8.575163334967328e-08,2.9311466276382703e-07
1832,9.569747092541547e-06,5.6825872229993024e-08,2.665403925350418e-07
1833,8.899701953168915e-06,2.11980399345002e-07,1.5058716518190352e-07
1834,8.58403436154731e-06,7.000898238906927e-08,2.585665024312789e-07
1835,9.218647619491094e-06,9.000074641107858e-08,3.4790205205581515e-07
1836,9.615377010163684e-06,1.525610291985835e-07,5.322833844800812e-07
1837,8.695971970951177e-06,1.2663361592668565e-07,2.984935071337347e-07
1838,8.476601848883547e-06,1.3066175408305014e-07,3.490625402058356e-07
1839,8.713475793342695e-06,9.508406439984185e-08,2.488965211711047e-07
1840,9.001006873177175e-06,9.363442510235132e-08,2.8536204721429925e-07
1841,7.772715903797689e-06,9.630822894735047e-08,2.0417343860046344e-07
1842,8.170666589535358e-06,1.1538216027062731e-07,2.555849030194679e-07
1843,8.661894682404636e-06,1.3408688431804094e-07,1.9965359943086014e-07
1844,8.382131127859793e-06,1.0867351279975068e-07,1.9703934750481267e-07
1845,7.780511765531628e-06,1.0211817347283159e-07,1.7019695786046896e-07
1846,7.719160151964388e-06,9.308657000772769e-08,1.7797683771192396e-07
1847,7.525704205590955e-06,1.0247124926365814e-07,1.6287535675729714e-07
1848,7.780534005519257e-06,1.1826476054022095e-07,1.3998686149152562e-07
1849,6.518346935990849e-06,8.798385775499185e-08,8.714591293035312e-08
1850,7.351804029553932e-06,1.0455053889302235e-07,1.3645882290802547e-07
1851,7.094382766581475e-06,1.2189439391185886e-07,2.012224848968458e-07
1852,8.056799543965099e-06,1.1979403757855778e-07,1.6276364167566726e-07
1853,7.822036153015688e-06,1.074947755252964e-07,1.3675724330752814e-07
1854,8.560896517906258e-06,2.156200785141671e-07,3.2576815156559746e-07
1855,8.368509014644587e-06,1.1728330662208464e-07,2.1333887545438301e-07
1856,8.665061969281851e-06,1.299474521876398e-07,2.2417229095239577e-07
1857,9.129886606729087e-06,1.2935999416097133e-07,2.8703274113084376e-07
1858,8.514506973256175e-06,1.1549075079608784e-07,2.804076328910554e-07
1859,8.678590759814142e-06,1.0388033810926345e-07,2.3780449431853867e-07
1860,8.16890036503537e-06,1.0069804295964602e-07,2.3664040549320475e-07
1861,7.863869910806898e-06,1.3016059796644441e-07,2.1221836954410378e-07
1862,8.028913171642671e-06,1.1430505725273932e-07,2.995424934759683e-07
1863,8.060319487412926e-06,9.639618314682963e-08,2.5422619098769417e-07
1864,8.183161980923614e-06,1.6206180497579936e-07,2.8049159617182795e-07
1865,7.8326601169465e-06,1.007264681107678e-07,2.0333567235519823e-07
1866,7.609818581499894e-06,1.1288222073746468e-07,1.931648280217857e-07
1867,7.368508931904216e-06,1.3490815753414154e-07,1.8537739343571502e-07
1868,7.184553027173024e-06,1.521481218791365e-07,2.894766115701941e-07
1869,7.716448564565326e-06,9.913543908002254e-08,2.1975836106413738e-07
1870,7.799453314305538e-06,1.055064990929111e-07,2.0241192766334848e-07
1871,6.065754504902543e-06,6.903765292776143e-08,1.3807530496734444e-07
1872,7.233827332697729e-06,8.587221655975696e-08,1.3364619411149192e-07
1873,6.536716966820677e-06,1.0056487398379943e-07,2.1729196175712673e-07
1874,7.051831303783729e-06,1.0037343256552589e-07,1.756535054076025e-07
1875,7.128450860705016e-06,1.0413179607482448e-07,1.8194456197218045e-07
1876,6.811440215415132e-06,9.008561896450828e-08,2.291439544777063e-07
1877,6.756293018383985e-06,1.292626549131981e-07,1.9358474645514434e-07
1878,6.588645788951908e-06,1.5158112709467986e-07,1.9264693440490532e-07
1879,6.625563216289265e-06,1.0935692484892456e-07,2.3154342232434288e-07
1880,6.9293485580601555e-06,1.1359587959169914e-07,1.4055083852326788e-07
1881,6.635038261038062e-06,1.0458761529053007e-07,1.8198244666756125e-07
1882,7.3302410328324186e-06,1.104793918571545e-07,1.2512124181185413e-07
1883,6.222652871201717e-06,1.1627584073359287e-07,1.1185229897847648e-07
1884,6.635365480178734e-06,9.17635896158231e-08,1.3929579889548904e-07
1885,6.011844597253457e-06,1.3084640448912666e-07,1.5985176027299985e-07
1886,6.392801154220251e-06,1.264878907170086e-07,1.9812133533747556e-07
1887,6.081693243231712e-06,1.0315700971208486e-07,1.8999170325884052e-07
1888,6.719783591790929e-06,1.0588826793167527e-07,1.515406922170115e-07
1889,6.184942918707748e-06,1.1026640578393199e-07,1.1715805525724932e-07
1890,6.379384217325423e-06,1.251887825626241e-07,1.1732351845594735e-07
1891,5.640547300345133e-06,7.330353013479396e-08,1.0644947212590239e-07
1892,6.269766089417317e-06,8.086380787197811e-08,1.4480262922056397e-07
1893,5.781521409176094e-06,9.483961510570182e-08,1.1023565482659592e-07
1894,6.10745166795823e-06,1.3611324756190868e-07,1.3107202367912407e-07
1895,6.0312534913009586e-06,1.2639090485322413e-07,2.0884592633052534e-07
1896,5.679428610960713e-06,8.078929419896852e-08,1.2383760583656311e-07
1897,5.438654497424977e-06,1.0255015836513337e-07,1.0721152632342523e-07
1898,6.1178135268846745e-06,1.109037538471469e-07,1.6918480583161255e-07
1899,5.8227508930031036e-06,1.282398223168002e-07,1.8793766898284048e-07
1900,5.661881758101117e-06,1.0485927171011156e-07,1.1991332571348323e-07
1901,5.424988927416052e-06,1.145691478354749e-07,1.475427116037764e-07
1902,5.049244748533965e-06,9.722362237507554e-08,8.691202074695425e-08
1903,5.282495592950909e-06,9.828400937550441e-08,8.15433269796273e-08
1904,5.2305851028222605e-06,1.0158041607866153e-07,8.760639058635888e-08
1905,5.326935252014664e-06,1.0734378946830603e-07,1.0889201818020666e-07
1906,5.534628343184522e-06,1.0854229520740333e-07,1.008260133161798e-07
1907,5.217414383196228e-06,1.1314255543570795e-07,9.771402476044244e-08
1908,5.469814070124812e-06,1.1001511501795846e-07,1.173821988498247e-07
1909,5.878350940236032e-06,1.1882124456574772e-07,1.265226186042412e-07
1910,5.573949295012426e-06,1.0100444991500979e-07,1.1062391580551889e-07
1911,5.5363814936981726e-06,1.1598415716740362e-07,1.2715694353016005e-07
1912,5.7715176851047545e-06,1.0835596253588875e-07,1.1252349718660071e-07
1913,5.574502921490421e-06,9.227202263373258e-08,1.6227148491587684e-07
1914,5.543564441268245e-06,1.1920203873971857e-07,1.2388975578758732e-07
1915,4.806550890634753e-06,1.0249262738515341e-07,1.0249263082684479e-07
1916,4.7916323637764435e-06,8.899844083920527e-08,8.350471292217776e-08
1917,4.819743473660765e-06,1.1624410101163107e-07,8.773139459350432e-08
1918,5.172315354684542e-06,7.351280828515883e-08,7.466144413825759e-08
1919,5.250315339822009e-06,9.944476297985005e-08,9.299926717609708e-08
1920,5.794271828563069e-06,1.0071068068384648e-07,9.768178799163252e-08
1921,5.688647718216089e-06,8.405749801765339e-08,1.1662031007553253e-07
1922,5.593212996757302e-06,1.0919344312076973e-07,1.1657137766185599e-07
1923,5.823909013713546e-06,9.978991322157071e-08,1.0828266816531595e-07
1924,5.93014731009589e-06,9.410885926097734e-08,1.0957880469675274e-07
1925,5.98410878183131e-06,1.0778214432072275e-07,1.3747721805401625e-07
1926,5.6622383652893404e-06,8.248142580047357e-08,1.6384823853243802e-07
1927,6.649397874980423e-06,8.919379879124278e-08,1.3713546498372864e-07
1928,6.196342170028402e-06,9.369353792809676e-08,1.4968114336877392e-07
1929,5.573545493575693e-06,9.135133272053508e-08,1.5039547940354225e-07
1930,5.5658593964835745e-06,7.562594395160716e-08,8.612954971454201e-08
1931,5.123286314301367e-06,8.439964016559998e-08,1.391453530175113e-07
1932,5.053442450275725e-06,1.0192368804506913e-07,1.5014565324378282e-07
1933,5.37859335736357e-06,7.685343428320834e-08,1.3076555038793458e-07
1934,5.318623379935161e-06,8.027658715548114e-08,1.0903238134574167e-07
1935,5.285194326631881e-06,7.659701850570855e-08,1.1369870112076796e-07
1936,5.222114651814991e-06,7.881064467696319e-08,1.0184760235176782e-07
1937,4.934459212790898e-06,6.925114981459757e-08,7.932404155752693e-08
1938,5.056433813876993e-06,5.7046942059102435e-08,2.2559473356054127e-07
1939,5.288682693560531e-06,8.411727669965785e-08,1.1929359722273603e-07
1940,4.691198384421114e-06,6.846613831434922e-08,1.039670973757012e-07
1941,5.773138937570366e-06,7.673906798899566e-08,6.493305626520396e-08
1942,5.352349504050835e-06,7.888950670498218e-08,1.061974119753728e-07
1943,6.012600096028109e-06,7.838735038845357e-08,1.3645205898527024e-07
1944,5.806227179050438e-06,5.1410978585408884e-08,1.4780656698576422e-07
1945,5.661932206635356e-06,7.624764108982163e-08,1.1763921525798082e-07
1946,5.841295241282296e-06,8.352662472788097e-08,1.4199526798819306e-07
1947,5.512210861979838e-06,5.24518319888756e-08,8.106192250778577e-08
1948,5.521831994315107e-06,6.63185173443992e-08,1.2176514108119818e-07
1949,5.228538434209895e-06,5.890204812786237e-08,8.835307219179356e-08
1950,5.595263516511295e-06,6.274863517674589e-08,1.1592543835980962e-07
1951,5.28698910784442e-06,7.143139080234562e-08,7.67620900177235e-08
1952,5.243931084919495e-06,8.330395395717005e-08,8.752187274918555e-08
1953,4.8579187819086656e-06,7.972632309893868e-08,7.326202944302196e-08
1954,5.425712274131911e-06,8.111205040961522e-08,7.036225779799565e-08
1955,5.01003765407404e-06,9.948744494892026e-08,1.032416858670615e-07
1956,5.32948946840861e-06,9.069987227938725e-08,5.581530460041506e-08
1957,5.343430743209865e-06,8.835037690335668e-08,7.421432002274742e-08
1958,5.304989770138491e-06,6.038737626612445e-08,8.189520883661316e-08
1959,5.165873645296415e-06,8.75834520464025e-08,9.068375295129272e-08
1960,5.315891954182916e-06,5.467458458197072e-08,1.2249875114278552e-07
1961,5.454999765674984e-06,6.114380013411136e-08,8.337791007617668e-08
1962,5.2359193034590135e-06,6.532215107712958e-08,7.864026252413225e-08
1963,5.345486002283906e-06,6.078090075689602e-08,9.246456000866488e-08
1964,5.305828992163697e-06,9.065112482886661e-08,1.0586105048115968e-07
1965,4.945632639419273e-06,1.6033086769340343e-07,1.1819613821018038e-07
1966,5.273753245660373e-06,7.533141699322954e-08,6.425326559700295e-08
1967,5.533808646873695e-06,6.902469773528708e-08,1.4150063559759118e-07
1968,5.78404542750377e-06,8.803175108318406e-08,1.9223259917211521e-07
1969,4.982308254852796e-06,6.222208143169539e-08,8.311416721529241e-08
1970,4.881086539398893e-06,7.265985763060812e-08,8.5536286054122e-08
1971,5.212390433939618e-06,7.604828389240481e-08,1.0019875240629972e-07
1972,4.746925000631563e-06,6.10487493890588e-08,1.2261051240969323e-07
1973,4.7077245142190804e-06,6.781240685649337e-08,8.821126273872437e-08
1974,4.106104697143564e-06,6.694430310094646e-08,6.806941438286529e-08
1975,4.337298072698559e-06,5.197446961702212e-08,6.796661233821055e-08
1976,3.993184066075628e-06,7.370449611743268e-08,6.970503063641331e-08
1977,4.197785202109117e-06,5.876781888902727e-08,7.110906041774001e-08
1978,4.735839212344217e-06,7.84158047384409e-08,7.900986576103719e-08
1979,4.712594289912886e-06,9.538716527757174e-08,6.788289119707969e-08
1980,4.728908322704228e-06,8.300319870313544e-08,1.0403825556615232e-07
1981,4.759975880119782e-06,8.22321457039088e-08,8.033447973510022e-08
1982,4.513474749501256e-06,6.145427167147943e-08,6.828252296919857e-08
1983,4.509767180138624e-06,5.873244135479183e-08,4.420721244624559e-08
1984,4.777223111318563e-06,4.929157215727287e-08,7.074790087102656e-08
1985,4.645815288029098e-06,9.143648271869864e-08,7.519447542403412e-08
1986,4.959837085038998e-06,4.7955885484896044e-08,8.512169502594702e-08
1987,4.605111712407961e-06,6.90522299895413e-08,6.90522319324316e-08
1988,4.793045263795648e-06,6.236416005833689e-08,4.1376221338040864e-08
1989,4.775215302288416e-06,6.146696762687753e-08,6.421103193599009e-08
1990,4.841126205690216e-06,6.701840776779378e-08,4.9037857552391984e-08
1991,4.754234225856635e-06,5.275318831765574e-08,7.912978272628379e-08
1992,4.706043434055118e-06,3.140668286549797e-08,5.289546534115175e-08
1993,4.8512380885767925e-06,8.364203163413464e-08,9.859789340538327e-08
1994,4.942606267377414e-06,5.749670023424969e-08,7.226649445524203e-08
1995,4.716447641328614e-06,5.693573212894876e-08,6.561165433183191e-08
1996,4.630794954607609e-06,8.807851892278507e-08,5.871901542775504e-08
1997,4.6654322787276215e-06,4.555149868412656e-08,6.952596909304276e-08
1998,5.1519637480623715e-06,5.292623317387779e-08,7.438281901528399e-08
1999,4.879146906944243e-06,4.5702011453041536e-08,6.718195555421858e-08
2000,5.140379563783881e-06,3.79950710893695e-08,5.7434410338785824e-08
2001,5.085710803598431e-06,4.9069571489424035e-08,5.914636058701461e-08
2002,5.460316280903044e-06,6.133710167555151e-08,5.6079635379902015e-08
2003,5.73701965578266e-06,4.7502920541564464e-08,6.917092021385685e-08
2004,5.8279792867210745e-06,4.977414250206813e-08,6.475043101694666e-08
2005,5.692739357243681e-06,4.4587119774064377e-08,7.881561947531424e-08
2006,5.933467456031849e-06,5.2708992170913405e-08,5.723866891571561e-08
2007,6.695147092727893e-06,4.513761955871054e-08,7.709345628548192e-08
2008,6.869378850637986e-06,4.768332287352628e-08,8.387156280598163e-08
2009,7.18757357276445e-06,3.433098672012136e-08,5.721831008997924e-08
2010,8.855694986209528e-06,4.723793028960088e-08,6.093693150077684e-08
2011,9.278868233764115e-06,1.9119859195892985e-08,1.0745361089803396e-07
2012,1.05467156714667e-05,1.3957436539868695e-08,9.872333184279825e-08
2013,1.0730879552056649e-05,1.5898012961645946e-08,1.0180306575513498e-07
2014,1.1967982473493066e-05,1.6024294308136788e-08,1.4616754717700076e-07
2015,1.0917964203827069e-05,1.9284205343694794e-08,1.474022575109757e-07
2016,1.1152715856610484e-05,2.2784740982828566e-08,1.3940117926658502e-07
2017,1.060204382952179e-05,1.8867085060936262e-08,6.766994586904218e-08
2018,1.1196337695196235e-05,1.3939919996097672e-08,1.0842159836599308e-07
2019,1.0927666039606265e-05,1.275493921593096e-08,9.209066142989997e-08
