year,divin_ADJ air_NOUN,divin_ADJ père_NOUN
1800,0.0,0.0
1801,0.0,1.6668277424969347e-08
1802,0.0,1.1189200677108602e-08
1803,0.0,1.950339223455444e-09
1804,0.0,0.0
1805,0.0,2.842877711017877e-09
1806,0.0,2.881669125542885e-09
1807,0.0,1.7081731584767113e-08
1808,0.0,4.5321479902327155e-09
1809,0.0,0.0
1810,0.0,2.3401266702194334e-08
1811,0.0,7.521230305229665e-09
1812,0.0,0.0
1813,0.0,5.751483289628823e-09
1814,0.0,0.0
1815,0.0,1.0788894222457657e-08
1816,0.0,4.6352077731626196e-09
1817,0.0,3.113746815941454e-09
1818,0.0,2.384235475716423e-09
1819,0.0,1.035105001712111e-09
1820,0.0,1.1866481131050932e-09
1821,0.0,6.903041693817613e-09
1822,0.0,8.02049271442229e-09
1823,0.0,1.581229946978624e-08
1824,0.0,7.57900142644985e-09
1825,0.0,1.1447075731751966e-08
1826,0.0,3.5231937367541377e-09
1827,0.0,0.0
1828,0.0,7.337841001486822e-09
1829,8.57317605795771e-10,4.286587973467704e-09
1830,0.0,1.1480519646056564e-08
1831,0.0,3.1182412207897414e-09
1832,0.0,2.705993873419743e-09
1833,0.0,2.085053130151948e-08
1834,0.0,2.0535968481283362e-08
1835,0.0,2.571449897459388e-08
1836,0.0,4.032449929525228e-09
1837,0.0,8.349469449164815e-09
1838,0.0,6.943378316748294e-09
1839,0.0,1.1186360504567006e-08
1840,0.0,5.7327197988676915e-09
1841,0.0,6.420548537278137e-09
1842,0.0,9.391571076378114e-09
1843,0.0,8.860366773610906e-09
1844,0.0,9.33055432916774e-09
1845,0.0,1.3950570032505993e-08
1846,0.0,9.952652035849496e-09
1847,0.0,8.089835468183537e-09
1848,0.0,8.045221711050488e-10
1849,0.0,9.217356655710773e-09
1850,0.0,1.4935791270431764e-08
1851,0.0,7.739326512989919e-09
1852,0.0,1.822952744312545e-08
1853,0.0,1.0152284346531815e-08
1854,0.0,2.390005660046768e-08
1855,1.0613874223963649e-09,4.776243400783642e-09
1856,1.0354378465748937e-09,6.212627023938211e-09
1857,9.763018171682347e-10,7.81041464836818e-09
1858,0.0,8.808616502875566e-09
1859,0.0,1.7313389832906978e-08
1860,0.0,9.154368096897514e-09
1861,0.0,7.073945429425521e-09
1862,0.0,7.22877824266277e-09
1863,0.0,7.4919311865429e-09
1864,0.0,8.630510306417705e-09
1865,0.0,9.884373097790444e-09
1866,0.0,7.298419313350735e-09
1867,0.0,9.220341823379385e-09
1868,0.0,5.433861360870651e-09
1869,0.0,1.123209392162039e-08
1870,0.0,4.587239033071455e-09
1871,0.0,5.310588635509816e-09
1872,0.0,3.628403577593531e-09
1873,0.0,6.584604861359367e-09
1874,0.0,2.9873046258899194e-09
1875,0.0,2.860763570478042e-09
1876,0.0,1.1487428563938806e-08
1877,0.0,9.895705588292003e-09
1878,0.0,7.850815109122777e-09
1879,0.0,2.4437301293644964e-08
1880,0.0,5.776061628992579e-09
1881,0.0,3.486253841167297e-09
1882,0.0,3.9932310791357395e-09
1883,0.0,2.5277355764075082e-09
1884,0.0,7.922036360241691e-09
1885,0.0,0.0
1886,0.0,9.034849535183298e-09
1887,0.0,3.2644623670918804e-09
1888,0.0,1.0779044767872392e-08
1889,0.0,3.759082101151279e-09
1890,0.0,1.9663159434024635e-09
1891,0.0,6.374220040683554e-10
1892,0.0,1.0656471038927862e-08
1893,0.0,6.774258265451749e-09
1894,0.0,2.520615716150587e-09
1895,0.0,2.106515029076661e-08
1896,0.0,1.3563166589847242e-08
1897,0.0,1.0488084400961384e-08
1898,0.0,3.3950129374460403e-09
1899,0.0,6.633094074004475e-09
1900,0.0,2.5955265714472375e-09
1901,0.0,6.706486699314951e-09
1902,0.0,4.910283957215711e-09
1903,0.0,5.940242298052567e-09
1904,2.1498500757388683e-09,6.449550227216605e-09
1905,0.0,6.708986977077558e-09
1906,0.0,1.5432553568395235e-09
1907,1.5428529565042481e-09,5.142843206851211e-09
1908,0.0,6.875944702500192e-09
1909,0.0,3.850688656825696e-09
1910,5.344150677544235e-10,3.7409054742809644e-09
1911,0.0,1.5961122423746588e-09
1912,0.0,2.083768435579003e-09
1913,0.0,3.7120927443012874e-09
1914,0.0,3.3483718020477227e-09
1915,0.0,2.4739600146261864e-08
1916,4.394984820521586e-09,3.2962386153911893e-09
1917,0.0,2.1932848870420685e-09
1918,0.0,6.89182577673364e-09
1919,0.0,9.207848705727883e-09
1920,7.572231730534895e-10,7.572231730534895e-10
1921,0.0,3.0290989716519334e-09
1922,0.0,2.2133805899215986e-09
1923,0.0,4.246379248229459e-09
1924,0.0,6.445812106292692e-09
1925,0.0,1.2097995494286806e-08
1926,0.0,3.343841648018042e-09
1927,0.0,0.0
1928,0.0,3.4278123672848437e-09
1929,0.0,2.2280812750352652e-09
1930,0.0,2.100720708497761e-09
1931,0.0,0.0
