year,son_DET otage_NOUN,son_DET potage_NOUN
1907,1.491424583832668e-08,3.805704196224724e-08
1908,5.893666887857307e-09,3.5362000438965424e-08
1909,5.5009836685826485e-09,5.996072233172001e-08
1910,3.740905363258662e-09,3.5271392806457413e-08
1911,2.6601871816467337e-09,4.309503154331651e-08
1912,8.856016364688912e-09,5.157327009897017e-08
1913,1.113627856597077e-08,6.204498248507662e-08
1914,6.696743604095445e-09,4.620753202289052e-08
1915,0.0,4.5944972271172446e-08
1916,6.592477230782379e-09,5.16410700868164e-08
1917,1.7546279096336548e-08,4.276905585243185e-08
1918,1.8378202071289707e-08,2.1824114071478107e-08
1919,4.603924352863942e-09,3.4069039145379065e-08
1920,3.786115865267448e-09,6.663564056097471e-08
1921,5.300923255902035e-09,5.9067428281878165e-08
1922,3.6889677978990676e-09,5.3858929760508545e-08
1923,8.492758496458919e-09,5.095655097875351e-08
1924,1.4180787211159895e-08,4.769901074119787e-08
1925,4.399271169575059e-09,4.3992713472107425e-08
1926,3.343841648018042e-09,5.907453337616886e-08
1927,2.2298449753321847e-09,5.0171510945773434e-08
1928,1.0283437212876834e-08,3.313552099371009e-08
1929,1.6710609784809094e-08,6.795647777835256e-08
1930,8.402882833991043e-09,5.987053697253941e-08
1931,3.4216069977333063e-09,4.676196230235519e-08
1932,1.9727165678773417e-08,3.616647248350091e-08
1933,6.882397318719313e-09,2.867665571670841e-08
1934,1.4377896206951846e-08,5.6313425034204556e-08
1935,1.0771455727365264e-08,4.906996409204112e-08
1936,8.487299751891442e-09,3.394919900756577e-08
1937,2.5182236296217297e-09,4.0291578073947676e-08
1938,5.186085783037697e-09,4.537824938033452e-08
1939,7.647025235257843e-09,5.505858169385647e-08
1940,2.5357829169792012e-09,5.325144059042941e-08
1941,2.9515025978810172e-09,4.132103770260187e-08
1942,3.944475324146879e-08,2.1239482173029955e-08
1943,1.4516175816936538e-08,4.3548528338988035e-08
1944,6.4263723231761105e-09,8.675602458652065e-08
1945,1.9606536838523425e-08,8.06046500656521e-08
1946,5.568441707737293e-09,4.733175273941015e-08
1947,3.5762612871081956e-09,2.9802176726434482e-08
1948,1.7395020535104777e-08,4.892349636520521e-08
1949,8.835307596655184e-09,5.693864935096826e-08
1950,7.444753258312176e-09,6.062155932795577e-08
1951,3.1984206394497505e-09,2.5587365115598004e-08
1952,1.370824520563474e-08,3.4797853487589236e-08
1953,1.0773827163745864e-08,6.464296120611834e-08
1954,2.9317608341017376e-09,3.9090145786957464e-08
1955,2.815682353940474e-09,3.9419553843345057e-08
1956,2.616342476002842e-09,4.7966278060584955e-08
1957,6.184526224473075e-09,3.975766915687018e-08
1958,7.445019267748876e-09,4.6324561964183886e-08
1959,7.750747599288843e-09,3.797866310328857e-08
1960,6.2287499602575735e-09,5.8827084647994354e-08
1961,1.320150300188061e-08,3.752005994783758e-08
1962,7.610347907416326e-09,5.136984526643573e-08
1963,5.1728425987107585e-09,4.4615767080813384e-08
1964,1.6426714211092985e-08,2.9203047091641565e-08
1965,1.641613067704384e-08,3.0643441562006046e-08
1966,1.0524241922382771e-08,4.0989153404780154e-08
1967,1.232583901611406e-08,5.0289422404148354e-08
1968,1.8863946849023705e-08,3.233819256820425e-08
1969,1.4987801222332564e-08,3.224647968091965e-08
1970,1.4715920038099739e-08,3.678979965116014e-08
1971,9.24911525146399e-09,4.8300936583700604e-08
1972,1.5903454553267693e-08,3.026786643545165e-08
1973,1.1026407342740185e-08,3.087394162548662e-08
1974,1.5751600912494723e-08,2.6440186928766707e-08
1975,2.9128548462153958e-08,2.056132819561185e-08
1976,2.2282755196556536e-08,2.2282755196556536e-08
1977,2.291944944943225e-08,2.5857840313392444e-08
1978,2.3762364520507617e-08,2.673266052966028e-08
1979,2.57486831856113e-08,3.277104954069188e-08
1980,2.2740602290127754e-08,3.1268327538303e-08
1981,3.542307780435294e-08,3.921840552312261e-08
1982,1.9864007327896616e-08,1.6760255405756652e-08
1983,1.7682884490000106e-08,2.841892232652299e-08
1984,3.131464509920079e-08,2.957494366073732e-08
1985,3.0679345286444004e-08,3.729645892125433e-08
1986,3.11713250766843e-08,1.8582905048081244e-08
1987,2.749867533680117e-08,2.0165695613361123e-08
1988,2.878345739532051e-08,2.7584148298842592e-08
1989,2.5245361356951435e-08,2.853823599657801e-08
1990,2.179460345530515e-08,3.4871366239030976e-08
1991,1.4067516929117119e-08,4.10302547493302e-08
1992,2.6998726809779328e-08,2.5345742504789825e-08
1993,2.1602909683338112e-08,2.6588195312093887e-08
1994,3.428702299856923e-08,3.0594573929842994e-08
1995,2.6570008415660595e-08,2.331653803366862e-08
1996,3.5765218342476146e-08,3.576521812043154e-08
1997,2.4933450859521145e-08,2.0138556933169127e-08
1998,3.3853716274734325e-08,2.0979769033147022e-08
1999,2.7878227726318983e-08,2.5593126645739872e-08
2000,1.590491294223284e-08,3.7111465900352414e-08
2001,2.0591695459870607e-08,2.5849150375734098e-08
2002,2.3658596859377212e-08,2.059174164514843e-08
2003,3.041853702256958e-08,3.375207446865147e-08
2004,2.378587282692024e-08,2.8631143678126136e-08
2005,3.963299732845371e-08,2.927437259270249e-08
2006,3.1295964930677656e-08,2.635449547483404e-08
2007,4.513761808766503e-08,2.796135556426549e-08
2008,5.960415450090295e-08,4.001993403335291e-08
2009,7.438380578150827e-08,3.194688846797078e-08
2010,6.329882751288096e-08,3.590082808813122e-08
2011,7.036108229385718e-08,5.200601704835606e-08
2012,8.851056776393307e-08,8.136164086902653e-08
2013,9.929285482712658e-08,7.586420425198526e-08
2014,1.0740608047399292e-07,8.70508978789708e-08
2015,9.442611315080285e-08,7.758014108905087e-08
2016,9.15532325507229e-08,7.808951807408704e-08
2017,1.2578057351220195e-07,5.2827836882762824e-08
2018,1.1384268105985029e-07,7.176477767600886e-08
2019,1.2142702132678096e-07,6.479508785073307e-08
