year,en_ADP actes_NOUN,en_ADP pacte_NOUN
1840,3.719898145071454e-07,3.821813088222825e-09
1841,3.50561947470851e-07,2.0545755763379248e-08
1842,3.11263494534586e-07,1.0733224087289273e-08
1843,3.744981711406581e-07,7.088293285661962e-09
1844,3.896878500997403e-07,1.4819115268238647e-08
1845,4.0121838784656916e-07,1.7298706467272496e-08
1846,3.1789941745685724e-07,2.751615646445771e-08
1847,3.5055952807283575e-07,1.1325769655456952e-08
1848,5.358117505238624e-07,4.0226108000140925e-09
1849,5.32930812369159e-07,2.3462360942971827e-08
1850,3.618534991645106e-07,1.2899092460827433e-08
1851,4.217932820793635e-07,9.0292140431103e-09
1852,4.440191978538621e-07,5.208436348880241e-09
1853,4.0788295718741097e-07,7.166318427564988e-09
1854,3.117398561514051e-07,6.234797567117312e-09
1855,4.7550155102271674e-07,7.429711956774554e-09
1856,3.7275761471944335e-07,1.0872097444547535e-08
1857,4.037007954593719e-07,9.274867096564776e-09
1858,4.223242342504818e-07,8.319249067412215e-09
1859,4.0024481440248394e-07,8.14747758148826e-09
1860,4.2201634575800284e-07,1.2816114836056158e-08
1861,3.51339309645482e-07,6.130753016364565e-09
1862,3.551137197910226e-07,4.969785055708442e-09
1863,3.9257719208762865e-07,1.897955881347002e-08
1864,4.0946977430955656e-07,3.835782247385566e-09
1865,3.770182238627129e-07,5.177528850097701e-09
1866,4.057921133560072e-07,3.405928983291062e-09
1867,4.0084223407177433e-07,1.0190904120577216e-08
1868,3.981538596598e-07,3.951899252285784e-09
1869,4.5367891576830743e-07,3.4184632902167778e-09
1870,4.323472890810365e-07,6.880858549607183e-09
1871,2.8995813750043453e-07,1.3807530452325523e-08
1872,3.120427152225602e-07,2.4189357183956872e-09
1873,3.3701206125780203e-07,5.387404078405211e-09
1874,3.3816287120513877e-07,1.1949218281515073e-09
1875,3.0381310511806703e-07,1.7164581422868253e-09
1876,2.6542005704399685e-07,7.859819239897092e-09
1877,3.0491142410937755e-07,8.040260901509555e-09
1878,4.015994079509255e-07,1.2078177513696886e-08
1879,3.3356915363214057e-07,2.443730107160036e-09
1880,3.581158125598449e-07,1.2193908105473383e-08
1881,3.5629513661650236e-07,1.3945015142624584e-09
1882,2.7420186810012126e-07,1.9966155395678697e-09
1883,3.7726453538944327e-07,8.21514056781325e-09
1884,2.812323032230779e-07,3.300848483434038e-09
1885,3.6031103833877864e-07,5.80107206715752e-09
1886,3.2912666980688954e-07,3.872078324640427e-09
1887,3.8128919754853996e-07,6.528924734183761e-09
1888,3.6395127578359165e-07,3.1703073499755874e-09
1889,3.4646205848698486e-07,5.638623234993645e-09
1890,3.794989762440082e-07,5.898947996740844e-09
1891,3.518569424709739e-07,1.9122659011827636e-09
1892,4.049458919297422e-07,6.8953636134239105e-09
1893,3.491822156420632e-07,5.542575065575761e-09
1894,3.6674958892035647e-07,8.192001299534013e-09
1895,4.989431157120805e-07,6.6204759452404005e-09
1896,4.623270698500548e-07,4.717623180994224e-09
1897,4.859478992536026e-07,7.574727622916555e-09
1898,5.284903342728242e-07,3.395012826423738e-09
1899,4.217542333151414e-07,4.4220627160029835e-09
1900,5.284492315960065e-07,4.671947717582725e-09
1901,5.068986057565894e-07,3.912117296778206e-09
1902,4.915194182775195e-07,3.928227132465878e-09
1903,5.378619221119152e-07,1.0800440541913758e-08
1904,5.283256667709679e-07,2.6873125946735854e-09
1905,4.851113724058109e-07,8.257214467732865e-09
1906,4.794379968586782e-07,4.629766126029722e-09
1907,4.4331308757250554e-07,3.5999904168804164e-09
1908,5.490933074892013e-07,1.964555629285769e-09
1909,5.209431650499141e-07,3.300590023513905e-09
1910,6.081643311173224e-07,3.740905585303267e-09
1911,5.283131372380012e-07,7.980561322895596e-09
1912,5.230258756649953e-07,2.6047105583515417e-09
1913,5.838591587981057e-07,2.6514948570088848e-09
1914,5.377485381430347e-07,1.3393487430235496e-09
1915,7.845987360921569e-07,1.5314990609027745e-08
1916,6.757288899539304e-07,2.197492321442951e-08
1917,7.479101413743194e-07,9.869782324756216e-09
1918,7.500603942389716e-07,4.594550517822427e-09
1919,6.408662329704384e-07,1.1970203050992723e-08
1920,6.905875125085004e-07,3.028892692213958e-09
1921,5.952179249479883e-07,6.058198165348472e-09
1922,5.223578455892941e-07,1.3280283872596499e-08
1923,5.796307558370017e-07,0.0
1924,5.49183183817803e-07,1.0313299436681689e-08
1925,5.345114231225523e-07,1.0998177923937646e-09
1926,5.862868861505888e-07,5.573069339348535e-09
1927,5.28473252270345e-07,1.1149224876660924e-09
1928,6.272896775350034e-07,1.3711249802206282e-08
1929,5.469939603486296e-07,2.2280812750352652e-09
1930,5.430363261282878e-07,7.352522590764465e-09
1931,5.759704979624303e-07,1.1405356659111021e-09
1932,5.161941638576195e-07,7.671675850140502e-09
1933,6.045039082636094e-07,4.588264879146209e-09
1934,5.559453164494244e-07,2.3963160344919743e-09
1935,5.230140134315775e-07,8.377798899061872e-09
1936,5.577368824560835e-07,3.6374143697059935e-09
1937,4.948309224594993e-07,8.813782814698357e-09
1938,4.7063729158303147e-07,9.075650009293668e-09
1939,4.955272174811398e-07,9.176430282309411e-09
1940,5.984447755125188e-07,2.5357829169792012e-09
1941,5.75543035452597e-07,1.4757512545315876e-08
1942,6.402186634169027e-07,3.034211770724937e-09
1943,7.25808803725414e-07,5.806470415592457e-09
1944,7.96870153862983e-07,3.2131861615880553e-09
1945,8.409025809008597e-07,1.9606536394434215e-08
1946,7.962871828581797e-07,1.5313214696277555e-08
1947,6.84257988492476e-07,9.53669698766646e-09
1948,6.544876229863661e-07,7.610321262063735e-09
1949,6.322153467408498e-07,8.835307596655184e-09
1950,6.530112230951346e-07,1.3825969924496917e-08
1951,5.607897270998308e-07,5.3307008807124134e-09
1952,5.325125715938128e-07,5.272401959466322e-09
1953,6.615129879428139e-07,7.54167928107563e-09
1954,6.821230282838542e-07,8.795282724349818e-09
1955,5.640750568858266e-07,1.8771215692936494e-09
1956,5.93037611906766e-07,8.721141364631535e-09
1957,6.052000600664798e-07,6.184526502028831e-09
1958,5.029523770794242e-07,3.3088973783179654e-09
1959,5.937073055406472e-07,5.425523585955716e-09
1960,5.51590424002768e-07,4.152500121534786e-09
1961,6.357565949244304e-07,7.642975030641708e-09
1962,6.881022418525617e-07,2.5367825617905737e-09
1963,6.472519098466023e-07,3.879631949033069e-09
1964,6.126556106877956e-07,9.125952216137989e-09
1965,6.331154467353883e-07,5.472043540510896e-09
1966,5.428293290421493e-07,8.862519940144864e-09
1967,6.434088080098377e-07,5.4233690871541285e-09
1968,7.208722703211379e-07,8.533689976886194e-09
1969,6.444754063750224e-07,8.629339853793994e-09
1970,6.819909073030317e-07,5.978342543233595e-09
1971,6.124969771370559e-07,3.0830383801472294e-09
1972,6.392162870128004e-07,4.617132176587546e-09
1973,6.285052394083834e-07,9.372446596600525e-09
1974,6.486283963269557e-07,5.063014507644681e-09
1975,6.077014687022597e-07,1.8276736124533954e-08
1976,6.519134103655233e-07,5.713526984862938e-09
1977,7.96891633569885e-07,8.227494796564372e-09
1978,7.253462279699363e-07,6.534650598410963e-09
1979,6.764881455012528e-07,9.363157360553487e-09
1980,6.725533268081563e-07,6.822181042309694e-09
1981,6.913825600918244e-07,3.795329828193417e-09
1982,7.262777810268517e-07,6.828252629986764e-09
1983,8.184649402664945e-07,6.315316269933646e-09
1984,7.985234589114043e-07,7.538710988796993e-09
1985,7.778116639656218e-07,4.812446552371341e-09
1986,7.583024022039808e-07,4.7955883708539204e-09
1987,7.491861708786018e-07,7.33298027855156e-09
1988,8.035381977578027e-07,8.99483043603766e-09
1989,7.540680027062763e-07,7.683371050504206e-09
1990,7.431960113990499e-07,7.628111586832631e-09
1991,8.376033715506992e-07,4.689171995142516e-09
1992,8.661632016071508e-07,1.1570882529898796e-08
1993,8.436212990403646e-07,8.308810806045841e-09
1994,8.782752694003193e-07,1.1604838812129259e-08
1995,9.71160961427131e-07,5.4224507106681585e-09
1996,9.672622915957163e-07,6.4057104065540216e-09
1997,1.0246689683413024e-06,1.1028257529410723e-08
1998,1.0685377400676543e-06,8.10581957111367e-09
1999,1.0013310927092789e-06,1.0511462728013399e-08
2000,1.1372013055677144e-06,1.899753598877396e-08
2001,1.0650726238736752e-06,7.886181374594514e-09
2002,1.1706624203355886e-06,1.0514931148009055e-08
2003,1.1742388590363362e-06,1.5834307420803384e-08
2004,1.2725441784766645e-06,8.80958239690699e-09
2005,1.2124094403986874e-06,9.007499190971657e-09
2006,1.3255488120478276e-06,9.059358041518806e-09
2007,1.21751739534659e-06,9.986199089873082e-09
2008,1.1461027895620646e-06,9.792111205220166e-09
2009,1.184418994881753e-06,1.525821624603907e-08
2010,1.1526055416766212e-06,8.502827775203059e-09
2011,1.0362963500654132e-06,7.647944000321871e-09
2012,9.89956738806086e-07,6.127654827992046e-09
2013,9.951598709534437e-07,5.578250028559495e-09
2014,8.722412996320372e-07,9.744502982300673e-09
2015,9.198787722652924e-07,5.541438599654391e-09
2016,9.509522378436941e-07,4.764082017771898e-09
2017,9.408386105747013e-07,8.553078828521521e-09
2018,8.36395194880879e-07,5.162933303104467e-09
2019,7.701432238604866e-07,6.887666770261092e-09
