year,en_ADP aile_NOUN,en_ADP pelle_NOUN
1800,1.1318992676478956e-07,1.5720821977538435e-08
1801,1.6668278135512082e-07,2.3811825844433088e-09
1802,1.857407312400028e-07,6.713520406265161e-09
1803,1.4432510653250574e-07,0.0
1804,2.1257918803030407e-07,2.4718509461507665e-09
1805,1.9331568079650197e-07,2.842877711017877e-09
1806,2.8528523543513984e-07,5.76333825108577e-09
1807,9.96434317279693e-08,0.0
1808,2.2660739151803e-07,2.2660739951163578e-09
1809,1.445779496123123e-07,4.518061036407062e-09
1810,1.5444837231370911e-07,2.3401267590372754e-09
1811,1.3287507272252697e-07,2.757784400841956e-08
1812,1.8137016155606034e-07,1.3336041604361526e-08
1813,1.1215392348162823e-07,5.751483289628823e-09
1814,1.1328037530233814e-07,0.0
1815,1.7801675156192687e-07,0.0
1816,2.2712518621403888e-07,3.476405829871965e-08
1817,9.02986592166144e-08,1.556873407970727e-09
1818,1.7881766112282094e-07,2.026600132154499e-08
1819,2.701624062240171e-07,5.175524897538253e-09
1820,6.645229433388522e-08,3.5599443393152796e-09
1821,9.565643921405353e-08,9.86148829262845e-10
1822,3.559093784133438e-07,3.0076847679083585e-09
1823,8.993244904331732e-08,5.336651121012892e-08
1824,1.1873769167891624e-07,2.5263338088166165e-09
1825,1.8139213153745004e-07,1.7610886082763955e-09
1826,1.735172965311449e-07,1.7615968683770689e-09
1827,1.4839809026057083e-07,3.6869092223668076e-09
1828,1.5317743340403922e-07,1.559291185060374e-08
1829,9.773420650560638e-08,1.3717081692732336e-08
1830,1.1480519557238722e-07,8.349468672008697e-09
1831,3.196197297938852e-07,0.0
1832,2.1106752612354285e-07,1.3529969367098715e-09
1833,8.571885423691583e-08,2.3167257001688313e-09
1834,1.577535688745968e-07,2.8003592777992026e-09
1835,9.075705520444899e-08,1.0588323107185715e-08
1836,9.140220419423528e-08,8.064899859050456e-09
1837,7.931995860133156e-08,6.262101726051128e-09
1838,5.996553742448896e-08,7.574594285131298e-09
1839,1.4122779212755177e-07,4.894032734625853e-09
1840,7.962110792902877e-08,5.095750932326837e-09
1841,2.587481109372902e-07,4.494383976094696e-09
1842,1.0263645577879288e-07,6.037438549100216e-09
1843,1.3940310239490827e-07,7.088293507706567e-09
1844,8.94635450721104e-08,1.6465684371524958e-09
1845,9.318980787043074e-08,5.580227946389016e-10
1846,6.557041487553761e-08,2.1076203893244383e-08
1847,7.928039025273392e-08,3.235934187273415e-09
1848,1.1102405750307298e-07,4.02261068899179e-09
1849,8.211826862947191e-08,4.1897072478036534e-09
1850,7.535785417900343e-08,1.3577992064028876e-09
1851,1.2060450416129243e-07,3.8696632564949596e-09
1852,1.2370036017728125e-07,2.6042181744401205e-09
1853,1.0510599857127545e-07,3.5831591027601917e-09
1854,8.884586311097564e-08,3.117398783558656e-09
1855,8.756445879498642e-08,2.1227748447927297e-09
1856,4.918329715719594e-08,4.659470143053568e-09
1857,9.177237469959465e-08,1.4644527812635033e-09
1858,6.459652546197958e-08,2.4468380654951716e-09
1859,7.485494712966556e-08,2.1387128512628806e-08
1860,1.0527523386372195e-07,1.2816115280145368e-08
1861,1.0752397328062102e-07,2.357981809808507e-09
1862,1.9156261488184612e-07,7.680577063240435e-09
1863,1.2286767453462133e-07,9.989241656072068e-10
1864,1.0164823471825457e-07,3.3563094525845827e-09
1865,1.0919878867809985e-07,1.694463946932956e-08
1866,1.0266443128958969e-07,4.865612801552288e-09
1867,1.4073152954097168e-07,6.308654931785895e-09
1868,1.4276235482668653e-07,6.915823469455518e-09
1869,1.0108884396231588e-07,5.371870948067681e-09
1870,1.4048419272327806e-07,5.160643912205387e-09
1871,1.5188283208900089e-07,6.37270636261178e-09
1872,1.5662608721100924e-07,6.047339518033823e-09
1873,2.1370035430123835e-07,2.3944017879529156e-09
1874,1.1949218076123813e-07,7.169530746864439e-09
1875,1.8766609422016245e-07,1.716458086775674e-09
1876,1.4873196030329439e-07,6.04601479992084e-09
1877,9.339071826985901e-08,6.80329748092845e-09
1878,1.425224924744839e-07,3.0195443923020093e-09
1879,9.408360746032685e-08,1.221865053580018e-09
1880,1.2964049678210188e-07,1.2835692508872398e-09
1881,9.691785241017215e-08,6.972507571312292e-10
1882,7.8533544112247e-08,6.655385131892899e-10
1883,9.9845554324407e-08,4.423537092179686e-09
1884,1.313737740815668e-07,1.0562715146988921e-08
1885,1.289127151693492e-07,9.66845359329227e-09
1886,1.2261581527894805e-07,1.097088819790315e-08
1887,9.662808686528024e-08,1.3057849246322917e-09
1888,1.3885945993052928e-07,6.974675947901687e-09
1889,1.0963989405254893e-07,1.2530273485467092e-09
1890,7.73417605515192e-08,6.554386478008212e-10
1891,1.1409854216992699e-07,1.3385862196457765e-08
1892,9.277397960971712e-08,1.8805537127519756e-09
1893,1.0530892247118118e-07,2.463366621796581e-09
1894,1.600590944228486e-07,7.561847148451761e-09
1895,1.5648397222456367e-07,3.611168697403855e-09
1896,1.0378771264640818e-07,6.486732040400511e-09
1897,1.0196748501112296e-07,2.9133566670225264e-09
1898,1.324055053375517e-07,2.26334195829736e-09
1899,9.839089365470954e-08,1.1607914629507832e-08
1900,9.863000993703963e-08,3.633737311048435e-09
1901,9.389081379040931e-08,7.265360757457984e-09
1902,9.967876374306073e-08,6.38336894454028e-09
1903,8.046328003885606e-08,2.1600881083827517e-09
1904,1.5425174382244222e-07,4.299700151477737e-09
1905,1.0682771423020654e-07,6.192911072844254e-09
1906,1.7593111012459417e-07,1.388929860013377e-08
1907,2.0211374973655438e-07,1.0285686968813934e-08
1908,2.3967578255401634e-07,9.822778146428846e-09
1909,1.5402754571791633e-07,5.5009836685826485e-09
1910,9.298822134518048e-08,5.344150677544235e-10
1911,1.3088120431881123e-07,4.25629931299909e-09
1912,1.2085857115096132e-07,7.293189607793238e-09
1913,1.34695939346674e-07,2.121195885607108e-09
1914,1.6005217062797783e-07,2.0090231700464756e-09
1915,1.366568368466048e-07,1.5314990164938536e-08
1916,2.1755174572923863e-07,1.0987462051303964e-09
1917,1.052776754661977e-07,1.315970976634162e-08
1918,1.3898515494048524e-07,1.1486376294556067e-09
1919,8.010828267401848e-08,2.1178051312631396e-08
1920,1.3099961071461053e-07,3.028892692213958e-09
1921,9.011569268579933e-08,9.087297137000405e-09
1922,1.8813735075395854e-07,1.4018077365562931e-08
1923,1.1465223792583856e-07,2.1231896241147297e-09
1924,7.219309772210636e-08,7.734974438733389e-09
1925,6.488924952918751e-08,9.898360353588487e-09
1926,7.133528756586571e-08,6.687683296036084e-09
1927,5.3516278963883224e-08,6.689535148041159e-09
1928,8.226749592665783e-08,4.570416489713125e-09
1929,8.578112797863469e-08,5.570202965543558e-09
1930,8.82302675364599e-08,2.100720708497761e-09
1931,9.238338805062085e-08,7.983749661377715e-09
1932,9.644391951724174e-08,8.767629289252454e-09
1933,7.45593045081705e-08,1.3764794637438627e-08
1934,8.746553348260022e-08,7.188948103475923e-09
1935,9.454944205344873e-08,1.6755597798123745e-08
1936,8.608547119592913e-08,1.6974599503782883e-08
1937,6.673292496373051e-08,1.888667711114067e-08
1938,5.8343465170196396e-08,9.075650453382877e-09
1939,1.9729324751693866e-07,3.8235125288110794e-08
1940,1.3693227352007398e-07,7.607348528892999e-09
1941,7.378756272657938e-08,4.7224041566096275e-08
1942,1.3957373834472264e-07,0.0
1943,1.0451646836884265e-07,3.193558839598154e-08
1944,6.105053707017305e-08,6.4263723231761105e-09
1945,1.590307974197458e-07,6.535512131478072e-09
1946,7.9350293447078e-08,3.480275978517966e-08
1947,9.298279657343755e-08,2.1457568166738383e-08
1948,1.1198044624904924e-07,2.391815279167986e-08
1949,7.657266642979721e-08,5.890204768377316e-09
1950,6.487570480828708e-08,1.595304155443955e-08
1951,5.970384897580061e-08,1.4925962688039363e-08
1952,1.2759212530966124e-07,3.796129277588989e-08
1953,7.110726230052933e-08,2.2625037843226892e-08
1954,5.0817189567453624e-08,1.6613311615287785e-08
1955,9.761032160326977e-08,7.508486277174597e-09
1956,7.761816078755146e-08,9.593255967388359e-09
1957,1.1043797076837336e-07,2.03205861026845e-08
1958,7.114129463303698e-08,2.3989505493204888e-08
1959,7.053180439697826e-08,6.975672928177801e-09
1960,7.543708591128961e-08,3.5296249978333805e-08
1961,6.53126956962069e-08,1.80652133252579e-08
1962,6.659054357927019e-08,3.614915300431676e-08
1963,6.983337463850603e-08,3.4916688207431434e-08
1964,5.1713729298796807e-08,2.798625509115027e-08
1965,7.770301435616744e-08,2.2435377999840966e-08
1966,8.530175277243757e-08,2.7695373439051707e-08
1967,1.1684895140362528e-07,7.395503320850594e-09
1968,9.701458125732643e-08,3.054162694970941e-08
1969,6.131372826123638e-08,2.679637134406221e-08
1970,6.71413845632074e-08,2.0694262303777577e-08
1971,7.810363944482646e-08,3.083038546680683e-08
1972,9.593374838967605e-08,3.385897073826527e-08
1973,6.781240702302682e-08,4.410562937096074e-08
1974,5.1755259189434355e-08,2.3627401424253236e-08
1975,7.996072115545871e-08,2.1703623787061588e-08
1976,8.341749418994127e-08,2.399681342524218e-08
1977,4.995264557550172e-08,7.639816779203557e-09
1978,4.633661299102698e-08,3.5643548113029055e-09
1979,5.0326971035019596e-08,9.948355028654987e-09
1980,8.641429039002446e-08,1.989802811408481e-08
1981,6.894849136074299e-08,1.2651098835192442e-08
1982,5.338451991576676e-08,4.966001831974154e-09
1983,3.9786492656013195e-08,1.0104505676622466e-08
1984,7.074790064898195e-08,1.275781880138993e-08
1985,6.857735967980005e-08,1.5038894574104233e-08
1986,7.553051878383954e-08,1.7983456501724504e-08
1987,5.621951615353282e-08,1.1610551631235921e-08
1988,6.836071220206463e-08,5.99655392008458e-09
1989,7.463846340982627e-08,7.683371272548811e-09
1990,7.900544174432866e-08,1.1442167213715493e-08
1991,7.150987269000098e-08,7.033758464558559e-09
1992,8.044518184924243e-08,8.264915862810085e-09
1993,6.702441002204296e-08,1.1078414630105726e-08
1994,7.27939867273264e-08,1.3714808844156323e-08
1995,5.4224509327127635e-08,4.337960657352369e-09
1996,8.167281206894472e-08,4.804283193493575e-09
1997,5.226434973693017e-08,8.151320507465698e-09
1998,6.1508868220983e-08,6.6753808036779105e-09
1999,4.4787972358628636e-08,5.484241505371301e-09
2000,3.5786055674336126e-08,1.0603275590881367e-08
2001,5.301266403634486e-08,1.0076787404500465e-08
2002,5.0384047600715576e-08,7.448076377869484e-09
2003,6.125376650345515e-08,5.000307723435071e-09
2004,8.633390669032792e-08,7.047666006343434e-09
2005,5.5396121467765624e-08,9.007498746882447e-09
2006,6.547444897364585e-08,6.58862386870851e-09
2007,5.592271179466479e-08,5.991719120856942e-09
2008,4.810906906183021e-08,5.5346713878634546e-09
2009,4.0529637646002925e-08,3.814554005998616e-09
2010,2.6925620677520357e-08,2.8342759250676863e-09
2011,5.0858826372568444e-08,4.206369030868018e-09
2012,4.5276559695883734e-08,6.468080293586809e-09
2013,4.2952524315076346e-08,3.3469500504423877e-09
2014,3.486366653704387e-08,5.413613113347537e-09
2015,2.925879433179901e-08,5.319781060109108e-09
2016,3.5419916305512444e-08,4.971216327476213e-09
2017,2.238894164507954e-08,7.2952728302766445e-09
2018,2.555652095503902e-08,4.3884935685412074e-09
2019,1.9387507654844427e-08,3.5713827450933877e-09
