year,un_DET athée_ADJ,un_DET pâté_NOUN
1800,0.0,3.0812812923386446e-07
1801,0.0,1.5239568540437176e-07
1802,0.0,2.998705781465105e-07
1803,0.0,1.3847407842604298e-07
1804,0.0,1.4583921270627798e-07
1805,0.0,2.217444565744131e-07
1806,0.0,2.651135728726217e-07
1807,0.0,1.7935817675507337e-07
1808,0.0,3.9203079893468384e-07
1809,6.7770917766551975e-09,2.326801400442946e-07
1810,0.0,2.035910213749048e-07
1811,0.0,4.688233730121283e-07
1812,0.0,2.187110808016257e-07
1813,0.0,2.3293507922517165e-07
1814,0.0,3.4613448463005625e-07
1815,0.0,2.3735567822313897e-07
1816,0.0,1.1356258866612734e-07
1817,0.0,1.650285783583172e-07
1818,0.0,1.7404918750685283e-07
1819,1.035105001712111e-09,1.1800197141642599e-07
1820,0.0,1.5782420259569108e-07
1821,0.0,2.948585002826576e-07
1822,0.0,2.2858404236103524e-07
1823,0.0,2.757269741415769e-07
1824,0.0,2.5263338088166165e-07
1825,0.0,1.9812247220585277e-07
1826,0.0,2.113916170998209e-07
1827,0.0,1.5208500947494485e-07
1828,0.0,2.8067241442109037e-07
1829,0.0,2.3576233521005463e-07
1830,3.1310507520032616e-09,3.0684297058769516e-07
1831,0.0,2.3542720573033193e-07
1832,0.0,3.4907319523824754e-07
1833,0.0,2.606316460429525e-07
1834,0.0,3.565790684945114e-07
1835,0.0,3.237001635625347e-07
1836,0.0,2.506839802407512e-07
1837,0.0,2.609209142079294e-07
1838,0.0,2.2218809991869648e-07
1839,0.0,2.9713769933437106e-07
1840,0.0,1.987342841403006e-07
1841,0.0,2.6131633745762883e-07
1842,6.708265054555795e-10,2.1533530869533024e-07
1843,0.0,2.498623381530507e-07
1844,0.0,1.9045307153575664e-07
1845,0.0,2.873817308568505e-07
1846,5.854501328173001e-10,2.7340521757679426e-07
1847,0.0,1.742011264127541e-07
1848,0.0,2.4618378624552406e-07
1849,0.0,2.790345030589947e-07
1850,0.0,2.640919518626106e-07
1851,0.0,2.734561981299066e-07
1852,0.0,2.1094166591240082e-07
1853,0.0,2.932218610141035e-07
1854,0.0,2.893985069363225e-07
1855,0.0,2.998419574851141e-07
1856,0.0,2.588594565366975e-07
1857,0.0,3.070469354327088e-07
1858,0.0,3.5381278440382857e-07
1859,0.0,3.1622395368913203e-07
1860,0.0,3.0392502115006437e-07
1861,0.0,2.4900288231322065e-07
1862,0.0,2.7062736851490854e-07
1863,0.0,2.9618100505501843e-07
1864,0.0,2.7857370188399955e-07
1865,0.0,3.6289769145270157e-07
1866,0.0,2.593371801751232e-07
1867,0.0,2.8243361605007067e-07
1868,0.0,2.711990934045616e-07
1869,0.0,2.632216782316732e-07
1870,0.0,2.603258035804856e-07
1871,0.0,3.133247226116964e-07
1872,0.0,2.558024547738569e-07
1873,0.0,3.5257566599611323e-07
1874,0.0,3.184466752514936e-07
1875,0.0,3.0610170220768396e-07
1876,0.0,4.1596580757641277e-07
1877,0.0,3.3583551228844044e-07
1878,0.0,3.1825997481860213e-07
1879,0.0,3.457878197110631e-07
1880,0.0,2.6954953291635775e-07
1881,0.0,2.649552914846254e-07
1882,0.0,3.2345170630776465e-07
1883,0.0,3.3555689782360787e-07
1884,0.0,3.432882458298536e-07
1885,0.0,2.97143800231936e-07
1886,0.0,2.6975478562007993e-07
1887,0.0,2.6311565370917833e-07
1888,0.0,2.4728397107764977e-07
1889,0.0,2.531115166348741e-07
1890,0.0,2.759396622309396e-07
1891,0.0,2.8938959140134557e-07
1892,0.0,2.482330918596176e-07
1893,0.0,2.3340398147553287e-07
1894,0.0,2.5899326949740953e-07
1895,0.0,2.7505068977973224e-07
1896,0.0,2.0934452660270608e-07
1897,0.0,1.9869092993118898e-07
1898,0.0,1.9294990138973844e-07
1899,0.0,2.780372021504718e-07
1900,0.0,2.0660392197058286e-07
1901,0.0,1.6319118190111226e-07
1902,0.0,1.9837546449963384e-07
1903,0.0,2.019682350251628e-07
1904,0.0,1.967112792655712e-07
1905,0.0,1.9559276509539814e-07
1906,0.0,2.3766133150360247e-07
1907,0.0,2.864563768412154e-07
1908,0.0,2.3132642645862234e-07
1909,0.0,2.3874268428869527e-07
1910,0.0,2.9980686022668124e-07
1911,5.320374141248863e-10,2.516536889984877e-07
1912,0.0,2.083768428917665e-07
1913,5.30298971401777e-10,2.184831759954875e-07
1914,0.0,2.8327226608837464e-07
1915,0.0,2.332590893772135e-07
1916,0.0,2.62600336142782e-07
1917,0.0,2.982867357559371e-07
1918,0.0,3.1128080024700466e-07
1919,0.0,2.2559228973761947e-07
1920,0.0,2.2413805744747606e-07
1921,0.0,2.2793969201018172e-07
1922,0.0,2.5970333439317983e-07
1923,0.0,2.675218855330286e-07
1924,0.0,2.6685661502767744e-07
1925,0.0,3.0135006401366127e-07
1926,0.0,2.931434401887145e-07
1927,0.0,2.943395234211721e-07
1928,0.0,2.5365812472699645e-07
1929,0.0,2.395187372883356e-07
1930,0.0,2.321296435070508e-07
1931,0.0,2.395124960585804e-07
1932,0.0,2.0275142986747596e-07
1933,0.0,1.7550113140529788e-07
1934,0.0,1.8691264536130348e-07
1935,0.0,2.0465766059629686e-07
1936,0.0,2.0369520203900038e-07
1937,0.0,1.7879388014563347e-07
1938,0.0,2.1262952065725926e-07
1939,0.0,1.850580160223103e-07
1940,0.0,2.2822046386039574e-07
1941,0.0,2.1841119135501685e-07
1942,0.0,3.39831728979334e-07
1943,0.0,2.4677498888792115e-07
1944,0.0,2.442021482806922e-07
1945,0.0,2.418139501969563e-07
1946,0.0,2.4779566132338005e-07
1947,0.0,2.2888072770399503e-07
1948,0.0,2.8266908991270157e-07
1949,0.0,1.6983424355743182e-07
1950,0.0,2.1589783383291206e-07
1951,0.0,2.3561698192509084e-07
1952,0.0,2.203863949112872e-07
1953,0.0,1.982384267851245e-07
1954,0.0,2.2574558222743235e-07
1955,0.0,1.7551086806122385e-07
1956,0.0,2.3895928036310465e-07
1957,0.0,1.6433170202390102e-07
1958,0.0,2.2335057758837706e-07
1959,0.0,1.929936139788424e-07
1960,0.0,2.3253999881234222e-07
1961,0.0,1.9524328198627927e-07
1962,0.0,2.2260266430151887e-07
1963,0.0,1.6747077680179245e-07
1964,0.0,2.0807172074199798e-07
1965,0.0,2.0629603270094776e-07
1966,0.0,2.271020673738633e-07
1967,4.930335584241163e-10,2.2383722964036679e-07
1968,4.4914158503495116e-10,1.890886061062247e-07
1969,4.5417578031781147e-10,1.8712041427448867e-07
1970,0.0,1.839489938149086e-07
1971,1.541519245584766e-09,2.081051029279024e-07
1972,0.0,1.7032088184265604e-07
1973,0.0,2.337598381529915e-07
1974,0.0,1.7889317494024226e-07
1975,5.711480177694739e-10,1.8676539692563665e-07
1976,0.0,1.7083445857934976e-07
1977,0.0,1.763034491730764e-07
1978,0.0,1.9306921394957044e-07
1979,0.0,1.6502564292864008e-07
1980,0.0,1.967062166485789e-07
1981,0.0,1.9419436769751997e-07
1982,0.0,1.7132706187084068e-07
1983,0.0,1.6861893925579352e-07
1984,1.739702604197646e-09,2.0586480431461496e-07
1985,0.0,1.762558485829402e-07
1986,0.0,1.5345883142003913e-07
1987,0.0,1.258828241645915e-07
1988,0.0,1.7330040602558938e-07
1989,0.0,1.9153546571004654e-07
1990,5.44865097484859e-10,1.7544655950274546e-07
1991,1.1722930404189924e-09,1.8170542759321506e-07
1992,5.509944167592096e-10,2.099288778367736e-07
1993,1.1078414852150331e-09,1.9110266169519718e-07
1994,0.0,1.8462243556172098e-07
1995,0.0,1.9575046739106483e-07
1996,0.0,1.85231795235552e-07
1997,0.0,1.73575181783292e-07
1998,9.536258449571733e-10,1.768975876892398e-07
1999,1.3710603763428253e-09,1.9286248242877946e-07
2000,0.0,1.7318683909195443e-07
2001,0.0,1.6648604450608673e-07
2002,0.0,1.9715496790695397e-07
2003,0.0,2.04595917985273e-07
2004,0.0,1.8323931483266165e-07
2005,0.0,1.9366123815700576e-07
2006,0.0,2.2030711654963397e-07
2007,0.0,2.472582751877894e-07
2008,8.514879357157668e-10,2.703474160092867e-07
2009,0.0,2.7750881059773747e-07
2010,0.0,3.684558684824424e-07
2011,0.0,5.307673127674661e-07
2012,6.808505426114664e-10,6.107229619800592e-07
2013,0.0,6.880771241668526e-07
2014,0.0,6.394559619593565e-07
2015,4.433150790905671e-10,6.660809237502008e-07
2016,0.0,6.715284488478801e-07
2017,0.0,5.587172839938148e-07
2018,2.5814667070633845e-10,6.510459265030022e-07
2019,0.0,6.33920450354708e-07
