year,mon_DET art_NOUN,mon_DET part_NOUN
1800,4.62192190298083e-07,6.288328968651058e-09
1801,4.857612598829775e-07,4.7623651688866175e-09
1802,5.616978739908518e-07,8.951360541686881e-09
1803,8.132914706138195e-07,5.851017448321727e-09
1804,9.318878211317383e-07,7.4155526164076946e-09
1805,5.628897792320231e-07,2.842877711017877e-09
1806,6.570205428602094e-07,5.76333825108577e-09
1807,4.5551283189837477e-07,5.693910232196231e-09
1808,4.6454516855476413e-07,6.798221985349073e-09
1809,5.512034491061968e-07,1.581321384946932e-08
1810,7.511806749960215e-07,4.680253518074551e-09
1811,6.317833203262069e-07,7.521229861140455e-09
1812,6.267939367532449e-07,2.6672082320544632e-09
1813,8.109591576044295e-07,0.0
1814,8.05549368543268e-07,6.293354282149721e-09
1815,3.452446240004292e-07,2.697223555614414e-09
1816,2.294427776661223e-07,6.952811659743929e-09
1817,6.414318249881035e-07,6.227493631882908e-09
1818,3.385614242290558e-07,3.5763532135746345e-09
1819,4.771834039019041e-07,3.1053151161586356e-09
1820,6.312968103827643e-07,8.306536791735653e-09
1821,6.95234909642295e-07,4.930744257336528e-09
1822,5.81485721795616e-07,5.012807946513931e-09
1823,5.761606370890959e-07,6.917880934764753e-09
1824,5.709514461216258e-07,6.736890156844311e-09
1825,5.529818380978213e-07,1.6730341556581152e-08
1826,4.6065758851909777e-07,5.284790383086602e-09
1827,4.027948388163338e-07,1.8434546111834038e-09
1828,4.29263693035864e-07,7.337841001486822e-09
1829,4.115124605519327e-07,7.715858174606183e-09
1830,5.458465146546132e-07,4.174734336004349e-09
1831,4.646179385670024e-07,6.236482441579483e-09
1832,4.0995807548682706e-07,4.058990921151917e-09
1833,6.150906965984859e-07,6.950177322551099e-09
1834,3.957841023805031e-07,0.0
1835,5.279035306671176e-07,7.563087933704082e-10
1836,5.094328638932666e-07,3.36037508930076e-09
1837,3.3954507294708947e-07,4.87052354003481e-09
1838,4.267021349591005e-07,2.5248647617104325e-09
1839,2.684726539969873e-07,4.894032734625853e-09
1840,3.78996487526706e-07,6.3696887764308485e-09
1841,3.781703159511096e-07,2.5682194149112547e-09
1842,4.5414954419342735e-07,6.708265054555795e-09
1843,3.6091227784140756e-07,3.5441467538532834e-09
1844,2.755257848541248e-07,0.0
1845,3.4430005602104075e-07,1.674068439427856e-09
1846,2.968232255540215e-07,1.7563503984519002e-09
1847,2.3891980394097345e-07,2.6966118227278457e-09
1848,2.308978608311918e-07,4.0226108000140925e-09
1849,1.6172270367320607e-07,2.513824481908955e-09
1850,2.600185489143314e-07,6.788996032014438e-10
1851,2.405640655567254e-07,1.2898877521649865e-09
1852,3.05995646820989e-07,1.9531636308300904e-09
1853,2.4425201505806626e-07,4.180352064508952e-09
1854,3.0394637207109554e-07,3.63696517347023e-09
1855,4.0279652679942046e-07,2.1227748447927297e-09
1856,2.842276991543713e-07,3.1063135952358323e-09
1857,3.3194262449853795e-07,5.857810736475955e-09
1858,3.513659239118283e-07,4.404308473482388e-09
1859,3.8293143322931655e-07,8.656694694408884e-09
1860,3.240646293534155e-07,1.8308735638683515e-09
1861,3.070092322587925e-07,5.659156698811785e-09
1862,3.406561730479041e-07,8.13237568952907e-09
1863,3.4313044583456076e-07,2.9967726078439227e-09
1864,2.881631520068595e-07,2.8768367688059016e-09
1865,2.913536594206789e-07,4.23615986733239e-09
1866,2.6031029065620714e-07,3.4059290943133647e-09
1867,2.5234619549507897e-07,3.88224918879132e-09
1868,2.2772820074123956e-07,1.4819622196071691e-09
1869,3.7944943098722206e-07,4.883519366671862e-09
1870,2.4713749802174334e-07,2.2936195165357276e-09
1871,2.1985836617943733e-07,7.434824311758348e-09
1872,2.2435628199701796e-07,3.628403577593531e-09
1873,2.5859539132255804e-07,1.7958012854535355e-09
1874,2.437640485020154e-07,5.974609140757536e-09
1875,3.2212196821035377e-07,4.577221712764867e-09
1876,3.343446195458455e-07,3.02300739996042e-09
1877,2.4677415888518794e-07,8.658742500777805e-09
1878,2.451869975939047e-07,2.4156354694326865e-09
1879,2.5170419426512325e-07,3.665595160740054e-09
1880,3.2281767747832646e-07,5.134277225593564e-09
1881,2.3776251412144234e-07,6.2752567586699115e-09
1882,3.281104981045502e-07,5.989846840748214e-09
1883,3.2797369975412494e-07,2.5277355764075082e-09
1884,2.0531277389324032e-07,5.281357573494461e-09
1885,1.8756799446961736e-07,3.86738152613475e-09
1886,2.749175616045818e-07,1.2906927748801422e-09
1887,2.141487260853836e-07,5.223139698529167e-09
1888,2.098743472345177e-07,2.53624587998047e-09
1889,1.7918291117524632e-07,6.265136742733546e-10
1890,2.038414184113435e-07,3.277193294515257e-09
1891,2.473197344698974e-07,3.1871101313640793e-09
1892,2.59516411027505e-07,5.014809900671935e-09
1893,1.601188315270008e-07,1.847525021858587e-09
1894,2.444997271311422e-07,3.150769645188234e-09
1895,2.3773527324522092e-07,3.0093072478365457e-09
1896,2.8895442749643507e-07,8.845543852942228e-09
1897,2.0043894188859213e-07,2.330685422435863e-09
1898,2.3538756011021178e-07,5.6583548957434e-10
1899,1.945707559514176e-07,5.527578395003729e-10
1900,2.865461370404887e-07,1.5573159428683425e-09
1901,1.8666387813226493e-07,3.912117296778206e-09
1902,1.58111137738004e-07,5.4013122863239005e-09
1903,1.8684762626008933e-07,5.400220270956879e-10
1904,2.6335663871890347e-07,2.1498500757388683e-09
1905,2.8590605971601235e-07,3.096455536422127e-09
1906,2.2274319366744066e-07,1.5432553568395235e-09
1907,2.437707724567417e-07,3.0857060240307987e-09
1908,2.971390353767589e-07,1.4734167219643268e-09
1909,2.9870340279014584e-07,5.5009836685826485e-09
1910,2.581224720632491e-07,5.344150677544235e-10
1911,2.5803814596159214e-07,2.128149656499545e-09
1912,2.8599722057265353e-07,5.209421227725386e-10
1913,2.7893726706196276e-07,3.181793939432964e-09
1914,2.6586072987555553e-07,2.678697486047099e-09
1915,1.5786220675106932e-07,3.534228465440492e-09
1916,1.6481193565454078e-07,0.0
1917,1.4037023632340606e-07,1.0966424435210342e-09
1918,2.51551639074421e-07,2.2972752589112133e-09
1919,2.64265241689543e-07,3.6831394045755417e-09
1920,2.536697554234024e-07,1.514446346106979e-09
1921,3.7030735988707875e-07,1.5145494858259667e-09
1922,3.6373221234953235e-07,1.4755870969551665e-09
1923,4.235763229054612e-07,0.0
1924,4.4733937354379805e-07,0.0
1925,3.629398790394589e-07,1.0998177923937646e-09
1926,3.722810362205564e-07,3.343841648018042e-09
1927,3.9245271787891056e-07,4.4596899506643695e-09
1928,3.1535873912247325e-07,1.0283437212876834e-08
1929,3.364402623162732e-07,5.570202965543558e-09
1930,2.804462209127223e-07,2.100720708497761e-09
1931,3.0110140603056834e-07,1.1405356659111021e-09
1932,2.88235798784342e-07,1.0959536611565568e-09
1933,2.1794257887286506e-07,4.588264879146209e-09
1934,2.3963160522555427e-07,1.1981580172459871e-09
1935,1.9987034249879798e-07,0.0
1936,3.0311786458625534e-07,2.424942913137329e-09
1937,2.568588080009704e-07,1.2591118148108649e-09
1938,3.020894894234516e-07,0.0
1939,2.278813466816132e-07,1.5294050470515685e-09
1940,2.053984160532707e-07,0.0
1941,1.8299316550951517e-07,0.0
1942,4.3996070075991156e-07,0.0
1943,3.8613026998035593e-07,0.0
1944,4.177142063355177e-07,3.2131861615880553e-09
1945,2.614204905881934e-07,0.0
1946,4.5661221825810117e-07,4.1763312808029696e-09
1947,3.623944859754147e-07,1.1920870957027319e-09
1948,3.652954343458248e-07,1.0871887834440486e-09
1949,3.0236385217818906e-07,9.817008317369869e-10
1950,3.254420715137485e-07,1.0635361480382244e-09
1951,2.2495557194801563e-07,1.0661401761424827e-09
1952,3.026358683655417e-07,0.0
1953,2.6503616012973907e-07,0.0
1954,3.11743910685891e-07,0.0
1955,2.9189238981430776e-07,3.754243138587299e-09
1956,2.607621301109475e-07,1.744228317335228e-09
1957,2.791871915874822e-07,4.417518850718949e-09
1958,3.788687443773142e-07,8.272243445794913e-10
1959,3.115800715214334e-07,7.750747821333448e-10
1960,3.820300129575571e-07,6.920833350854139e-10
1961,3.1544643341874234e-07,1.3896318540318475e-09
1962,2.9743776686075307e-07,1.2683912808952869e-09
1963,3.4787365787991575e-07,1.2932106496776896e-09
1964,2.7864575669056535e-07,6.083968329129164e-10
1965,3.3105863650462197e-07,1.6416130677043839e-09
1966,2.547974329303315e-07,5.539074754423723e-10
1967,3.32797643665117e-07,4.930335584241163e-10
1968,4.486924316537966e-07,1.3474247551048535e-09
1969,3.024810566465419e-07,9.083515606356229e-10
1970,3.021362200428257e-07,9.197450023812337e-10
1971,3.858936494793852e-07,1.541519245584766e-09
1972,3.175560800983135e-07,1.5390440588625154e-09
1973,2.651851085389012e-07,5.513203782392395e-10
1974,1.9576989629399577e-07,5.625571675160757e-10
1975,2.2103428554132165e-07,1.1422960355389478e-09
1976,2.3768272416901937e-07,0.0
1977,2.4917554330983194e-07,5.876781838942691e-10
1978,3.1485134366349143e-07,5.940591352171509e-10
1979,2.633388045403251e-07,3.5111840102075575e-09
1980,2.9051119554424076e-07,1.1370301367108482e-09
1981,2.0178503468137876e-07,1.2651099057237047e-09
1982,2.5388684132821027e-07,2.483000915987077e-09
1983,2.1787839887821292e-07,0.0
1984,2.783523997962334e-07,5.799008495621649e-10
1985,2.5927055524732623e-07,1.8046674155058895e-09
1986,2.9372979781783215e-07,0.0
1987,2.9454136196704894e-07,1.8332451112712533e-09
1988,2.968294241512126e-07,1.1993107618124554e-09
1989,2.612346099439833e-07,1.0976244357863152e-09
1990,2.1522171467225348e-07,5.44865097484859e-10
1991,2.9776243160029026e-07,0.0
1992,3.0910786819049463e-07,1.1019888335184191e-09
1993,2.6975940770057605e-07,0.0
1994,2.600538779873318e-07,0.0
1995,2.808829542289004e-07,5.422450821690461e-10
1996,2.717088918302579e-07,0.0
1997,2.3111391556085437e-07,0.0
1998,2.884718135476305e-07,9.536258449571733e-10
1999,2.4084960426051794e-07,9.140402323914998e-10
2000,2.845212327962088e-07,8.836062992401139e-10
2001,2.655014377239695e-07,8.762423564512289e-10
2002,2.7251198098099394e-07,1.752488598683044e-09
2003,3.4043759544744034e-07,0.0
2004,3.1274018574833917e-07,0.0
2005,2.9904896070576115e-07,9.007499190971657e-10
2006,3.6731578312299007e-07,8.235779835885637e-10
2007,2.9319479377676316e-07,7.988958938831558e-10
2008,3.039811904415046e-07,1.2772319035736501e-09
2009,3.037338682787549e-07,1.430457752249481e-09
2010,2.8909613192240613e-07,1.4171379625338432e-09
2011,2.9826981240432815e-07,3.059177577924288e-09
2012,3.516593185537431e-07,1.3617010852229328e-09
2013,4.144639937919692e-07,5.578250084070646e-10
2014,4.592909359502073e-07,1.5158115873603606e-09
2015,3.936637762436135e-07,8.866301581811342e-10
2016,4.3870981514260166e-07,6.214020409345267e-10
2017,3.5470120884895096e-07,1.2578056374223934e-09
2018,4.210372130941664e-07,5.162933414126769e-10
2019,4.497391330460232e-07,5.1019755087367e-10
