year,un_DET athée_NOUN,un_DET pâté_NOUN
1873,2.460247818802941e-07,3.5257566599611323e-07
1874,1.911874946136649e-07,3.184466752514936e-07
1875,4.439904918163151e-07,3.0610170220768396e-07
1876,3.7243451234125757e-07,4.1596580757641277e-07
1877,3.259397906019146e-07,3.3583551228844044e-07
1878,2.258619176132015e-07,3.1825997481860213e-07
1879,4.417042038795671e-07,3.457878197110631e-07
1880,5.070098367809805e-07,2.6954953291635775e-07
1881,3.0260682870597577e-07,2.649552914846254e-07
1882,2.895092534593857e-07,3.2345170630776465e-07
1883,3.064879456893266e-07,3.3555689782360787e-07
1884,2.7331026419830096e-07,3.432882458298536e-07
1885,1.882125553742675e-07,2.97143800231936e-07
1886,2.52975779879705e-07,2.6975478562007993e-07
1887,1.8280988633989637e-07,2.6311565370917833e-07
1888,2.1748308576263753e-07,2.4728397107764977e-07
1889,1.9985785826293068e-07,2.531115166348741e-07
1890,2.3726878373153681e-07,2.759396622309396e-07
1891,2.26922228119264e-07,2.8938959140134557e-07
1892,2.657849365039766e-07,2.482330918596176e-07
1893,2.407940806747888e-07,2.3340398147553287e-07
1894,1.7644310212894254e-07,2.5899326949740953e-07
1895,1.9921613714224407e-07,2.7505068977973224e-07
1896,1.828079016497064e-07,2.0934452660270608e-07
1897,1.3168372736682699e-07,1.9869092993118898e-07
1898,1.8276485769241901e-07,1.9294990138973844e-07
1899,1.3708394597244933e-07,2.780372021504718e-07
1900,1.6559459536935606e-07,2.0660392197058286e-07
1901,1.9057600347816006e-07,1.6319118190111226e-07
1902,1.53691877891049e-07,1.9837546449963384e-07
1903,1.3392546849289033e-07,2.019682350251628e-07
1904,2.3325874032309457e-07,1.967112792655712e-07
1905,1.7959442111248336e-07,1.9559276509539814e-07
1906,2.2119994014246913e-07,2.3766133150360247e-07
1907,2.6279929765671284e-07,2.864563768412154e-07
1908,2.24941612003704e-07,2.3132642645862234e-07
1909,2.0463658145786212e-07,2.3874268428869527e-07
1910,2.5651923230007867e-07,2.9980686022668124e-07
1911,2.4420518007772785e-07,2.516536889984877e-07
1912,2.453637426569344e-07,2.083768428917665e-07
1913,2.3227095069522363e-07,2.184831759954875e-07
1914,2.0759905483558327e-07,2.8327226608837464e-07
1915,1.3076645133391906e-07,2.332590893772135e-07
1916,1.395407744908539e-07,2.62600336142782e-07
1917,1.6120643930861434e-07,2.982867357559371e-07
1918,1.2290422457539307e-07,3.1128080024700466e-07
1919,1.4916715063151287e-07,2.2559228973761947e-07
1920,1.9536358086824634e-07,2.2413805744747606e-07
1921,1.7568773769127688e-07,2.2793969201018172e-07
1922,1.9256412198132011e-07,2.5970333439317983e-07
1923,2.3567404738855657e-07,2.675218855330286e-07
1924,1.9337436829580668e-07,2.6685661502767744e-07
1925,2.4855882774232896e-07,3.0135006401366127e-07
1926,2.050889487126284e-07,2.931434401887145e-07
1927,1.6723837825693977e-07,2.943395234211721e-07
1928,2.2280780864747385e-07,2.5365812472699645e-07
1929,1.8715882998954214e-07,2.395187372883356e-07
1930,2.6469080904867326e-07,2.321296435070508e-07
1931,1.7336141944213068e-07,2.395124960585804e-07
1932,1.4466588560413385e-07,2.0275142986747596e-07
1933,2.1220724644166467e-07,1.7550113140529788e-07
1934,1.7732739188147661e-07,1.8691264536130348e-07
1935,2.321847150099643e-07,2.0465766059629686e-07
1936,1.9763285274976283e-07,2.0369520203900038e-07
1937,1.5235252348588801e-07,1.7879388014563347e-07
1938,1.426173517060647e-07,2.1262952065725926e-07
1939,2.401165906107394e-07,1.850580160223103e-07
1940,1.5214697723919812e-07,2.2822046386039574e-07
1941,2.0070218376133653e-07,2.1841119135501685e-07
1942,2.3666852189130339e-07,3.39831728979334e-07
1943,3.658076392909493e-07,2.4677498888792115e-07
1944,1.7993841971986058e-07,2.442021482806922e-07
1945,2.2874293037489224e-07,2.418139501969563e-07
1946,2.645009766766293e-07,2.4779566132338005e-07
1947,2.8014046593582975e-07,2.2888072770399503e-07
1948,2.3265839366182206e-07,2.8266908991270157e-07
1949,2.621141135250582e-07,1.6983424355743182e-07
1950,2.5737575093387477e-07,2.1589783383291206e-07
1951,2.1962487628535143e-07,2.3561698192509084e-07
1952,2.2460432536064445e-07,2.203863949112872e-07
1953,2.6826829213622005e-07,1.982384267851245e-07
1954,3.899241991511815e-07,2.2574558222743235e-07
1955,2.74059749560962e-07,1.7551086806122385e-07
1956,2.6948326636855313e-07,2.3895928036310465e-07
1957,1.802347733281806e-07,1.6433170202390102e-07
1958,2.1590554677430873e-07,2.2335057758837706e-07
1959,2.759266255480952e-07,1.929936139788424e-07
1960,2.519183461835439e-07,2.3253999881234222e-07
1961,2.980760260840043e-07,1.9524328198627927e-07
1962,2.7904607424744654e-07,2.2260266430151887e-07
1963,3.4011438998504673e-07,1.6747077680179245e-07
1964,3.455694139731236e-07,2.0807172074199798e-07
1965,3.3762506745915744e-07,2.0629603270094776e-07
1966,3.9327429579572026e-07,2.271020673738633e-07
1967,3.470956215778642e-07,2.2383722964036679e-07
1968,3.548218447946283e-07,1.890886061062247e-07
1969,2.538842593935442e-07,1.8712041427448867e-07
1970,3.094941911641058e-07,1.839489938149086e-07
1971,3.2474673350435523e-07,2.081051029279024e-07
1972,2.385518282910226e-07,1.7032088184265604e-07
1973,2.376190888497831e-07,2.337598381529915e-07
1974,2.042082507536236e-07,1.7889317494024226e-07
1975,2.2845920311098666e-07,1.8676539692563665e-07
1976,2.313978342272094e-07,1.7083445857934976e-07
1977,1.8688166109059878e-07,1.763034491730764e-07
1978,2.0910881159963424e-07,1.9306921394957044e-07
1979,2.680203854410479e-07,1.6502564292864008e-07
1980,2.450299927403421e-07,1.967062166485789e-07
1981,2.1823145690547108e-07,1.9419436769751997e-07
1982,2.1912482672803435e-07,1.7132706187084068e-07
1983,2.1093155133655728e-07,1.6861893925579352e-07
1984,2.0760450070156367e-07,2.0586480431461496e-07
1985,2.1234920044577166e-07,1.762558485829402e-07
1986,2.074091991488558e-07,1.5345883142003913e-07
1987,1.9676830564918646e-07,1.258828241645915e-07
1988,1.9728662303819533e-07,1.7330040602558938e-07
1989,2.1897607771492744e-07,1.9153546571004654e-07
1990,2.1631144564437932e-07,1.7544655950274546e-07
1991,2.145296305045008e-07,1.8170542759321506e-07
1992,1.8513412447518363e-07,2.099288778367736e-07
1993,2.21568295710739e-07,1.9110266169519718e-07
1994,2.025571874675336e-07,1.8462243556172098e-07
1995,1.946659891061131e-07,1.9575046739106483e-07
1996,2.1565891916708324e-07,1.85231795235552e-07
1997,2.0138557355053877e-07,1.73575181783292e-07
1998,2.5747896770234036e-07,1.768975876892398e-07
1999,2.5456021024439224e-07,1.9286248242877946e-07
2000,2.421081211068099e-07,1.7318683909195443e-07
2001,2.5191968289206557e-07,1.6648604450608673e-07
2002,2.361478417256535e-07,1.9715496790695397e-07
2003,2.2209699501729574e-07,2.04595917985273e-07
2004,2.7662087642710276e-07,1.8323931483266165e-07
2005,2.5671373604652103e-07,1.9366123815700576e-07
2006,2.676628438891271e-07,2.2030711654963397e-07
2007,3.083738162601435e-07,2.472582751877894e-07
2008,2.3373344326671486e-07,2.703474160092867e-07
2009,2.8513792038609154e-07,2.7750881059773747e-07
2010,2.522505440083478e-07,3.684558684824424e-07
2011,2.1031845862107268e-07,5.307673127674661e-07
2012,2.2876578587016638e-07,6.107229619800592e-07
2013,2.3540215332573666e-07,6.880771241668526e-07
2014,3.116075681930397e-07,6.394559619593565e-07
2015,2.7108715699997177e-07,6.660809237502008e-07
2016,2.769381670653104e-07,6.715284488478801e-07
2017,2.5080645527086887e-07,5.587172839938148e-07
2018,2.2897610185701467e-07,6.510459265030022e-07
2019,2.8596573753425503e-07,6.33920450354708e-07
